SECT_EGT;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23;h0;h1;h2;h3;h4;h5;h6;h7;h8;h9
7501;13440.3342941785;14357.3733794268;19307.675798627;20720.7486343116;20952.0247871571;20175.4070726992;19256.892286594;16182.402126222;12364.7679029137;9750.02187602061;10762.3300296848;10315.176362843;10171.2765786012;7634.72474310423;6408.93544844612;6408.93544844612;5877.72507678753;5877.72507678753;1796.7496570697;1796.7496570697;1796.7496570697;1796.7496570697;4365.39942909514;8773.1662721202
7502;21975.7983541411;24646.1979798514;25611.4207348951;27430.5075569506;31109.9098079848;37940.3064550949;39221.0368430071;30780.067174431;23003.372766301;21955.6790513444;21461.6111832711;22779.6173876564;21453.9183909817;19274.7177011073;19274.7177011073;19072.5551603611;18857.628013521;18857.628013521;18087.9412900185;18087.9412900185;18087.9412900185;19282.7745776865;21321.1976294063;22160.6725215789
7503;24434.3269025111;27448.1948004458;28361.1528024444;25019.086809267;22462.0552256434;23525.0140497838;25790.8863494367;24692.7613557184;19041.6206578791;17208.2721784307;12004.0246188109;10469.2602900336;9317.64813185967;8117.74614895324;8117.74614895324;8082.66659824434;8082.66659824434;7938.76681400256;8342.54953438546;8342.54953438546;8784.63935603238;9566.12375693327;13902.8921933332;19816.6315549121
7504;11133.1749730873;11688.5307973968;14961.5386255822;13510.1373530905;12931.2146156206;12826.9884396026;13934.1116138722;14360.7206990705;13486.9898524823;9770.18110926335;8579.17227005899;11020.1813040062;10611.1760411765;8364.17610495222;8669.91394915798;8256.90287900656;8256.90287900656;8400.80266324834;8853.42164448478;8853.42164448478;8206.79356552542;7593.50314682913;7196.5272118287;9100.69338393526
7505;13861.409517621;14724.2344543173;14102.8420588834;15074.3203203269;15586.9049845908;15267.8337298045;13370.3574612633;13837.0264741232;15261.9100279768;14115.4709460307;13506.6617945795;12952.7825385883;12306.41799645;13140.756781226;13821.1775057923;13821.1775057923;13821.1775057923;13821.1775057923;12915.6839074216;12915.6839074216;12915.6839074216;12915.6839074216;13612.123921073;13448.742275365
7506;15459.0794713295;15833.2254908867;14340.6772618497;14483.389373992;14898.5568664638;14979.0288378515;14935.4395320416;13317.6881265001;12302.8784806966;13959.7563820205;13129.479018358;12182.2292847788;11329.6285586529;10712.0072802989;11874.611491046;11874.611491046;11874.611491046;11874.611491046;11597.9238314971;11597.9238314971;12021.0380984452;14753.016691539;15018.8389479752;16586.7899316398
7507;15541.9258134714;17002.7608971457;18007.2254884065;16796.6606448704;17203.8736002643;16849.3537214052;14851.1690572102;14354.0429261071;16129.2217505282;13732.1914635742;15113.3477951723;15113.3477951723;15113.3477951723;15113.3477951723;15881.0269014939;15881.0269014939;15881.0269014939;15881.0269014939;15422.5466885415;15422.5466885415;15422.5466885415;15422.5466885415;14191.0952342915;15043.6393924897
7508;11063.3500968397;11051.6241651405;12051.770553747;12776.3543242651;13580.8682073537;12214.1897869859;10097.6202692228;9514.91170589837;9479.13728244785;8451.56487001724;9368.02454940489;10386.4016772007;10647.9679457627;9600.12701939382;9600.12701939382;9600.12701939382;9600.12701939382;9600.12701939382;10053.6661381957;10053.6661381957;9630.55187124758;9799.32495089197;9744.12144363227;10306.1245095417
7509;22642.2089255149;24426.7120402731;26308.5341180305;25097.4818661418;24528.5706257897;22415.847347459;20097.4157186218;17929.1403493793;18846.9074594002;20059.7545999876;20111.0795211928;21367.6099952351;21821.4447432925;21068.0555570819;20903.3089332712;20701.3283375077;20701.3283375077;20701.3283375077;20020.8367694371;20020.8367694371;20020.8367694371;20969.4889637116;22410.4525992938;21198.6886928966
7510;20311.9557381223;19495.6188648363;19737.3716553317;20255.0026717775;22424.1181952384;21371.7917452378;19233.5396049422;19812.5580685172;19194.996051343;18781.8726294298;18370.5860106761;19154.144965412;20831.4054010565;19421.8363009665;19039.4699110661;19356.0527053908;19356.0527053908;19356.0527053908;19356.0527053908;19356.0527053908;20230.2241887638;20230.2241887638;17826.3076671954;21224.049915414
7511;17086.9141151921;17086.9141151921;13862.177831721;16347.0781746855;16755.552256035;17007.8755157852;17731.0997778357;19867.8491738447;20384.4564134601;17108.8841855954;19627.3576074585;19325.3495152118;18807.8301713393;18392.7757343476;18910.2950782202;18884.5732961064;18884.5732961064;18884.5732961064;18884.5732961064;18367.0539522338;18884.5732961064;19054.1937450453;17000.6745764454;15585.2447801361
