hour,Duncan,Moran
4am,0.252357343536405,0.50527641367044
5am,0.252747302621452,0.51057458026742
6am,0.251677483415551,0.50928021508514
7am,0.247437719975883,0.497611807362444
8am,0.243866406255246,0.522695423206467
9am,0.235157444877521,0.546000281269862
10am,0.242897836941564,0.555035546607697
11am,0.242051341292361,0.553756232746316
12am,0.246478771083611,0.547887464720189
1pm,0.249721317105363,0.528513239858929
2pm,0.246168856958866,0.545573420724355
3pm,0.24633080482842,0.544883820900776
4pm,0.253214640354821,0.561403804927213
5pm,0.257105770218313,0.548469978705091
6pm,0.257171897856844,0.537242980501033
7pm,0.257868357833765,0.530630869809951
8pm,0.258131341373584,0.517824489161735
9pm,0.257678233677181,0.523852140349103
10pm,0.256738616981064,0.522984199139001
11pm,0.254967074610932,0.522884483447552
12pm,0.254846673514238,0.521300999522037
1am,0.254474636870307,0.522484833515427
2am,0.254350537623259,0.519694208482694
3am,0.255700207908542,0.52094128275657
