"hour","Duncan","Moran"
"min",0.6294,0.531993495325608
"max",0.9905,0.787768876029085
"4am",0.9811,0.767080677533213
"5am",0.9797,0.767970454060242
"6am",0.9744,0.768561881078522
"7am",0.9538,0.76997754284946
"8am",0.8993,0.773756082786485
"9am",0.8024,0.781050001489049
"10am",0.7412,0.781465114102107
"11am",0.7221,0.786757661048312
"12am",0.7201,0.780856255660272
"1pm",0.7201,0.777968874289268
"2pm",0.7188,0.783376880064819
"3pm",0.7145,0.787768876029085
"4pm",0.7298,0.786862472850629
"5pm",0.7725,0.785763406765748
"6pm",0.8505,0.777981145523715
"7pm",0.9121,0.774358643002981
"8pm",0.9437,0.76846144221975
"9pm",0.9544,0.769133510197988
"10pm",0.9615,0.768773222652394
"11pm",0.9713,0.767806589908272
"12pm",0.9779,0.767017769218516
"1am",0.9812,0.766580260017446
"2am",0.9822,0.766590392024904
"3am",0.9829,0.76631697931113
