CODE_SECT;LIB;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23;h0;h1;h2;h3;h4;h5;h6;h7;h8;h9
9202;COLOMBES , BOIS-COLOMBES;20439.9162778203;18022.8577195268;17757.1572329322;18752.2475167551;17750.1479047416;17236.7654002613;17730.096210566;17568.6954703998;20090.8357820778;21731.7409231743;21728.6862541733;22207.4315180512;21885.0992008947;21885.0992008947;23289.8646469209;23289.8646469209;23289.8646469209;23289.8646469209;22656.7309084986;22656.7309084986;23234.1440364091;22322.29020778;21426.570161586;20601.2823298853
9203;LEVALLOIS-PERRET , NEUILLY-SUR-SEINE , CLICHY;31691.1202936627;31718.3291056978;32240.5130305918;32715.2887778022;33560.612183154;33134.6520269972;30560.8869885263;25357.3344414618;23012.2837107608;22221.6357376921;23657.4197980465;24411.0340466223;23244.254346782;22654.5766945558;21529.8446293255;21866.0637954173;21866.0637954173;21866.0637954173;22050.4295248681;22050.4295248681;22316.7545005691;24540.7498461105;25706.0327957208;29094.3226688053
9204;NANTERRE , LA GARENNE-COLOMBES;31958.878311922;33348.054845324;30635.7899605981;29101.4953260989;30779.4686720748;30682.0417676236;31390.7668977457;32408.9005719771;30083.4146086753;26982.2582154177;27998.4293503518;28834.6455530022;27666.3959756818;27666.3959756818;27666.3959756818;26929.3207550658;26929.3207550658;26929.3207550658;25898.2324448915;25898.2324448915;25731.4549431983;28185.1813159507;30076.6940427234;30490.6589769673
9205;COURBEVOIE , PUTEAUX;37121.9087004408;40602.9533809825;40638.4175310287;41133.8218506305;40791.8007234685;39848.9175956823;37629.6101292235;35631.8939765061;26700.7335785332;24890.8746897346;23632.3247955939;21365.2674048723;20736.5697027698;22587.1784215438;22432.5637757349;22722.3899905108;22722.3899905108;22722.3899905108;22833.4080581734;22833.4080581734;23012.4435365671;23939.1705814419;27062.7882813954;31571.4214041758
9206;RUEIL-MALMAISON , SURESNES;22584.3675082954;24602.3318152015;24746.597639894;24896.3303187423;21476.5281453195;21686.5866325646;21443.7243078446;22372.0816052316;19669.252084717;19640.6604740872;21737.4906685381;20188.846712561;23592.8487410442;22566.6981855265;22566.6981855265;22717.0650027052;22809.8829043878;23098.3859598756;23296.4008240342;23296.4008240342;23500.9390990654;22489.7331210573;22111.2943935887;22732.2723818584
9207;SAINT-CLOUD , SEVRES , GARCHES;11951.4970045628;11988.0759969182;11346.5013839225;12282.9483728231;13570.2272569641;13223.5117110009;14604.2099419572;12223.353991241;11422.4833203614;9684.7875956939;10670.3781454471;10670.3781454471;9781.1524732475;9047.8507210906;9047.8507210906;9047.8507210906;9047.8507210906;9047.8507210906;8541.96036766617;8541.96036766617;8106.76795163762;8106.76795163762;8067.81837195292;9281.36151542095
9208;BOULOGNE-BILLANCOURT;14839.2175723721;14534.3361468561;15490.9000361554;16260.4984772771;17379.0056628477;18302.8568692231;16858.7395618549;18825.8431428409;19308.7985545834;20930.7988994821;19928.3104781999;19098.5134230944;19705.4489534049;19200.602341429;18696.9141410429;18696.9141410429;18696.9141410429;18859.7242143596;18876.4523472044;18876.4523472044;18473.7826426652;19094.1317050827;16562.1873735024;16340.810400499
9209;ISSY-LES-MOULINEAUX , MONTROUGE , MALAKOFF;23566.7015000913;23700.0129531113;24486.0196325819;22683.007655516;23325.8398744299;22898.5603619938;23446.843938723;22098.4304384619;24303.6898028451;26284.2783754537;25761.1976852237;24077.5094451242;24286.8509083116;22994.4323024208;23436.4947884966;23436.4947884966;23227.1533253092;23227.1533253092;23264.2059241237;23952.6237617041;23952.6237617041;21869.1260681773;20478.4044049129;21381.2132857146
9210;ANTONY , CHATENAY-MALABRY , LE PLESSIS-ROBINSON;25565.651371448;24806.4262938996;23761.8358123086;21781.7620863174;22101.9294003954;23590.5156839659;25281.1973323755;24549.6199852449;20411.2568508233;20475.6866228087;19591.9338008587;18826.7675873332;19836.3350084011;19431.8899755223;19377.2691925392;19377.2691925392;19869.2404370188;20355.1840149794;20518.7633271299;20518.7633271299;20518.7633271299;19876.8359881096;22380.6461294312;24078.0330482517
9211;BAGNEUX , CHATILLON , FONTENAY-AUX-ROSES;15875.7607639323;15263.1345839985;15568.5586961481;15142.4883353837;16606.1333825881;14995.0458377398;13443.3974479771;12487.0854111365;12871.9331062783;12892.2616666994;14279.8397557696;14522.6543507673;14385.9416177798;14595.8005447263;14595.8005447263;17454.1613202237;17454.1613202237;17454.1613202237;17109.1788986708;17109.1788986708;17316.1937483004;16643.3209531031;17707.6135976615;16188.3399177583
9212;CLAMART , MEUDON;14712.7563651204;15685.60014138;15009.3283376853;14841.767679792;12743.3848023263;12890.1254317275;12908.5450322774;12133.4513696816;15049.1353459788;16892.1700599352;18823.1602277385;20258.8392415596;19867.1764373163;19925.4492480687;19925.4492480687;20214.2161660155;20214.2161660155;20214.2161660155;20167.9052300943;20167.9052300943;20167.9052300943;19207.900291296;18008.5433480829;15287.8849002674
9302;NEUILLY-SUR-MARNE , NEUILLY-PLAISANCE , GOURNAY-SUR-MARNE;12744.7954895186;11165.0382545916;12172.5912716779;13278.3744354848;14512.0363558575;14776.8597840361;16742.8090297094;10555.4637445813;15125.3897677672;15011.8145689129;17561.8541021653;17966.3113077792;19277.8665373767;19277.8665373767;18782.3658563283;18562.7602851095;18562.7602851095;18562.7602851095;18354.4949456298;18424.2087261265;18131.7489636007;16597.3412149034;15313.1399816795;13111.3305754338
9303;PANTIN , BOBIGNY , LES LILAS;25224.9875440739;22634.9413980256;24546.7780757199;23193.5464871154;24318.0392636438;25261.0919026249;27351.5976340201;25035.4724338442;23295.5623570714;22574.6963349189;20840.5886168517;21990.7367098261;21548.5259038564;22922.6683158986;23790.3296758078;22780.8385164168;22780.8385164168;22780.8385164168;22749.7295781818;22888.8955391754;22491.5694030346;21927.5555349146;25428.7212075364;24813.1393889111
9304;MONTREUIL , BAGNOLET , ROMAINVILLE;34727.1038608325;35499.5354120081;34635.892103133;31540.9435385766;34425.4388364045;35025.3387079418;30062.5504018017;29615.0081768711;29292.51709208;33291.945572048;34362.2546237077;34235.7170391775;37025.1503297868;38130.334291758;38402.0080284446;38430.291463999;38856.5298468828;38856.5298468828;38210.4971231652;38210.4971231652;37609.5348275316;34046.8690418783;30423.3185632464;34478.4412647107
9305;BONDY , NOISY-LE-SEC , LES PAVILLONS-SOUS-BOIS;12826.0740270216;11734.739815702;12115.8699658687;14135.1376467689;15448.1131463723;17292.2051098036;16341.8690920293;17824.0244140148;19596.7919011831;21986.24934229;24759.2321644646;27148.6827737768;28273.1825889048;29050.0795039217;29331.725364467;29331.725364467;29462.3059906597;29462.3059906597;29092.1928275577;29092.1928275577;27616.8917176726;26425.5536134993;14935.7388309631;13199.0277080702
9306;ROSNY-SOUS-BOIS , GAGNY , VILLEMOMBLE;23961.6918154829;24976.3244399157;24953.3242064326;21442.9119739628;22207.692563243;23852.1680831516;23316.4830537816;25393.5657054513;24228.1159274863;25048.3475280426;25122.7524609397;25384.499636588;24454.726819702;23453.1782699166;24231.7639277572;24437.4562361521;24523.4565921838;24523.4565921838;25022.320973923;24752.4635894513;24024.4197014545;23670.1711448414;19860.4471004645;24339.2235145111
9307;LIVRY-GARGAN , CLICHY-SOUS-BOIS , MONTFERMEIL;17977.6232311761;18001.8359392073;19002.2597525092;18482.1134590423;19793.7841732709;17379.4791211123;18891.2111885389;20585.5542945316;20317.6206937292;24453.4851093765;25869.2826814872;27918.5706269078;26793.6020970924;27819.7830918115;27419.3836837569;27419.3836837569;27419.3836837569;27737.992088819;27532.0337941277;27402.4994536936;27256.7259019722;24744.2509776143;21518.2086226852;18532.2248817313
9308;AULNAY-SOUS-BOIS;14981.9802642997;13983.2725659069;15136.6116332089;13492.1843446866;15350.0895507563;16645.0574128291;15707.3348629903;14888.7495501114;16611.2351652058;17495.3388901168;17923.7373279035;19256.2606732039;19508.7162159655;18561.5633376472;19005.3713723716;19005.3713723716;19005.3713723716;19005.3713723716;18907.5778281111;18278.9090040875;16975.9091420267;15838.373735228;14468.865709875;13690.1458520557
9309;SEVRAN , VILLEPINTE , TREMBLAY-EN-FRANCE;29530.0378660668;27870.0180496008;26496.9405306256;27403.0495801117;28128.415377636;27705.1235304415;25778.9753463666;25115.8499429715;24131.3290192331;25032.7965111549;27815.2547856291;26620.4876035616;25356.666230981;25526.7271306711;25788.0396996063;25545.8588992937;26048.9583759603;26048.9583759603;25428.9825310325;26196.0063550833;25821.8698017066;23477.4779475526;22695.8096237692;27958.4513481671
9310;DRANCY , LE BLANC-MESNIL , LE BOURGET;27697.3790994462;29824.3446908045;29164.3992518298;33623.256616321;32501.2316401472;32419.633597717;34223.9443262015;36292.5221852166;35599.0981142409;40719.5468969333;40841.6588686599;41134.8815963955;40664.2157463442;40002.0282290057;39416.1383665965;39416.1383665965;39416.1383665965;39416.1383665965;40315.5209889636;39582.6657032157;37585.1122326546;35323.4814570847;32059.3799949644;31168.8732957272
9311;EPINAY-SUR-SEINE , LA COURNEUVE , STAINS;24532.8275952799;25328.2176465785;23449.2041358875;23865.8208891605;21459.1531044329;23282.5039913463;23579.306891622;22759.6628643375;24579.6928538151;29243.903204833;26812.5053598787;28159.2185499476;27713.5102799482;28073.7927345015;28073.7927345015;28780.6961403135;28780.6961403135;28990.037603501;28769.1565301118;29696.7183619094;27740.932802708;24544.8669985864;24197.9552356256;21998.149200603
9312;SAINT-DENIS , AUBERVILLIERS , SAINT-OUEN;55105.2544042998;57724.0911525826;56699.5926152048;56227.6824188621;59271.9508534438;59025.9342247428;56381.1998363936;53116.1286922537;49878.8571244685;46716.9665376725;50344.2144394558;48921.8954613894;51554.4771353803;51137.7461166561;51331.4111115046;52660.8523732357;52743.9366966957;52743.9366966957;52198.8266821179;51457.8914345649;50436.5870734695;50819.8482140055;55982.3044070474;55588.3658613795
9402;VITRY-SUR-SEINE , IVRY-SUR-SEINE;35661.2898832614;36330.9674178519;36013.4505954628;35124.9032883848;33696.5479295198;33170.6609337894;32528.6679639304;33404.6411719667;37205.2681708011;40570.8060180144;40968.5832607843;41125.3843001142;41784.415455985;42293.3320224853;41637.8793613349;41981.5530689051;41981.5530689051;41981.5530689051;42872.4427043476;43022.6324387735;41488.0045571171;40339.1176060608;36756.9423995131;37811.7119934449
9403;VILLEJUIF , CACHAN , LE KREMLIN-BICETRE;32804.5173172644;28983.8944676689;30600.5594342276;30491.3271524574;28171.0155958681;29202.4251180679;28007.4510036114;29767.9226408803;26274.5813732051;26871.8525164803;28439.7146167108;29415.0423685975;28445.592038407;28396.06379636;31564.1876026748;31564.1876026748;31564.1876026748;31564.1876026748;31341.9946988632;31341.9946988632;31109.894182116;32075.5153719721;31230.3036423972;34365.7066453478
9404;CHOISY-LE-ROI , THIAIS , ORLY;19199.4180230031;19449.3661219181;19093.5262178506;21813.9983233133;21097.2233878665;20900.4573210552;19266.9732510063;17204.8386238511;16769.9178609466;18672.9140892765;20698.8767806;21196.0019057627;21196.0019057627;19922.7290717469;19674.7380493249;19513.065234399;19513.065234399;19513.065234399;19868.5705111701;19663.776383549;19770.5208392402;19793.7905580798;20468.5348261066;20338.9047706431
9405;L'HAY-LES-ROSES , FRESNES , CHEVILLY-LARUE;17599.7371445898;17780.7205459227;18813.5411954685;18128.6137333649;21003.5083961647;18430.3106899139;18328.954510773;16859.5164063867;17624.4729108025;17436.1568961324;18701.8573895886;18364.2570404358;19451.3447941879;20386.6619517425;20736.5404575787;18973.4869342729;18830.6502335126;18830.6502335126;18714.6416354688;20530.228503628;21474.2705309137;18675.0181554896;17736.7956846902;17353.3410711996
9406;CRETEIL , BONNEUIL-SUR-MARNE;30196.4661952025;29962.5547798951;30623.9788348036;30112.1422952139;31445.8833608015;33638.1479634357;34513.1673567675;35310.2895446261;29356.7418995429;26294.0802639581;26242.118539187;27372.6489122965;27265.8313977339;27684.721525914;27956.2069260451;28693.4212824534;28693.4212824534;28693.4212824534;28488.9037098432;27972.8073506698;26843.7291225173;26798.0095271107;24351.3688966656;26146.084188785
9407;MAISONS-ALFORT , ALFORTVILLE , CHARENTON-LE-PONT;26160.3958542777;26162.7557170419;27731.2986587747;25979.7888353226;26745.5238984062;26731.2891691495;25625.6330167865;26776.8170274391;26520.3103426665;26014.8589300252;22634.48246315;24448.2412546938;23908.7420134826;26731.4058810248;26610.5121406148;26610.5121406148;26765.1267864237;26610.5121406148;26943.0769736708;26047.7198511943;26463.0492034671;26613.2472123548;24369.5967855626;24739.6023435122
9408;SAINT-MAUR-DES-FOSSES , JOINVILLE-LE-PONT;19829.6284293678;19577.5014970192;20022.679974286;18073.6356866529;19889.8431058927;19519.2229167019;19251.919585891;16591.1622279538;17948.6867148212;16742.7393306164;19203.2282181918;20913.3737006973;21844.9247963861;21844.9247963861;20615.7922975464;21382.974316238;21585.1368569842;21585.1368569842;20942.2228971006;21168.3953966075;20186.7101067194;19557.5420688082;19235.3899158465;17028.7452323418
9409;FONTENAY-SOUS-BOIS , VINCENNES , LE PERREUX-SUR-MARNE;23975.0969187441;22794.677010926;22325.3367016353;28269.8245833078;25984.4637750711;26051.0615280658;23290.0309944921;23679.3724199295;22710.0522609945;21414.1259392375;21048.7520841798;21003.3436066763;21681.765870168;22230.9488800458;21682.3195437881;21463.6045237415;21463.6045237415;21463.6045237415;21463.6045237415;20856.1190853768;21144.3965699545;21223.9297419073;24510.7548670746;24680.655503831
9410;SUCY-EN-BRIE , LIMEIL-BREVANNES , BOISSY-SAINT-LEGER;10826.2155604728;10662.6367519348;10478.8221724424;10244.9692466352;9324.32762824422;9038.73884628859;9256.60656847689;9519.77814651692;8995.63209837027;10803.2605635533;12097.9850387033;12016.309391723;12301.8930897811;12826.2153057259;12756.7595736228;12893.3561418194;12893.3561418194;12893.3561418194;13644.3663872614;13644.3663872614;13644.3663872614;13788.5771150713;12394.1495270895;11617.6381807352
9411;VILLENEUVE-SAINT-GEORGES , VILLENEUVE-LE-ROI , VALENTON;13754.9825434867;13300.732245799;12648.5955833557;12911.2764589909;11547.3880813413;12128.3595940092;12083.885637948;12200.4886908908;13151.0443363309;15271.8768229634;16373.7543552461;16142.368780472;16529.0907002416;17151.6909480016;17376.6537978365;17557.2965599767;17505.7161944162;17505.7161944162;16976.6068896476;16727.0141803408;16581.4238086479;16328.2949714992;15438.1065043488;13794.3441158189
9412;LE PLESSIS-TREVISE , CHENNEVIERES-SUR-MARNE , ORMESSON-SUR-MARNE;6409.23820753811;6059.20131872987;5276.28822444283;5963.97242994603;5838.02850519141;5716.956696303;5679.63582067792;5894.91272726089;6950.61115489733;8198.59742323892;9790.342693963;10529.5110466896;10253.8333624654;10253.8333624654;10379.77728722;10379.77728722;10379.77728722;10642.7611046478;9751.68619578952;9617.42664452788;10314.6744296099;9468.95589683363;7186.15225618098;6179.0834003315
9413;CHAMPIGNY-SUR-MARNE;11466.5751888307;12081.7208315565;12520.8648951752;13310.2813211417;11963.8565439861;11082.25995066;11126.5040578593;11633.8799986845;14257.2127898601;15256.8338448689;15208.1916163646;15253.2483387949;16362.7139034017;16752.7468988164;17677.093224656;17677.093224656;17677.093224656;17677.093224656;17332.148860017;18227.5059824935;17839.7306370972;15513.9360754391;14717.5063048466;11724.4884555749
9414;LA QUEUE-EN-BRIE , VILLECRESNES , MAROLLES-EN-BRIE;5998.67811427774;6300.25091096741;5900.36698722136;5853.48088425253;6171.76272700789;6571.02966878122;6596.96744072148;5871.93545649068;5757.53069471143;6524.14582835319;7931.15772321431;8628.31179494844;8848.6228165336;8848.6228165336;9078.22904846032;9265.73837329336;9317.31873885381;9317.31873885381;9648.6372826003;9599.70861078275;9335.4450233066;8364.14870412561;6999.7722913212;6170.27171904689
9501;CERGY , JOUY-LE-MOUTIER , VAUREAL;19946.1803565815;18405.6384935479;18052.8548223578;18594.6465051338;18706.3087011209;17746.0820136641;17518.0000184121;16909.7908882974;18443.7600863708;20962.6350001759;22436.4213653608;22917.3896173441;24058.7697427022;24983.440761677;24983.440761677;24707.4632043193;24707.4632043193;24707.4632043193;25393.2802836663;25188.9428839593;23706.3382804868;21935.7679911106;19311.0389623992;19627.0628556445
9502;PONTOISE , SAINT-OUEN-L'AUMONE , ERAGNY;22017.1429867524;23446.9263667451;24384.5107240667;22219.0097767141;23310.8110830669;25638.2249883917;24097.1351037353;21084.5938221204;18918.9265489459;19853.4451978397;21127.1237195862;20199.2541044128;19523.2645557159;19551.4427004288;20562.5998824975;20706.1369131182;20706.1369131182;20028.216488492;19174.9519776338;19062.6722019838;19593.849037711;17809.1050845996;17170.8619753433;21617.439302988
9503;L'ISLE-ADAM , PERSAN , BEAUMONT-SUR-OISE;12753.1512627549;13648.4604140043;13004.383444853;13443.2825340411;12839.8985096893;13054.5857242255;14328.6272962422;13991.6304103244;14509.2117606628;16675.2159074509;16345.3422535626;17297.5142743649;17097.0779118039;17417.0453232744;18357.4035649535;18144.250804328;18144.250804328;18322.0448223491;17749.0874956701;17749.0874956701;16674.532416346;14547.8281831653;13905.9661098436;12165.3724303391
9504;DOMONT , SAINT-BRICE-SOUS-FORET , MERY-SUR-OISE;10578.4472133594;10626.7944769806;9175.8323686294;9004.61052554932;8826.53494649688;9234.6423199938;11199.817340882;11548.9239901607;12191.9964341877;15358.8024273689;17341.8850626277;16648.6984174309;16597.5499132314;16408.1584939439;16408.1584939439;16408.1584939439;16272.3083193677;16272.3083193677;16660.5709434679;16660.5709434679;15681.2887860399;15425.7782493044;13007.360488263;10072.439901805
9505;GOUSSAINVILLE , FOSSES , LOUVRES;15126.5864869281;18123.5518080634;18424.3513665406;17646.7280504842;15245.8201747235;15825.1766222721;15103.757934769;13759.3129914644;14804.1834917617;17235.72148543;19854.2314344532;20197.1577791646;20962.6806188031;20297.1752270459;19697.2872005635;19697.2872005635;19697.2872005635;19697.2872005635;20448.8792743349;20187.1414829284;21242.2360780542;20502.6028998944;16414.2876700769;16580.4139703187
9506;VILLIERS-LE-BEL , GONESSE , ARNOUVILLE;14092.6373201577;14489.5608541089;14698.9912544465;13052.737010565;13096.5878444323;12941.123320222;12700.8231714357;14137.9012015332;12919.1416987579;13818.1299706559;13499.9509281261;14505.9342754002;14505.9342754002;14025.8807597627;14460.6980028587;14460.6980028587;14673.8507634841;14673.8507634841;15381.8084942302;14979.4631704192;15186.3178943633;15114.5377742695;12757.2836411426;14169.2523705586
9507;SARCELLES , GARGES-LES-GONESSE , BONNEUIL-EN-FRANCE;14360.6805196736;11635.0222014412;12231.5720658665;13536.3050168727;14379.4041212887;14159.8917058704;15566.3148969245;15932.2710681015;20425.4505092091;20982.320502519;20768.4389660222;21282.9264348574;21282.9264348574;21762.4054795649;22262.7061064177;22262.7061064177;22262.7061064177;22262.7061064177;22262.7061064177;22366.4406131624;21875.6030176287;19679.5493482646;15962.2400916992;14305.8151437535
9508;ARGENTEUIL , BEZONS;25382.6205880423;26828.5116386402;26908.8644033079;26966.8897858551;27540.6897257217;27277.9329524877;27878.3560452952;30595.2458911463;31852.3322443782;33060.2158907297;36450.0164495025;37746.0299799051;37803.1882401722;38759.1018208011;37648.7911506593;37648.7911506593;37648.7911506593;37648.7911506593;38387.4225030062;37539.4664721335;35765.6060112099;33625.8735355306;26998.9928553292;25158.0682048777
9509;HERBLAY , CORMEILLES-EN-PARISIS , MONTIGNY-LES-CORMEILLES;13543.399118307;12747.3333747797;12369.7078753264;13251.0717225312;11655.3904788994;12682.7658767378;11282.2188000136;12649.8896832284;14699.886653612;16267.7356386909;17809.8953760624;18704.609321196;17947.305963718;18049.886814523;17822.843983886;17614.5582048716;17614.5582048716;17614.5582048716;17614.5582048716;17614.5582048716;17140.2357937021;15674.9956701928;13857.2691643841;12723.8062588587
9510;FRANCONVILLE , TAVERNY , SAINT-LEU-LA-FORET;20622.575538668;19266.5961396551;22113.8678819242;20083.9632724867;21182.4900985958;20936.3203758318;20673.777440467;23008.1397335758;20734.089474762;20223.9722735414;23877.9500561346;26589.6701325388;27375.2257966499;27599.2440725759;27599.2440725759;27321.0931250995;27321.0931250995;27555.839198807;26783.6458048328;26783.6458048328;27144.2125086112;24317.820810793;22300.9887102051;21090.8869536776
9511;ERMONT , EAUBONNE , MONTMORENCY;17876.5917848358;18429.7442230495;17092.1983575096;17767.3100337224;19111.862439348;19817.5753530141;19866.4936560391;20117.8783406341;19066.453705675;21999.5013487282;24074.8015433598;24169.7282611738;24388.0394493109;24335.5888824122;24335.5888824122;24613.7398298887;24613.7398298887;25056.9141808073;25446.2456430138;25446.2456430138;25291.9874292109;23855.3749883244;19495.1223986398;18551.3160750269
9512;SANNOIS , DEUIL-LA-BARRE , SAINT-GRATIEN;11662.4475973712;11860.2258286341;12336.1617686911;12226.0021350579;11834.7043800756;13023.4063479788;13873.2156939594;12398.751838673;12063.757571143;16364.09015164;18662.4611242801;20202.8266696481;20202.8266696481;19497.6235010572;19730.4688172868;19730.4688172868;19730.4688172868;19730.4688172868;19730.4688172868;19730.4688172868;18643.8402420827;17337.8163673624;11218.9742384814;11648.8643909984
9513;AUVERS-SUR-OISE , MAGNY-EN-VEXIN , PARMAIN;9456.05344528988;8647.6488666294;8737.22908775738;8720.62957936944;8615.02862849664;8658.26536392891;9012.18605368601;9700.4678769611;8996.99921146643;10460.8351843518;12669.5563403052;13746.996823379;13976.0465933534;14268.7350055396;14145.2098950636;14464.5366606545;14697.2193072305;14519.4252892094;14450.7194479832;14344.0180099386;14157.2821121701;13392.603470258;11567.9695604012;10249.0183387318
