"idsec";"ZONAGE_SEC"
"NANTES_007";3
"NANTES_008";3
"NANTES_009";3
"NANTES_010";3
"NANTES_011";3
"NANTES_012";3
"NANTES_013";3
"NANTES_014";3
"NANTES_015";3
"NANTES_016";3
"NANTES_017";3
"NANTES_018";3
"NANTES_019";3
"NANTES_020";3
"NANTES_023";3
"NANTES_030";3
"NANTES_031";3
"MARSEILLE_013";3
"ALBI_010";2
"MARSEILLE_122";2
"LYON_229";2
"MARSEILLE_125";2
"MARSEILLE_124";2
"RENNES_065";2
"QUIMPER_011";3
"QUIMPER_012";3
"QUIMPER_013";3
"QUIMPER_014";3
"QUIMPER_015";3
"QUIMPER_016";3
"MONTPELLIER_073";2
"MONTPELLIER_074";2
"NANTES_042";2
"MARSEILLE_042";3
"MARSEILLE_035";3
"MARSEILLE_025";3
"MARSEILLE_041";3
"CAEN_124";2
"BORDEAUX_025";2
"TOULOUSE_037";2
"MARSEILLE_115";2
"MARSEILLE_114";2
"LYON_116";3
"LYON_117";3
"LYON_122";3
"LYON_123";3
"LYON_124";3
"LYON_125";3
"LYON_128";3
"MARSEILLE_003";3
"MARSEILLE_002";3
"MARSEILLE_023";3
"MARSEILLE_014";3
"NICE_059";2
"MARSEILLE_061";2
"BORDEAUX_030";2
"MARSEILLE_039";3
"MARSEILLE_021";3
"MARSEILLE_031";3
"MARSEILLE_022";3
"NICE_084";2
"NICE_085";2
"NICE_087";2
"NICE_088";2
"NICE_089";2
"NANTES_106";2
"LYON_233";2
"LYON_235";2
"NANTES_052";2
"MARSEILLE_033";3
"MARSEILLE_076";2
"GRENOBLE_117";2
"BORDEAUX_054";2
"NICE_093";2
"NICE_095";2
"RENNES_001";3
"RENNES_002";3
"RENNES_003";3
"RENNES_004";3
"RENNES_005";3
"RENNES_006";3
"RENNES_007";3
"RENNES_008";3
"RENNES_009";3
"RENNES_010";3
"RENNES_011";3
"RENNES_012";3
"CLERMONT FERRAND_101";3
"CLERMONT FERRAND_102";3
"CLERMONT FERRAND_103";3
"CLERMONT FERRAND_104";3
"CLERMONT FERRAND_105";3
"CLERMONT FERRAND_106";3
"CLERMONT FERRAND_107";3
"CLERMONT FERRAND_108";3
"BORDEAUX_028";2
"BORDEAUX_031";2
"BORDEAUX_036";2
"BORDEAUX_076";2
"BORDEAUX_001";3
"BORDEAUX_002";3
"BORDEAUX_003";3
"BORDEAUX_004";3
"BORDEAUX_005";3
"BORDEAUX_006";3
"BORDEAUX_007";3
"BORDEAUX_008";3
"BORDEAUX_009";3
"BORDEAUX_010";3
"BORDEAUX_011";3
"BORDEAUX_012";3
"BORDEAUX_013";3
"BORDEAUX_014";3
"BORDEAUX_015";3
"BORDEAUX_016";3
"BORDEAUX_019";3
"BORDEAUX_020";3
"BORDEAUX_021";3
"BORDEAUX_027";3
"BORDEAUX_070";3
"BORDEAUX_071";3
"LA ROCHELLE_001";3
"LA ROCHELLE_002";3
"LA ROCHELLE_003";3
"LA ROCHELLE_004";3
"LA ROCHELLE_005";3
"LA ROCHELLE_006";3
"LA ROCHELLE_007";3
"LA ROCHELLE_008";3
"LA ROCHELLE_009";3
"LA ROCHELLE_010";3
"MONTPELLIER_001";3
"MONTPELLIER_002";3
"MONTPELLIER_003";3
"MONTPELLIER_004";3
"MONTPELLIER_005";3
"MONTPELLIER_006";3
"MONTPELLIER_007";3
"MONTPELLIER_008";3
"MONTPELLIER_009";3
"MONTPELLIER_010";3
"MONTPELLIER_011";3
"MONTPELLIER_012";3
"MONTPELLIER_013";3
"MONTPELLIER_014";3
"MONTPELLIER_015";3
"MONTPELLIER_016";3
"MONTPELLIER_017";3
"MONTPELLIER_018";3
"MONTPELLIER_019";3
"MONTPELLIER_020";3
"MONTPELLIER_021";3
"MONTPELLIER_022";3
"MONTPELLIER_023";3
"MONTPELLIER_024";3
"MONTPELLIER_025";3
"MONTPELLIER_026";3
"MONTPELLIER_027";3
"MONTPELLIER_028";3
"ANGOULEME_006";3
"ANGOULEME_005";3
"ANGOULEME_003";3
"ANGOULEME_002";3
"ANGOULEME_001";3
"BORDEAUX_049";2
"BORDEAUX_029";2
"BORDEAUX_033";2
"BORDEAUX_034";2
"MONTPELLIER_059";2
"ALBI_001";3
"ALBI_002";3
"ALBI_003";3
"ALBI_004";3
"ALBI_005";3
"ALBI_006";3
"ALBI_007";3
"ALBI_008";3
"TOULOUSE_001";3
"TOULOUSE_002";3
"TOULOUSE_003";3
"TOULOUSE_004";3
"TOULOUSE_005";3
"TOULOUSE_006";3
"TOULOUSE_007";3
"TOULOUSE_008";3
"TOULOUSE_009";3
"TOULOUSE_010";3
"TOULOUSE_011";3
"TOULOUSE_012";3
"TOULOUSE_013";3
"TOULOUSE_014";3
"TOULOUSE_015";3
"TOULOUSE_016";3
"TOULOUSE_017";3
"TOULOUSE_018";3
"TOULOUSE_019";3
"TOULOUSE_020";3
"TOULOUSE_021";3
"TOULOUSE_022";3
"TOULOUSE_023";3
"TOULOUSE_024";3
"TOULOUSE_025";3
"TOULOUSE_026";3
"TOULOUSE_027";3
"TOULOUSE_028";3
"TOULOUSE_029";3
"MONTPELLIER_072";2
"MONTPELLIER_030";2
"MONTPELLIER_034";2
"BEZIERS_101";3
"BEZIERS_102";3
"BEZIERS_103";3
"BEZIERS_104";3
"BEZIERS_105";3
"BEZIERS_106";3
"BEZIERS_107";3
"BEZIERS_108";3
"SAINT ETIENNE_021";2
"SAINT ETIENNE_022";2
"SAINT ETIENNE_023";2
"LYON_401";2
"LYON_403";2
"SAINT ETIENNE_001";3
"SAINT ETIENNE_002";3
"SAINT ETIENNE_003";3
"SAINT ETIENNE_004";3
"SAINT ETIENNE_005";3
"SAINT ETIENNE_006";3
"SAINT ETIENNE_007";3
"SAINT ETIENNE_008";3
"SAINT ETIENNE_009";3
"SAINT ETIENNE_010";3
"SAINT ETIENNE_011";3
"SAINT ETIENNE_012";3
"GRENOBLE_138";2
"LYON_249";2
"GRENOBLE_128";2
"GRENOBLE_129";2
"GRENOBLE_130";2
"GRENOBLE_132";2
"CLERMONT FERRAND_219";2
"LYON_108";3
"LYON_109";3
"LYON_110";3
"LYON_111";3
"LYON_112";3
"LYON_113";3
"LYON_114";3
"LYON_115";3
"LYON_239";2
"LYON_240";2
"LYON_242";2
"GRENOBLE_136";2
"GRENOBLE_101";3
"GRENOBLE_102";3
"GRENOBLE_103";3
"GRENOBLE_104";3
"GRENOBLE_105";3
"GRENOBLE_106";3
"GRENOBLE_107";3
"GRENOBLE_108";3
"GRENOBLE_109";3
"GRENOBLE_110";3
"GRENOBLE_111";3
"GRENOBLE_112";3
"GRENOBLE_113";3
"GRENOBLE_114";3
"LYON_301";1
"NANCY_116";2
"NANCY_118";2
"STRASBOURG_015";3
"STRASBOURG_016";3
"STRASBOURG_017";3
"STRASBOURG_018";3
"STRASBOURG_022";3
"STRASBOURG_024";3
"STRASBOURG_025";3
"STRASBOURG_026";3
"STRASBOURG_027";3
"STRASBOURG_028";3
"STRASBOURG_029";3
"STRASBOURG_030";3
"STRASBOURG_031";3
"STRASBOURG_032";3
"STRASBOURG_033";3
"STRASBOURG_034";3
"STRASBOURG_035";3
"STRASBOURG_036";3
"STRASBOURG_037";3
"STRASBOURG_039";3
"NANCY_164";2
"NANCY_101";3
"NANCY_102";3
"NANCY_103";3
"NANCY_104";3
"NANCY_105";3
"NANCY_106";3
"NANCY_107";3
"NANCY_108";3
"NANCY_109";3
"NANCY_110";3
"NANCY_111";3
"NANCY_112";3
"NANCY_113";3
"STRASBOURG_019";2
"STRASBOURG_020";2
"NANCY_122";2
"STRASBOURG_012";2
"VALENCIENNES_031";2
"VALENCIENNES_022";2
"VALENCIENNES_023";2
"LILLE_115";2
"LILLE_153";2
"LILLE_142";2
"LILLE_143";2
"LILLE_144";2
"LILLE_146";2
"CAEN_108";3
"CAEN_109";3
"CAEN_101";3
"CAEN_117";3
"CAEN_116";3
"CAEN_105";3
"CAEN_106";3
"CAEN_113";3
"CAEN_114";3
"CAEN_111";3
"CAEN_104";3
"CAEN_102";3
"CAEN_112";3
"CAEN_107";3
"CAEN_115";3
"CAEN_110";3
"CAEN_103";3
"LILLE_148";2
"LILLE_149";2
"LILLE_150";2
"LILLE_151";2
"LILLE_101";3
"LILLE_102";3
"LILLE_103";3
"LILLE_104";3
"LILLE_105";3
"LILLE_106";3
"LILLE_107";3
"LILLE_108";3
"LILLE_109";3
"LILLE_110";3
"LILLE_111";3
"LILLE_112";3
"LILLE_113";3
"LILLE_114";3
"LILLE_119";2
"VALENCIENNES_001";3
"VALENCIENNES_002";3
"VALENCIENNES_003";3
"VALENCIENNES_004";3
"VALENCIENNES_005";3
"VALENCIENNES_015";2
"LILLE_124";2
"LILLE_125";2
"CAEN_118";2
"CAEN_121";2
"CAEN_120";2
