CODE_SECT;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23;h0;h1;h2;h3;h4;h5;h6;h7;h8;h9
7814;15645.1352076676;13711.2327660783;13229.4020656288;13434.6621608583;13527.6024095627;13576.3049673545;14257.4230010483;14226.3727643225;15875.1525729121;18740.7353702722;20808.0706681667;21817.7368217694;22128.7899173975;22304.7408610537;22454.6971138422;22456.4350134346;22621.7944252633;22733.0233559485;22663.6159715216;22663.6159715216;22169.4536508857;21195.2357469572;17403.7616446381;15562.4918813671
7815;25706.810220114;24062.176563823;25341.7794379572;27054.4779650061;25326.8283200412;24825.6527528775;24167.2298657037;23874.6888894556;27219.0239252154;29904.1051450633;32769.150858926;32898.8705333608;34823.6668988286;34852.0125665746;35062.3630103494;35172.7486268775;35138.0719548677;35026.8430241825;36147.3542336342;35997.721682706;35414.2600464441;32833.6319134577;27972.0714292528;26461.4426904295
7816;114716.704028017;114751.00169481;114960.065997552;110060.929923668;112687.299038689;112656.857791998;115477.031055643;113852.769012805;104183.075230675;100515.086306761;104573.26895011;104868.460645912;105802.815261434;107177.560423166;106480.629142846;106515.161036551;106515.161036551;106515.161036551;104043.971258187;103775.926198647;100423.401133346;97989.0020084717;95929.8783658134;102667.148422419
9101;78549.4785009297;79161.5421507848;78364.7044942386;74742.0002383055;74912.6254657833;77419.3587854624;72415.0948795971;70470.5528833521;61471.546749919;55441.8156985175;54960.1373935377;54516.2006531029;55046.1880876308;55310.5821977572;55608.6968773229;55789.000342543;56087.0053803276;56405.6203228685;56181.8317686169;56700.1201279937;57334.6762168894;56271.8517578272;54894.9272031651;67348.5997867446
9102;37448.1843186984;35928.7478646094;35429.6201318745;36331.4443046898;35070.1589286611;35696.6581759743;34943.4756743411;35601.294884885;38194.1424438618;41227.7345470291;43196.0484896039;43097.8653678045;43341.1342015428;44238.6612349606;44891.9156999591;45697.3408059666;46159.2824440602;46159.2824440602;46448.7274459944;46595.5718243907;45574.0561834519;44975.803978484;39587.8870146825;36985.2494332677
9103;45850.8140481539;47902.1190346609;49127.6553956536;48598.3844393406;48480.5347277325;48052.9643429984;49403.2022590372;49487.351443471;51880.7923351944;56568.9072598723;62368.3340886008;62948.6854014952;62135.8726204427;62827.263368682;62700.5634070334;62089.8485838934;63546.6199543784;64089.7121357761;63113.3617859244;62343.7760336473;61054.1175521866;56222.4063754325;48966.5832545618;48565.2563167244
9104;31207.9476690119;30304.6028360071;30113.344291418;32591.9273637443;33139.0963340602;30678.2558593025;35972.8143930181;36345.960787092;36817.5452965148;47104.4207556495;50133.026746197;51214.897944807;50438.6317109587;50481.5764364926;50739.0924438138;50313.4062856398;50160.0590131719;50160.0590131719;49603.1245981563;49130.191771933;48700.0662118508;46242.2379533893;37334.9150705666;32055.3884665979
9105;64953.929558136;63547.3677402988;60931.2999279842;60485.5206486198;61110.8409130166;61469.5868869944;62053.7494698744;60320.3593321133;65133.2388693085;65931.9488983755;70360.0864346214;70919.1261057371;69694.7048070861;72308.9931165618;75655.596286999;75505.2460150015;75710.2929271347;75710.2929271347;74934.1171226862;75388.2533427583;74482.9799867225;72965.7173392997;61160.1971167801;60975.037826069
9106;66683.9265119974;66373.6141954155;65082.8441359409;66745.0103392247;68874.882275784;66987.0334115258;67291.7004770475;63323.9442231416;66805.309417231;75814.3217498143;77990.1932442883;82140.8168835133;82244.8815370374;80375.0675489079;80666.3154821691;81160.1690663614;81160.1690663614;81160.1690663614;81513.635719654;81646.1173547467;79941.7286897516;72951.6938502587;74180.8268677909;69030.4034487539
9107;55202.9849397835;54654.5816576074;54638.3530493258;54411.8561289439;57203.7797495325;55608.9896458309;54025.8874062703;53678.1269849704;61568.5433672198;71020.7707708736;75929.9656974584;82342.4544841389;82993.9592459241;83535.9122620671;85157.0455528897;85368.6100754833;85368.6100754833;86009.2589292571;84229.3207097121;84229.3207097121;81937.8112905452;76241.2424850905;64384.9373313382;56897.4648893007
9108;41584.153634823;39914.6282496716;41016.7233225133;41482.5170272907;43121.7993024191;42448.4891739102;41800.9984914966;41983.9367698633;44270.0952187978;49396.30175532;53584.4835654552;53953.429484361;55168.4572468048;56329.2187380058;56491.2524118793;56403.0004111496;56573.2208968594;56712.037276701;55140.2183175441;55140.2183175441;54014.3176916091;51212.9661938073;43557.602465146;41680.2150790331
9109;54586.1942547599;54475.8247272922;53617.8089206467;49112.9140137427;50194.4444625045;51058.6274148573;51515.5276685067;54410.7906027942;57534.2298517076;58332.6883045651;58957.8604334034;61519.3716077941;62822.819884048;62124.1022919623;61681.6468519621;62646.5935126753;62005.9446589015;62645.6366519572;63249.9818305676;63866.950057958;62727.5934918198;60717.0062307404;58596.3304956667;52027.3486983831
9110;46122.211735111;45054.010498004;44430.9032670899;45463.09095545;46326.4391960073;44681.6254541979;46025.1719147727;47422.7881916196;49036.7169883402;52525.4303899788;58135.6684684261;57901.7403108543;59394.6707782169;60029.8079076487;60068.181783822;60191.3639714611;60664.7321902062;60664.7321902062;60924.4153490829;59940.8252735615;58131.5440450182;54895.4900075979;48253.1088435539;48081.0916757223
9111;62973.1200324123;64243.0367976547;64072.1311408589;65575.9613767185;64394.0614694973;62360.5299023006;61932.3717141564;61763.7248006653;56037.2110511833;52342.8307919445;52565.9667739653;55889.8244211405;57136.5288223264;54838.5988924328;55387.6196771537;56549.0480459723;57633.2201502906;57633.2201502906;57432.7824537848;58170.464352725;59416.6993921983;58830.4852412908;54949.3273386009;62318.665664823
9112;37249.477411568;37898.8161809079;38619.6113618146;38700.7538174985;35750.030240562;39482.9015564864;39758.3399518117;36734.5421056519;40050.0414581298;42439.2205192211;46571.3490477304;45727.3022095753;49156.7038442623;49090.2132441841;49305.9785898869;48772.812001565;47449.2506379119;47642.4395769567;47280.9842310255;47280.9842310255;47015.8456042351;43568.3086578177;38897.9932644893;37647.4742773461
9113;81370.4271634828;79372.137940809;79648.0151556528;79622.498232065;77815.0511249616;74433.795809861;73254.681382641;77006.1059524341;70982.2731417811;70390.4090383984;70529.9975730488;70086.4424500998;74300.6925878983;76642.4209354535;74990.9291801235;75777.6214235378;75928.3428122205;76070.0673653423;76163.5284819957;76285.5709905321;75325.8662799965;72657.7592340776;69866.3520336926;71946.0101610198
9114;36173.0599471332;37135.5890072168;36436.0696082833;37071.5835535102;36617.7630342296;38347.882560643;38174.1203187592;38692.3427923732;35176.0328417028;39021.5759649718;39960.5102647159;41272.8500294648;41353.4825995183;41596.2689534646;41543.7232679188;42114.5541727292;42227.6464988181;42227.6464988181;41580.6021420118;41580.6021420118;41580.6021420118;39075.922052441;36187.693573976;36881.8710019618
9201;89584.1329604087;94239.1474639583;94807.177324281;94887.5132744347;91876.8378362536;94280.4768451819;92266.8359725076;97092.3284494276;88627.8629142784;95080.8047751994;100121.957103122;102297.117685563;108527.219069865;109699.160641207;109492.303431299;110123.890404383;110579.436483318;110430.44888214;109958.919336765;110093.178888027;109885.413989139;109572.110939629;98707.9431509577;89613.6220463739
9202;69857.2609778246;70150.7531448986;68283.1205361022;68185.0665544812;68779.774998854;71901.1665205011;69003.047876796;62825.0957042997;68921.3554330356;73807.9230857241;73729.8704892758;76736.5653464223;77738.7408961169;78445.1247914743;80460.9736277634;81040.9642188389;81486.4517833287;81486.4517833287;80168.0066248176;80498.6072440743;79724.1307150007;79032.7292289552;71907.8889741476;66080.9207048804
9203;159049.525072516;153364.489240257;158434.897796728;156987.689431511;153617.893404514;156011.732539785;152570.142862978;145258.443465337;140409.36443712;127933.727743493;125326.421360325;131059.254487231;133848.23490049;132332.348510975;133318.355616057;135777.482630775;135777.482630775;136322.592645353;135108.636334459;135130.568692066;133766.177916003;133832.454974381;134021.00135864;139659.715793912
9204;132449.732157999;135976.454574201;131803.926250153;126857.935604271;129192.592374791;127426.229387297;127897.245666469;120287.888550548;108599.086934482;89488.8492705729;85113.2074409479;88275.1063723411;85937.8073638519;87029.4341083905;87962.5886322727;86833.4860533656;86464.1224533798;86654.4149597321;84568.5661325842;84207.0364304182;83732.8004538982;88670.4788015422;90884.4634162468;111180.99651842
9205;179841.487139979;197325.083541881;194466.418254193;199666.118447017;201747.614317528;197504.954397204;194088.57984158;182762.75767592;155453.268107157;123145.38566269;102379.734784365;96995.6177276005;94308.8197516653;96540.5220675102;96194.9378004884;95886.9923149902;98040.2549956624;98909.9470888865;96910.9468566638;96910.9468566638;96638.73096117;98083.5609950449;102357.440059254;134388.736361909
9206;91728.8252769715;95276.9434876006;95622.5210116896;98182.4102260683;96161.3034604701;92581.430348185;90431.7101684394;91444.8458099799;81166.5587326339;79777.2935730661;89948.0240110063;84274.3692083896;88887.1049227497;89879.1535113568;90685.5335820032;91181.0119952263;91273.8298969089;91562.3329523966;91399.2785761962;91760.8082783622;92563.1427389774;90728.5785564657;86295.9189285608;84501.9125713522
9207;71072.5336093032;66583.549132126;66349.1083977717;67153.7180626109;66928.3703128844;62539.3037520202;67339.5614106787;62933.5885919036;63355.8745504144;64127.3892990297;73439.7951545916;83170.670009918;81998.3301333318;84175.5514111865;84163.8111868376;84768.272834833;82745.3288216906;82340.2332311553;82638.8469210729;82638.8469210729;82347.6026369922;80237.4753185448;72806.6018285477;64075.6287693128
9208;79295.0474769136;81644.9898729589;81428.1730738181;83447.7612988679;82994.8913679139;86754.4738580882;81573.3233316673;80920.8797531929;78467.8560560482;84568.0939636413;83231.5957816597;86731.8111748961;88450.3453814564;88296.7198538777;87776.6597471884;86728.8066600734;87369.5186781023;87532.328751419;86433.0656881886;86433.0656881886;86516.6094365986;87772.6781908405;81564.4722454932;75850.5806155104
9209;121972.60711027;123568.383737241;123527.394750734;120529.239273015;122429.155013195;121003.930544281;121010.700181202;124932.698874935;127709.702238232;126514.493200799;122528.332923297;120900.343697026;123313.970102868;122392.037529279;125277.897340449;125655.778897462;126862.54350801;126549.315521769;124872.371667164;124781.844884587;124557.560125527;120140.242653387;114261.416601622;111886.959215192
9210;106461.483823744;103605.302762293;103863.914479146;99509.469880733;100819.03202211;98240.6179995001;100078.986610129;97928.924802404;94384.9228974489;99674.206023832;107340.350815944;110898.790135193;110964.20088737;109741.894202019;112643.801863427;114506.68650372;114998.6577482;115291.412387115;113779.038432629;113912.724390679;113771.226668596;111587.018113268;106085.56141102;96367.5579745238
9211;63396.4730816159;63341.7483605816;62846.2174985895;63147.7504677907;63239.7033427533;63248.0203433411;61586.2749600376;63035.2099078735;61343.3918314112;60281.9245829322;64895.5849998776;67939.1162156324;69140.3950949794;67812.5018588496;67075.1101504071;69669.3215682404;69171.5520584063;69171.5520584063;71286.2903167919;71286.2903167919;70946.0392591562;69717.9923187643;70686.2770936833;65278.6713656497
9212;58906.6625364662;59644.4438287155;59855.3449867299;59479.5943494037;58660.0675825019;58012.9251819237;57031.2068328121;53301.2973639969;57845.3842853923;61264.6781197507;67082.7436445074;72385.481490876;72232.627290585;72090.7160453939;73416.1146411953;73704.881559142;73704.881559142;74331.3375316225;74028.430397821;74028.430397821;73637.0271798165;72587.3739707163;66471.279600655;62235.6720905855
9302;30831.1851835955;30609.6921654234;30151.9042320091;31656.1445473019;32168.336031097;32267.73901219;34277.6800958123;29859.5541209926;36481.7477831134;39075.2278055963;43023.7676478116;43344.6287192542;45239.5682361574;44903.4877125059;44983.8195084258;45005.2516997897;45005.2516997897;45271.7287702765;45781.2131547049;45850.9269352016;43791.9275374566;42840.4856220937;39322.6402829916;32894.374454787
9303;99031.2623067937;92354.119231247;92072.8706486392;91729.2142361085;96185.1921228381;95258.5690339548;102723.215936462;93714.9248996304;90125.0556224446;94137.757602262;94308.3172083557;99936.120761689;101195.66722637;104156.57300688;105162.007628486;104571.8428524;103663.363733605;103663.363733605;100709.965368752;100849.131329746;100978.381417431;99814.7697509153;102339.654830721;99420.0458456453
9304;122021.041074067;124720.004424029;122591.630487304;117315.109574294;117103.252156836;121056.387501264;117300.502678611;120734.731353863;109600.616972775;108125.451343398;108058.199595106;104750.065715885;108935.504956495;111059.107429348;111759.940664917;112567.342441872;112993.580824756;113268.362059614;113081.676658453;113312.234582313;111998.462053119;107166.014697079;103398.716712594;110476.956244191
