hour,7501,7502,7503,7504,7505,7506,7507,7508,7509,7510,7511,7512,7513,7514,7701,7702,7703,7704,7705,7706,7707,7708,7709,7710,7711,7712,7713,7714,7715,7716,7801,7802,7803,7804,7805,7806,7807,7808,7809,7810,7811,7812,7813,7814,7815,7816,9101,9102,9103,9104,9105,9106,9107,9108,9109,9110,9111,9112,9113,9114,9201,9202,9203,9204,9205,9206,9207,9208,9209,9210,9211,9212,9302,9303,9304,9305,9306,9307,9308,9309,9310,9311,9312,9402,9403,9404,9405,9406,9407,9408,9409,9410,9411,9412,9413,9414,9501,9502,9503,9504,9505,9506,9507,9508,9509,9510,9511,9512,9513
4am,78089.6749364887,123829.363869034,76164.1490270247,79262.9748899778,115217.388220929,113038.559270992,140530.419992121,103701.741347043,171123.432841878,126990.62235757,128727.030065264,150198.998041355,140171.564561663,148323.090146343,98689.723771177,111497.49658361,79402.1686680456,71212.216416609,49651.6470206975,47733.7222765246,52569.4376145528,72976.2266909754,51535.100075813,64830.3821114926,78534.8693625186,55395.8829288339,29491.7457496327,66177.156278904,34417.2474128971,75204.545379407,79056.9268215676,63307.8082539876,89230.2945534632,46576.8838994049,80816.0302272016,81250.8018622847,47890.8496375389,56400.6480074484,62343.0812731355,23658.9471457338,76456.823584791,123606.89218503,36973.2451147753,22663.6159715216,36147.3542336342,104043.971258187,56181.8317686169,46448.7274459944,63113.3617859244,49603.1245981563,74934.1171226862,81513.635719654,84229.3207097121,55140.2183175441,63249.9818305676,60924.4153490829,57432.7824537848,47280.9842310255,76163.5284819957,41580.6021420118,109958.919336765,80168.0066248176,135108.636334459,84568.5661325842,96910.9468566638,91399.2785761962,82638.8469210729,86433.0656881886,124872.371667164,113779.038432629,71286.2903167919,74028.430397821,45781.2131547049,100709.965368752,113081.676658453,79184.4710877861,92577.1667417546,79217.139844614,58929.3848623371,86751.4139195358,103818.308380964,117424.163915812,159238.427824214,104611.519130947,106692.456271888,65753.8381202622,60621.2528319337,76545.2810492149,106554.318157773,73552.0836762564,137801.378209504,45350.0771174332,48105.2452199366,34309.6399655464,55004.175366546,29653.9631125809,71654.1445600143,58929.538788135,49778.9834721973,50805.8218292172,55764.1499560367,51989.8539032347,69173.5931192706,93835.0347728704,63761.5022861357,73432.1963077865,77401.3201260247,70004.3183584042,50810.9288818814
5am,78089.6749364887,124166.555941212,76164.1490270247,79634.731743862,115217.388220929,113038.559270992,140744.51276816,103278.627080095,172332.223664116,125798.215155377,128449.089218009,149860.966495562,140171.564561663,147951.333292459,100371.14785983,110900.06268663,79250.3646750412,71282.2525008909,48799.9578551362,46895.2143881407,51583.3410146578,72800.2750239935,51066.3626460536,64883.4361117708,78343.2512804941,54800.0696418783,29247.9571074134,66463.4339769811,34125.3230208327,74623.7605151592,78568.9965253123,63631.934487975,89230.2945534632,46334.8921421385,80816.0302272016,81995.4481340257,47031.1000938091,55845.9203532506,62611.1263326751,23658.9471457338,76456.823584791,123751.980491636,36973.2451147753,22663.6159715216,35997.721682706,103775.926198647,56700.1201279937,46595.5718243907,62343.7760336473,49130.191771933,75388.2533427583,81646.1173547467,84229.3207097121,55140.2183175441,63866.950057958,59940.8252735615,58170.464352725,47280.9842310255,76285.5709905321,41580.6021420118,110093.178888027,80498.6072440743,135130.568692066,84207.0364304182,96910.9468566638,91760.8082783622,82638.8469210729,86433.0656881886,124781.844884587,113912.724390679,71286.2903167919,74028.430397821,45850.9269352016,100849.131329746,113312.234582313,79411.765011172,92307.3093572828,78751.14355114,58300.7160383135,87628.1632870751,102866.351783975,118448.813683069,158890.335738364,103765.977264953,106692.456271888,65926.9781366024,63757.328770323,75447.6521700112,105658.961035297,73903.0216165997,137672.682703572,45021.6509705491,47855.6525106297,34265.6326920509,55899.5324890225,29605.0344407633,71050.594345457,59320.8882691354,49971.5035623803,50364.8448863679,55784.0230485704,51082.1664959908,68811.2947832311,92987.0787419977,63594.1078009557,73432.1963077865,77401.3201260247,70004.3183584042,50965.9756134692
6am,80525.8055853075,124728.396827482,78422.6401983692,78233.8612074921,115810.374736501,113247.045303649,139632.477367711,103455.527226043,172449.635419144,127832.669000728,130600.801821162,149777.849483302,140765.582353551,145079.277003226,97104.0924914123,109262.449685427,79876.8186083095,69776.4572576841,46014.2255640377,45203.4885277205,50383.0313949,68621.1440839468,51509.9880998107,64941.9259516184,78368.4046900849,53687.3549412583,28445.7062101358,65162.7468369912,33352.0639615226,72384.9719215099,76628.014857174,63139.658440109,89163.8665819645,46468.6385832526,79770.0352179431,81022.5729394127,45385.927111403,54034.1475825085,60874.1977934727,23361.8757178145,76725.3511199472,123465.771335131,37142.7319787456,22169.4536508857,35414.2600464441,100423.401133346,57334.6762168894,45574.0561834519,61054.1175521866,48700.0662118508,74482.9799867225,79941.7286897516,81937.8112905452,54014.3176916091,62727.5934918198,58131.5440450182,59416.6993921983,47015.8456042351,75325.8662799965,41580.6021420118,109885.413989139,79724.1307150007,133766.177916003,83732.8004538982,96638.73096117,92563.1427389774,82347.6026369922,86516.6094365986,124557.560125527,113771.226668596,70946.0392591562,73637.0271798165,43791.9275374566,100978.381417431,111998.462053119,76620.4115606802,91236.7151264761,76409.4431189847,57051.2120805575,87047.3804754156,100252.800688543,113483.065285511,154303.887542401,100436.054317529,106150.072906344,66048.2981569562,64949.2312836798,72720.0718200627,105407.70579766,72507.868518567,137580.980570871,44572.1612141705,47376.8790581234,33727.6900068153,55164.0740901201,29220.6858077127,67589.5046463659,59056.7448960352,48041.9523679355,48936.2723569178,57482.1670019622,50226.2212936092,68156.8322545763,89609.3082464485,62241.5319094032,73715.7586650615,77247.0619122219,68109.7588800728,51014.73878544
7am,82587.4879803105,128593.493185171,87260.0037760894,81385.4978220692,112878.574149147,121931.190758674,143589.245619879,105880.207436969,171022.630069486,128080.035233151,129871.890631657,149137.729786394,132200.170910623,144442.809264182,95753.1766754972,108360.176187941,74289.5967020413,64863.9989283609,43105.6250373681,41888.9025300978,46725.0988907879,62062.6528123318,47307.9882102993,61327.6191349686,76188.785697318,50811.1069405599,26314.7962919271,62654.7346674215,30829.2455725806,67346.7587435496,73706.7322493916,59888.1131422618,83984.5095628234,43602.7573091292,77684.1408929377,77117.8880080448,41037.6448081128,49125.6242305278,56384.784965505,21115.2088333899,74620.0160716057,119291.500231125,35612.8102521572,21195.2357469572,32833.6319134577,97989.0020084717,56271.8517578272,44975.803978484,56222.4063754325,46242.2379533893,72965.7173392997,72951.6938502587,76241.2424850905,51212.9661938073,60717.0062307404,54895.4900075979,58830.4852412908,43568.3086578177,72657.7592340776,39075.922052441,109572.110939629,79032.7292289552,133832.454974381,88670.4788015422,98083.5609950449,90728.5785564657,80237.4753185448,87772.6781908405,120140.242653387,111587.018113268,69717.9923187643,72587.3739707163,42840.4856220937,99814.7697509153,107166.014697079,72642.3323701207,86994.427063663,71093.823138049,53127.7771372571,83533.1439964661,92804.2535277175,108041.777508241,151858.347478005,99410.0936490821,107913.773897501,64762.3139584971,63992.4761514385,72372.0482876988,101358.998851049,69005.6898349034,133649.302362313,41673.5222163652,45062.3615080994,32102.4351042337,51834.5293938227,26917.9992561894,63861.8465098062,56184.5707866547,44799.0480943126,46823.5726545975,55707.8319056918,49908.080069325,62844.3961752715,85525.4096278267,55546.2342199836,67866.4119891447,72596.9389393935,65660.6232836611,48100.7366230656
8am,95010.6647403922,138952.311374835,105200.138915922,81820.3007417567,108618.850796676,119839.142583003,143057.281988338,102160.063046578,172726.208138842,127131.918000842,129261.470256258,143406.406827806,132609.127342703,132837.468710787,91869.6904040048,101293.599989267,69655.1470996485,61806.7342929995,38821.7074809192,39051.3653364153,42551.7871214073,53369.4968334151,44692.7800890525,56813.4259084898,67498.942667861,48247.8737638602,24885.9967756699,53490.0996772537,28418.1178658013,57817.2041645625,61447.7819277837,52443.2126842733,75546.1303765869,38644.0302492003,71039.9391087052,71574.596486586,39721.0971678181,43987.7141177713,52458.1846601522,17809.741446979,62860.6465369122,127841.075139393,30499.1371715664,17403.7616446381,27972.0714292528,95929.8783658134,54894.9272031651,39587.8870146825,48966.5832545618,37334.9150705666,61160.1971167801,74180.8268677909,64384.9373313382,43557.602465146,58596.3304956667,48253.1088435539,54949.3273386009,38897.9932644893,69866.3520336926,36187.693573976,98707.9431509577,71907.8889741476,134021.00135864,90884.4634162468,102357.440059254,86295.9189285608,72806.6018285477,81564.4722454932,114261.416601622,106085.56141102,70686.2770936833,66471.279600655,39322.6402829916,102339.654830721,103398.716712594,58738.7399902637,76538.3714467751,62601.0116640826,51030.7886962111,80574.6709726691,87907.2500229653,100873.268188491,158055.667209987,95013.0708301963,105343.193200455,61880.8603518498,60692.6558392746,70234.9771287499,91436.301808799,65825.7482628183,128110.32486835,35254.9511730109,42220.4397124781,26156.3209619732,46539.6112450411,23908.4730621707,56613.5182075403,53488.387042148,40861.9802769807,39849.2988917132,51344.6822483768,43733.1463576173,56909.6303757768,79549.8451699902,45717.1618238035,58100.223136798,64405.0509540072,54301.3386925384,35664.6523090769
9am,137634.808891186,175476.077237016,173320.792209891,94276.3807295816,106707.005404809,123486.408055774,151834.576348293,92931.5526854446,172151.259451389,132330.284815373,123796.063813937,127150.210863092,121476.509385829,122719.902811777,101302.13845866,106100.543853291,71753.7964225356,63857.4300046383,33000.8134443504,36566.2090848857,44876.8671173503,45900.2017346667,44679.5317026858,48752.6828349164,63241.024114845,48668.1781128088,24893.3847845228,54373.7675334842,28048.8199112159,65704.2925913966,45387.4820428437,47304.6377350608,65961.1023595149,34547.1745146716,69012.2851928015,68747.3510042977,39443.1359590351,42120.3416118722,49627.8838685692,16519.0881857564,53333.7374627426,136406.253707605,28280.6137441034,15562.4918813671,26461.4426904295,102667.148422419,67348.5997867446,36985.2494332677,48565.2563167244,32055.3884665979,60975.037826069,69030.4034487539,56897.4648893007,41680.2150790331,52027.3486983831,48081.0916757223,62318.665664823,37647.4742773461,71946.0101610198,36881.8710019618,89613.6220463739,66080.9207048804,139659.715793912,111180.99651842,134388.736361909,84501.9125713522,64075.6287693128,75850.5806155104,111886.959215192,96367.5579745238,65278.6713656497,62235.6720905855,32894.374454787,99420.0458456453,110476.956244191,56398.6894651594,70504.5887598496,58046.4598506343,48809.3509053118,91330.4532977037,83403.0954402579,95925.4594337251,173185.511816967,92443.0855914854,112653.327890907,61742.4428535797,65732.3402584578,78239.9895630735,79533.4355921334,62035.4031511035,117827.130654994,33649.210119224,42049.2778552321,22752.5463640625,42451.1849618908,22075.9059049384,60240.4405155877,58929.6892662498,39426.6275861169,32399.6148702737,51551.67230695,43922.58557255,56171.5346305908,73809.2487080209,37433.8219212727,53765.1636965535,56222.8483359633,47071.5049104242,30776.2743457782
10am,183230.055787964,205408.534646594,244792.686802118,110403.361391015,109784.556511552,134763.670093495,163800.709590357,102032.961576471,190790.285312344,148666.226175509,140112.566829309,126652.596148169,124527.366876226,120652.83809474,105749.514201922,115393.24403266,75786.4564478335,64889.6548830711,32525.1228382715,35406.3101208852,43825.7492361626,47291.0767919095,43464.6966208739,46483.7479535029,66931.663021303,50897.0936352381,24627.6754162566,55940.1837581302,27010.8692158104,66457.3506652481,42746.8662510764,48895.677847172,67624.9251472513,31440.0926284209,70957.4800590633,71497.6214225564,41991.9933143538,38037.7381080771,47686.8297287508,16453.5576199255,53096.2556006388,152164.085460216,26937.8890203238,15645.1352076676,25706.810220114,114716.704028017,78549.4785009297,37448.1843186984,45850.8140481539,31207.9476690119,64953.929558136,66683.9265119974,55202.9849397835,41584.153634823,54586.1942547599,46122.211735111,62973.1200324123,37249.477411568,81370.4271634828,36173.0599471332,89584.1329604087,69857.2609778246,159049.525072516,132449.732157999,179841.487139979,91728.8252769715,71072.5336093032,79295.0474769136,121972.60711027,106461.483823744,63396.4730816159,58906.6625364662,30831.1851835955,99031.2623067937,122021.041074067,54124.8408678346,71470.8045663842,57882.0900782131,50194.7004503647,94543.2540467982,75813.6032596107,99466.4041693202,197046.418105688,94722.4850302309,112544.09611842,61830.0158961559,65897.6908518518,85897.6074949937,84793.6960623173,63241.1257949326,116155.576667692,33516.8556392389,40922.643959083,24270.6835236461,37794.5145735135,22340.1373419158,61070.2954091476,64366.176958705,39054.6522953797,32850.4092187612,52261.9581763698,42507.8740816789,57729.8026646231,76763.0757948419,36124.560911338,54520.2357415873,55699.6539019567,45611.3424542222,30872.7428810776
11am,204932.706533906,221931.983405237,257903.986238953,111696.097204005,114019.550736856,134609.734460669,167927.213797986,102870.245766816,202468.477647758,144626.025144368,144183.047284385,130268.37416336,124672.714494958,117690.761794403,107952.687264456,114452.174850079,79807.6306875176,65039.7854995589,32042.5618695876,34849.4837991112,43018.7233827657,45002.9287968412,45520.018804864,46855.9517290352,64280.3413855197,51200.7652037878,26232.2405563055,54990.6682251805,27249.1804266514,65934.144176475,42102.4378658031,42823.8156186462,67858.9484045065,31153.1680633756,66649.4638114139,71278.9357647615,42520.6488895332,37134.391349361,48826.4827700809,15705.1146054606,51963.8144276421,156502.503944592,28360.8566906115,13711.2327660783,24062.176563823,114751.00169481,79161.5421507848,35928.7478646094,47902.1190346609,30304.6028360071,63547.3677402988,66373.6141954155,54654.5816576074,39914.6282496716,54475.8247272922,45054.010498004,64243.0367976547,37898.8161809079,79372.137940809,37135.5890072168,94239.1474639583,70150.7531448986,153364.489240257,135976.454574201,197325.083541881,95276.9434876006,66583.549132126,81644.9898729589,123568.383737241,103605.302762293,63341.7483605816,59644.4438287155,30609.6921654234,92354.119231247,124720.004424029,52539.6314578632,70590.1800582917,55216.2091062027,49544.1327431273,88624.2358932096,80072.0251098775,97918.7728234826,200462.367951385,94173.1808862426,107408.86278886,63588.2408094695,66746.9939617163,85362.9671983527,85648.8582771154,62169.2466070558,110824.246547972,32890.0791260099,40877.146491675,22700.5235669557,38576.8375225643,22715.4995340648,59963.2944604445,63283.87058379,38714.4031695695,33560.4737919087,57503.1674826897,44761.7715605024,57019.0638360633,78896.1911000013,37274.3355791692,52039.9516923704,55170.8338557021,45204.4173244421,30933.8908135505
12am,211575.41109951,225042.897613423,254218.116892502,113605.983648569,113257.999016108,139722.735656726,163215.659080429,105030.396057802,205107.647398664,144018.256800878,138731.90464659,127636.919142158,123516.513102379,110756.037509855,110373.078425849,113845.924684254,74608.1919009394,64349.6137084945,30716.979088027,34762.2046306189,42928.7470509787,43557.8590386381,44766.1273893604,47743.7850950038,68199.0514647901,47698.7990551908,24588.8052145437,55300.7090286383,27968.8953894218,66625.3442947797,42959.3272636188,42763.8413758114,66049.6491111054,29422.3862178362,66926.9273996324,69029.418531232,41616.8016060221,37533.6329142395,47169.6216716015,15727.6098184402,49014.165989536,160021.995133422,28873.8786558958,13229.4020656288,25341.7794379572,114960.065997552,78364.7044942386,35429.6201318745,49127.6553956536,30113.344291418,60931.2999279842,65082.8441359409,54638.3530493258,41016.7233225133,53617.8089206467,44430.9032670899,64072.1311408589,38619.6113618146,79648.0151556528,36436.0696082833,94807.177324281,68283.1205361022,158434.897796728,131803.926250153,194466.418254193,95622.5210116896,66349.1083977717,81428.1730738181,123527.394750734,103863.914479146,62846.2174985895,59855.3449867299,30151.9042320091,92072.8706486392,122591.630487304,51263.9279688456,75103.4678423323,53778.3338432862,49765.1792669115,91440.5735126855,78330.8699540061,98889.2641363656,193600.50411849,93029.3673522979,108816.092596346,62959.0626147157,65967.1808300796,85549.2172596355,86787.9824394955,62696.3621646074,107704.864078985,33174.0009167632,40951.0442987502,21732.3612979992,40123.9326147718,21587.0256104073,58957.1598191359,64942.5058213497,38028.9390525794,35422.7033989197,57107.2710749619,43517.5262797292,55525.9295422549,76259.0514264332,37423.5223292955,53318.4891482694,54231.3423128745,44855.287273682,31545.9330471612
