"hour","Duncan","Moran"
"min",0.102,0.119456553654775
"max",0.3517,0.732379148944619
"4am",0.1085,0.136498696141686
"5am",0.1077,0.140594986094181
"6am",0.1051,0.127368529807827
"7am",0.1027,0.119456553654775
"8am",0.1063,0.188649901237116
"9am",0.1089,0.282809315745112
"10am",0.1034,0.298048563839899
"11am",0.102,0.270618417265393
"12am",0.1031,0.315459847586714
"1pm",0.1041,0.275024482434067
"2pm",0.1027,0.260275240814863
"3pm",0.1054,0.32723522212208
"4pm",0.1086,0.30441717675542
"5pm",0.1094,0.259755361719618
"6pm",0.1092,0.231426258826908
"7pm",0.1024,0.222674170207345
"8pm",0.1034,0.189261675523772
"9pm",0.1094,0.151377129113085
"10pm",0.1088,0.165081237700529
"11pm",0.1064,0.150839445628556
"12pm",0.1085,0.135135526600706
"1am",0.1069,0.143353851776377
"2am",0.1101,0.135743731481698
"3am",0.11,0.131172877697282
