qp;nom_qp;reg;epci1;epci2;uu;liste_des_communes;population_municipale_2013
QP038020;Belmont Moulin Villette;84;243800935;;38402;Chavanoz;1083
QP038021;Barbières;84;243800455;;00758;Chasse-sur-Rhône;1253
QP038022;Plan Des Aures;84;243800455;;00556;Pont-Évêque;1182
QP038023;Estressin;84;243800455;;00556;Vienne;2107
QP038024;Vallée De Gère;84;243800455;;00556;Vienne;2641
QP038025;Les Genêts Cancane Charlemagne;84;243800455;;00556;Pont-Évêque, Vienne;1572
QP038026;Malissol;84;243800455;;00556;Vienne;1672
QP039001;Mesnils Pasteur;27;200010650;;39402;Dole;2696
QP039002;Marjorie - Les Mouillères;27;243900339;;39401;Lons-le-Saunier;3580
QP039003;Les Avignonnets;27;200026573;;39302;Saint-Claude;1322
QP039004;Chabot - Le Miroir;27;200026573;;39302;Saint-Claude;975
QP040001;Le Sablar;75;244000675;;40402;Dax;1283
QP040002;Cuyès;75;244000675;;40402;Dax;1229
QP040003;Le Gond;75;244000675;;40402;Dax;1233
QP040004;Le Peyrouat;75;244000808;;40401;Mont-de-Marsan;2405
QP040005;La Moustey;75;244000808;;40401;Saint-Pierre-du-Mont;1381
QP041001;Kennedy - Coty - Croix Chevallier - Sarrazines;24;200030385;;41501;Blois;10703
QP041002;Les Rottes;24;244100251;;41401;Vendôme;3202
QP041003;Les Favignolles;24;200018406;;41301;Romorantin-Lanthenay;1348
QP042001;Beauregard;84;244200796;;42401;Montbrison;1257
QP042002;La Chapelle;84;244200770;;42501;Andrézieux-Bouthéon;3168
QP042003;La Romière;84;244200770;;00753;Le Chambon-Feugerolles;1259
QP042004;Montrambert Méline;84;244200770;;00753;Le Chambon-Feugerolles, La Ricamarie;1108
QP042005;Le Dorlay - Les Pins - La Bachasse;84;244200770;;00753;La Grand-Croix, Saint-Paul-en-Jarez;1450
QP042006;Montcel - Centre Ville;84;244200770;;00753;La Ricamarie;2416
QP042007;Grand Pont;84;244200770;;00753;Rive-de-Gier;1186
QP042008;Centre Ville;84;244200770;;00753;Rive-de-Gier;2111
QP042009;Centre Ville;84;244200770;;00753;Saint-Chamond;2942
QP042010;St Julien - Crêt De L'Oeillet;84;244200770;;00753;Saint-Chamond;1156
QP042011;Cotonne Montferré;84;244200770;;00753;Saint-Étienne;3174
QP042012;Tarentaize Beaubrun;84;244200770;;00753;Saint-Étienne;7606
QP042013;Montreynaud;84;244200770;;00753;Saint-Étienne;7324
QP042014;Crêt De Roc - Soleil;84;244200770;;00753;Saint-Étienne;5174
QP042015;Quartiers Sud-Est;84;244200770;;00753;Saint-Étienne;2243
QP042016;Terrenoire;84;244200770;;00753;Saint-Étienne;1882
QP042017;Bourgogne;84;200035731;;42502;Roanne;1972
QP042018;Le Parc;84;200035731;;42502;Roanne;1538
QP042019;Mayollet;84;200035731;;42502;Roanne;872
QP043001;Val Vert;84;244300018;;43401;Le Puy-en-Velay;1371
QP043002;Guitard;84;244300018;;43401;Le Puy-en-Velay;1122
QP044001;Ville Ouest;52;244400644;;44601;Saint-Nazaire;6735
QP044002;Petit Caporal;52;244400644;;44601;Saint-Nazaire;1008
QP044003;Robespierre - Prézégat;52;244400644;;44601;Saint-Nazaire;1109
QP044004;La Ville Aux Roses;52;244400487;;44302;Châteaubriant;1309
QP044005;Bellevue;52;244400404;;44701;Nantes, Saint-Herblain;16918
QP044006;Les Dervallières;52;244400404;;44701;Nantes;5075
QP044007;Le Breil;52;244400404;;44701;Nantes;3575
QP044008;Bout Des Landes - Bout Des Pavés - Chêne Des anglais;52;244400404;;44701;Nantes;5166
QP044009;La Boissière;52;244400404;;44701;Nantes;1927
QP044010;Port Boyer;52;244400404;;44701;Nantes;1733
QP044011;Le Clos Toreau;52;244400404;;44701;Nantes;1275
QP044012;Le Ranzay;52;244400404;;44701;Nantes;1164
QP044013;Malakoff;52;244400404;;44701;Nantes;3130
QP044014;Bottière Pin Sec;52;244400404;;44701;Nantes;5207
QP044015;La Halvêque;52;244400404;;44701;Nantes;1437
QP044016;La Petite Sensive;52;244400404;;44701;Nantes;1100
QP044017;Plaisance;52;244400404;;44701;Orvault;1689
QP044018;Château;52;244400404;;44701;Rezé;2967
QP044019;Le Sillon De Bretagne;52;244400404;;44701;Saint-Herblain;1539
QP045001;Les Chaises;24;244500468;;45701;Saint-Jean-de-la-Ruelle;984
QP045002;Vésine;24;244500203;;45501;Châlette-sur-Loing;1193
QP045003;Le Plateau;24;244500203;;45501;Montargis, Châlette-sur-Loing, Villemandeur;3913
QP045004;La Chaussée;24;244500203;;45501;Montargis;3009
QP045005;Le Bourg - Chautemps;24;244500203;;45501;Châlette-sur-Loing, Montargis;1969
QP045006;Le Clos De La Grande Salle;24;244500468;;45701;Fleury-les-Aubrais;1720
QP045007;Andrillons Ormes Du mail;24;244500468;;45701;Fleury-les-Aubrais;2010
QP045008;Lignerolles;24;244500468;;45701;Fleury-les-Aubrais;1166
QP045009;Dauphine;24;244500468;;45701;Orléans;1337
QP045010;La Source;24;244500468;;45701;Orléans;11261
QP045011;Argonne;24;244500468;;45701;Orléans;7972
QP045012;Blossières;24;244500468;;45701;Orléans;1514
QP045013;Pont Bordeaux;24;244500468;;45701;Saint-Jean-de-Braye;1223
QP045014;Les 3 Fontaines;24;244500468;;45701;Saint-Jean-de-la-Ruelle;2479
QP045015;Le Hameau;24;200034841;;45302;Sully-sur-Loire;1384
QP045016;Champ De La Ville;24;244500211;;45303;Gien;1676
QP045017;Montoire;24;244500211;;45303;Gien;1515
QP045018;Quartiers Nord;24;200023562;;45301;Pithiviers;1450
QP045019;Saint Aignan;24;200023562;;45301;Pithiviers;1157
QP046001;Terre Rouge;76;200023737;;46401;Cahors;1036
QP047001;Rodrigues - Barleté;75;200035459;;47501;Agen;1963
QP047002;Montanou;75;200035459;;47501;Agen;1860
QP047003;Pin;75;200035459;;47501;Agen;1482
QP047004;Bastide Au Bord Du Lot;75;200023307;;47401;Sainte-Livrade-sur-Lot;1118
QP047005;Bastide;75;200023307;;47401;Villeneuve-sur-Lot;2520
QP047006;Baylac Gravette;75;200030674;;00455;Marmande;1697
QP047007;Coeur De ville;75;200030674;;47201;Tonneins;1084
QP049001;Belle Beille;52;244900015;;49701;Angers;6236
QP049002;Roseraie;52;244900015;;49701;Angers;8904
QP049003;Savary;52;244900015;;49701;Angers;1375
QP049004;Grand Pigeon;52;244900015;;49701;Angers;2642
QP049005;Monplaisir;52;244900015;;49701;Angers;7402
QP049006;Hauts De Saint Aubin;52;244900015;;49701;Angers;1450
QP049007;Beauval Bedier Morellerie;52;244900015;;49701;Angers;2286
QP049008;Le Grand Bellevue;52;244900015;;49701;Trélazé;2169
QP049009;Bretagne Bostangis;52;244900700;;49501;Cholet;1510
QP049010;Jean Monnet;52;244900700;;49501;Cholet;1970
QP049011;Favreau Les Mauges;52;244900700;;49501;Cholet;1973
QP049012;Colline Villeneuve;52;244900700;;49501;Cholet;2086
QP049013;Chemin Vert - Hauts Quartiers;52;244900361;;49401;Saumur;3486
QP050001;La Turfaudière;28;200042984;;50301;Avranches, Saint-Martin-des-Champs;1222
QP050002;Val Saint Jean;28;200043370;;50401;Saint-Lô;1853
QP050003;La Dollée;28;200043370;;50401;Saint-Lô;1601
QP050004;Claires Fontaines;28;200042695;;50206;Coutances;1467
QP050005;Les Provinces;28;245000237;;50501;Cherbourg-Octeville;6672
QP050006;Maupas - Hautmarais - Brêche Du Bois;28;245000237;;50501;Cherbourg-Octeville;1754
QP050007;Fourches - Charcot;28;245000237;;50501;Cherbourg-Octeville;1429
QP051001;Quartier Prioritaire Ouest;44;200043008;;51501;Châlons-en-Champagne;3622
QP051002;Quartier Prioritaire Sud;44;200043008;;51501;Châlons-en-Champagne;3157
QP051003;Croix Rouge;44;200033686;;51701;Reims;11833
QP051004;Wilson - Maison Blanche - Chatillons;44;200033686;;51701;Reims;11836
QP051005;Orgeval;44;200033686;;51701;Reims;4789
QP051006;Europe;44;200033686;;51701;Reims;2515
QP051007;Chalet - Solférino - Paul Petit;44;200033686;;51701;Reims;1191
QP051008;Walbaum;44;200033686;;51701;Reims;1237
QP051009;Epinettes - Maladrerie - Chemin Des Bouchers;44;200033686;;51701;Reims;1651
QP051010;Le Hamois;44;200034718;;51301;Vitry-le-François;1917
QP051011;Rome Saint Charles;44;200034718;;51301;Vitry-le-François;1455
QP051012;Bernon;44;245100037;;51401;Épernay;3183
QP052001;Rochotte;44;245200456;;52401;Chaumont;1799
QP052002;Cavalier;44;245200456;;52401;Chaumont;1289
QP052003;Quartier Neuf;44;200035954;;52202;Langres;1147
QP052004;Vert-Bois;44;200044170;;00460;Saint-Dizier;7470
QP053001;Les Fourches;52;245300330;;53501;Laval;1196
QP053002;Kellermann;52;245300330;;53501;Laval;2214
QP053003;Pavement - Charité - Mortier - Murat;52;245300330;;53501;Laval;3274
QP054001;Mouzimpré;44;245400676;;54701;Essey-lès-Nancy;979
QP054002;Gouraincourt - Remparts;44;245400262;;54405;Longwy;1412
QP054003;Concorde;44;245400262;;54405;Herserange;1458
QP054004;Quartier Voltaire;44;245400262;;54405;Longwy;1420
QP054005;Val Saint Martin;44;245400262;;54405;Mont-Saint-Martin;2768
QP054006;Quartier Les Mouettes;44;245400601;;54701;Champigneulles;1073
QP054007;Quartier La Penotte;44;245400601;;54701;Frouard;1161
QP054008;Bois Le Prêtre - Procheville;44;200041515;;54404;Pont-à-Mousson;1508
QP054009;Centre Ancien;44;245400700;;54403;Lunéville;2275
QP054010;Niederbronn - Zola;44;245400700;;54403;Lunéville;1038
QP054011;Quartier La Croix De Metz;44;200042349;;54402;Toul;1876
QP054012;La Californie;44;245400676;;54701;Jarville-la-Malgrange;1810
QP054013;Les Provinces;44;245400676;;54701;Laxou;2669
QP054014;Plateau De Haye - Champ Le Boeuf;44;245400676;;54701;Maxéville, Laxou;3602
QP054015;Plateau De Haye Nancy - Maxéville;44;245400676;;54701;Nancy, Maxéville;5648
QP054016;Haussonville - Les Nations;44;245400676;;54701;Vandoeuvre-les-Nancy, Nancy;15045
QP054017;Saint Michel Jéricho - Grands moulins;44;245400676;;54701;Nancy, Saint-Max, Malzéville;2579
QP054018;Coeur De Ville;44;245400676;;54701;Tomblaine;1799
QP055001;Côte Sainte-Catherine;44;200033025;;55301;Bar-le-Duc;2326
QP055002;Planchettes;44;200049187;;55401;Verdun;1609
QP055003;Centre Verdun - Cité verte;44;200049187;;55401;Verdun;2199
QP056001;Gumenen Goaner - Parco Pointer;53;200043123;;56401;Auray;1490
QP056002;Les 3 K : Kennedy - Kergohic - Kerihouais;53;200042174;;56302;Hennebont;1147
QP056003;Centre Ville Kerfrehour;53;200042174;;56601;Lanester;1907
QP056004;Kervenanec Nord;53;200042174;;56601;Lorient;1767
QP056005;Polygone Frebault;53;200042174;;56601;Lorient;1654
QP056006;Bois Du Château;53;200042174;;56601;Lorient;2167
QP056007;Kerguillette Petit Paradis;53;200042174;;56601;Lorient;1214
QP056008;Kercado;53;245600366;;56501;Vannes;3439
QP056009;Ménimur;53;245600366;;56501;Vannes;2850
QP057001;Quartier Saravis;44;200039956;;57302;Sarrebourg;1617
QP057002;La Cité;44;245700372;;57501;Behren-lès-Forbach;5870
QP057003;Wiesberg Hommel;44;245700372;;57501;Forbach;3211
QP057004;Bellevue;44;245700372;;57501;Forbach;1420
QP057005;Quartier Rémelange;44;245701222;;57601;Fameck;3595
QP057006;Quartier Ouest;44;245701222;;57601;Uckange;1816
QP057007;Côte Des Roses;44;245701362;;57601;Thionville;2203
QP057008;Quartier Saint Pierre - La Millaire;44;245701362;;57601;Thionville;1371
QP057009;Quartier Terrasses Des Provinces;44;245701362;;57601;Yutz;1983
QP057010;Beausoleil;44;245700216;;57401;Sarreguemines;1129
QP057011;Vieille Ville Et Ville Haute;44;245700216;;57401;Sarreguemines;2482
QP057012;La Chapelle;44;245700398;;57501;Hombourg-Haut, Freyming-Merlebach;2675
QP057013;Quartier République;44;245701354;;57206;Guénange;1224
QP057014;Cité Du Furst;44;245701388;;57402;Folschviller, Valmont;1474
QP057015;Carrière Wehneck;44;245701388;;57402;Saint-Avold;3457
QP057016;Quartier Maroc;44;245701164;;57303;Creutzwald;1078
QP057017;Quartier Breckelberg Fatima;44;245701164;;57303;Creutzwald;1546
QP057018;Bellecroix;44;200039865;;57701;Metz;3019
QP057019;Hauts De Vallières;44;200039865;;57701;Metz;1258
QP057020;Borny;44;200039865;;57701;Metz;11013
QP057021;Sablon Sud;44;200039865;;57701;Metz;1408
QP057022;La Patrotte - Metz-Nord;44;200039865;;57701;Metz;3337
QP057023;Quartier Saint-Eloy - Boileau-Pré Génie;44;200039865;;57701;Woippy, Metz;8782
QP057024;Les Chênes;44;245700398;;57501;Hombourg-Haut;830
QP058001;Grande Pâture - Les Montôts;27;245804406;;58501;Nevers;2531
QP058002;Le Banlay;27;245804406;;58501;Nevers;2102
QP058003;Les Bords De Loire;27;245804406;;58501;Nevers;1907
QP058004;La Baratte - Les Courlis;27;245804406;;58501;Nevers;1601
QP058005;Saint Laurent;27;245804463;;58301;Cosne-Cours-sur-Loire;1492
QP059001;Quartier Prioritaire De Hornaing;32;245901152;;59701;Hornaing;1065
QP059002;Auby Centre;32;200044618;;00756;Auby;1331
QP059003;Asturies - Belleforières;32;200044618;;00756;Roost-Warendin, Auby;1120
QP059004;Résidence Gayant;32;200044618;;00756;Douai;1857
QP059005;Flers En Escrebieux Pont De La Deûle - Dorignies;32;200044618;;00756;Douai, Flers-en-Escrebieux;3168
QP059006;Frais Marais;32;200044618;;00756;Douai, Waziers;2111
QP059007;Notre Dame - La Clochette - Le Bivouac;32;200044618;;00756;Waziers, Douai, Sin-le-Noble;2980
QP059008;Faubourg De Béthune;32;200044618;;00756;Douai, Cuincy;1794
QP059009;Les Epis;32;200044618;;00756;Sin-le-Noble;1837
QP059010;Haut Terroir - Le Vivier;32;200044618;;00756;Waziers;1083
QP059011;Les Explorateurs -  Place Du 8 Mai 1945 - Jean Jaurés - La Flamenne;32;200043396;;59601;Feignies;1192
QP059012;Quartier Du Village;32;200043396;;59601;Ferrière-la-Grande;1194
QP059013;Bois Du Quesnoy;32;200043396;;59601;Hautmont;1470
QP059014;Centre Lambreçon;32;200043396;;59601;Jeumont;2911
QP059015;Long Prés - Prés Du Paradis;32;200043396;;59601;Louvroil;1349
QP059016;Pont De Pierre;32;200043396;;59601;Maubeuge;2064
QP059017;Provinces Françaises;32;200043396;;59601;Maubeuge;1507
QP059018;L'Epinette;32;200043396;;59601;Maubeuge;1141
QP059019;Quartier Intercommunal Sous-Le Bois Montplaisir Rue D'Hautmont;32;200043396;;59601;Maubeuge, Hautmont, Louvroil, Neuf-Mesnil;9396
QP059020;Verrerie - Square République;32;245901160;;59701;Anzin;1248
QP059021;Zone Intercommunale Rives De L'Escaut;32;200042190;245901160;59701;Anzin, Beuvrages, Valenciennes, Bruay-sur-l'Escaut, Raismes;10732
QP059022;Cité Thiers - Cité Du Rivage;32;200042190;245901160;59701;Bruay-sur-l'Escaut, Escautpont;2319
QP059023;Centre Ville;32;245901160;;59701;Condé-sur-l'Escaut;2257
QP059024;Lecocq;32;245901160;;59701;Condé-sur-l'Escaut;1066
QP059025;Centre Ville;32;245901160;;59701;Fresnes-sur-Escaut;1935
QP059026;Le Trieu;32;245901160;;59701;Fresnes-sur-Escaut;1104
QP059027;Quatre Chasses Poudrière Faiencerie;32;245901160;;59701;Onnaing, Vicq;2679
QP059028;Centre Ville;32;245901160;;59701;Quiévrechain;1822
QP059029;La Pépinière;32;245901160;;59701;Saint-Saulve;864
QP059030;Dutemple Chasse Royale Saint Waast - La Sentinelle;32;200042190;245901160;59701;Valenciennes, La Sentinelle;3189
QP059031;Zone Intercommunale Faubourg De Cambrai - La Briquette;32;245901160;;59701;Valenciennes, Marly;2488
QP059032;Cité Le Jard;32;245901160;;59701;Vieux-Condé;1282
QP059033;La Solitude Hermitage;32;245901160;;59701;Vieux-Condé;983
QP059034;Quartier Prioritaire d'Aniche;32;245901152;;59701;Aniche, Auberchicourt;3654
QP059035;Quartier Prioritaire D'Auberchicourt Et Ecaillon;32;245901152;;59701;Écaillon, Auberchicourt, Masny;1227
QP059036;Quartier Prioritaire De Masny;32;245901152;;59701;Masny;1387
QP059037;Quartier Prioritaire De Montigny En Ostrevent;32;245901152;;00756;Montigny-en-Ostrevent;1040
QP059038;Barrois;32;245901152;;00756;Pecquencourt, Montigny-en-Ostrevent;1385
QP059039;Lemay Sainte Marie;32;245901152;;00756;Pecquencourt;1020
QP059040;Quartier Prioritaire De Somain;32;245901152;;59701;Somain;1633
QP059041;Résidences Pasteur Et Foch;32;200040947;;59401;Hazebrouck;1379
QP059042;Centre Ville - Gambetta;32;200030633;;59307;Caudry;2287
QP059043;Coeur D'Etoile;32;200043321;;59302;Le Quesnoy;1683
QP059044;Fourmies;32;200043404;;59305;Fourmies;4566
QP059045;Cité Des Bois;32;200041960;;00756;Ostricourt;1626
QP059046;Vieux Centre Ville Saint Géry;32;200044022;;59403;Cambrai;1539
QP059047;Quartier Saint Roch;32;200044022;;59403;Cambrai;1257
QP059048;Quartier Amérique;32;200044022;;59403;Cambrai;1286
QP059049;Résidence D'Esnes;32;200044022;;59403;Cambrai;929
QP059050;Centre;32;200042190;;59701;Denain, Douchy-les-Mines, Lourches;13195
QP059051;Boulevard De La Liberté;32;200042190;;59701;Douchy-les-Mines;3451
QP059052;Schneider;32;200042190;;59701;Escaudain, Lourches, Roeulx;2448
QP059053;Couture Savonnerie;32;200042190;;59701;Escaudain;1232
QP059054;Gambetta;32;200042190;;59701;Lourches,  Denain, Escaudain;1172
QP059055;Sabatier;32;200042190;;59701;Raismes;2781
QP059056;Brunehaut;32;200042190;245901160;59701;Escautpont, Raismes, Bruay-sur-l'Escaut;1292
QP059057;Collinière;32;200042190;;59402;Saint-Amand-les-Eaux;1477
QP059058;Elnon;32;200042190;;59402;Saint-Amand-les-Eaux;1126
QP059059;Arenberg;32;200042190;;59701;Wallers, Bellaing, Raismes;1721
QP059060;Petit Steendam;32;245900428;;59602;Coudekerque-Branche;1274
QP059061;Saint Pol Sur Mer Quartiers Ouest;32;245900428;;59602;Dunkerque;4008
QP059062;Banc Vert - Ile Jeanty - Carré De La Vieille - Jeu De mail;32;245900428;;59602;Dunkerque;5912
QP059063;Soubise - Basse Ville;32;245900428;;59602;Dunkerque;4860
QP059064;Albeck - Europe - Moulin;32;245900428;;59602;Grande-Synthe;8659
QP059065;Degroote;32;245900428;;59602;Téteghem;1141
QP059066;Pont de Bois;32;245900410;;59702;Villeneuve-d'Ascq;5218
QP059067;Résidence-Poste-Terroir;32;245900410;;59702;Villeneuve-d'Ascq;2983
QP059068;Résidence;32;245900410;;59702;Villeneuve-d'Ascq;2483
QP059069;Attargette - Chanzy;32;245900410;;59501;Armentières;1786
QP059070;Bizet - Briquetterie;32;245900410;;59501;Armentières;1244
QP059071;Quartier Intercommunal Hautchamps Longchamp - Lionderie - 3 Baudets;32;245900410;;59702;Hem,  Roubaix, Lys-lez-Lannoy;8042
QP059072;Pacot - Vandracq;32;245900410;;59702;Lambersart;1166
QP059073;Secteur Ouest;32;245900410;;59702;Lille;1778
QP059074;Secteur Sud;32;245900410;;59702;Lille, Faches-Thumesnil, Loos,  Lezennes;47687
QP059075;Secteur Nord Est;32;245900410;;59702;Lille;12711
QP059076;Secteur Nord;32;245900410;;59702;Lille;1443
QP059077;Les Oliveaux;32;245900410;;59702;Loos;3445
QP059078;Clémenceau-Kiener;32;245900410;;59702;Loos;1328
QP059079;La Briquetterie;32;245900410;;59702;Marcq-en-Baroeul;1350
QP059080;Nouveau Mons - Les Sarts- Dombrowski;32;245900410;;59702;Mons-en-Baroeul, Lille, Villeneuve-d'Ascq;10603
QP059081;Comtesse De Ségur;32;245900410;;59702;Ronchin;1861
QP059082;Quartier Intercommunal Roubaix-Tourcoing - Blanc Seau - Croix Bas Saint Pierre;32;245900410;;59702;Roubaix, Tourcoing, Wattrelos, Croix;69303
QP059083;Nouveau Roubaix;32;245900410;;59702;Roubaix;2132
QP059084;La Mouchonnière;32;245900410;;59702;Seclin;1608
QP059085;Phalempins;32;245900410;;59702;Tourcoing;4037
QP059086;Virolois;32;245900410;;59702;Tourcoing;4204
QP059087;La Bourgogne;32;245900410;;59702;Tourcoing;6836
QP059088;Pont Rompu;32;245900410;;59702;Tourcoing;1435
QP059089;Blanc Riez;32;245900410;;59702;Wattignies;4385
QP059090;Epidéme Villas Couteaux;32;245900410;;59702;Tourcoing, Wattrelos;5249
QP059091;Centralité De Beaulieu;32;245900410;;59702;Wattrelos;3310
QP060001;Les Hauts De Creil;32;246000111;;60601;Creil;19538
QP060002;Les Martinets;32;246000111;;60601;Montataire;3719
QP060003;Les Côteaux;32;246000111;;60601;Nogent-sur-Oise;2349
QP060004;Les Rochers L'Obier;32;246000111;;60601;Nogent-sur-Oise;2828
QP060005;Belle Vue Belle Visée;32;246000111;;60601;Villers-Saint-Paul;2137
QP060006;Vivier Corax;32;246001010;;60502;Compiègne;2670
QP060007;Clos Des Roses;32;246001010;;60502;Compiègne;3059
QP060008;La Victoire;32;246001010;;60502;Compiègne;3083
QP060009;Saint Jean;32;246000830;;60501;Beauvais;4753
QP060010;Saint Lucien;32;246000830;;60501;Beauvais;2703
QP060011;Argentine;32;246000830;;60501;Beauvais;8913
QP060012;Les Terriers;32;246000921;;60305;Pont-Sainte-Maxence;1229
QP060013;Quartier De La Nacre;32;246000582;;60302;Méru;3089
QP060014;Les Sables;32;246000376;;60401;Clermont;1118
QP060015;Liancourt Les Abords Du Parc;32;246000129;;60601;Liancourt;1285
QP060016;Quartier Kennedy;32;246000871;;60303;Crépy-en-Valois;1988
QP060017;Beauséjour;32;246000756;;60304;Noyon;1559
QP060018;Mont Siméon;32;246000756;;60304;Noyon;1315
QP061001;Les Provinces;28;200042513;;61302;Argentan;1382
QP061002;Saint Michel - Vallée D'Auge;28;200042513;;61302;Argentan;2626
QP061003;Saint Michel;28;200035814;;61401;Flers;1047
QP061004;Saint Sauveur;28;200035814;;61401;Flers;1984
QP061005;La Madeleine;28;200036168;;61301;L'Aigle;1233
QP061006;Perseigne;28;246100663;;00461;Alençon;4245
QP061007;Courteille;28;246100663;;00461;Alençon;2113
QP062001;Quartier Du Mieux-Etre;32;246200380;;62302;Marquise;1088
QP062002;Camus;32;246200364;;00756;Angres;1256
QP062003;Plantigeons - Fosse 4;32;246200299;;00756;Carvin;1588
QP062004;Centre Ville;32;200044055;;00752;Auchel;2413
QP062005;Quartier Des Cité 5 - Cité De Marles - Cité Du Rond-Point;32;200044055;;00752;Marles-les-Mines, Auchel, Calonne-Ricouart;2365
QP062006;Quartier Rimbert;32;246200802;200044055;00752;Auchel, Burbure;994
QP062007;Quartier Du Regain;32;200044055;;00752;Barlin, Hersin-Coupigny;2396
QP062008;Quartier Du Mont Liébaut;32;200044055;;00752;Béthune;3083
QP062009;Quartier De La Rue De Lille;32;200044055;;00752;Béthune, Verquin;3347
QP062010;Renaissance;32;200044055;;00752;Beuvry, Labourse;1179
QP062011;Le Centre;32;200044055;;00752;Bruay-la-Buissière, Haillicourt;5210
QP062012;Terrasses Basly;32;200044055;;00752;Bruay-la-Buissière;1889
QP062013;Quartier Coteau Du Stade Parc-Cité 34;32;200044055;;00752;Bruay-la-Buissière, Divion;1496
QP062014;Quartier Des Cités 6 Et 30;32;200044055;;00752;Calonne-Ricouart, Divion;1689
QP062015;Quartier Provinces - Longues Trinques;32;200044055;;00752;Cauchy-à-la-Tour, Auchel;1213
QP062016;Quartier Saint-Elie - Fosse 13;32;200044055;246200364;00752;Hulluch, Haisnes,  Douvrin;1332
QP062017;Le Haut D'Houdain;32;200044055;;00752;Houdain, Haillicourt,;2727
QP062018;Terre-Noeve;32;200044055;;00752;Noeux-les-Mines;1729
QP062019;République - Cité 4;32;246200364;;00756;Avion;4765
QP062020;Cité Des Brebis;32;246200364;;00756;Bully-les-Mines, Mazingarbe;2318
QP062021;Cité Du Transvaal - Centre;32;246200364;;00756;Fouquières-lès-Lens, Billy-Montigny;1850
QP062022;Cité 5 - Cité 11;32;246200364;;00756;Grenay, Loos-en-Gohelle;3847
QP062023;Cité Bellevue;32;246200364;;00756;Harnes;2316
QP062024;Cité 12-14;32;246200364;;00756;Lens;2215
QP062025;Grande Résidence;32;246200364;;00756;Lens, Vendin-le-Vieil, Loison-sous-Lens;4803
QP062026;Cité 2;32;246200364;;00756;Lens;1497
QP062027;Sellier Cité 4;32;246200364;;00756;Lens, Éleu-dit-Leauwette;1497
QP062028;Calonne - Marichelles - Vent De Bise;32;246200364;;00756;Liévin;7071
QP062029;Les Hauts De Liévin - Résidence Des Provinces - Cités 9-9bis;32;246200364;;00756;Liévin, Lens, Loos-en-Gohelle;4819
QP062030;Blum - Salengro - 109;32;246200364;;00756;Liévin;2275
QP062031;3 Cités;32;246200364;;00756;Mazingarbe;1232
QP062032;Cité 10;32;246200364;;00752;Sains-en-Gohelle;1610
QP062033;Les Blanches Laines Fosse 11 12 13;32;246200364;;00756;Sallaumines, Avion;4072
QP062034;Quartier du 3/15;32;246200364;;00756;Sallaumines, Méricourt;1438
QP062035;Cité Des Taberneaux;32;246200364;;00752;Wingles;2301
QP062036;Saint-Exupéry - Léon Blum;32;246200455;;62501;Longuenesse, Saint-Omer, Arques;2896
QP062037;Quai Du commerce - Saint Sépulcre;32;246200455;;62501;Saint-Omer;1776
QP062038;Du Village Au Moulin;32;246200299;;00756;Courcelles-lès-Lens;1134
QP062039;Rotois - Saint Roch;32;246200299;;00756;Courrières;1092
QP062040;Cornuault;32;246200299;200041960;00756;Évin-Malmaison, Ostricourt;1670
QP062041;Macé - Darcy;32;246200299;;00756;Hénin-Beaumont;1936
QP062042;Ponchelet - Kennedy;32;246200299;;00756;Hénin-Beaumont;1049
QP062043;La Plaine Du 7;32;246200299;246200364;00756;Montigny-en-Gohelle, Courrières, Fouquières-lès-Lens;1898
QP062044;Zac Des Deux Villes;32;246200299;;00756;Montigny-en-Gohelle, Henin-Beaumont;2183
QP062045;Quartier Du Maroc - La Canche;32;246200299;246200364;00756;Méricourt, Rouvroy;2466
QP062046;Nouméa;32;246200299;;00756;Rouvroy;1231
QP062047;Languedoc - Cité 10;32;246200364;246200299;00756;Billy-Montigny, Rouvroy;1418
QP062048;Quartier De La Haute Voie;32;246200299;;00756;Libercourt;1915
QP062049;Damrémont;32;246200729;;62503;Boulogne-sur-Mer;1487
QP062050;Centre Ville;32;246200729;;62503;Boulogne-sur-Mer;1423
QP062051;Chemin Vert - Beaurepaire - Malborough;32;246200729;;62503;Boulogne-sur-Mer, Saint-Martin-Boulogne;8046
QP062052;Henriville - Montplaisir;32;246200729;;62503;Le Portel, Boulogne-sur-Mer;1455
QP062053;Quartier Tour Du Renard;32;246200729;;62503;Outreau;1227
QP062054;Quartier Des Résidences;32;246200729;;62503;Le Portel;2584
QP062055;Fort Nieulay - Cailloux - Saint-Pierre;32;246201149;;62504;Calais;5477
QP062056;Beau Marais;32;246201149;;62504;Calais;8555
QP062057;Ville Centre;32;246200802;;00752;Lillers;2693
QP062058;Centre Historique;32;246200018;;00752;Aire-sur-la-Lys;1849
QP062059;Quartier De La Renaissance;32;246201115;;62401;Étaples;1207
QP062060;Quatre As;32;200033579;;62502;Achicourt;1088
QP062061;Arras Ouest;32;200033579;;62502;Arras;7023
QP062062;Saint Michel Goudemand;32;200033579;;62502;Arras;1259
QP062063;Cheminots Jean Jaurès Moulin Hacart;32;200033579;;62502;Arras, Achicourt;1499
QP062064;Nouvelles Résidences;32;200033579;;62502;Saint-Nicolas, Saint-Laurent-Blangy;2193
QP063001;Molles Cizolles;84;246301063;;63303;Thiers;1033
