qp;nom_qp;reg;epci1;epci2;uu;liste_des_communes;population_municipale_2013
QP093053;Tremblay Grand Ensemble;11;200023448;;00851;Tremblay-en-France;7297
QP093054;Les Beaudottes;11;200023448;;00851;Aulnay-sous-Bois, Sevran;45563
QP093055;Secteur Nord Pont-Yblon;11;200006385;;00851;Le Blanc-Mesnil, Dugny;16093
QP093056;Jean Moulin - Jean Bouin;11;;;00851;Gagny;4760
QP093057;Les Peupliers;11;;;00851;Gagny;1785
QP093058;Val Coteau;11;;;00851;Neuilly-sur-Marne;7157
QP093059;Mont d’Est - Palacio;11;;;00851;Noisy-le-Grand;1733
QP093060;Pavé-Neuf;11;;;00851;Noisy-le-Grand;7376
QP093061;Champy - Hauts Bâtons;11;;;00851;Noisy-le-Grand;3976
QP093062;Pré-Gentil;11;;;00851;Rosny-sous-Bois;3641
QP093063;Marnaudes - Bois-Perrier;11;;;00851;Rosny-sous-Bois;1662
QP094001;Pierre Et Marie Curie;11;200033413;;00851;Ivry-sur-Seine;1382
QP094002;Irlandais - Paul Vaillant Couturier - Cherchefeuille;11;249400060;;00851;Arcueil;1708
QP094003;La Haie Griselle - La Hêtraie;11;249400086;249400094;00851;Boissy-Saint-Léger, Limeil-Brévannes;5301
QP094004;Chantereine;11;249400094;;00851;Alfortville;3346
QP094005;Mont Mesly - La Habette - Coteaux Du Sud;11;249400094;;00851;Créteil;7138
QP094006;Petit Pré - Sablières;11;249400094;;00851;Créteil;1149
QP094007;Les Bleuets;11;249400094;;00851;Créteil;1032
QP094008;Gagarine;11;200033413;;00851;Ivry-sur-Seine;2758
QP094009;Ivry Port;11;200033413;;00851;Ivry-sur-Seine;5079
QP094010;Monmousseau;11;200033413;;00851;Ivry-sur-Seine;1620
QP094011;Colonel Fabien;11;200033413;;00851;Vitry-sur-Seine;1065
QP094012;Centre Ville : Defresne - Vilmorin - Robespierre;11;200033413;;00851;Vitry-sur-Seine;3680
QP094013;Commune De Paris - 8 Mai 1945;11;200033413;;00851;Vitry-sur-Seine;11009
QP094014;Balzac;11;200033413;;00851;Vitry-sur-Seine;1999
QP094015;Péri - Schuman  Bergonié;11;249400060;;00851;Le Kremlin-Bicêtre, Gentilly;1979
QP094016;Chaperon Vert;11;249400060;;00851;Arcueil, Gentilly;2390
QP094017;Jardins Parisiens;11;249400060;;00851;L'Haÿ-les-Roses;1716
QP094018;Lallier;11;249400060;;00851;L'Haÿ-les-Roses;1491
QP094019;Jardins Parisiens - Stade;11;249400060;;00851;L'Haÿ-les-Roses;867
QP094020;Alexandre Dumas;11;249400060;;00851;Villejuif;1207
QP094021;Lebon - Hochart - Mermoz (Lozaits Sud);11;249400060;;00851;Villejuif, L'Haÿ-les-Roses;3066
QP094022;Lozaits Nord - Grimau - Armand Gouret;11;249400060;;00851;Villejuif;1979
QP094023;Fabien;11;;;00851;Bonneuil-sur-Marne;1475
QP094024;Les Quatre Cités;11;;;00851;Champigny-sur-Marne;4001
QP094025;L'Egalité;11;;;00851;Champigny-sur-Marne;479
QP094026;Les Mordacs;11;;;00851;Champigny-sur-Marne;4838
QP094027;Le Bois L'Abbé;11;249400086;;00851;Chennevières-sur-Marne, Champigny-sur-Marne;12303
QP094028;Le Plateau;11;;;00851;Champigny-sur-Marne;1890
QP094029;La Redoute (Le Fort-Michelet);11;;;00851;Fontenay-sous-Bois;1563
QP094030;Les Larris;11;;;00851;Fontenay-sous-Bois;2378
QP094031;Quartier Est;11;;;00851;Orly;7181
QP094032;Quartier Sud;11;200033413;;00851;Choisy-le-Roi;2655
QP094033;Rives De La Marne;11;;;00851;Saint-Maur-des-Fossés;1577
QP094034;Les Grands Champs;11;;;00851;Thiais;2425
QP094035;Polognes-Centre Ville - Le Plateau - Saint-Martin;11;249400094;;00851;Valenton, Villeneuve-Saint-Georges, Limeil-Brévannes;10107
QP094036;Lutèce- Bergerie;11;;;00851;Valenton;2317
QP094037;Centre Ville;11;;;00851;Villeneuve-Saint-Georges;3041
QP094038;Le Quartier Nord;11;;;00851;Villeneuve-Saint-Georges;7065
QP094039;Le Quartier Nord- Les Tours;11;;;00851;Villeneuve-Saint-Georges;1914
QP094040;Triage;11;;;00851;Villeneuve-Saint-Georges;1683
QP094041;Portes De Paris - Les Hautes-Noues;11;;;00851;Villiers-sur-Marne;5794
QP094042;Cité Jardins;11;249400060;;00851;Cachan;2259
QP095001;Noyer Crapaud;11;249500414;;00851;Soisy-sous-Montmorency;1477
QP095002;Justice - Butte Blanche;11;200000776;;00851;Argenteuil, Bezons;765
QP095003;Champioux;11;200000776;;00851;Argenteuil;1732
QP095004;Brigadières - Henri Barbusse;11;200000776;;00851;Argenteuil, Bezons;2175
QP095005;Val D'Argent Nord;11;200000776;;00851;Argenteuil;14127
QP095006;Val D'Argent Sud;11;200000776;;00851;Argenteuil;9258
QP095007;Champagne;11;200000776;;00851;Argenteuil;1240
QP095008;Joliot Curie;11;200000776;;00851;Argenteuil;2763
QP095009;Centre Ville;11;200000776;;00851;Argenteuil;4448
QP095010;Delaune Masson Colomb;11;200000776;;00851;Bezons;1486
QP095011;Axe Majeur - Horloge;11;249500109;;00851;Cergy;9076
QP095012;La Sébille;11;249500109;;00851;Cergy;1147
QP095013;Les Dix Arpents;11;249500109;;00851;Éragny;1740
QP095014;Le Moulinard;11;249500109;;00851;Osny;2107
QP095015;Marcouville;11;249500109;;00851;Pontoise;3211
QP095016;Louvrais;11;249500109;;00851;Pontoise;2408
QP095017;Chennevières - Parc Le Nôtre;11;249500109;;00851;Saint-Ouen-l'Aumône;3136
QP095018;Clos Du Roi;11;249500109;;00851;Saint-Ouen-l'Aumône;1099
QP095019;Les Toupets - Côte Des Carrières;11;249500109;;00851;Vauréal, Jouy-le-Moutier;1489
QP095020;Les Lévriers;11;249500414;;00851;Montmagny;1420
QP095021;Centre Ville;11;249500414;;00851;Montmagny;2468
QP095022;Mare Des Noues;11;249500398;249500521;00851;Franconville, Ermont;1079
QP095023;Montédour;11;249500521;;00851;Franconville;1687
QP095024;Les Naquettes;11;249500521;;00851;Herblay;1151
QP095025;Les Frances;11;249500521;;00851;Montigny-lès-Cormeilles;2962
QP095026;Clos Saint Pierre Elargi;11;249500521;;00851;Pierrelaye;1339
QP095027;Bas Des Aulnaies - Carreaux Fleuris - Fontaine Bertin;11;249500521;;00851;Sannois, Franconville;4726
QP095028;Les Pins;11;249500521;;00851;Taverny;1016
QP095029;Les Sarments Et Les Nérins;11;249500521;;00851;Taverny;1055
QP095030;Cottage Elargi;11;200036093;;00851;Goussainville;1976
QP095031;Grandes Bornes Elargies;11;200036093;;00851;Goussainville;8210
QP095032;Dame Blanche;11;249500380;;00851;Garges-lès-Gonesse;30892
QP095033;Lochères;11;249500380;;00851;Sarcelles;35912
QP095034;Carreaux - Fauconnière - Marronniers - Pôle Gare;11;249500380;;00851;Gonesse, Villiers-le-Bel, Arnouville;15243
QP095035;Saint Blin;11;249500380;;00851;Gonesse;1036
QP095036;Rosiers Chantepie;11;249500380;;00851;Sarcelles;4267
QP095037;Village - Mozart;11;249500380;;00851;Sarcelles;2802
QP095038;Village - Le Puits La Marlière - Derrière Les Murs De Monseigneur;11;249500380;;00851;Villiers-le-Bel;15355
QP095039;Les Chênes;11;249500398;;00851;Ermont;2479
QP095040;Le Village;11;249500489;;00459;Persan;3131
QP095041;Les Raguenets;11;249500414;;00851;Saint-Gratien;2681
QP971001;Boissard-Morne Flory;01;200018653;;9A701;Les Abymes;4138
QP971002;Vieux Bourg - Les Lauriers;01;200018653;;9A701;Pointe-à-Pitre;4407
QP971003;Grand Camp;01;200018653;;9A701;Pointe-à-Pitre;11037
QP971004;Cour Charneau-Raizet;01;200018653;;9A701;Les Abymes;2681
QP971005;Raizet;01;200018653;;9A701;Les Abymes;4955
QP971006;Bourg - Saint Robert - Cadet - Bois Raimbault- Jean Jaurès;01;249710070;;9A501;Baillif;3119
QP971007;Bologne - Rivière Des Pères - Calebassier - Pintade - Chevalier Saint Georges - Mallian;01;249710070;;9A501;Basse-Terre;1951
QP971008;Le Bourg;01;249710070;;9A401;Capesterre-Belle-Eau;3739
QP971009;Sarlassone Petit Pérou;01;249710070;;9A401;Capesterre-Belle-Eau;2969
QP971010;Bananier - Haute Plaine;01;249710070;;9A401;Capesterre-Belle-Eau;1806
QP971011;Champ Grille 2;01;200044691;;9A701;Le Moule;1716
QP971012;Le Bourg;01;200044691;;9A701;Le Moule;2546
QP971013;Mortenol;01;200018653;;9A701;Pointe-à-Pitre;1547
QP971014;Chemin Neuf Carénage Darboussier;01;200018653;;9A701;Pointe-à-Pitre;5373
QP971015;Le Bourg;01;249710062;;9A301;Sainte-Rose;4197
QP971016;La Boucan;01;249710062;;9A301;Sainte-Rose;2737
QP972001;Quartiers Ouest;02;249720061;;9B601;Fort-de-France;12062
QP972002;Quartiers Sainte-Thérèse – Bon Air;02;249720061;;9B601;Fort-de-France;4721
QP972003;Quartier Volga Plage;02;249720061;;9B601;Fort-de-France;3276
QP972004;Quartier Haut Dillon;02;249720061;;9B601;Fort-de-France;2237
QP972005;Frange Ouest Du Centre-Ville Aggloméré;02;249720061;;9B402;Le Lamentin;1840
QP972006;Zone De Cité Lacroix Trou Terre Pointe Lynch;02;200041788;;9B602;Le Robert;1748
QP972007;Tombolo City;02;200041788;;9B401;Sainte-Marie;1432
QP973001;Anatole;03;249730045;;9C601;Cayenne;1699
QP973002;Bonhomme;03;249730045;;9C601;Cayenne;1850
QP973003;Pasteur Voltaire;03;249730045;;9C601;Cayenne;1288
QP973004;Cabassou;03;249730045;;9C601;Cayenne;3497
QP973005;De Gaulle;03;249730045;;9C601;Cayenne;2661
QP973006;Eau Lisette;03;249730045;;9C601;Cayenne;1055
QP973007;Galmot;03;249730045;;9C601;Cayenne;1789
QP973008;Village Chinois;03;249730045;;9C601;Cayenne;3005
QP973009;Mango;03;249730045;;9C601;Cayenne;1919
QP973010;Mirza;03;249730045;;9C601;Cayenne;1106
QP973011;Mont Baduel;03;249730045;;9C601;Cayenne;5681
QP973012;Centre-Ville Marché;03;249730045;;9C601;Cayenne;2061
QP973013;Thémire;03;249730045;;9C601;Cayenne;2401
QP973014;Eldo;03;200027548;;9C401;Kourou;4104
QP973015;L'Anse;03;200027548;;9C401;Kourou;2485
QP973016;Mairie-Bourg;03;200027548;;9C401;Kourou;8286
QP973017;Soula;03;249730045;;9C202;Macouria;3689
QP973018;Tonate;03;249730045;;9C202;Macouria;3054
QP973019;Balata;03;249730045;;9C601;Matoury;2316
QP973020;Cotonnière;03;249730045;;9C601;Matoury;2796
QP973021;Cogneau Est;03;249730045;;9C601;Matoury;9146
QP973022;Le Grand Larivot;03;249730045;;9C601;Matoury;1635
QP973023;Sud Bourg;03;249730045;;9C601;Matoury;2959
QP973024;Mahury-Dedrad Des Cannes;03;249730045;;9C601;Rémire-Montjoly;538
QP973025;Résidence Arc En Ciel Alizées;03;249730045;;9C601;Rémire-Montjoly;1442
QP973026;Lot Tarzan;03;249730045;;9C601;Rémire-Montjoly;678
QP973027;Balate-Charbonnière;03;249730037;;9C402;Saint-Laurent-du-Maroni;4730
QP973028;Centre Ville;03;249730037;;9C402;Saint-Laurent-du-Maroni;3111
QP973029;Fatima - Route De Mana;03;249730037;;9C402;Saint-Laurent-du-Maroni;4711
QP973030;RN1-Les Sables Blancs;03;249730037;;9C402;Saint-Laurent-du-Maroni;9155
QP973031;Saint-Jean;03;249730037;;9C402;Saint-Laurent-du-Maroni;3740
QP973032;Saint-Maurice;03;249730037;;9C402;Saint-Laurent-du-Maroni;5815
QP974001;Le Gol;04;249740077;;9D501;Saint-Louis;2996
QP974002;Centre Ville;04;249740077;;9D501;Saint-Louis;8732
QP974003;La Rivière;04;249740077;;9D501;Saint-Louis;1467
QP974004;Roche Maigre;04;249740077;;9D501;Saint-Louis;3534
QP974005;Bois de Nèfles Cocos;04;249740077;;9D501;Saint-Louis;2137
QP974006;Cayenne - Butor - Les Quais;04;249740085;;9D405;Saint-Joseph;2832
QP974007;Centre Ville - Cités;04;249740085;;9D405;Saint-Joseph;2053
QP974008;Langevin;04;249740085;;9D405;Saint-Joseph;1131
QP974009;Bois D’Olives;04;249740077;;9D601;Saint-Pierre;2364
QP974010;Ravine Des Cabris;04;249740077;;9D601;Saint-Pierre;2990
QP974011;Ravine Blanche;04;249740077;;9D601;Saint-Pierre;3796
QP974012;Basse Terre  -  Joli Fond;04;249740077;;9D601;Saint-Pierre;6106
QP974013;Terre Sainte;04;249740077;;9D601;Saint-Pierre;3002
QP974014;Condé -  La Concession;04;249740077;;9D601;Saint-Pierre;1290
QP974015;Le Verger - La Découverte;04;249740119;;9D603;Sainte-Marie;2192
QP974016;Gaspard - La Réserve;04;249740119;;9D603;Sainte-Marie;1983
QP974017;4ème Couronne;04;249740101;;9D602;Le Port;4511
QP974018;1ère et 2ème Couronne;04;249740101;;9D602;Le Port;23426
QP974019;Coeur De Saint-Laurent;04;249740101;;9D602;La Possession;1006
QP974020;Cressonnière - Manguiers;04;249740093;;9D502;Saint-André;2042
QP974021;Centre Ville;04;249740093;;9D502;Saint-André;6171
QP974022;Petit Bazar - Chemin Du Centre - Fayard;04;249740093;;9D502;Saint-André;4534
QP974023;Cambuston Centre;04;249740093;;9D502;Saint-André;1214
QP974024;Sainte-Anne;04;249740093;;9D404;Saint-Benoît;1324
QP974025;Rive Droite de Saint-Benoît;04;249740093;;9D404;Saint-Benoît;11491
QP974026;Le Bas De La Rivière;04;249740119;;9D603;Saint-Denis;1221
QP974027;Le Bas Maréchal Leclerc;04;249740119;;9D603;Saint-Denis;2899
QP974028;Le Butor;04;249740119;;9D603;Saint-Denis;789
QP974029;Vauban;04;249740119;;9D603;Saint-Denis;1700
QP974030;La Source - Bellepierre;04;249740119;;9D603;Saint-Denis;1263
QP974031;Les Camélias;04;249740119;;9D603;Saint-Denis;2337
QP974032;Sainte Clotilde - Le Chaudron;04;249740119;;9D603;Saint-Denis;18444
QP974033;Moufia Les Bas;04;249740119;;9D603;Saint-Denis;1926
QP974034;Primat;04;249740119;;9D603;Saint-Denis;993
QP974035;Moufia Les Hauts;04;249740119;;9D603;Saint-Denis;1442
QP974036;Portail - Bois De Nèfles;04;249740101;;9D403;Saint-Leu;4415
QP974037;Plateau Caillou Centre;04;249740101;;9D602;Saint-Paul;2005
QP974038;Fleurimont;04;249740101;;9D602;Saint-Paul;1363
QP974039;Eperon;04;249740101;;9D602;Saint-Paul;1496
QP974040;Grande Fontaine;04;249740101;;9D602;Saint-Paul;2419
QP974041;Savanna Kayamb  -  Corbeil Bout De L’Etang;04;249740101;;9D602;Saint-Paul;1174
QP974042;Périphérie Du Centre Ville;04;249740101;;9D602;Saint-Paul;1547
QP974043;Bel Air Centre Ville Village Desprez;04;249740119;;9D401;Sainte-Suzanne;2151
QP974044;Bagatelle;04;249740119;;9D401;Sainte-Suzanne;1168
QP974045;La Châtoire;04;249740085;;9D601;Le Tampon;1998
QP974046;Les Trois Mares;04;249740085;;9D601;Le Tampon;1411
QP974047;Les Araucarias;04;249740085;;9D601;Le Tampon;2349
QP974048;Centre-ville;04;249740085;;9D601;Le Tampon;1798
QP974049;Domenjod;04;249740119;;9D603;Saint-Denis;895
QP976001;Quartier Prioritaire Du Village De Acoua;06;;;9F101;Acoua;3319
QP976002;Quartier Prioritaire De M'tsangadoua;06;;;9F101;Acoua;1379
QP976003;Quartier Prioritaire De Dzoumogné;06;;;9F208;Bandraboua;3673
QP976004;Quartier Prioritaire Du Village De Bandraboua;06;;;9F208;Bandraboua;2380
QP976005;Quartier Prioritaire De Bouyouni;06;;;9F208;Bandraboua;1304
QP976006;Quartier Prioritaire Du Village De Bandrélé;06;;;9F205;Bandrélé;3233
QP976007;Quartier Prioritaire De M'tsamoudou;06;;;9F205;Bandrélé;1616
QP976008;Quartier Prioritaire De Nyambadao;06;;;9F205;Bandrélé;1160
QP976009;Quartier Prioritaire Du Village De Bouéni;06;;;9F202;Bouéni;2475
QP976010;Quartier Prioritaire Du Village De Chiconi;06;;;9F203;Chiconi;5775
QP976011;Quartier Prioritaire De Poroani - Mréréni;06;;;9F000;Chirongui;3336
QP976012;Quartier Prioritaire Du Village De Chirongui;06;;;9F000;Chirongui;1609
QP976013;Quartier Prioritaire De Tsararano;06;;;9F301;Dembéni;3070
QP976014;Quartier Prioritaire Du Village De Dembéni;06;;;9F301;Dembéni;2355
QP976015;Quartier Prioritaire D'Iloni;06;;;9F301;Dembéni;2067
QP976016;Quartier Prioritaire D'Ongoujou;06;;;9F301;Dembéni;1224
QP976017;Quartier De La Vigie;06;200050532;;9F401;Dzaoudzi;2970
QP976018;Quartier Prioritaire Du Village De Kani Kéli;06;;;9F000;Kani Kéli;1882
QP976019;Quartier Prioritaire De Choungui;06;;;9F000;Kani Kéli;784
QP976020;Quartier Prioritaire De Majicavo Koropa;06;;;9F302;Koungou;9130
QP976021;Quartier Prioritaire Du Village De Koungou;06;;;9F302;Koungou;7727
QP976022;Quartier Prioritaire De Longoni;06;;;9F302;Koungou;3783
QP976023;Quartier Prioritaire De Kawéni;06;;;9F501;Mamoudzou;12127
QP976024;Quartier Prioritaire De M'tsapéré - Cavani - M'Gombani;06;;;9F501;Mamoudzou;22664
QP976025;Quartier Prioritaire Du Village De M'tsamboro;06;;;9F206;M tsamboro;3323
QP976026;Quartier Prioritaire De M'tsahara;06;;;9F206;M tsamboro;2596
QP976027;Quartier Prioritaire Du Village De M'tsangamouji;06;;;9F201;M tsangamouji;3994
QP976028;Quartier Prioritaire De Chembenyoumba;06;;;9F201;M tsangamouji;1921
QP976029;Quartier Prioritaire De Barakani;06;;;9F204;Ouangani;3729
QP976030;Quartier Prioritaire De Kahani;06;;;9F204;Ouangani;2295
QP976031;Quartier Prioritaire Du Village De Ouangani;06;;;9F204;Ouangani;3295
QP976032;Quartier De La Vigie;06;200050532;;9F401;Pamandzi;2250
QP976033;Quartier Prioritaire Du Village De Sada;06;;;9F207;Sada;8798
QP976034;Quartier Prioritaire De Combani - Mroalé;06;;;9F209;Tsingoni;5168
QP976035;Quartier Prioritaire De Miréréni;06;;;9F209;Tsingoni;2527
QP976036;Quartier Prioritaire Du Village De Tsingoni;06;;;9F209;Tsingoni;2643
QP978001;Quartier D'Orléans - Gloire - Griselle;;;;;Saint-Martin;6682
QP978002;Sandy Ground;;;;;Saint-Martin;3217
QP987001;Arahiri;;;;;Arue;221
QP987002;Erima;;;;;Arue;1166
QP987003;Fosmost;;;;;Arue;252
QP987004;Pk5;;;;;Arue;214
QP987005;Tearapae;;;;;Arue;789
QP987006;TEFAAROA;;;;;Arue;1010
QP987007;OUTUARAMEA;;;;;Faaa;801
QP987008;TEROMA;;;;;Faaa;1284
QP987009;LILLIANE BORDES;;;;;Faaa;401
QP987010;OUTUARAIA;;;;;Faaa;474
QP987011;TAVARARO;;;;;Faaa;2025
QP987012;TERIITEHAU;;;;;Faaa;377
QP987013;OUTUARAEA;;;;;Faaa;827
QP987014;VAITUPA;;;;;Faaa;292
QP987015;HEIRI;;;;;Faaa;1647
QP987016;ST HILAIRE;;;;;Faaa;830
QP987017;PUURAI;;;;;Faaa;2770
QP987018;PAMATAI HAUT;;;;;Faaa;249
QP987019;PAMATAI CENTRE;;;;;Faaa;788
QP987020;PAMATAI BAS;;;;;Faaa;1212
QP987021;OREMU;;;;;Faaa;2290
QP987022;VALLE D'OROFARA;;;;;Mahina;213
QP987023;TUIHO-HAOA;;;;;Mahina;176
QP987024;VALEE D'AHONU;;;;;Mahina;898
QP987025;VALEE DE TUAURU;;;;;Mahina;1387
QP987026;HAAPAPE;;;;;Mahina;539
QP987027;TAHARAA;;;;;Mahina;328
QP987028;ATIMA NUI;;;;;Mahina;388
QP987029;HITIMAHANA;;;;;Mahina;433
QP987030;FAREROI;;;;;Mahina;941
QP987031;TITINE;;;;;Mahina;309
QP987032;MATAVAI;;;;;Mahina;499
QP987033;ATIHA;;;;;Moorea-Maiao;116
QP987034;PAPETOAI;;;;;Moorea-Maiao;995
QP987035;MAHAREPA;;;;;Moorea-Maiao;327
QP987036;PAOPAO;;;;;Moorea-Maiao;662
QP987037;AFAREAITU;;;;;Moorea-Maiao;2280
QP987038;TEAVARO;;;;;Moorea-Maiao;1216
QP987039;HAAPITI;;;;;Moorea-Maiao;1631
QP987040;VAIHERE;;;;;Moorea-Maiao;268
QP987041;URUFARA;;;;;Moorea-Maiao;142
QP987042;MARAA;;;;;Paea;946
QP987043;VAITUPA ROBSON;;;;;Paea;1021
QP987044;VAITERUPE;;;;;Paea;494
QP987045;OROFERO;;;;;Paea;1387
QP987046;TIAPA;;;;;Paea;2125
QP987047;VAIATU;;;;;Paea;1249
QP987048;TIAMAO;;;;;Papara;1181
QP987049;AFARERII;;;;;Papara;260
QP987050;TARIREA;;;;;Papara;731
QP987051;TAHARUU;;;;;Papara;493
QP987052;CARRIERE;;;;;Papara;1103
QP987053;ESTALL;;;;;Papeete;313
QP987054;MANUHOE;;;;;Papeete;368
QP987055;MAMAO;;;;;Papeete;2029
QP987056;VAITAVATAVA;;;;;Papeete;774
QP987057;TITIORO;;;;;Papeete;1544
QP987058;TIPAERUI;;;;;Papeete;2510
QP987059;ARUPA-PUEA-VAININIORE;;;;;Papeete;2232
QP987060;MISSION;;;;;Papeete;3016
QP987061;FAUTAUA VAL;;;;;Pirae;424
QP987062;HAMUTA;;;;;Pirae;1405
QP987063;FAUTAUA;;;;;Pirae;746
QP987064;ATIMARO;;;;;Pirae;555
QP987065;NAHOATA;;;;;Pirae;1972
QP987066;TAAPUNA;;;;;Punaauia;1112
QP987067;PUNAVAI;;;;;Punaauia;1641
QP987068;PUNA;;;;;Punaauia;542
QP987069;OUTUMAORO HAUTS;;;;;Punaauia;250
QP987070;NINA PEATA FULLER;;;;;Punaauia;1324
QP987071;MOTIO;;;;;Punaauia;95
QP987072;MAEVA BEACH;;;;;Punaauia;811
QP987073;VAITAVERE;;;;;Punaauia;376
QP987074;ATEHI;;;;;Punaauia;579
QP987075;BEL AIR;;;;;Punaauia;1076
QP987076;ATIUE;;;;;Punaauia;1020
