"IDH";"KREVI"
"005249";"1"
"P00422";"1"
"032839";"2"
"032666";"1"
"017067";"3"
"008884";"2"
"032669";"2"
"005485";"4"
"032849";"2"
"008883";"2"
"008241";"4"
"032833";"1"
"032647";"2"
"010923";"2"
"005193";"3"
"018289";"4"
"015878";"2"
"008885";"5"
"P07654";"1"
"P07655";"3"
"005123";"3"
"004165";"4"
"003062";"1"
"032411";"2"
"P04175";"3"
"013070";"2"
"P07656";"3"
"008751";"1"
"005872";"6"
"003412";"1"
"P07657";"1"
"019444";"1"
"P02872";"1"
"010346";"4"
"005913";"5"
"009889";"5"
"020200";"2"
"020201";"4"
"008089";"1"
"007904";"1"
"006302";"2"
"P02640";"2"
"018153";"2"
"P05837";"8"
"021379";"7"
"013296";"7"
"019816";"1"
"P00674";"6"
"009712";"9"
"021051";"3"
"P08295";"5"
"004158";"2"
"P02161";"2"
"P06003";"5"
"016825";"3"
"001047";"1"
"001048";"6"
"030916";"5"
"012045";"8"
"P05284";"8"
"009731";"4"
"P05650";"8"
"P00861";"4"
"P03387";"4"
"P03391";"1"
"032013";"9"
"008553";"1"
"008554";"1"
"021053";"2"
"015558";"5"
"006805";"1"
"008110";"5"
"P08298";"7"
"P08308";"1"
"008082";"3"
"021063";"1"
"016456";"4"
"016457";"5"
"030044";"1"
"003417";"3"
"008083";"7"
"P00917";"3"
"031834";"8"
"032287";"7"
"010708";"6"
"012708";"1"
"017332";"2"
"016739";"3"
"017334";"2"
"008761";"2"
"017934";"2"
"017337";"7"
"017461";"2"
"005301";"1"
"P05113";"3"
"P00399";"2"
"P03402";"5"
"P00681";"1"
"008086";"2"
"P03465";"6"
"P03442";"7"
"003991";"1"
"P03528";"5"
"012234";"7"
"020289";"9"
"011875";"3"
"000824";"3"
"010593";"2"
"017933";"2"
"P04230";"3"
"004694";"1"
"017940";"2"
"P03466";"2"
"P03467";"1"
"004315";"4"
"032015";"6"
"031163";"3"
"P05658";"5"
"009546";"4"
"009910";"3"
"000994";"5"
"021574";"1"
"P04127";"3"
"002122";"2"
"P03971";"1"
"P03973";"2"
"012271";"5"
"012542";"9"
"P04656";"4"
"008092";"6"
"011347";"1"
"031594";"8"
"013285";"2"
"013381";"8"
"014183";"5"
"020287";"7"
"011801";"5"
"031595";"5"
"031561";"6"
"031473";"5"
"013819";"3"
"005635";"1"
"P01559";"2"
"P00678";"2"
"000777";"1"
"007963";"3"
"P03461";"2"
"P03526";"2"
"030045";"3"
"009143";"5"
"001081";"5"
"P05789";"8"
"P04819";"6"
"031558";"2"
"031559";"9"
"013493";"3"
"012232";"6"
"011823";"7"
"012729";"8"
"012929";"6"
"013291";"9"
"030016";"1"
"005344";"2"
"P03314";"4"
"008479";"1"
"012274";"4"
"020508";"6"
"005303";"1"
"013382";"6"
"P05100";"2"
"002123";"1"
"001289";"2"
"000751";"6"
"009142";"5"
"013286";"6"
"P05003";"7"
"P01200";"7"
"013494";"7"
"012046";"9"
"012919";"6"
"P05665";"9"
"P05666";"1"
"P05654";"7"
"019001";"2"
"018842";"3"
"008417";"4"
"003552";"1"
"002124";"2"
"009762";"9"
"009763";"5"
"019003";"9"
"031081";"4"
"003415";"1"
"P05553";"5"
"P05607";"1"
"P00416";"1"
"012786";"6"
"012202";"5"
"010710";"2"
"012709";"9"
"P05498";"5"
"P05527";"4"
"006572";"1"
"006811";"2"
"P04449";"1"
"004942";"4"
"004943";"3"
"P04815";"9"
"P04818";"5"
"012925";"4"
"010707";"9"
"003438";"2"
"003756";"3"
"008527";"5"
"013082";"6"
"031560";"6"
"021511";"7"
"P04277";"3"
"020728";"2"
"021364";"1"
"008656";"1"
"012928";"9"
"P05283";"5"
"031557";"4"
"012885";"6"
"P02900";"4"
"005980";"1"
"P04279";"1"
"033288";"9"
"032865";"4"
"018239";"3"
"005782";"1"
"006812";"1"
"004779";"2"
"031835";"7"
"013139";"7"
"003437";"1"
"005043";"2"
"001082";"5"
"001191";"2"
"012504";"8"
"032012";"7"
"013492";"2"
"013712";"2"
"012522";"1"
"P04817";"5"
"P04442";"2"
"P04450";"1"
"003981";"1"
"012918";"6"
"012285";"8"
"012283";"9"
"001780";"1"
"008551";"2"
"P00402";"2"
"012524";"5"
"014184";"6"
"020288";"6"
"031140";"3"
"031141";"7"
"013127";"6"
"013320";"6"
"021538";"5"
"012507";"5"
"021594";"3"
"012785";"9"
"031556";"7"
"P05836";"8"
"031562";"4"
"031471";"7"
"010867";"9"
"011800";"8"
"009127";"4"
"004651";"2"
"010643";"2"
"006458";"1"
"020824";"1"
"019193";"7"
"021570";"1"
"001063";"1"
"013259";"9"
"008757";"1"
"018805";"7"
"000898";"2"
"018811";"1"
"P04382";"7"
"005292";"5"
"008991";"5"
"000901";"2"
"007448";"5"
"002525";"6"
"030940";"2"
"018802";"2"
"010085";"4"
"P03315";"1"
"P03318";"2"
"000750";"2"
"009944";"2"
"008789";"4"
"018653";"1"
"020380";"1"
"010591";"1"
"001044";"2"
"001290";"6"
"010594";"6"
"004312";"7"
"008170";"4"
"010262";"1"
"001405";"4"
"014176";"2"
"014177";"1"
"001968";"8"
"P05040";"3"
"001241";"3"
"034143";"5"
"004849";"1"
"000584";"2"
"000690";"1"
"009943";"1"
"000691";"1"
"001847";"6"
"000897";"2"
"010084";"3"
"009766";"1"
"001969";"2"
"017273";"1"
"017454";"3"
"012013";"4"
"008456";"3"
"005323";"5"
"P01029";"6"
"005421";"4"
"012157";"1"
"007060";"4"
"008454";"1"
"003617";"1"
"005287";"7"
"010079";"5"
"P02624";"3"
"005540";"2"
"006350";"6"
"012714";"4"
"007700";"4"
"004266";"6"
"005428";"3"
"003142";"7"
"004220";"1"
"017015";"2"
"017016";"1"
"P03262";"3"
"P05743";"2"
"P05769";"3"
"004334";"6"
"P05472";"6"
"016489";"5"
"017415";"6"
"017446";"3"
"004337";"3"
"P01469";"2"
"007485";"3"
"019202";"1"
"010644";"7"
"005434";"1"
"P05753";"1"
"P00377";"2"
"012435";"7"
"004230";"4"
"P01406";"1"
"004336";"1"
"004595";"4"
"017449";"2"
"P05762";"1"
"P05508";"3"
"P00368";"4"
"005417";"3"
"004342";"2"
"010521";"3"
"006763";"6"
"005420";"1"
"004339";"3"
"P05514";"2"
"P07027";"4"
"P07265";"6"
"009037";"1"
"006764";"2"
"006769";"4"
"006694";"1"
"007558";"3"
"014503";"3"
"007705";"4"
"006617";"2"
"010544";"3"
"007559";"2"
"005430";"7"
"006766";"4"
"006767";"5"
"006768";"2"
"007706";"7"
"001281";"6"
"005794";"8"
"007699";"6"
"004662";"1"
"P03863";"3"
"034755";"2"
"007215";"2"
"007213";"1"
"007672";"4"
"004257";"3"
"007422";"1"
"P05452";"5"
"030783";"2"
"008204";"1"
"008580";"1"
"016219";"1"
"005771";"1"
"006961";"3"
"008361";"5"
"005649";"4"
"009277";"2"
"004258";"6"
"008049";"3"
"007718";"5"
"005413";"5"
"004340";"1"
"007673";"4"
"005440";"2"
"006761";"8"
"006762";"6"
"P00409";"3"
"001945";"5"
"006492";"2"
"007219";"2"
"005411";"5"
"004581";"6"
"005437";"2"
"006626";"5"
"003086";"2"
"003087";"1"
"004031";"1"
"004149";"2"
"032684";"5"
"003530";"4"
"004092";"1"
"004150";"5"
"004151";"3"
"008577";"1"
"P02561";"3"
"P02549";"1"
"010553";"1"
"004093";"1"
"004095";"8"
"P02567";"2"
"016710";"5"
"016711";"6"
"P02853";"1"
"P02551";"2"
"017309";"2"
"017445";"3"
"002922";"2"
"032428";"2"
"031999";"2"
"009107";"2"
"009109";"1"
"002920";"5"
"002921";"4"
"031997";"1"
"008050";"4"
"006922";"2"
"033754";"2"
"016487";"7"
"008367";"1"
"004652";"6"
"001295";"4"
"003560";"5"
"016638";"3"
"002646";"3"
"016640";"1"
"033755";"2"
"008632";"1"
"005227";"2"
"008273";"2"
"003441";"2"
"P02268";"3"
"008236";"3"
"001587";"1"
"016002";"2"
"P00419";"1"
"P02553";"2"
"P02829";"4"
"008703";"2"
"P02855";"3"
"012784";"6"
"015724";"5"
"008700";"2"
"007561";"1"
"002414";"1"
"002477";"1"
"P02570";"5"
"008274";"2"
"016217";"3"
"015859";"2"
"003962";"7"
"003801";"5"
"032898";"4"
"P04010";"5"
"011459";"3"
"007339";"1"
"004528";"5"
"010009";"1"
"015534";"2"
"019536";"9"
"015725";"4"
"P08046";"1"
"008520";"1"
"008522";"3"
"P00858";"7"
"008526";"2"
"P02851";"1"
"008779";"2"
"015363";"8"
"015819";"6"
"P02261";"1"
"P04206";"3"
"P04207";"2"
"033642";"1"
"033674";"2"
"033711";"1"
"P04658";"3"
"P04223";"1"
"P03423";"1"
"P05126";"3"
"005512";"4"
"000880";"3"
"P04248";"4"
"P02906";"1"
"010645";"6"
"P05803";"7"
"P00959";"1"
"002392";"2"
"031961";"3"
"032959";"7"
"008206";"3"
"016998";"7"
"010635";"6"
"P07204";"4"
"P01065";"5"
"004664";"2"
"012081";"8"
"P05149";"1"
"P03522";"2"
"012939";"6"
"013024";"5"
"P04196";"1"
"P03826";"5"
"P01070";"6"
"015267";"3"
"P05129";"5"
"P04214";"4"
"P04218";"2"
"P00432";"6"
"031304";"9"
"015995";"5"
"015996";"7"
"P05801";"1"
"008257";"4"
"016406";"1"
"010104";"1"
"017498";"2"
"P04199";"1"
"P04200";"1"
"014321";"5"
"032495";"2"
"033266";"1"
"021716";"4"
"P08043";"1"
"P03830";"3"
"P04198";"2"
"017794";"5"
"033415";"5"
"004810";"3"
"P00650";"1"
"P00651";"5"
"015051";"8"
"015821";"4"
"003178";"3"
"032378";"5"
"016465";"9"
"017201";"1"
"003440";"1"
"P01051";"2"
"014067";"2"
"014372";"1"
"014498";"2"
"006351";"5"
"015991";"6"
"016463";"2"
"P07268";"4"
"013774";"2"
"P01050";"3"
"P03455";"5"
"P05841";"2"
"P08357";"2"
"P08358";"2"
"P04243";"1"
"P04244";"1"
"P04245";"2"
"P05131";"1"
"002391";"1"
"002425";"1"
"P05708";"3"
"P05709";"1"
"P05710";"2"
"P05712";"2"
"013771";"2"
"P05842";"4"
"011991";"1"
"011992";"3"
"002478";"2"
"P02274";"2"
"P05866";"2"
"P05867";"1"
"010135";"1"
"P05844";"3"
"P05845";"4"
"P05846";"3"
"P05847";"1"
"012894";"4"
"019119";"4"
"P05132";"2"
"P05134";"2"
"P05144";"3"
"P05000";"1"
"008465";"2"
"P05001";"9"
"P01052";"1"
"P01053";"1"
"P05806";"1"
"009813";"4"
"009830";"7"
"033089";"2"
"004437";"4"
"004438";"6"
"P05807";"2"
"P00673";"3"
"P03396";"3"
"P01054";"2"
"014065";"2"
"009807";"3"
"P03671";"2"
"P03674";"1"
"009812";"3"
"P08397";"9"
"015281";"1"
"015282";"2"
"003439";"2"
"003856";"2"
"015283";"2"
"015027";"2"
"003896";"3"
"003897";"3"
"008816";"5"
"008476";"4"
"008517";"5"
"021724";"5"
"033643";"1"
"004246";"4"
"001956";"2"
"030439";"1"
"P07659";"1"
"019626";"1"
"001461";"1"
"020971";"1"
"003858";"4"
"000955";"1"
"004243";"2"
"020981";"2"
"021346";"1"
"003857";"1"
"007482";"6"
"020430";"6"
"P00788";"4"
"011848";"3"
"008275";"6"
"003963";"5"
"002193";"4"
"003984";"2"
"020828";"5"
"001967";"6"
"017216";"3"
"011270";"3"
"015829";"1"
"016383";"1"
"016385";"2"
"003898";"3"
"003900";"2"
"P03675";"1"
"033807";"2"
"007483";"7"
"004579";"3"
"008698";"2"
"008234";"4"
"P02275";"7"
"033676";"1"
"P02276";"2"
"016386";"1"
"016496";"3"
"033808";"1"
"001588";"2"
"002523";"7"
"005394";"9"
"002394";"3"
"030186";"7"
"030188";"2"
"032169";"5"
"002931";"1"
"002932";"5"
"002933";"2"
"021023";"1"
"004191";"4"
"002935";"2"
"003825";"3"
"004144";"3"
"004439";"2"
"032420";"2"
"032421";"2"
"P01855";"6"
"007438";"3"
"002934";"2"
"003321";"3"
"004147";"1"
"017847";"2"
"011564";"5"
"007200";"4"
"003077";"6"
"003251";"4"
"016676";"1"
"016675";"2"
"003248";"3"
"007486";"4"
"P03954";"2"
"P07487";"2"
"P07488";"3"
"P07646";"4"
"001966";"2"
"021064";"3"
"P07670";"6"
"P07676";"5"
"033722";"1"
"P03985";"2"
"020602";"1"
"005388";"4"
"031814";"4"
"008276";"5"
"015560";"1"
"016738";"6"
"021373";"2"
"004308";"1"
"005305";"4"
"002191";"4"
"003141";"6"
"011168";"1"
"017194";"3"
"001073";"1"
"005306";"4"
"000740";"1"
"P07483";"5"
"033553";"5"
"032444";"2"
"003252";"3"
"017475";"6"
"017476";"2"
"003425";"1"
"003426";"1"
"020429";"4"
"017459";"2"
"004712";"1"
"033117";"2"
"003159";"4"
"013019";"6"
"015830";"5"
"015831";"2"
"004692";"1"
"000741";"1"
"003910";"4"
"004699";"1"
"016498";"1"
"019120";"1"
"001594";"7"
"009128";"6"
"005324";"2"
"005937";"3"
"007478";"8"
"001074";"1"
"001361";"5"
"000391";"1"
"001018";"1"
"030429";"5"
"005288";"2"
"P03952";"3"
"006291";"6"
"P05043";"4"
"011849";"7"
"017182";"2"
"007489";"8"
"P05041";"2"
"012434";"5"
"001438";"1"
"001439";"2"
"013782";"9"
"034567";"3"
"001440";"6"
"001757";"2"
"020162";"1"
"013170";"1"
"P01461";"9"
"003112";"6"
"031119";"9"
"012129";"3"
"001947";"2"
"004706";"4"
"003860";"2"
"015036";"7"
"014360";"7"
"001600";"5"
"003409";"7"
"008038";"4"
"010483";"5"
"P07571";"1"
"017759";"5"
"006921";"3"
"007291";"5"
"017181";"1"
"005327";"8"
"012082";"2"
"002524";"5"
"016510";"8"
"021638";"5"
"P04684";"7"
"003616";"3"
"003406";"9"
"032410";"9"
"003964";"5"
"030414";"9"
"012631";"6"
"P04745";"7"
"P00510";"8"
"007477";"2"
"007061";"9"
"004449";"5"
"009126";"5"
"P05044";"5"
"005938";"8"
"019203";"1"
"003862";"5"
"010777";"8"
"012128";"7"
"004920";"5"
"006180";"6"
"006920";"4"
"P04748";"8"
"034532";"3"
"034533";"3"
"008834";"2"
"006837";"2"
"002584";"1"
"031643";"2"
"P01294";"1"
"019082";"1"
"020000";"2"
"005332";"6"
"006517";"2"
"014037";"7"
"P04687";"8"
"006518";"7"
"004707";"1"
"010078";"6"
"003766";"3"
"P01225";"1"
"P01226";"2"
"006838";"1"
"P03953";"5"
"001058";"3"
"012436";"3"
"032713";"2"
"P01512";"1"
"005138";"5"
"004219";"5"
"P01486";"2"
"007484";"7"
"006179";"3"
"002370";"2"
"007290";"6"
"002194";"6"
"007447";"2"
"032899";"2"
"009520";"1"
"006294";"3"
"003942";"3"
"020817";"2"
"P01491";"2"
"001595";"2"
"013023";"1"
"006482";"4"
"004187";"1"
"009470";"1"
"030559";"1"
"003157";"5"
"006481";"1"
"007481";"9"
"P01490";"1"
"011249";"1"
"030971";"1"
"001454";"7"
"021284";"4"
"006063";"6"
"004185";"8"
"004435";"1"
"005291";"3"
"P01320";"1"
"002522";"3"
"033128";"4"
"006352";"7"
"006062";"8"
"005325";"4"
"002685";"6"
"030561";"2"
"030562";"1"
"P01485";"1"
"P01517";"4"
"014121";"1"
"011198";"4"
"002686";"4"
"003408";"7"
"P02382";"5"
"003732";"5"
"033678";"2"
"P01521";"2"
"P02408";"1"
"009428";"6"
"016124";"9"
"032357";"3"
"014681";"8"
"010249";"1"
"007488";"6"
"015063";"5"
"P07745";"5"
"015244";"1"
"016138";"6"
"011761";"1"
"007087";"7"
"P03580";"1"
"P03581";"4"
"P03583";"2"
"016336";"5"
"010227";"1"
"014480";"6"
"012208";"2"
"012209";"5"
"013224";"1"
"013226";"3"
"016677";"4"
"033540";"2"
"P02411";"3"
"P03576";"2"
"P01856";"6"
"017063";"5"
"014120";"1"
"014615";"1"
"014617";"3"
"015191";"1"
"015194";"1"
"011522";"3"
"015834";"2"
"P01319";"1"
"P03597";"1"
"P07531";"2"
"017065";"6"
"019625";"1"
"P08309";"4"
"033409";"6"
"P07551";"1"
"P07588";"3"
"P07590";"3"
"016338";"2"
"P00919";"3"
"P00923";"2"
"P07705";"5"
"P07738";"4"
"P07744";"3"
"P07529";"4"
"016736";"1"
"033019";"9"
"031218";"1"
"031339";"4"
"012516";"4"
"031953";"7"
"P03936";"6"
"017388";"6"
"031373";"3"
"031637";"2"
"031638";"1"
"008073";"5"
"015255";"1"
"015259";"6"
"015253";"2"
"011741";"1"
"011742";"4"
"015082";"3"
"014095";"9"
"031217";"3"
"P01520";"1"
"P03587";"7"
"015258";"9"
"031830";"2"
"012079";"2"
"012506";"6"
"010540";"5"
"031984";"4"
"031954";"3"
"008074";"9"
"011352";"6"
"032389";"7"
"008076";"6"
"P00719";"7"
"015083";"1"
"017982";"2"
"017983";"2"
"P05835";"1"
"P05012";"7"
"010293";"5"
"P03591";"2"
"031859";"1"
"031387";"7"
"019736";"8"
"015084";"7"
"011729";"3"
"032269";"5"
"009443";"2"
"006925";"2"
"P04176";"3"
"P03257";"2"
"010425";"1"
"018752";"2"
"004610";"7"
"P04342";"1"
"P04343";"1"
"P04344";"1"
"017549";"7"
"014292";"1"
"008851";"1"
"008853";"9"
"P02025";"8"
"P04312";"2"
"013003";"1"
"P04492";"7"
"033750";"9"
"015609";"1"
"P01495";"2"
"P03586";"1"
"P03582";"2"
"P00639";"5"
"P07094";"7"
"P00946";"5"
"011143";"2"
"011144";"1"
"P04270";"2"
"034093";"6"
"017564";"9"
"014293";"1"
"016305";"9"
"010559";"4"
"P01741";"8"
"013004";"1"
"009417";"3"
"034092";"2"
"019091";"2"
"012997";"5"
"012160";"6"
"P07077";"3"
"P01324";"2"
"P01325";"1"
"P01399";"3"
"016715";"6"
"034552";"1"
"P01322";"1"
"P01492";"1"
"P00476";"1"
"P00477";"1"
"P02036";"1"
"P04311";"1"
"P04314";"1"
"P01081";"1"
"P00493";"2"
"P03942";"1"
"P01095";"1"
"P01096";"1"
"P01098";"1"
"P01114";"4"
"P04317";"2"
"P01980";"1"
"P01982";"1"
"P01984";"3"
"P01985";"1"
"P01988";"1"
"P01989";"1"
"P00571";"1"
"P01135";"3"
"P01990";"4"
"P00564";"2"
"P00565";"1"
"P00567";"1"
"P00487";"2"
"P00489";"2"
"P01079";"1"
"P01115";"2"
"P01116";"1"
"P00479";"1"
"P07045";"2"
"P01117";"1"
"P01119";"3"
"P01120";"2"
"P01118";"2"
"P00070";"3"
"006868";"3"
"007935";"1"
"004899";"2"
"005713";"1"
"P01315";"2"
"005349";"2"
"008027";"1"
"P01311";"4"
"005947";"1"
"P00069";"3"
"P02139";"4"
"P02144";"6"
"015167";"7"
"009752";"9"
"P03344";"9"
"P02361";"4"
"P02143";"3"
"P02266";"1"
"021523";"1"
"014825";"6"
"P02149";"5"
"P02347";"9"
"P01451";"2"
"014826";"4"
"006935";"1"
"P01949";"8"
"010243";"9"
"011209";"4"
"016729";"7"
"009183";"3"
"010242";"6"
"008957";"7"
"021259";"8"
"P02359";"5"
"018551";"7"
"018552";"9"
"008036";"1"
"008037";"5"
"018554";"2"
"021354";"9"
"P00150";"2"
"P00151";"1"
"P02146";"5"
"P01314";"3"
"005715";"2"
"P01350";"8"
"P01453";"9"
"P00067";"3"
"P02362";"5"
"031499";"1"
"031510";"3"
"005241";"1"
"005262";"3"
"P02145";"8"
"009180";"8"
"P00152";"2"
"P02260";"2"
"008411";"4"
"008412";"1"
"031085";"1"
"P00153";"1"
"031498";"2"
"P03345";"7"
"P03841";"6"
"009179";"5"
"005352";"4"
"006332";"1"
"018555";"3"
"008413";"2"
"P02263";"2"
"006752";"1"
"P03339";"5"
"009753";"7"
"006721";"2"
"007676";"2"
"021488";"7"
"009754";"9"
"P02350";"6"
"012032";"5"
"P01452";"5"
"033785";"7"
"019500";"8"
"010648";"9"
"P01879";"7"
"P01881";"4"
"P02150";"2"
"006380";"1"
"P02352";"6"
"P02353";"6"
"033412";"9"
"006157";"5"
"006329";"3"
"018557";"1"
"P02140";"5"
"006466";"1"
"005859";"1"
"018553";"5"
"033887";"7"
"033782";"9"
"016175";"7"
"P03186";"9"
"P02267";"2"
"014836";"2"
"014839";"7"
"008848";"1"
"017164";"4"
"P03641";"5"
"017640";"3"
"017717";"5"
"014841";"4"
"014842";"5"
"P03636";"7"
"016620";"3"
"032794";"6"
"P03632";"4"
"016621";"6"
"P03634";"6"
"P03627";"7"
"P03630";"8"
"P03631";"4"
"016878";"3"
"014763";"7"
"016876";"6"
"016622";"6"
"P03640";"4"
"016863";"6"
"017511";"4"
"033713";"5"
"011980";"5"
"012521";"7"
"012525";"5"
"031468";"5"
"031469";"7"
"032300";"7"
"033578";"9"
"020793";"6"
"016950";"7"
"012437";"6"
"013410";"8"
"030902";"4"
"013625";"9"
"032095";"7"
"002846";"3"
"016589";"6"
"016590";"8"
"P03042";"6"
"P03043";"9"
"002850";"2"
"013431";"9"
"015795";"1"
"018784";"9"
"015796";"1"
"016588";"3"
"002848";"2"
"016587";"7"
"018227";"3"
"P08033";"7"
"011908";"2"
"011909";"4"
"P07029";"2"
"P07031";"4"
"004471";"7"
"004653";"1"
"006092";"4"
"P05635";"6"
"P07539";"2"
"P05767";"2"
"004476";"9"
"006932";"6"
"P07032";"3"
"P05771";"6"
"P01384";"9"
"004472";"8"
"003818";"4"
"P07540";"8"
"002849";"7"
"003395";"3"
"P05490";"1"
"P05491";"1"
"P01681";"9"
"P01683";"9"
"003812";"2"
"016360";"6"
"P05474";"1"
"009350";"6"
"P00817";"2"
"P05739";"2"
"P05741";"4"
"P01685";"8"
"P01684";"5"
"P02721";"7"
"P01385";"9"
"003813";"3"
"P05768";"1"
"011913";"1"
"012392";"1"
"031271";"6"
"031272";"8"
"P05506";"3"
"P05744";"1"
"032225";"2"
"032226";"2"
"031409";"4"
"019389";"5"
"012282";"2"
"008523";"1"
"008826";"1"
"032000";"1"
"P02557";"1"
"016606";"7"
"014243";"1"
"015567";"4"
"013839";"3"
"014417";"2"
"015318";"4"
"015379";"5"
"P01522";"1"
"P01523";"1"
"015571";"5"
"015572";"2"
"018365";"1"
"019140";"4"
"019147";"4"
"015317";"9"
"021762";"4"
"030520";"1"
"P02996";"4"
"P07024";"2"
"P07183";"4"
"P07184";"5"
"P07185";"2"
"031016";"1"
"033180";"1"
"031845";"1"
"008325";"1"
"021468";"3"
"030572";"1"
"009583";"1"
"P01549";"3"
"004069";"4"
"010444";"1"
"008686";"2"
"008687";"1"
"011285";"3"
"011286";"1"
"008968";"1"
"009222";"1"
"006690";"3"
"006691";"1"
"006692";"1"
"015315";"1"
"015316";"1"
"007560";"4"
"008521";"1"
"014937";"2"
"015305";"2"
"015306";"5"
"009223";"3"
"001930";"3"
"019146";"1"
"019175";"4"
"019247";"5"
"019768";"1"
"002942";"2"
"004042";"1"
"019031";"1"
"019325";"1"
"031592";"1"
"021798";"5"
"021801";"1"
"002947";"2"
"034462";"1"
"008191";"6"
"020799";"1"
"019145";"2"
"019342";"3"
"019343";"7"
"032233";"2"
"009166";"5"
"020977";"2"
"003246";"1"
"033179";"1"
"P03572";"5"
"019358";"1"
"P02537";"8"
"015304";"2"
"019479";"5"
"P04968";"6"
"P04976";"2"
"019246";"1"
"021795";"1"
"021838";"4"
"P07796";"2"
"021343";"1"
"008688";"1"
"021840";"3"
"032021";"3"
"020158";"4"
"001567";"1"
"006846";"2"
"003612";"1"
"012878";"3"
"P03768";"1"
"019329";"6"
"P02554";"6"
"003683";"2"
"P02546";"1"
"003684";"3"
"033184";"1"
"P00664";"9"
"004935";"1"
"008653";"4"
"008396";"2"
"P07243";"1"
"030335";"2"
"030352";"2"
"020090";"1"
"020168";"4"
"008654";"2"
"008602";"1"
"P03784";"4"
"P05252";"2"
"020089";"3"
"030771";"1"
"030976";"1"
"010551";"2"
"031018";"1"
"031401";"4"
"031635";"2"
"P02555";"1"
"P02831";"3"
"030680";"1"
"P03616";"2"
"P05233";"2"
"011762";"1"
"016290";"1"
"021472";"4"
"P03569";"4"
"001862";"6"
"021875";"2"
"002946";"5"
"P05718";"4"
"P05719";"2"
"009224";"1"
"P02832";"3"
"012111";"6"
"011760";"2"
"016104";"1"
"P05623";"1"
"010824";"2"
"010828";"2"
"P00450";"2"
"032232";"4"
"031847";"1"
"P04377";"2"
"003207";"1"
"002948";"2"
"004561";"1"
"003206";"2"
"011401";"3"
"P04652";"3"
"002945";"1"
"034453";"1"
"004563";"2"
"001565";"1"
"002943";"2"
"P03959";"5"
"P07963";"3"
"003209";"9"
"032476";"1"
"002805";"2"
"001709";"1"
"001710";"2"
"008406";"4"
"003269";"1"
"P02538";"5"
"P02539";"1"
"003656";"5"
"003657";"3"
"P02854";"2"
"P02543";"2"
"004098";"2"
"007940";"3"
"P02559";"5"
"P02560";"1"
"P02833";"1"
"P01669";"5"
"P01670";"7"
"P02972";"1"
"008833";"1"
"008862";"1"
"032231";"2"
"P02846";"3"
"030116";"7"
"030394";"2"
"030115";"3"
"004910";"2"
"009697";"2"
"P01667";"5"
"P02844";"2"
"P02514";"1"
"P02868";"6"
"P02848";"3"
"008205";"2"
"P02542";"1"
"003651";"1"
"004009";"2"
"P03894";"8"
"P03896";"8"
"019976";"1"
"017888";"4"
"P07124";"1"
"017890";"6"
"017891";"1"
"003649";"5"
"P02544";"1"
"P02545";"1"
"010546";"2"
"P02857";"2"
"010569";"3"
"030364";"4"
"017889";"2"
"018674";"2"
"018678";"1"
"010024";"1"
"010547";"1"
"010548";"2"
"010552";"2"
"014502";"2"
"031130";"1"
"031131";"3"
"007206";"2"
"009599";"2"
"011462";"1"
"001399";"5"
"001096";"1"
"001097";"2"
"001450";"7"
"015988";"3"
"005936";"1"
"006185";"2"
"011368";"2"
"P00988";"1"
"P00991";"7"
"003719";"1"
"003743";"3"
"004061";"2"
"004723";"2"
"P07729";"5"
"006707";"2"
"P07730";"6"
"030585";"5"
"032655";"4"
"032673";"5"
"032686";"1"
"031601";"3"
"003221";"5"
"P04204";"1"
"P04205";"1"
"021547";"1"
"003225";"7"
"003226";"4"
"002481";"4"
"P02907";"1"
"P02975";"5"
"006042";"2"
"P00521";"1"
"000645";"3"
"000984";"6"
"P01023";"1"
"006710";"1"
"P00993";"3"
"005736";"1"
"005808";"7"
"P00994";"2"
"031256";"2"
"031582";"2"
"031986";"1"
"004131";"2"
"P01002";"3"
"P01003";"3"
"021548";"6"
"001207";"4"
"P04186";"1"
"P04187";"3"
"P04188";"3"
"002010";"3"
"001531";"3"
"P04193";"3"
"P04194";"6"
"P04195";"1"
"P01001";"2"
"P04221";"4"
"P04208";"1"
"P04211";"1"
"P04189";"9"
"P04217";"5"
"000985";"2"
"P02862";"5"
"P02863";"2"
"P00113";"1"
"P01668";"2"
"P00992";"1"
"002765";"5"
"002766";"5"
"002767";"8"
"031237";"1"
"031251";"5"
"P00958";"2"
"P00961";"1"
"P03505";"1"
"P03506";"1"
"P03507";"2"
"031991";"3"
"000986";"4"
"P05123";"2"
"P05124";"1"
"020209";"2"
"000502";"2"
"017878";"5"
"P03381";"9"
"P03890";"5"
"021542";"2"
"000988";"2"
"002770";"1"
"031987";"2"
"P05140";"1"
"011360";"6"
"002769";"5"
"002483";"2"
"002484";"6"
"005884";"5"
"005885";"5"
"004129";"6"
"021543";"4"
"034467";"7"
"007790";"3"
"007794";"1"
"033658";"1"
"033659";"2"
"033660";"1"
"030510";"1"
"P02405";"2"
"P02412";"1"
"P05038";"1"
"P05039";"1"
"018304";"1"
"005102";"5"
"018317";"2"
"017173";"2"
"P07144";"1"
"020402";"1"
"018370";"2"
"018686";"1"
"018687";"1"
"007402";"8"
"P03876";"1"
"P01463";"4"
"P01686";"3"
"P01687";"1"
"P02482";"6"
"P03290";"1"
"006259";"2"
"005580";"1"
"005734";"3"
