"IDH";"KREVI"
"P07221";"3"
"P07258";"6"
"P07211";"6"
"P07212";"7"
"P07233";"1"
"P07238";"1"
"P07226";"3"
"P07228";"1"
"P07284";"2"
"P07259";"1"
"P07261";"5"
"P07326";"2"
"P07327";"2"
"P07328";"1"
"P07330";"1"
"P07353";"2"
"P07358";"1"
"P07356";"2"
"P07364";"8"
"P07343";"2"
"P07344";"2"
"P07402";"9"
"P07384";"5"
"P07377";"2"
"P07404";"5"
"P07371";"1"
"P07373";"1"
"P07400";"6"
"P07412";"5"
"P07419";"1"
"P07426";"4"
"P07430";"6"
"P07456";"8"
"P07459";"2"
"P07467";"1"
"P07443";"2"
"P07444";"1"
"006160";"4"
"010279";"4"
"019884";"8"
"009741";"6"
"009068";"3"
"011359";"5"
"009745";"4"
"015470";"6"
"019122";"3"
"007244";"2"
"007520";"5"
"P07494";"1"
"015617";"1"
"020568";"6"
"021114";"6"
"020558";"6"
"020031";"7"
"019123";"2"
"P07481";"7"
"P07479";"1"
"009740";"6"
"005891";"1"
"P04029";"1"
"019670";"6"
"010278";"2"
"P03869";"2"
"008065";"4"
"009289";"5"
"019236";"5"
"011358";"5"
"008936";"5"
"006176";"4"
"021112";"6"
"008067";"1"
"007531";"5"
"006236";"6"
"P07522";"9"
"019669";"8"
"008594";"5"
"007414";"3"
"008596";"2"
"006173";"2"
"009288";"6"
"005831";"1"
"009075";"2"
"006088";"4"
"006996";"1"
"017764";"8"
"012298";"6"
"009066";"6"
"015469";"6"
"P07564";"2"
"007193";"5"
"010276";"1"
"020224";"2"
"007413";"6"
"019762";"6"
"P00055";"5"
"019668";"6"
"011716";"6"
"019495";"2"
"011718";"3"
"019110";"8"
"011364";"5"
"010275";"4"
"009283";"7"
"010280";"4"
"P07595";"2"
"P07596";"1"
"010641";"8"
"020030";"6"
"009073";"6"
"009743";"3"
"019864";"7"
"P00514";"5"
"019667";"6"
"007192";"7"
"012419";"5"
"008938";"5"
"009964";"7"
"020225";"3"
"021244";"1"
"006086";"2"
"019109";"3"
"P00515";"2"
"012299";"6"
"008875";"4"
"009067";"7"
"019761";"2"
"006175";"7"
"008066";"7"
"008384";"5"
"009284";"7"
"007521";"3"
"P03870";"2"
"011357";"6"
"019111";"3"
"014191";"5"
"009431";"2"
"008873";"6"
"008595";"1"
"019546";"5"
"020554";"2"
"005722";"2"
"P04788";"4"
"014412";"7"
"P04682";"2"
"009286";"5"
"012422";"5"
"009071";"6"
"019125";"8"
"009291";"6"
"012312";"2"
"019124";"1"
"019344";"6"
"019430";"7"
"021110";"6"
"009965";"2"
"008563";"7"
"014299";"4"
"014300";"4"
"005539";"1"
"P03868";"4"
"012300";"5"
"P07714";"1"
"009088";"2"
"P02676";"1"
"011717";"8"
"009069";"6"
"019547";"4"
"010303";"5"
"P00516";"5"
"007529";"5"
"009287";"4"
"P02678";"5"
"P02679";"7"
"P07752";"1"
"P04997";"2"
"009963";"5"
"009744";"6"
"P07726";"7"
"P07725";"1"
"P07784";"1"
"008937";"5"
"010642";"6"
"007171";"7"
"019235";"2"
"P07785";"1"
"020557";"5"
"P07783";"2"
"020556";"7"
"009089";"9"
"008874";"4"
"007527";"6"
"019760";"3"
"008068";"2"
"008562";"2"
"021640";"5"
"P04081";"6"
"007519";"6"
"021245";"2"
"009805";"3"
"006825";"1"
"P07798";"9"
"P07823";"4"
"P07832";"7"
"P07833";"1"
"P07810";"1"
"P07811";"2"
"P07877";"9"
"P07880";"2"
"P07881";"2"
"P07882";"5"
"P07864";"5"
"P07866";"8"
"P07836";"3"
"P07852";"7"
"P07856";"1"
"P07917";"5"
"P07901";"2"
"P07905";"1"
"P07907";"1"
"P07939";"2"
"P07936";"1"
"P07938";"2"
"P07922";"2"
"P07923";"2"
"P07921";"9"
"P07924";"5"
"P07956";"1"
"P07957";"5"
"P04686";"5"
"P07999";"4"
"P08000";"1"
"P08028";"9"
"P08030";"5"
"P08019";"1"
"P08020";"1"
"P08031";"6"
"P08057";"1"
"P08037";"3"
"P08045";"3"
"P08050";"2"
"P08032";"4"
"P08208";"2"
"P08223";"3"
"P08064";"2"
"P08076";"1"
"P08073";"6"
"P08200";"2"
"P08248";"1"
"P08288";"7"
"P08256";"2"
"P08254";"7"
"P08233";"2"
"P08285";"2"
"P08250";"2"
"P08264";"9"
"P08270";"9"
"P08240";"5"
"P08292";"8"
"P08311";"2"
"P08312";"6"
"003615";"5"
"005137";"6"
"005347";"5"
"P08313";"4"
"P08367";"8"
"P08331";"9"
"P08335";"5"
"P08359";"2"
"P08356";"1"
"P08360";"1"
"P08400";"1"
"P08394";"1"
"P08395";"1"
"P08404";"1"
"P08413";"5"
"P08486";"6"
"P08479";"2"
"P08480";"1"
"P08554";"4"
"P08558";"4"
"P08513";"4"
"P08583";"2"
"P08584";"5"
"P08567";"1"
"P08603";"6"
"P08604";"9"
"P08627";"6"
"P08607";"9"
"P08608";"9"
"P08609";"5"
"P08674";"9"
"P08653";"1"
"P08658";"2"
"P08662";"1"
"P08628";"4"
"P08685";"6"
"P08704";"8"
"P08678";"1"
"P08697";"9"
"P08702";"9"
"P01682";"9"
"P04440";"5"
"032093";"2"
"P01789";"6"
"015798";"9"
"030412";"1"
"006933";"4"
"P03819";"9"
"015800";"3"
"019434";"2"
"002847";"2"
"013412";"9"
"010779";"9"
"010780";"7"
"007334";"4"
"009349";"8"
"P02648";"1"
"015658";"2"
"015928";"1"
"016321";"3"
"012801";"4"
"013821";"5"
"P02418";"2"
"P04966";"1"
"P02070";"2"
"P00627";"3"
"020450";"3"
"014203";"1"
"031338";"4"
"P03946";"2"
"011029";"2"
"011030";"6"
"011036";"2"
"011091";"6"
"010829";"2"
"P01998";"2"
"032471";"1"
"030272";"5"
"032829";"2"
"032831";"1"
"P07535";"2"
"032830";"2"
"030527";"3"
"011871";"2"
"P00446";"1"
"020286";"1"
"011593";"7"
"015034";"5"
"P00451";"1"
"P00452";"1"
"P00457";"3"
"012203";"5"
"P03947";"1"
"033123";"1"
"011035";"7"
"P04602";"3"
"030379";"3"
"032731";"1"
"030378";"5"
"014414";"2"
"010823";"3"
"030252";"8"
"011964";"2"
"011014";"2"
"011025";"6"
"011026";"5"
"021525";"8"
"033513";"4"
"033464";"5"
"012181";"7"
"033463";"1"
"P04986";"1"
"005328";"4"
"013337";"2"
"P03125";"3"
"P07675";"2"
"007231";"4"
"011580";"4"
"003664";"3"
"004025";"1"
"004043";"5"
"018137";"2"
"006055";"1"
"003463";"1"
"P01478";"7"
"017090";"1"
"003913";"1"
"004044";"5"
"003468";"1"
"016893";"1"
"018156";"1"
"017350";"2"
"007541";"3"
"005329";"2"
"013338";"5"
"013132";"2"
"016239";"1"
"031798";"6"
"011243";"1"
"011245";"4"
"011322";"5"
"011323";"2"
"011579";"1"
"014538";"1"
"014539";"1"
"015620";"8"
"015706";"4"
"013588";"7"
"017385";"7"
"017737";"4"
"013590";"5"
"014759";"4"
"015143";"2"
"015144";"2"
"015659";"1"
"015660";"2"
"015720";"1"
"P05387";"7"
"P05985";"8"
"014383";"5"
"011028";"9"
"015962";"1"
"018121";"5"
"018122";"5"
"019627";"5"
"021389";"2"
"016608";"5"
"P02010";"2"
"P02011";"2"
"P04485";"7"
"P02023";"9"
"P04475";"5"
"P04479";"6"
"P04480";"7"
"014035";"5"
"P04486";"6"
"P04487";"6"
"P04497";"6"
"P04625";"5"
"P07090";"1"
"008599";"2"
"005308";"1"
"005321";"3"
"006317";"6"
"004655";"2"
"P05251";"1"
"006322";"1"
"018114";"6"
"008598";"1"
"007369";"3"
"020181";"2"
"031747";"6"
"005111";"1"
"003351";"1"
"P07806";"1"
"P08566";"1"
"005318";"6"
"006453";"1"
"020248";"2"
"005320";"3"
"P08565";"1"
"031315";"1"
"003273";"1"
"031522";"2"
"010115";"5"
"020174";"1"
"019505";"7"
"013829";"1"
"008650";"2"
"P04181";"1"
"008651";"2"
"005001";"3"
"004099";"7"
"005112";"3"
"005319";"3"
"020954";"2"
"P04134";"1"
"004085";"2"
"003208";"3"
"009457";"5"
"011339";"1"
"004714";"1"
"033712";"3"
"P04131";"1"
"020522";"3"
"004100";"2"
"003199";"2"
"003197";"1"
"011178";"1"
"020249";"1"
"009458";"3"
"031521";"5"
"004717";"1"
"008649";"4"
"003536";"1"
"005286";"1"
"P08632";"1"
"018960";"1"
"018961";"1"
"005314";"4"
"005725";"4"
"003535";"1"
"005315";"4"
"003274";"2"
"P08236";"1"
"003285";"1"
"034012";"1"
"002619";"1"
"004999";"1"
"004086";"2"
"010113";"1"
"033708";"1"
"034843";"4"
"004101";"4"
"003283";"1"
"020778";"5"
"033154";"4"
"007870";"1"
"004854";"2"
"P07016";"2"
"P04130";"2"
"006415";"1"
"020651";"1"
"004047";"3"
"011179";"1"
"004048";"2"
"020408";"2"
"020171";"2"
"004656";"5"
"004716";"1"
"017916";"2"
"034590";"2"
"014204";"2"
"034518";"2"
"011338";"3"
"009456";"5"
"005273";"1"
"008482";"2"
"008493";"2"
"003282";"3"
"003278";"2"
"007869";"1"
"003200";"9"
"003275";"3"
"005272";"1"
"033948";"1"
"006413";"1"
"003198";"1"
"003284";"1"
"005310";"6"
"005724";"7"
"010110";"3"
"031749";"1"
"005278";"6"
"017917";"5"
"011180";"1"
"006409";"1"
"P08564";"1"
"004908";"2"
"008293";"1"
"004669";"1"
"013907";"2"
"011594";"6"
"011853";"2"
"011995";"5"
"016555";"8"
"016556";"5"
"033568";"2"
"033569";"6"
"012149";"7"
"012602";"5"
"013000";"7"
"005231";"8"
"033533";"2"
"P04691";"1"
"004776";"1"
"003306";"1"
"003328";"2"
"P00536";"2"
"P05587";"2"
"005009";"5"
"P07296";"7"
"004900";"2"
"004902";"2"
"005612";"9"
"006675";"1"
"003391";"2"
"017614";"1"
"017833";"2"
"017930";"3"
"P04628";"1"
"005791";"8"
"P07300";"4"
"020979";"9"
"002936";"5"
"004783";"9"
"004784";"7"
"009881";"7"
"P05045";"7"
"P04666";"1"
"P07083";"8"
"P05291";"9"
"P04990";"7"
"P05002";"3"
"013014";"6"
"P05004";"4"
"009878";"6"
"030826";"5"
"P05294";"5"
"P05371";"4"
"P08610";"2"
"006674";"4"
"005790";"7"
"003713";"1"
"P05374";"8"
"003890";"5"
"003893";"5"
"P05663";"3"
"004782";"4"
"030586";"3"
"006357";"7"
"006358";"2"
"034830";"9"
"P05373";"2"
"004774";"5"
"004775";"9"
"031486";"1"
"005048";"4"
"003696";"9"
"004411";"5"
"004903";"1"
"004667";"5"
"030340";"2"
"004115";"1"
"005711";"7"
"P04662";"2"
"009880";"9"
"033679";"4"
"006361";"6"
"034341";"9"
"006230";"5"
"004904";"7"
"003708";"1"
"005793";"1"
"005833";"2"
"P07283";"1"
"P07168";"6"
"030428";"2"
"030554";"4"
"P07403";"2"
"004905";"1"
"005005";"8"
"005006";"2"
"005014";"2"
"010361";"8"
"010765";"9"
"032919";"3"
"033058";"1"
"004070";"4"
"015331";"6"
"010601";"7"
"012048";"7"
"030610";"2"
"030683";"1"
"030710";"1"
"P07851";"9"
"P08706";"8"
"P01542";"6"
"020714";"8"
"030468";"7"
"030254";"8"
"P02669";"9"
"034556";"9"
"034557";"9"
"009303";"2"
"009331";"4"
"P08707";"9"
"012366";"7"
"013574";"8"
"P07847";"3"
"014062";"2"
"008410";"7"
"008498";"3"
"016822";"9"
"020255";"9"
"019557";"9"
"034525";"1"
"013816";"8"
"016418";"9"
"016694";"9"
"011062";"1"
"013138";"6"
"010720";"8"
"011806";"9"
"020397";"9"
"030380";"1"
"030651";"1"
"010600";"7"
"020120";"6"
"020711";"9"
"P01588";"5"
"032004";"9"
"032784";"7"
"030315";"6"
"010081";"7"
"034138";"9"
"034139";"3"
"034279";"3"
"019280";"9"
"032940";"9"
"010041";"2"
"034403";"2"
"034352";"9"
"013965";"7"
"P08025";"8"
"033942";"7"
"P07950";"9"
"033940";"8"
"P07949";"9"
"P08484";"4"
"P08705";"9"
"013577";"2"
"021610";"8"
"034321";"1"
"008499";"1"
"P07623";"3"
"P04633";"4"
"019819";"5"
"P07645";"5"
"P07647";"4"
"P01587";"4"
"P03031";"2"
"012932";"6"
"004753";"7"
"P01596";"4"
"P01597";"6"
"013048";"7"
"030660";"1"
"033570";"2"
"009056";"3"
"P04937";"1"
"005224";"2"
"006678";"7"
"007110";"4"
"008762";"3"
"008944";"4"
"P05889";"4"
"007113";"5"
"P01599";"6"
"P01641";"4"
"006785";"3"
"009062";"6"
"P05869";"5"
"P04958";"4"
"P04963";"4"
"009048";"7"
"P03541";"8"
"P08260";"2"
"008010";"1"
"P00027";"5"
"007111";"3"
"021614";"5"
"P04964";"6"
"007112";"3"
"020612";"3"
"007031";"2"
"021278";"1"
"P05025";"9"
"021611";"4"
"P04561";"8"
"021612";"4"
"P03542";"7"
"008945";"2"
"009326";"4"
"009327";"8"
"P02107";"2"
"P02109";"1"
"011955";"4"
"009612";"5"
"020747";"6"
"021277";"2"
"006360";"1"
"P04632";"2"
"P05026";"7"
"011592";"1"
"009047";"6"
"011153";"3"
"P03547";"1"
"P02373";"4"
"006679";"8"
"015873";"4"
"019817";"1"
"P04517";"2"
"010146";"4"
"005912";"1"
"009578";"1"
"006822";"6"
"009890";"1"
"014605";"2"
"014194";"1"
"005488";"1"
"018920";"3"
"005195";"2"
"004674";"4"
"007150";"3"
"005194";"2"
"018751";"2"
"006734";"6"
"004930";"3"
"032825";"2"
"008500";"1"
"P01957";"8"
"018944";"8"
"009666";"3"
"008547";"2"
"009299";"1"
"033993";"4"
"011236";"9"
"011346";"7"
"032822";"2"
"P03026";"4"
"018419";"6"
"032824";"1"
"P01589";"2"
"008976";"1"
"008993";"6"
"P02105";"7"
"008996";"1"
"009309";"2"
"P04622";"6"
"010957";"9"
"P01590";"4"
"P01595";"2"
"018939";"9"
"018946";"8"
"008738";"5"
"008741";"2"
"P08655";"9"
"P08654";"7"
"P01594";"4"
"009092";"6"
"018482";"4"
"033981";"8"
"034104";"8"
"018925";"6"
"018936";"9"
"P01591";"2"
"018942";"9"
"018943";"8"
"013303";"8"
"P02106";"4"
"011061";"1"
"009824";"5"
"031669";"5"
"009820";"9"
"014818";"9"
"009767";"1"
"033116";"2"
"P02587";"4"
"P02588";"1"
"P02589";"5"
"P02737";"2"
"P03025";"2"
"P08412";"9"
"P03033";"4"
"P02591";"2"
"009643";"9"
"010960";"9"
"P01592";"2"
"030834";"1"
"016304";"1"
"018763";"9"
"018764";"5"
"P02110";"3"
"P02111";"3"
"033693";"8"
"011121";"8"
"008740";"3"
"P02584";"2"
"017711";"2"
"031268";"4"
"018010";"8"
"008994";"2"
"P02586";"6"
"P02582";"1"
"011702";"2"
"017632";"1"
"P04694";"2"
"014751";"3"
"017295";"6"
"011226";"1"
"015056";"2"
"018947";"2"
"014612";"4"
"031514";"2"
"031712";"1"
"018288";"5"
"033384";"6"
"011192";"5"
"017912";"3"
"017911";"2"
"P04576";"4"
"018966";"2"
"P04698";"3"
"P05265";"3"
"031291";"3"
"017303";"2"
"017486";"2"
"017887";"4"
"014748";"2"
"P03309";"3"
"032090";"2"
"017283";"3"
"018852";"4"
"018762";"8"
"021309";"9"
"033694";"9"
"031269";"6"
"017689";"1"
"018081";"5"
"P03247";"4"
"P04696";"2"
"014861";"5"
"014802";"3"
"014747";"1"
"017909";"2"
"018084";"6"
"014635";"5"
"014749";"3"
"018796";"3"
"017485";"7"
"013495";"4"
"P03250";"7"
"015789";"1"
"017177";"5"
"014865";"5"
"P04800";"2"
"014294";"6"
"030919";"3"
"018858";"3"
"P04695";"2"
"P03251";"5"
"P05933";"1"
"033236";"3"
"014638";"3"
"015185";"1"
"015414";"2"
"013499";"6"
"P02871";"3"
"017339";"5"
"014614";"2"
"014634";"5"
"031263";"2"
"P03252";"4"
"P01958";"8"
"P03086";"7"
"030684";"1"
"030918";"1"
"031323";"6"
"017690";"1"
"031298";"3"
"011650";"1"
"014746";"2"
"017631";"1"
"031292";"7"
"014642";"2"
"014862";"1"
"014295";"2"
"P05964";"4"
"015663";"7"
"018011";"2"
"013496";"5"
"032847";"6"
"016732";"4"
"011814";"2"
"015862";"2"
"015664";"5"
"018799";"1"
"015164";"2"
"017691";"1"
"P03305";"3"
"014636";"3"
"032956";"2"
"014727";"5"
"011225";"2"
"015413";"1"
"011703";"2"
"014726";"1"
"013675";"6"
"031293";"1"
"015669";"1"
"017710";"3"
"018083";"6"
"017630";"5"
"015666";"2"
"015427";"1"
"P04610";"6"
"015174";"2"
"017338";"2"
"014643";"4"
"P05626";"3"
"015184";"5"
"017031";"4"
"018028";"9"
"018033";"5"
"015864";"4"
"015178";"2"
"015165";"1"
"018815";"2"
"P02873";"2"
"P07521";"4"
"014611";"2"
"015665";"2"
"020520";"8"
"010292";"3"
"P04586";"9"
"010046";"8"
"P07616";"9"
"032597";"9"
"010715";"7"
"011559";"5"
"012001";"8"
"009908";"6"
"002139";"1"
"001328";"1"
"P08304";"1"
"P08623";"1"
"004792";"2"
"P03279";"2"
"004216";"2"
"004186";"5"
"006181";"7"
"006569";"6"
"002366";"2"
"033280";"2"
"033315";"3"
"001609";"1"
"P01842";"4"
"P08303";"1"
"002745";"2"
"007179";"1"
"002838";"2"
"003637";"1"
"002842";"5"
"007745";"1"
"004527";"3"
"001526";"1"
"002592";"7"
"001963";"2"
"P08617";"2"
"002350";"1"
"001484";"1"
"P02580";"3"
"P08618";"2"
"001648";"1"
"014805";"7"
"014845";"8"
"002007";"1"
"002252";"2"
"001744";"5"
"P01240";"2"
"006136";"2"
"005755";"2"
"004217";"6"
"001485";"1"
"003479";"2"
"001527";"1"
"005035";"1"
"003436";"2"
"P08221";"1"
"003974";"1"
"031485";"2"
"000892";"1"
"002549";"2"
"002548";"2"
"033098";"1"
"003586";"1"
"001478";"1"
"P08302";"1"
"034151";"9"
"002248";"2"
"007442";"1"
"004788";"1"
"P06006";"1"
"005615";"1"
"004862";"1"
"002253";"2"
"001477";"1"
"005558";"1"
"002365";"1"
"009771";"3"
"001817";"2"
"002841";"1"
"005594";"3"
"002235";"1"
"002256";"1"
"002363";"2"
"P02578";"3"
"013018";"2"
"004524";"2"
"003971";"1"
"P00887";"9"
"P04581";"9"
"003779";"1"
"P01237";"1"
"002840";"1"
"003973";"1"
"002006";"4"
"003970";"1"
"003434";"1"
"031975";"5"
"003432";"1"
"P04711";"2"
"001033";"1"
"001885";"1"
"004622";"8"
"003430";"1"
"002782";"1"
"007278";"1"
"033279";"1"
"001401";"1"
"004790";"2"
"003435";"1"
"P04713";"7"
"015733";"9"
"016451";"6"
"001084";"1"
"011220";"1"
"000925";"1"
"P08300";"1"
"P08622";"2"
"007749";"5"
"000845";"2"
"002234";"1"
"P02579";"6"
"007746";"1"
"005756";"1"
"002961";"1"
"000981";"3"
"003400";"1"
"002593";"2"
"005646";"1"
"005647";"1"
"000972";"2"
"P07622";"1"
"007747";"2"
"015441";"4"
"015340";"9"
"004280";"7"
"P07493";"1"
"002005";"4"
"001327";"2"
"P02865";"7"
"001612";"1"
"002255";"1"
"002250";"2"
"002251";"2"
"006431";"1"
"002746";"2"
"006298";"2"
"000939";"1"
"005616";"4"
"007451";"1"
"001029";"2"
"002955";"1"
"002591";"1"
"007026";"1"
"006370";"2"
"004525";"3"
"P01841";"2"
"004309";"3"
"032618";"1"
"031474";"2"
"033095";"1"
"001479";"1"
"001329";"1"
"004310";"1"
"P08624";"3"
"P02581";"2"
"002364";"1"
"003613";"3"
"004791";"3"
"002843";"2"
"009907";"1"
"P08621";"1"
"001486";"1"
"P08280";"1"
"P03266";"1"
"013017";"3"
"002246";"1"
"001483";"3"
"003839";"2"
"P08279";"1"
"005797";"2"
"001304";"3"
"P01241";"3"
"003562";"1"
"011812";"3"
"033097";"1"
"003431";"1"
"002249";"2"
"001741";"1"
"004311";"4"
"002550";"2"
"006732";"1"
"002959";"1"
"004279";"2"
"P02572";"4"
"005593";"2"
"P04116";"3"
"007178";"1"
"P08301";"3"
"001743";"4"
"001792";"4"
"P03268";"2"
"002960";"4"
"002254";"2"
"P04710";"1"
"002793";"1"
"032626";"2"
"003587";"2"
"001818";"4"
"007277";"4"
"007453";"2"
"033776";"3"
"002247";"1"
"001611";"1"
"001791";"2"
"031493";"1"
"003636";"1"
"001884";"2"
"004789";"1"
"002839";"1"
"018692";"1"
"018693";"8"
"018691";"7"
"011678";"9"
"012117";"9"
"033357";"5"
"011563";"1"
"011831";"5"
"P04582";"9"
"P07577";"6"
"033254";"6"
"033614";"5"
"021566";"8"
"P08364";"4"
"012327";"9"
"032049";"9"
"032329";"5"
"033386";"4"
"034159";"8"
"011901";"6"
"011902";"5"
"014259";"9"
"017100";"9"
"011872";"6"
"P02620";"8"
"P07620";"9"
"012335";"9"
"012933";"9"
"012706";"9"
"011534";"9"
"014100";"8"
"014102";"4"
"014104";"1"
"021564";"8"
"012946";"8"
"015440";"9"
"012609";"9"
"P01418";"9"
"P01419";"4"
"014354";"7"
"P05425";"9"
"014567";"9"
"P04585";"6"
"014262";"6"
"014566";"6"
"015639";"9"
"015641";"9"
"P01420";"7"
"021173";"7"
"015264";"3"
"015271";"7"
"015272";"9"
"014568";"9"
"P05426";"1"
"014052";"8"
"016453";"8"
"011551";"8"
"011552";"8"
"020734";"5"
"020736";"3"
"020849";"3"
"013643";"7"
"014345";"9"
"031899";"9"
"011553";"4"
"020850";"3"
"021049";"9"
"021066";"6"
"020677";"5"
"020679";"4"
"033585";"4"
"031730";"2"
"031731";"5"
"012511";"1"
"012514";"1"
"031188";"4"
"009796";"5"
"009797";"7"
"P03919";"8"
"P03922";"3"
"P04338";"4"
"P04453";"6"
"P04458";"2"
"P04459";"7"
"P05362";"6"
"031372";"9"
"P04456";"5"
"P04457";"8"
"021807";"8"
"P07448";"4"
"P07460";"7"
"009849";"7"
"P05367";"3"
"P05358";"1"
"P05360";"5"
"009798";"3"
"P04469";"2"
"P07462";"7"
"P05357";"9"
"P07463";"5"
"017661";"4"
"P07053";"2"
"015288";"1"
"020669";"2"
"031326";"1"
"017776";"1"
"017777";"1"
"010714";"7"
"012556";"7"
"008148";"5"
"012777";"2"
"020782";"6"
"P00480";"1"
"P01719";"2"
"P04465";"8"
"P01617";"1"
"015753";"6"
"014458";"7"
"018312";"2"
"P01720";"6"
"019748";"2"
"015354";"1"
"009735";"7"
"019739";"7"
"009167";"3"
"032183";"2"
"021090";"1"
"006297";"7"
"031022";"2"
"017623";"4"
"P07311";"2"
"017243";"2"
"019575";"1"
"020142";"2"
"019779";"7"
"019793";"5"
"019948";"2"
"021074";"4"
"019579";"2"
"021097";"3"
"019467";"1"
"019197";"5"
"019598";"2"
"018174";"5"
"P07165";"2"
"033143";"4"
"P07170";"3"
"019803";"3"
"031021";"4"
"031654";"1"
"014484";"2"
"018311";"3"
"019069";"2"
"032198";"1"
"033082";"2"
"031169";"1"
"020688";"2"
"017754";"1"
"018181";"3"
"033105";"1"
"P03483";"2"
"011420";"2"
"011700";"2"
"012290";"1"
"010225";"1"
"020685";"4"
"019070";"5"
"P07294";"4"
"018042";"3"
"020684";"4"
"019199";"2"
"015851";"7"
"030003";"2"
"019689";"8"
"004193";"3"
"003380";"1"
"031111";"4"
"031575";"2"
"019796";"2"
"031145";"1"
"018016";"4"
"010381";"1"
"P05325";"1"
"010627";"2"
"032003";"1"
"009623";"1"
"P02967";"1"
"P02970";"2"
"009621";"2"
"019466";"2"
"031144";"2"
"P07318";"1"
"031877";"1"
"012291";"1"
"013809";"1"
"014090";"7"
"010194";"1"
"010377";"2"
"010940";"3"
"P07293";"3"
"030981";"1"
"010734";"7"
"012370";"4"
"012727";"2"
"015010";"2"
"015011";"2"
"012712";"8"
"021808";"6"
"034385";"3"
"017873";"2"
"032757";"3"
"P05005";"1"
"P03866";"8"
"P05447";"3"
"013658";"5"
"021957";"7"
"015029";"6"
"012634";"6"
"012636";"1"
"P00056";"4"
"012632";"8"
"011125";"2"
"P07179";"2"
"P07071";"4"
"011416";"2"
"020105";"4"
"014488";"1"
"P07408";"4"
"019773";"1"
"031374";"1"
"031375";"1"
"010378";"1"
"010994";"1"
"033142";"1"
"019783";"5"
"018824";"1"
"031938";"1"
"019198";"2"
"018180";"4"
"032281";"1"
"032863";"2"
"009893";"1"
"P03703";"1"
"P03705";"1"
"P05696";"1"
"004015";"3"
"018017";"1"
"P00715";"1"
"P03071";"1"
"033150";"1"
"P04428";"2"
"004976";"1"
"004982";"2"
"P00530";"3"
"030006";"1"
"P01714";"1"
"P07162";"3"
"021657";"1"
"032184";"3"
"005087";"1"
"016921";"3"
"P04961";"3"
"009318";"3"
"001697";"2"
"018820";"9"
"021071";"2"
"020024";"7"
"P05645";"2"
"P02981";"1"
"000702";"2"
"008644";"2"
"018280";"6"
"P02987";"7"
"009636";"1"
"018286";"1"
"004380";"3"
"033837";"6"
"031381";"3"
"P07420";"5"
"P07190";"2"
"001174";"2"
"030106";"1"
"033250";"4"
"004332";"2"
"P03725";"1"
"001080";"4"
"015595";"2"
"001866";"1"
"001916";"1"
"001496";"2"
"P07001";"2"
"014489";"1"
"014527";"1"
"014490";"1"
"031496";"1"
"001535";"2"
"003232";"5"
"002496";"2"
"001498";"1"
"P05602";"1"
"P05021";"4"
"P07476";"2"
"032569";"1"
"P05220";"1"
"P05326";"2"
"021684";"3"
"004372";"1"
"004396";"2"
"P07721";"2"
"P08215";"1"
"P03714";"2"
"P07305";"1"
"031189";"7"
"P07440";"2"
"P04298";"1"
"P07442";"1"
"P07715";"2"
"003231";"2"
"003671";"2"
"001079";"1"
"001915";"2"
"031921";"2"
"019848";"4"
"031020";"1"
"012833";"1"
"001078";"1"
"002542";"2"
"015217";"2"
"007650";"2"
"005855";"1"
"011666";"2"
"001149";"1"
"001457";"1"
"P03898";"1"
"P01181";"2"
"008176";"1"
"P03162";"1"
"P07888";"1"
"P01604";"2"
"007475";"1"
"P04325";"1"
"P02799";"1"
"006953";"3"
"P03748";"3"
"P01310";"2"
"P02252";"2"
"021093";"6"
"019580";"3"
"007888";"1"
"007608";"1"
"009551";"1"
"007753";"8"
"P01173";"1"
"030459";"1"
"P03720";"4"
"P08213";"2"
"P00468";"1"
"P00740";"1"
"020059";"1"
"018701";"1"
"P01176";"1"
"007928";"1"
"009535";"2"
"P02775";"2"
"031640";"8"
"P01361";"2"
"P07424";"2"
"019074";"1"
"018593";"2"
"P07716";"6"
"P03746";"1"
"007784";"1"
"005948";"1"
"017245";"3"
"006703";"8"
"033990";"3"
"005985";"1"
"020318";"1"
"030982";"2"
"031380";"3"
"P03407";"3"
"014290";"3"
"016750";"1"
"000301";"2"
"001950";"2"
"P03059";"1"
"015214";"5"
"P04341";"2"
"004188";"1"
"P07455";"1"
"032573";"1"
"P00178";"1"
"P07301";"2"
"019950";"6"
"031576";"2"
"007430";"2"
"033952";"1"
"001700";"2"
"P05333";"1"
"031248";"2"
"032582";"5"
"033735";"2"
"032377";"2"
"001906";"5"
"018368";"3"
"P05702";"2"
"018493";"2"
"001994";"7"
"015213";"3"
"P05331";"3"
"P03707";"1"
"019593";"3"
"021100";"4"
"002705";"3"
"007428";"1"
"032733";"1"
"002035";"2"
"002036";"2"
"001949";"3"
"P02982";"1"
"020025";"1"
"P07292";"5"
"P07177";"1"
"P02976";"1"
"033438";"1"
"002049";"3"
"012397";"2"
"P07320";"2"
"018179";"2"
"019799";"2"
"020198";"2"
"017342";"1"
"012402";"1"
"002856";"8"
"019804";"2"
"021948";"2"
"P07415";"1"
"P01234";"3"
"030732";"1"
"013616";"7"
"020768";"7"
"020586";"7"
"021317";"8"
"014492";"1"
"014487";"2"
"009595";"1"
"P01175";"1"
"P04291";"1"
"P00728";"3"
"P03905";"2"
"P01148";"1"
"010199";"1"
"009631";"2"
"P03487";"1"
