hour,Duncan,Moran
4am,0.130824778272393,0.138377384751213
5am,0.130177699259291,0.142861941469926
6am,0.128331132248226,0.129966399386611
7am,0.127084178480355,0.1216503827943
8am,0.129371474223533,0.188374473432911
9am,0.129422867696305,0.276256235467445
10am,0.123182674567006,0.288931780655537
11am,0.121976423332992,0.264242136306527
12am,0.122048430741846,0.29518019201407
1pm,0.123864570118742,0.259916634140294
2pm,0.122704373221876,0.253582271515371
3pm,0.124712360504328,0.321800739759185
4pm,0.126538179325717,0.298802924380683
5pm,0.12972115912426,0.254437699043986
6pm,0.131085055713587,0.225005896509391
7pm,0.127445896845845,0.217783944784885
8pm,0.127926524631726,0.189058250551321
9pm,0.131265170851886,0.155970394807185
10pm,0.130237366683191,0.170303841155858
11pm,0.130473508905738,0.152907649596474
12pm,0.131969259832542,0.138675770106763
1am,0.130832729020968,0.141867639969646
2am,0.132952073858848,0.134662821516247
3am,0.133367258980802,0.13007673975611
