"district","hour","occ1","occ2","occ3","occ4","occ5"
"017","7am",2686.6179,2121.04687,559.9814,1812.1486,615.83493
"018","7am",3963.0733,1186.16467,1956.8706,1923.3596,1054.6672
"019","7am",2729.7593,1387.87026,835.9359,1108.9747,754.0838
"020","7am",1760.5893,230.84111,1367.7745,1014.2654,1325.66898
"021","7am",1699.4886,979.12781,689.6932,903.2241,246.20209
"022","7am",4867.0558,8554.06184,542.5827,1242.5874,244.1132
"023","7am",4084.3232,2001.23298,603.3839,565.4595,334.90062
"024","7am",1938.2651,425.52917,1396.274,1176.5341,863.11362
"025","7am",2515.2032,8841.73133,442.2071,516.7803,120.48687
"026","7am",3194.1383,1514.09332,322.887,1251.0266,236.03751
"027","7am",4787.3368,453.22938,418.6548,1233.0031,248.99163
"028","7am",5685.6527,2278.57896,722.0626,1078.2018,53.56276
"029","7am",3929.0276,598.25033,566.1291,1710.3496,287.19394
"030","7am",2219.5335,617.46949,251.6987,1524.8541,287.66643
"031","7am",3483.8171,117.15474,400.4112,2295.7252,546.36876
"032","7am",4828.2211,242.37904,733.7515,1777.7597,579.57375
"033","7am",4967.6521,1360.32676,695.7198,2856.1759,279.36979
"034","7am",1401.0223,63.3308,229.9273,707.9915,188.83958
"035","7am",5051.5371,536.55698,442.931,2002.6519,40.64422
"036","7am",2819.6859,751.10564,176.0372,1857.8271,341.88115
"037","7am",4381.2149,342.07772,532.9686,2015.6819,610.47205
"038","7am",1792.7584,263.99637,198.81,1848.3126,236.99935
"039","7am",2002.3992,605.299,424.472,1033.8279,243.66144
"040","7am",4163.1368,1313.37847,908.5736,3094.4369,472.9933
"041","7am",2514.1159,478.43507,258.4361,1575.4307,290.16457
"042","7am",1348.3577,309.44273,286.8148,864.527,203.31725
"043","7am",3513.3803,242.84213,358.146,2095.4282,352.21585
"044","7am",1437.0909,270.16322,324.8392,1789.386,160.91679
"045","7am",2739.3677,291.51932,585.6474,1481.915,135.84465
"046","7am",2233.1877,223.10865,496.6503,1585.4072,97.57956
"047","7am",3368.9742,327.88504,470.2202,1573.3606,267.1309
"048","7am",2435.2508,383.08607,586.9322,1327.1725,157.48689
"049","7am",2037.0352,152.91197,593.9985,1263.3911,325.70345
"050","7am",1515.9482,114.26658,293.7522,562.4354,148.93746
"051","7am",1263.9491,223.0023,0,1036.1452,159.24617
"052","7am",2378.0198,136.69922,114.5999,1444.3794,239.811
"053","7am",1997.9213,99.10396,555.8359,1970.926,621.08429
"054","7am",3351.1256,382.08587,213.8708,1607.8628,358.44995
"055","7am",2265.9362,168.96134,341.2893,1130.0593,287.37755
"056","7am",2142.422,291.06322,519.6786,3419.5947,232.80845
"057","7am",1427.2875,342.90846,130.5874,923.7801,247.25133
"058","7am",3078.0912,508.08743,474.0847,2059.1976,344.16241
"059","7am",4352.1068,226.917,1019.2121,3551.9308,1055.06443
"060","7am",3383.8105,1431.28407,873.1531,1296.9381,387.65623
"061","7am",3430.0854,338.18673,675.6694,2318.7741,1046.02444
"062","7am",3655.7614,314.53297,827.8699,1999.9505,498.87948
"063","7am",1752.2138,137.98911,141.8755,866.4964,92.1504
"064","7am",3253.1692,112.52365,230.7342,2097.7282,425.58843
"065","7am",3727.8787,210.03148,395.1356,2175.9663,324.2671
"066","7am",2083.6882,159.40186,736.8325,1761.8651,622.32046
"067","7am",4933.8261,100.52661,840.3474,2354.1242,823.52292
"068","7am",3291.0614,212.7135,926.9792,2243.5725,425.16393
"069","7am",2227.4256,121.7099,244.8922,1101.6268,157.35403
"070","7am",4969.2525,643.50358,883.6119,2958.3329,508.24156
"071","7am",4225.0109,235.44303,915.8922,2623.498,1225.31061
"072","7am",2617.4388,108.60389,707.8654,2130.8006,536.36075
"073","7am",4601.4215,394.55895,1659.8654,4171.3002,1260.13309
"074","7am",3267.8494,510.23321,1459.6228,3524.6764,1299.85875
"075","7am",4358.1717,1266.26767,1681.8188,3946.9444,1130.84482
"076","7am",1608.4503,94.96711,942.923,2506.9141,353.53354
"077","7am",3032.3855,0,920.745,2907.5038,465.50958
"078","7am",3821.9377,893.52485,896.1841,2611.5155,637.94036
"079","7am",5299.1938,1061.2154,252.9875,3326.3441,430.97921
"080","7am",2260.0272,383.42631,624.6781,2488.6317,528.79617
"001","8am",3283.4434,3747.97215,995.1697,436.3129,128.29363
"002","8am",2074.592,1215.00864,526.812,598.1227,133.11209
"003","8am",6430.2682,2130.78096,1510.0235,2206.6409,750.28547
"004","8am",1927.5339,582.24279,440.747,1033.2572,587.2106
"005","8am",1841.4034,1870.49541,547.1397,1030.0927,196.41696
"006","8am",3060.4962,4566.84331,988.7134,1607.2544,410.11474
"007","8am",2288.0682,740.86767,775.7243,1297.6027,337.76579
"008","8am",780.2291,181.93294,254.5353,1066.6423,214.59683
"009","8am",7184.9564,3992.89205,928.3852,2140.0369,262.98253
"010","8am",2778.8087,434.37366,650.3397,1195.3888,231.79681
"011","8am",4871.3585,592.21651,943.4406,1565.5829,469.30902
"012","8am",2166.0391,135.93776,927.0419,2676.195,436.99406
"013","8am",5040.8486,453.47243,585.956,1179.7168,363.72179
"014","8am",3451.8291,653.31779,904.8008,2572.9549,568.19002
