CODE_SECT;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23;h0;h1;h2;h3;h4;h5;h6;h7;h8;h9
7511;37356.5004519704;38535.5069688739;35478.7444259896;39999.3515179303;36612.4769023821;38422.1838573781;33323.1496028855;30790.1417201397;31946.0574234672;33699.20863064;30052.0274092614;29175.0917635809;28739.8954939095;28916.4772613434;29678.64995055;32624.9039773546;33288.0240670817;32742.914052504;33384.0264520808;33384.0264520808;33384.0264520808;32642.1885671159;32779.052210806;27896.5512810445
7512;28158.115587346;29993.2389687126;29244.1915547214;26928.0625983286;27883.0377040515;26161.1119310331;28138.5955339328;23441.0376314954;28107.3237964224;32862.3379548843;35841.6039541601;40871.0026140427;40357.237440145;41806.4490173754;42299.0622209518;43411.6205384416;43759.6264955688;43175.0597694832;43270.525997618;43270.525997618;43270.525997618;41856.306778785;36326.9287288344;29858.9290437022
7513;28751.1115727807;28138.6047876893;28854.2067889816;27804.1109673696;26227.8662465581;22603.3424177236;21859.6035734785;22138.3906928652;20479.7667806922;26854.7914884229;28531.5474674857;28288.7488060374;32203.6545050765;32505.2954682109;31995.4056485918;31166.9046410856;31036.3240148929;31036.3240148929;30765.8649517867;30765.8649517867;30765.8649517867;27516.6772395682;28372.205254933;26621.0686314228
7514;26766.8907650914;27656.6305036793;27019.9177257069;23904.1455369212;22528.0337248311;23683.6127146597;22465.0778056016;24798.1451913022;28385.0891066816;27987.8328030819;33092.9625482068;39055.6900045864;41641.3103461874;42319.5623949863;42976.6053922517;43753.7109229552;44248.9150138172;44248.9150138172;43943.835981767;43943.835981767;43037.2730419657;41607.391860043;36977.2726077322;31005.0244191414
7701;22052.6892724445;22054.6187417584;24510.7982454906;24872.5340889557;22360.4359344019;25233.1112817925;22171.0157176894;20052.15520291;18458.1002695998;16079.2617763388;22725.2107168903;24518.8814506466;23597.2142840283;23240.6828391167;22877.1133806534;21484.8443835569;21306.008350152;21306.008350152;20661.9617373826;21351.3082539851;21351.3082539851;19803.7347042234;15807.8399513849;20895.2495717073
7702;36699.0103218414;37945.4633045504;36236.7268980366;34529.8114788239;29272.0183701303;29924.179814638;31736.8011070554;33025.6501658384;29674.8400456675;30725.2466163693;26742.2605927553;28522.080369929;33494.4500586929;35783.3664547878;35560.8713878475;37169.340530648;37169.340530648;37169.340530648;37470.3568274601;37470.3568274601;37015.6222195557;36175.7862134487;33076.4230144972;33695.6223867817
7703;15278.3868373435;15102.472413713;14881.1495653456;16654.0086163778;16111.9870409141;16121.7792785225;15379.0603339436;15982.5146195218;20839.718422569;20157.547694942;21018.1672134821;19650.6447821081;19534.4286512584;19683.8901508342;19545.97570402;20050.2124011377;20188.1268479518;20388.1149261761;21576.2173539362;21576.2173539362;21004.3126626136;18683.0016325198;16149.8210204254;13692.0049778535
7704;10721.5361019101;11351.3346729345;9830.7930822189;9482.76926299396;10809.5356574599;10585.1509439748;10901.7533232941;11425.7963223956;10645.5957445828;12707.4749554878;10097.0557208266;10280.0750690304;10598.0510805064;10442.5058876419;10442.5058876419;10442.5058876419;10442.5058876419;10442.5058876419;10442.5058876419;10442.5058876419;10442.5058876419;9722.26872068859;9043.43188013184;10193.5751630369
7705;7413.08256698106;6914.61648047005;6468.51132862359;8066.54904281995;6249.988252172;6576.43048421063;6101.44675423226;6017.0924594161;7804.72494470219;8843.86459501665;13814.2367328805;14014.4982566947;11828.0575266324;11747.778999738;11747.778999738;11747.778999738;11747.778999738;11747.778999738;11696.164136575;11696.164136575;11294.0156277295;10181.9061817876;9309.22087414407;8429.78888253197
7706;7099.65597468119;7741.64701825779;7337.66113804755;7045.20782669066;6574.74151411643;6585.65332320357;6777.85501028132;7288.71835750334;7828.49319418054;9243.57674673997;10552.0049711289;10009.4730702703;10173.1134345264;10528.920151205;10528.920151205;10528.920151205;10528.920151205;10528.920151205;10528.920151205;10528.920151205;9789.96897590366;9157.26501825589;7593.84072754251;7721.72998133077
7707;10052.5751066054;8951.5394235214;8951.5394235214;9015.19430316343;8807.56997568934;8498.11771516322;9006.59550392763;7661.72601714433;7941.74413861569;7991.14335697239;8094.49770997348;9229.4587735353;9229.4587735353;9229.4587735353;9229.4587735353;9229.4587735353;9229.4587735353;9229.4587735353;9534.89361263279;9534.89361263279;9534.89361263279;9001.50009524269;8485.3153973198;9076.92842831945
7708;15879.9102699351;15246.945808274;15307.9255975209;14808.6533374667;15168.9731014281;16843.6109701295;15294.878790078;17707.5658267996;20265.2076192397;18224.8040727019;20767.1335441637;20337.4142710978;21587.4558104581;21842.7042255626;22332.9542191109;23526.2578183714;23705.0938517763;23705.0938517763;22921.1059190609;22745.1542520791;22745.1542520791;22256.7564677638;16926.8859146734;15622.6224171787
7709;8278.51912770399;8371.5051542533;7278.13927651263;6834.42754700985;6915.43313259758;7750.78370402596;6044.80625983736;5092.57748513952;7185.54126733631;7961.01754123743;7332.86872049036;8828.96436174355;9218.96815311087;9653.26226689927;9653.26226689927;9653.26226689927;9653.26226689927;9453.27418867498;8715.06077497746;8715.06077497746;8470.78237433209;7500.36108761973;7830.81544342832;7713.87596199073
7710;6828.90659325358;7127.04790953966;7930.51129794986;9010.57957120173;7787.53172750107;6955.80372309559;8627.53533976165;10125.1021822781;8486.05708931557;10803.9274347908;14499.0922051363;15212.7463387047;15022.7306255617;15022.7306255617;16455.2281114641;16455.2281114641;16455.2281114641;16192.2442940363;16192.2442940363;15928.0519729798;15928.0519729798;14918.3311214181;11947.5976918175;7689.29960579743
7711;7801.31795209178;7891.62536123022;8084.7692269941;7622.95968779303;7402.791924451;7747.59701444355;7693.31653061581;6904.09711898612;6478.02222137285;6653.21289941571;6340.57744451161;5398.3364337858;5605.88545206419;5605.88545206419;6240.60607604694;6240.60607604694;6240.60607604694;6240.60607604694;5939.14598193164;5939.14598193164;7061.3275909122;6673.83797437906;4011.29601273794;7254.44645579452
7712;10766.8325092822;10766.8325092822;9826.39365318045;10761.8636792657;10015.3578311633;10587.5271091127;10272.251530369;11396.6541984481;9975.39087158357;12178.9366901129;12199.1352686062;11845.2713889404;12025.2119871951;12025.2119871951;12025.2119871951;12025.2119871951;12025.2119871951;12025.2119871951;11593.4312337466;11593.4312337466;11593.4312337466;11040.2721789374;10099.6991978164;10785.9743998793
7713;4279.83220698361;4378.72052322761;4403.24075838992;3896.64992356998;4349.10712905341;4020.94612630169;4248.65994581262;4035.49372335371;4524.56289507216;4912.59624365686;5744.41162191618;5842.04896387016;5452.90753024467;5452.90753024467;5452.90753024467;5452.90753024467;5749.39086622632;5749.39086622632;5520.293315476;5520.293315476;5464.02670053203;4948.88879863447;4132.9377733494;4336.09882192758
