SECT_EGT;h10;h11;h12;h13;h14;h15;h16;h17;h18;h19;h20;h21;h22;h23;h0;h1;h2;h3;h4;h5;h6;h7;h8;h9
7511;40017.5070137755;41704.9799618979;41176.329174809;40951.529733738;37976.3409774832;35540.0595204784;37462.5932608218;36238.0935999549;39773.809424769;43211.3860875518;46295.975741568;44186.4499447247;51367.0661548719;47238.8604727104;47072.5016045525;47148.3570688012;48254.5249872846;48254.5249872846;47739.8978378162;47739.8978378162;47739.8978378162;47739.8978378162;42855.6001057812;36036.4830743759
7512;23966.9486131086;23615.7160690284;22053.5909595684;21585.6501341384;24504.5352661647;24245.8575452514;24791.8867346569;26928.0033450153;25712.122485396;30145.4540486838;35522.3960825695;38668.8127761847;40135.5408407878;41748.25954697;41380.2568698968;42775.7204769974;44135.0202055402;44484.8746960665;43532.5574792788;43532.5574792788;43532.5574792788;43047.1387865708;40306.7928703405;27923.7027493466
7513;21742.2148324457;20627.2522762366;20760.3070658447;20171.2704661868;19536.0664029724;21638.5234338687;22731.6404958012;22860.8368480311;21845.1592381094;21561.4147773451;28474.1895013322;30319.6835829576;31244.9745114232;29231.7166522674;30334.9424924004;30215.1853146291;30467.3734992239;30467.3734992239;28938.8947488296;28938.8947488296;28938.8947488296;28723.9676019894;26035.1393248695;21947.0471576719
7514;30242.8581253055;28705.2965109752;27951.0827720761;26593.1908039956;27274.8317945051;27883.7657396272;26997.1115281298;24846.6622086147;24837.2425729962;32261.2047969408;31387.6057449253;35656.7639894907;35606.4982339141;37924.756833086;40353.7413865733;40670.9054893957;41052.6203124613;41052.6203124613;38801.780780473;38801.780780473;38801.780780473;38431.5158228075;35239.4181899326;29640.5289385682
7701;7678.21034030588;8296.49410657993;7417.89736251576;6456.17359641039;4807.48384378927;5317.95209236646;8051.1533738584;7879.08481677225;6878.52717483381;7218.38944850345;6779.39888007336;9517.60050189203;7882.24970076474;9925.01262609309;11371.881881428;11371.881881428;11371.881881428;11371.881881428;9499.96982046133;9499.96982046133;9499.96982046133;8955.75034791898;7031.85418818538;7688.56886278543
7702;16954.3442759284;16144.5841196251;17081.2157254588;18282.9872771067;18423.4234161557;18623.3490789892;18601.35349549;18161.8889034568;13846.7075653197;9417.87592869813;10555.2186895537;10322.5485761376;10784.6991806674;10784.6991806674;12023.137525777;12912.2178078668;12130.8380106717;12130.8380106717;11579.881728159;11579.881728159;11579.881728159;11294.7644444549;9856.7575949964;11998.7899404864
7703;8080.51200082174;9229.38215127773;7011.93455081705;5762.33382273986;7290.00551673371;8753.35437323967;6617.55502133716;6436.60367491043;5414.20294332384;3359.90897380949;2807.81530374064;3897.06828495591;3897.06828495591;3250.9589855146;3524.04572036035;3524.04572036035;3524.04572036035;3524.04572036035;3625.0541977052;3625.0541977052;3625.0541977052;3887.88468582101;3600.45420406534;6109.4049559153
7704;4105.15016079389;4105.15016079389;4373.47035880145;4288.58503391698;4105.15016079389;4105.15016079389;4105.15016079389;3003.87485646998;3646.57774006069;4117.86852080572;2881.8026907996;3182.89081027089;3182.89081027089;2846.5204804958;3182.89081027089;3182.89081027089;3182.89081027089;3182.89081027089;3426.58760232201;3426.58760232201;3426.58760232201;3426.58760232201;2581.66022760741;4105.15016079389
7705;454.674889730258;454.674889730258;369.789564845787;369.789564845787;454.674889730258;608.667636779866;454.674889730258;454.674889730258;658.800633089751;454.674889730258;791.045219505346;454.674889730258;454.674889730258;454.674889730258;454.674889730258;454.674889730258;454.674889730258;454.674889730258;454.674889730258;454.674889730258;454.674889730258;454.674889730258;885.325456921823;454.674889730258
7706;767.888069833426;767.888069833426;767.888069833426;1028.17204888134;1028.17204888134;1247.54791001241;799.305794651352;799.305794651352;1028.17204888134;1232.29779224083;1232.29779224083;1232.29779224083;1463.40760878553;1463.40760878553;1463.40760878553;1463.40760878553;1463.40760878553;1463.40760878553;1259.28186542604;1259.28186542604;1259.28186542604;1259.28186542604;799.305794651352;539.021815603441
7707;2479.97901690585;2264.09074750271;2479.97901690585;2302.50695583715;2302.50695583715;2414.36440350029;1684.31651125377;1807.10342745705;1807.10342745705;2259.13217096985;2229.62240196044;2462.31270792963;2462.31270792963;2462.31270792963;2462.31270792963;2462.31270792963;2462.31270792963;2462.31270792963;2462.31270792963;2462.31270792963;2462.31270792963;2229.62240196044;1996.93209599125;2479.97901690585
7708;3946.47508144375;2643.24474285424;4242.7743803552;6326.10033690432;6704.35936215449;4953.58002389284;5547.34487049175;4598.98588627493;4598.98588627493;4116.72834430087;6974.37336369719;6114.65143567389;8490.98963980602;9089.16474255034;8578.69649397315;8578.69649397315;8578.69649397315;8578.69649397315;8126.26299375565;8126.26299375565;8126.26299375565;6899.48216513499;7049.4167778619;4235.0289842311
7709;1671.85497219076;2941.43602377385;3242.09930206491;3289.71092235541;2075.2906803971;2075.2906803971;2178.06311031239;2159.05308207655;1862.82196373809;1716.43955029782;2207.17782981518;2370.27534481011;2370.27534481011;2592.65315786358;2592.65315786358;2592.65315786358;2592.65315786358;2592.65315786358;2582.74406146913;2582.74406146913;2582.74406146913;2582.74406146913;2038.60455370057;1972.51825048182
7710;6834.04412834193;7151.66743071463;6432.62664391582;4464.65312384795;4859.35994727665;3712.73998936397;3538.89456240724;2214.99834958732;2214.99834958732;2988.56621794862;3069.7083689832;2562.14059769268;4510.63501957401;4510.63501957401;4752.33284595433;4752.33284595433;4752.33284595433;4752.33284595433;5943.31538296579;5943.31538296579;5943.31538296579;5513.55835548976;7111.96049688019;6432.62664391582
7711;8383.77700225774;6869.8462181206;7400.94922018672;6808.94628942874;6984.53268131128;7088.62992954109;7719.24662408878;8752.36331738136;9711.36869752087;10209.2985451781;10676.2892042054;12400.0556085188;13117.1164200662;12705.8613851888;12705.8613851888;12705.8613851888;12705.8613851888;12705.8613851888;11514.8788481774;11514.8788481774;11514.8788481774;10625.9328574902;10398.9452826174;7458.85345736315
7712;4338.98535538059;3948.66693368542;3857.04905903662;4343.82889123632;4435.59662197662;3440.62545932485;3394.8279749515;4293.94199049888;3662.78988995507;3461.24228036504;3712.63116197234;3704.80017727503;3704.80017727503;3704.80017727503;3704.80017727503;3704.80017727503;3704.80017727503;3704.80017727503;3326.2957580091;3326.2957580091;3326.2957580091;3326.2957580091;2523.87640764746;3004.27137505507
7713;1696.05726786998;2306.42120060178;1797.80816294144;1975.95600623493;2032.72860672522;2031.04709920259;1750.46569538987;1946.53015567374;1661.92201560883;1642.53836364749;1611.57474641361;1667.84136135757;1667.84136135757;1667.84136135757;1667.84136135757;1667.84136135757;1667.84136135757;1667.84136135757;1950.61025823924;1950.61025823924;1950.61025823924;1856.95469476632;1642.78360486994;1733.17375777346
7714;7455.05377885062;7373.7638670415;7457.1273166622;7345.47507871638;7179.01207259672;8408.55080489274;8311.5225989541;7159.20467392118;6656.11843055257;7152.66504719742;7697.7274909529;7515.00638300617;7691.27281227987;8042.69630481854;8042.69630481854;8042.69630481854;8042.69630481854;8042.69630481854;8042.69630481854;7865.79615886986;7865.79615886986;7509.71077363206;6903.10153678516;7204.13460318962
7715;1544.25909036928;1980.43049092381;1198.10874563907;1375.72691404526;1175.31616655137;1175.31616655137;1118.54356606109;1431.40640789996;1760.37099909051;1686.69176092172;1657.37795179821;1879.21240448035;1702.94597520665;1885.51924602275;1885.51924602275;1885.51924602275;1885.51924602275;1885.51924602275;1885.51924602275;1885.51924602275;1885.51924602275;1813.21896904801;1591.64604083998;1686.65692943345
7716;7124.66698199598;7518.53709211991;7559.4044395512;7305.24619294309;7850.23137236511;9452.4297003535;9128.96578138101;8344.53591863694;7919.28920604529;7301.277599371;6459.35811880072;6198.92144787923;5887.2244752039;5887.2244752039;6093.2028564011;6093.2028564011;6093.2028564011;6093.2028564011;5739.80883299219;5739.80883299219;5739.80883299219;5739.80883299219;3957.33540014248;6767.72976902592
7801;5235.8535314249;4428.0571383923;4428.0571383923;6421.45405575365;7140.6443960338;7140.6443960338;4681.74803213967;5400.93837241981;5027.58223160932;6863.95357383834;9481.69530396436;11545.4167172363;12677.158971639;13623.9655010177;13623.9655010177;12264.6657724749;12264.6657724749;12264.6657724749;12370.617252282;12370.617252282;11651.4269120019;11182.5069056346;9790.91410927109;6058.85165048068
