"hour","7501","7502","7503","7504","7505","7506","7507","7508","7509","7510","7511","7512","7513","7514","7701","7702","7703","7704","7705","7707","7708","7709","7710","7711","7712","7713","7714","7715","7716","7801","7802","7803","7804","7805","7806","7807","7808","7809","7811","7812","7813","7814","7815","7816","9101","9102","9103","9104","9105","9106","9107","9108","9109","9110","9111","9112","9113","9114","9201","9202","9203","9204","9205","9206","9207","9208","9209","9210","9211","9212","9302","9303","9304","9305","9306","9307","9308","9309","9310","9311","9312","9402","9403","9404","9405","9406","9407","9408","9409","9410","9411","9412","9413","9414","9501","9502","9503","9504","9505","9506","9507","9508","9509","9510","9511","9512","9513"
"11am",169250.212378348,163129.356222543,222085.196757653,78964.9066810253,53646.7500158207,84788.3137652895,93491.5707924658,56215.8825233572,110598.295595877,77588.2111040387,80728.2418333699,47390.163300882,50468.4076578255,39358.7333490281,49388.898714976,48851.6734888092,32626.6408484501,12596.5955885416,4656.03395124984,4264.58535313131,9596.84455227778,15679.8366489039,9229.67573408016,21458.3028784394,10517.523617052,4742.23279340026,10436.1934615881,2270.8808271601,26394.7640496051,7432.80704557169,9159.39827541532,29684.7995104244,5153.38740478254,18598.7067298057,16406.9645729655,11344.4995969703,7371.0702814298,12561.9498960865,13622.9221724044,79020.7618309546,8327.8406464522,3387.12891156529,6909.87570656342,56281.682129267,41367.7212152583,9833.52173189569,8672.80155281789,7344.7670555757,21332.220188953,20210.9883962653,10333.9105469882,10374.8219197636,19279.1704886409,9040.64050902427,33658.1697379231,15893.6174401329,50368.1262925469,12063.2658585032,42701.0249944851,27156.5354442691,83124.1787719587,85732.2849395036,144013.150782819,52212.4234750072,31895.7871291603,35141.0904413012,63360.7063108446,45078.6954175375,25482.3748434259,25147.4592049459,8679.09391422279,41504.8398602701,53049.1908319696,13340.4016080223,22068.7351394857,11501.4351315005,14606.2063365822,38002.152302518,16443.5871197972,30498.9248528696,101980.943185118,36741.6517414688,49350.9324655849,22797.5698908146,33546.7469002439,38912.6228899277,31435.9446083108,22567.7935947668,39016.8148109349,11814.2517083303,13723.0682499389,7585.73079759311,11613.1801601631,9144.99667694355,24103.0864990081,28560.9649594264,9991.36820564975,9049.15893787806,22115.6735149891,14790.6763128421,13635.5699144473,23475.8079008781,9134.44484242099,14496.6907781804,14126.1369627715,8660.75837886169,6667.12467312357
"12am",176954.367214549,165953.664773634,217259.403764633,79707.6964609129,53487.0266383353,88860.9241116418,92901.5181644189,59595.7329988095,120095.996275098,76509.6757761751,76546.8913893419,49997.7470597389,54478.8579672255,41677.7030408254,49858.3393389819,48729.2211270407,29021.576536683,12503.5359660241,4363.55647209722,4138.64142837669,10309.0799888738,14628.4875046236,9904.04410898894,23193.1696708509,8330.14609159399,3914.49244684961,9741.13156622836,2765.58998572487,26830.4766089985,6938.62782460379,9282.70366632576,28395.8913346453,5004.49034132621,18336.8499769754,16949.1178403185,9364.81884517157,6359.68642922707,11776.5340458591,11823.8584549202,82730.9002440784,9129.80503380298,2504.91259240577,7596.52836865708,57302.3870686393,40512.5686379568,8815.65592113611,8689.52354893604,8145.59316774763,19161.5452972969,17643.2993015088,8951.05045623766,11954.2377218559,19751.675890899,9727.23368757468,32950.7212921224,15989.9241318179,49656.7149256834,12718.0420444423,43717.1950502976,26801.0038444259,86945.1056576429,82707.2312082619,143605.93784257,52988.8548862131,32258.8524226664,37021.9178273019,64525.8226373763,45712.3944527675,25769.1727932555,25598.9262095071,7706.03611785267,44050.3870450891,54917.4623873563,14090.4885247095,25887.3903403773,9869.18318637478,14819.4500754473,37308.1507659664,18275.6644206003,30156.715193316,100348.437964146,35285.3564867164,48762.721347067,22564.8581753163,33144.8860565177,39468.4630746546,31442.1189991369,23558.168187199,39339.8816645677,11768.8120204546,14196.5528128615,5999.62396735608,11210.840659823,7881.93449544816,22573.3084090211,28774.7142229249,9780.57827188885,10566.497073206,21950.1125365847,14726.2129991269,12277.1142457237,21775.1858084844,8647.41530681493,14788.9365215412,14623.7520706458,8265.71008936163,6525.65042027087
"1pm",182844.891215031,172021.344822448,218963.449391924,80371.8800138441,59188.6042359675,86686.1381746525,91638.9130330038,59300.354486037,115413.134774843,77986.4468615458,81537.8656562019,55417.221883009,48256.2675426588,36187.0605737721,49402.0930383751,47968.5247815055,25358.4428178324,11084.5703089452,4147.62739637752,3926.81521262049,9518.87600474737,13164.2988948636,8082.81837687426,21344.5201017984,8200.95317677066,2475.01093177421,8587.28477743169,2440.59143700158,22544.3450624951,9566.55939330483,10437.4523183953,25804.1848932749,3521.76336111106,17903.5537385594,14446.2764566725,6809.57292490299,5581.68031498527,10853.7634162701,10858.3819875281,77545.3226421513,7982.68045312778,2272.86387324273,8078.14973972017,50598.0300711465,38247.154139488,8224.63417105581,7565.72748204748,9865.32150549402,17767.8495611988,19219.6681464997,7527.22140761953,10989.2384979042,14823.8427936017,9192.79749225164,31981.1309995913,13036.2321732308,47195.3081769165,13905.7940766218,41064.9160968118,26238.0424137572,86846.0820160412,76247.8761060371,145973.860133348,53618.9197473813,33851.7890217778,39312.1044419696,61553.2515829621,40882.579601109,24707.1474676479,23879.852821805,9853.26212471603,39488.484624972,49635.6694203784,15424.5262051981,22452.8915587174,7267.84695697563,14053.6557989498,35708.493703113,18971.198647368,28166.7533981235,98397.7163417196,35472.8393519802,49982.3471886411,22840.5072703492,32110.7068960841,37399.6400941576,30872.8424748982,21652.7694394648,42139.942806386,11692.0914130234,14409.5827316087,5260.6672690673,11512.1642670815,7348.48298533069,22004.961862223,24166.9974943628,8401.31221141711,9489.12602640347,18468.894716811,10425.0347254901,12391.5324162882,20431.8846314751,9205.53947749912,14403.8484239127,13714.6077825889,7834.64914961585,6044.49793529523
"2pm",191280.785451467,179539.831769211,216264.554130038,76819.2045232065,62996.6692181301,88590.4334747625,91202.4394990712,58642.3090074143,122716.52572973,84066.0440490893,79757.6543456937,53740.6198017947,49552.1159684149,35403.0931322506,50559.1657277016,51408.6710089801,29180.9852721209,12710.3495399709,5301.36121748613,4372.52132767822,11906.8255897345,11433.8485693165,8414.18257761317,22066.7597955543,9196.95482490684,2475.01093177421,9609.54680154122,2858.46553684695,26347.0028021929,10261.3706152204,10714.292982731,28440.6322940653,4885.96731208187,17294.9185915275,15173.2881474116,6572.88752605193,5956.50301597312,10188.4283764458,10296.5255208656,84162.6994521083,7973.14253233911,2562.41659941802,6035.98299101778,54526.5463811256,38600.7017008702,8476.73940532832,7399.63089619691,9593.47129895788,18486.1179328994,20064.9623465669,8897.30218532024,12103.4338637584,16595.884949675,9766.5334116257,32001.9508687918,11313.3683146663,45982.5494022103,13159.698332766,39775.4588443806,28283.8670596168,86652.8019852811,82293.8481030418,149957.466503811,54100.0795793317,34703.9089312432,38765.1443063344,63482.6079773536,41236.0428516913,25308.1908027552,25950.5876655526,10897.856005303,41893.5481437609,51006.0974203062,14914.2267479715,22807.9061727212,8663.53902669709,16725.4942664929,36554.900316309,20057.8929997432,24863.4806650866,105215.895261083,35002.4843390785,52588.6932755104,23343.8740522565,35443.4845506748,39583.5957054747,33397.1145852296,21544.3937077893,43219.6158311212,11683.302759933,13791.7613065229,5973.18758041739,14416.7109632823,7900.0901785181,23169.1147335032,25659.9897940625,8888.51128373113,10142.5525435698,20412.6967725205,10990.6908547141,13104.6904482402,23739.6007071119,7609.2547672342,15860.2350143815,15083.8997223728,9251.80020084552,5134.07889464171
"3pm",195934.838840981,194472.356166713,225070.429994009,78551.8316767501,60647.8976769017,84053.1651215408,97493.7202571797,62590.3597461508,122599.680618557,85161.989116909,77337.1254250439,56468.8982594162,48237.8077356524,38869.2844119173,52576.6892070917,56441.3832883706,31313.0158345612,13017.3949680727,5228.25759922135,3984.59151454462,11971.7878355271,13723.3785369236,7933.30168342361,24317.6438991459,8991.44830620011,3435.16469329556,12257.6876867247,2577.07073875482,27535.7148570155,10544.026649527,10481.7194134596,31680.5139013435,3740.12151970299,20480.8217516804,13660.5819799342,8394.85991887758,6195.44988122765,15029.1680297656,10936.1478666753,87310.009610173,7867.18063445036,2505.3981275276,6419.95055420119,55546.4374632599,38926.921089018,10321.6182006217,7247.94195662256,9438.14420207233,20434.926873579,18707.1956731957,7316.83027884751,11723.0144985767,18308.1206537196,9093.77553562931,33124.8659785628,13876.3754076001,45475.7381498152,14193.4833136181,38782.8356956863,27434.2276956739,87809.6415776192,80645.2141476233,146864.861091845,51585.4807589075,33812.3747290734,42488.0043223581,63473.4010479488,41397.6874418305,24230.821158999,26410.3102899124,11057.5075941001,41990.5177069767,53116.0324722257,14301.4531600944,23731.9655413683,10393.1989462371,16735.9981407902,37269.6666080377,18089.7831239787,25811.7624437919,109274.504578123,37055.7944873286,50216.0697852838,27391.263855135,33886.9895299624,41309.1180754107,34448.2739418252,25794.8230297409,43948.0388559262,11042.910186583,15859.1047668932,5887.12111167906,11491.8911622167,8317.64864912611,23428.7417457921,29310.470238945,9054.24735788667,10877.5706622335,19991.9539755632,10069.1260454503,14520.581903816,25613.2167708136,11491.5434261113,14747.8904444718,16099.025548718,9975.32990000627,5685.8941339748
"4pm",194211.241984457,184544.985059786,218341.111372524,77939.9145993711,56791.8761673265,87605.9405782089,94734.8120056448,54218.5797831256,113237.166672688,73685.5004962883,67533.9798404417,46967.4631884075,48011.3810776351,35612.5786931065,50496.8123105871,50346.595943467,27750.1400368375,14001.3895102673,5074.26485217174,3301.45165697758,10989.9085055031,13252.0556739908,8514.37894605205,22872.1807579632,10337.2010643629,3238.13304248731,12591.2085072265,2409.31997251586,28958.2351592935,8598.56498410728,9817.96524330158,31459.7739535309,3424.87111391419,17055.4261410246,11466.9764202409,8839.21017307376,6189.88587835804,15707.439969944,11380.7783908977,79763.9465016851,6708.81102274049,2441.02631471535,5609.18301505203,53207.7483448431,34701.7061816733,10077.4987656385,9233.41802399419,11116.2598698267,19484.7911589111,18017.9715667745,6964.95653559434,11838.38867511,17023.6313052019,9682.99471832477,30958.3969570377,13768.1417632013,43272.5209165423,12226.8439342055,39027.1028424173,25930.4809096061,86654.9557611821,79180.2966994467,144392.617718292,48053.0898580841,34760.2181706879,35951.3365938174,58853.0910211999,42262.9049531058,23376.3975844822,25679.2532800334,11761.5765338215,43255.7050815379,48031.0453750194,12475.7590542728,19333.5632892339,9623.8989779718,14655.7539876522,34356.1550691168,18417.343887826,27540.2720392343,105466.749215742,37390.5797640571,49160.0770106144,23976.7864738756,30314.354932911,38796.6669504884,33353.2194016912,24686.7428448348,41386.4588645505,10239.7747582121,13879.529457187,5421.69570427152,10191.4455272044,6846.41767330958,22382.5174332628,31797.2140402502,8408.92254982738,12440.1062308806,17308.4195330724,9974.57706359917,14491.3172571898,23586.7275901042,13887.0355082479,12382.9689117986,15503.4510041404,10747.2107670465,4741.49499762342
"5pm",174149.323474112,157413.530719896,205498.80072891,73262.5619720271,47981.5684621135,74590.2315387723,78341.9321541437,42612.6020877448,96450.5043500632,62197.0234661522,56151.1382974309,37865.7026586431,37809.6866717791,32121.0433735446,39230.5965668583,41434.8075802846,25659.8928075442,10775.7347039247,4754.94354981571,2631.73481887051,12485.5337499355,10028.8315128211,6975.41070814506,16980.0615057538,10123.9915684731,0,6875.00547533102,0,22730.9103471436,6680.09604266268,6301.60307337788,22810.2745630318,5463.69847349383,13667.9349992534,9698.91674312815,7606.40621547226,6275.16989014821,9858.44893538741,11320.0362424859,65402.5728329115,6915.54486755275,0,3870.28969463034,49828.5357016113,30963.3098989418,8041.62501944487,7124.73409091444,7060.51888719895,14116.1234043471,11804.0663851715,5183.16642543936,9719.81958025937,14881.8397371367,8193.62349171105,26134.5738490881,9614.58192283052,43213.334766373,12352.7489082045,35208.2447170762,21358.6447617855,74007.5594736289,67268.0265876551,129724.485073165,43749.100000366,28921.6503641593,32896.2265389816,59152.1492567831,33083.8602800626,20833.7006654364,19961.0848932628,6330.93370286393,32413.756918685,45846.8610947197,13261.178687905,20639.7000622792,8830.05874857636,11617.73758495,29914.4028045937,16093.0743094185,23446.3612160327,89472.1488452225,29445.5385065043,39403.2449147309,17767.4246546723,24964.9757586181,35030.4918711762,30105.9311783238,18407.0773212409,36517.1432416197,7130.56430042038,10245.3134288918,4504.16012352543,6795.20887406402,4856.89378737501,18001.7069619772,22671.3366444714,4703.3933107679,8142.03953732573,12829.6767651113,10708.2109603779,10898.1947869859,17844.8578191985,10016.1927128583,11018.147421537,15546.144684178,10818.3541097542,5731.78930423476
"6pm",134079.54950625,107850.350305097,139246.371471564,52802.112510516,42573.0651797577,50255.1119914648,52477.8428976107,32314.1601291611,70488.7574123225,48400.6497910715,44748.9681440381,29277.3639006584,25903.4175887269,18568.4074299568,25666.849430763,21775.614494142,19452.5133076001,7335.53247810828,0,0,11409.4321074552,4976.8597949125,3017.23973463811,9617.81872172387,5949.62283691275,0,3818.84714209114,0,13328.7374703743,0,6860.31438617161,18537.8101956979,0,9760.6338131358,8224.80965654602,6207.89470337834,4093.65168820497,6307.56859257944,10281.856190705,45967.138879007,7787.77480536884,0,2709.25084869102,33522.8990722167,18166.5356549893,6419.69816300895,4906.59278181538,5699.92980103297,10260.0728707625,6254.40040463924,2735.8462959173,7086.54217594752,12957.7855026918,6967.49733361427,17048.7897271789,6363.8331392543,32418.7384395071,7038.10717502377,18013.399794637,16879.9293124841,55746.4686127403,47897.5525803156,93386.668990063,28419.3412110937,23005.381748004,24492.7128515864,43777.5573443614,23676.6978490473,14302.8633486098,13649.8805281147,6245.49159567662,22244.1013862331,28099.2715306624,9421.83181144974,12631.9126176849,8876.89694614663,7351.32266748552,20272.8104426405,12293.6007230525,12028.4998661018,60340.9228047541,21041.4996269977,27886.0032792212,9981.31192001133,20729.3447703764,22039.3944925931,19261.1115688076,10955.0556412469,26336.707134916,0,6826.17111672044,3184.53162314954,4329.3091804813,0,9396.98151422505,15053.6341322901,2850.63398841321,4876.44348578915,9874.11679783851,4750.95496757984,8998.11146536055,10146.7177926155,7477.04101895577,8065.4827980843,7801.13473085636,6474.89735666369,2635.40569722439
"7pm",88550.8407897948,77491.9960532219,93099.4419175051,38220.9027707977,31471.5403832722,41171.4446461043,28803.3836481075,27587.5348484483,40270.7937844212,27297.5092141669,31901.3289768726,22893.4418772694,18256.615692547,17128.0282320381,11584.0641450546,10367.5874208075,13633.8633119728,6209.00481751376,0,0,9530.45342796964,0,4050.35902457201,8080.42123960187,3741.23828907205,0,0,0,7495.34242771883,0,5560.92944274764,16033.4354092959,2804.22079315228,6076.84149724725,5494.50697391537,0,0,0,8403.06795806698,22964.9138782892,3487.94969234842,0,1627.81873839261,14509.953725928,8507.6742520102,3133.62644055197,3102.00085467116,5372.95552893011,5419.63378085575,5758.54908390127,0,4334.38325093846,7766.73700716908,3872.42848273548,9232.62900384439,4335.31617810414,24922.7854623823,3961.02219319786,12716.1948257262,13120.8238055254,29831.032992524,23056.5635650468,48533.2369924754,16692.5805097665,12581.0969247727,18524.9684626784,27628.0870062963,15106.8900084317,6490.78470932513,7661.44151330009,0,16113.0477016783,15366.3237994542,9563.1890333238,8700.36321421935,6976.58004556344,5504.98188394698,11428.553135285,13799.062698469,13026.7827640276,29835.0799972484,12808.2910092427,13803.517382907,5720.51136898979,12046.5436331841,11394.5570433263,10157.4430487172,7023.76253764239,14314.0554735224,3408.92170300009,5592.25430795917,2772.79929546063,0,0,6321.90412860026,8307.54242410498,0,4579.19608339829,3950.04853705147,0,4178.5495984941,7825.74752588516,5261.28141019886,7486.90986989512,4941.45224430071,5363.96169601322,0
"8pm",68117.0197470069,52446.2647414838,61336.3450034686,29766.4342782651,24467.6721034069,32577.6426298858,15974.1711041846,19639.3295582777,33063.4674396978,19331.2598651738,22753.1369288496,22700.6980579039,23810.2662244332,9969.47007465027,6387.90013958099,4723.8139926046,8232.72966984392,0,0,0,4554.38648518396,0,0,4456.99338576044,0,0,0,0,4900.88387983865,0,0,14043.5703697343,0,5948.82546317649,0,0,0,0,0,17720.7222078839,4262.92625993373,0,1721.16468556775,9113.35374686265,4571.18942567674,0,3001.64424447719,4407.94801896031,4084.04223868528,3482.42551335419,0,0,3900.48544229053,3768.96936333157,4128.6682070325,5416.5949924597,18673.9044024465,3334.07131416017,9568.65963998056,0,15296.1550812401,12882.3108047284,19103.4415974872,10192.5504319479,7920.66565320094,11459.7085810838,13069.7600652978,8723.67201999449,5540.76833421467,5182.54498473622,0,8600.3927358199,6387.4949626632,5962.40446677645,7919.58576448007,4555.38886804479,0,7688.75879183269,12111.098934371,4313.17346555961,17159.1539370573,8293.53241896076,8204.65461938639,5237.59347229359,7814.52460740076,3523.58699884406,6325.22721435798,5227.11448708717,7987.66287278515,0,0,3291.19433719191,0,0,3289.00323697341,7018.78864873771,0,0,3454.88343685759,0,0,7990.29492262389,4574.04950168445,6110.52277648527,4708.14339136072,0,0
