"district","hour","cleduc1","cleduc2","cleduc3","cleduc4"
"061","5am",783.91144,3450.9439,3036.3181,2074.964
"062","5am",133.3119,3572.3201,2443.352,2890.9488
"063","5am",85.25128,940.1591,1196.3745,1195.0774
"064","5am",340.28493,2321.8892,2312.8641,2167.0412
"065","5am",645.94387,2777.4926,1946.6094,1870.4409
"066","5am",348.03332,2676.0047,1779.962,2128.5651
"067","5am",877.66074,3968.1037,3737.5205,1543.5334
"068","5am",490.93033,3243.95,2710.3067,1057.5115
"069","5am",211.64228,1823.0501,1614.7554,623.4685
"070","5am",981.42895,4554.7989,3421.5415,1846.3579
"071","5am",1230.1678,5794.3504,1943.0275,681.201
"072","5am",616.90016,3651.3083,1708.4118,926.9282
"073","5am",737.47966,6014.9588,3116.5113,2163.7903
"074","5am",1081.46717,4405.9349,2515.8319,1650.195
"075","5am",1220.45247,6176.1006,2636.5918,1504.7884
"076","5am",954.23424,2839.6281,1657.1945,575.6614
"077","5am",1354.88379,2480.4301,3578.4587,1558.1718
"078","5am",1243.27539,3432.356,2583.8248,1594.9049
"079","5am",1558.99834,4078.0755,2517.9405,1714.3551
"080","5am",1666.81716,2357.2554,2107.9869,1124.0287
"001","6am",0,626.4478,1049.3068,1903.2276
"002","6am",0,330.4702,968.0406,1306.5806
"003","6am",282.5325,2527.8204,2792.7165,4722.5803
"004","6am",154.02801,1481.9586,1434.2831,1433.4189
"005","6am",132.4699,770.1194,1155.1708,1885.8654
"006","6am",543.80051,996.1533,1872.7958,3515.6273
"007","6am",0,917.4558,1671.3741,3353.017
"008","6am",166.27973,860.214,780.6863,1090.8898
"009","6am",214.84565,2223.3927,2392.8459,2879.2208
"010","6am",94.94893,1500.6742,1831.2871,1705.5517
"011","6am",176.72023,3956.1988,2063.351,1050.3447
"012","6am",459.65447,2896.7398,2170.2923,2327.1923
"013","6am",485.15261,2913.2384,2001.9316,1765.5702
"014","6am",408.09628,3490.976,2640.9073,3050.9794
"015","6am",65.49629,1142.3196,1258.8429,1744.1556
"016","6am",291.57799,1220.7483,1487.9078,1885.2713
"017","6am",179.28012,2096.0755,1186.6984,2531.7261
"018","6am",1554.64408,3603.2607,1890.8817,2086.7112
"019","6am",727.42731,1857.7974,1850.4825,998.4744
"020","6am",1627.00759,2814.5608,1182.132,182.1759
"021","6am",288.09424,1229.9088,1325.7131,1102.4235
"022","6am",351.47022,1984.655,820.9575,2864.6498
"023","6am",261.35281,1300.9282,1695.0208,2026.5601
"024","6am",419.55786,3178.7903,1088.5229,994.4166
"025","6am",0,745.5506,684.3754,1882.1612
"026","6am",339.43694,1085.6618,1117.3522,3352.0488
"027","6am",43.63998,2338.889,1502.2335,1788.2951
"028","6am",97.65707,1870.6131,3004.3005,2257.7668
"029","6am",159.09773,2045.3478,2041.428,2124.5452
"030","6am",60.8028,922.2614,1371.1263,1796.3568
"031","6am",784.79384,2513.4902,2958.9575,1414.585
"032","6am",148.04301,2451.4541,2583.5202,2029.1199
"033","6am",357.77957,3524.8696,3165.9808,2546.409
"034","6am",65.55139,726.9065,823.8046,781.5272
"035","6am",117.68229,2220.0119,2350.2409,2129.4449
"036","6am",156.95454,1620.9874,2173.5232,1850.46
"037","6am",198.80542,3403.4715,2520.7886,1923.0768
"038","6am",311.98556,1222.8048,2101.3062,1651.5458
"039","6am",88.97998,904.628,1719.8353,1649.4914
"040","6am",386.69144,2356.3734,2965.934,3819.9491
"041","6am",209.61064,1268.7113,1442.5539,2282.1011
"042","6am",144.32149,924.3735,1131.282,1012.3979
"043","6am",671.8084,1898.1859,1900.3616,1881.682
"044","6am",426.92356,1906.0941,1403.6699,577.9104
"045","6am",92.80706,2574.5304,1587.8895,1260.7216
"046","6am",135.95012,1757.164,1852.1212,1503.1328
"047","6am",376.10371,2211.1723,1844.7923,1730.2385
"048","6am",437.3957,1829.4607,1523.7404,1173.8687
"049","6am",155.03816,1591.1049,1846.3068,1197.9925
"050","6am",174.16023,1076.9303,1057.7918,633.2012
"051","6am",161.55377,978.5801,711.3072,982.9686
"052","6am",230.51563,1365.02,1271.9764,2253.6413
"053","6am",564.15948,1877.1735,1909.8636,2337.2534
"054","6am",427.9016,2727.8681,1767.4698,1105.882
"055","6am",264.50987,1621.6003,1450.8161,1135.1408
"056","6am",471.22292,2618.268,2663.9762,1139.0578
"057","6am",63.1554,779.7426,1213.4425,1348.4802
"058","6am",341.67029,3763.6527,1513.7021,996.0425
"059","6am",973.66192,4987.8137,2828.0606,1447.8728
"060","6am",681.47166,2694.7735,2003.3617,906.4888
"061","6am",783.91144,2977.8984,2833.1055,2074.964
"062","6am",133.3119,3457.1669,2348.3111,2713.2176
"063","6am",55.64557,878.5601,1165.7184,1195.0774
"064","6am",369.89064,2237.8754,2312.8641,2068.0443
"065","6am",645.94387,2385.3657,2010.5994,1870.4409
"066","6am",348.03332,2397.7237,1698.4021,2063.7165
"067","6am",877.66074,3934.6716,3852.5166,1543.5334
"068","6am",490.93033,3198.0289,2710.3067,935.1062
"069","6am",211.64228,1756.2306,1614.7554,623.4685
"070","6am",981.42895,4874.313,3421.5415,1868.7269
"071","6am",1230.1678,5784.6784,1831.2576,681.201
"072","6am",616.90016,3511.465,1814.5459,926.9282
"073","6am",634.40806,5675.2189,3018.6775,2031.6993
"074","6am",1081.46717,4590.8157,2564.2599,1650.195
"075","6am",1323.52407,6034.5726,2601.5279,1504.7884
"076","6am",954.23424,2561.4655,1657.1945,457.3795
"077","6am",1354.88379,2507.3708,3242.5999,1558.1718
"078","6am",1243.27539,3310.0683,2620.4156,1376.8857
"079","6am",1558.99834,4147.0306,2517.9405,1603.9527
"080","6am",1666.81716,2028.6488,1987.9641,1124.0287
"001","7am",0,626.4478,1118.9283,2030.1243
"002","7am",0,331.6712,1087.2196,1215.297
"003","7am",282.5325,2494.0875,3080.9177,4652.7721
"004","7am",154.02801,1271.5105,1532.5696,1510.0658
"005","7am",132.4699,753.9215,1117.3429,1752.3291
"006","7am",579.69168,1226.6267,2026.5754,3126.9811
"007","7am",0,810.2827,1643.5553,3001.3019
"008","7am",166.27973,684.3923,796.0217,930.8754
"009","7am",214.84565,2254.8615,2832.3359,3235.6457
"010","7am",94.94893,1603.3802,1642.8057,1597.9779
"011","7am",176.72023,3767.6963,2448.0328,1072.0621
"012","7am",459.65447,2868.4918,2049.39,2045.7303
"013","7am",440.2991,2783.7935,2129.9032,1432.9814
"014","7am",408.09628,3299.2106,2187.4386,2068.6023
"015","7am",65.49629,902.5154,1122.0451,1456.4299
"016","7am",291.57799,1158.7024,1177.0579,1690.6146
"017","7am",145.7876,1880.8486,1073.7803,2760.7479
"018","7am",1554.64408,3716.2347,1973.4161,1994.4264
"019","7am",639.9155,1847.7336,1810.4961,1364.1881
"020","7am",1646.34706,2790.4333,1271.2843,241.1255
"021","7am",288.09424,1249.2279,1148.0239,945.1148
