"district","hour","educmen1","educmen2","educmen3","educmen4"
"030","10am",0,1116.0021,568.1856,0
"031","10am",0,0,0,0
"032","10am",0,2849.3485,2701.9545,1098.2017
"033","10am",0,2547.6434,1985.3143,679.7113
"034","10am",0,0,770.9214,0
"035","10am",0,1667.8294,1318.4429,774.7504
"036","10am",0,618.7859,610.1833,0
"037","10am",0,1136.0682,0,0
"038","10am",0,0,0,0
"039","10am",0,0,0,592.2739
"040","10am",0,1511.4832,1682.9077,1292.3875
"041","10am",0,751.6386,0,696.0126
"042","10am",0,0,407.1552,0
"043","10am",0,1187.8996,1606.8585,674.3889
"044","10am",0,0,0,0
"045","10am",0,0,0,0
"046","10am",0,0,0,0
"047","10am",0,732.572,1399.7556,0
"048","10am",0,0,0,0
"049","10am",0,0,0,0
"050","10am",0,0,0,0
"051","10am",0,0,0,0
"052","10am",0,0,0,0
"053","10am",0,0,0,0
"054","10am",0,631.9079,704.9191,0
"055","10am",0,0,0,0
"056","10am",0,0,0,0
"057","10am",0,0,0,0
"058","10am",0,0,0,0
"059","10am",0,1257.8151,582.8258,0
"060","10am",0,1980.961,911.3137,0
"061","10am",0,0,0,0
"062","10am",0,0,0,0
"063","10am",0,0,0,0
"064","10am",0,0,0,0
"065","10am",0,0,0,0
"066","10am",0,0,0,0
"067","10am",0,0,0,0
"068","10am",0,0,0,0
"069","10am",0,0,0,0
"070","10am",0,1952.0484,908.417,0
"071","10am",0,0,0,0
"072","10am",0,0,1093.0353,0
"073","10am",0,1878.4674,1351.7363,0
"074","10am",0,944.243,0,0
"075","10am",0,3247.0621,1405.3565,0
"076","10am",0,0,0,0
"077","10am",0,0,0,0
"078","10am",0,1491.026,1477.6378,0
"079","10am",0,0,0,0
"080","10am",0,0,0,0
"001","11am",0,1273.8315,1384.6665,2345.6263
"002","11am",0,1871.1343,2521.4759,1084.6777
"003","11am",0,2000.0391,2322.4722,1640.0947
"004","11am",0,0,0,0
"005","11am",0,1193.3774,734.5867,951.4638
"006","11am",0,1683.7395,1359.8028,1705.9037
"007","11am",0,708.4099,0,0
"008","11am",0,0,0,0
"009","11am",0,2995.3193,3990.9152,3508.7817
"010","11am",0,760.7587,0,0
"011","11am",0,1394.9023,1371.9318,742.1415
"012","11am",0,0,0,0
"013","11am",0,1422.4774,1395.7676,766.7106
"014","11am",0,1212.2677,617.7479,0
"015","11am",0,0,0,0
"016","11am",0,0,0,0
"017","11am",0,1830.1653,1240.7266,1491.5121
"018","11am",0,988.673,855.9013,0
"019","11am",0,1711.3637,2291.3046,2005.3585
"020","11am",0,0,0,0
"021","11am",0,0,0,0
"022","11am",0,2287.501,2490.2842,3502.6172
"023","11am",0,2288.4564,2077.8474,1665.9683
"024","11am",0,1213.6117,0,0
"025","11am",0,1835.3889,2768.3641,3449.0359
"026","11am",0,580.7502,0,950.1175
"027","11am",0,2245.4313,3910.1326,2881.6067
"028","11am",0,2532.7874,3060.9831,1923.4599
"029","11am",0,880.4247,1142.2359,1294.6319
"030","11am",0,1041.9273,0,0
"031","11am",0,0,0,0
"032","11am",0,2244.5678,2227.4653,821.0139
"033","11am",0,2318.5293,2034.2442,624.9977
"034","11am",0,0,666.5157,0
"035","11am",0,1812.5442,1512.5339,886.1286
"036","11am",0,0,0,0
"037","11am",0,1067.8293,0,0
"038","11am",0,0,0,0
"039","11am",0,0,0,670.9733
"040","11am",0,1247.6799,1562.4347,1487.8808
"041","11am",0,894.6125,0,766.2301
"042","11am",0,0,0,0
"043","11am",0,853.9065,1376.9503,795.616
"044","11am",0,0,0,0
"045","11am",0,0,0,0
"046","11am",0,0,0,0
"047","11am",0,949.4346,1179.0167,0
"048","11am",0,0,0,0
"049","11am",0,0,0,0
"050","11am",0,0,0,0
"051","11am",0,0,0,0
"052","11am",0,0,0,0
"053","11am",0,0,0,0
"054","11am",0,771.4367,0,0
"055","11am",0,0,0,0
"056","11am",0,0,0,0
"057","11am",0,0,0,0
"058","11am",0,0,0,0
"059","11am",0,847.554,0,0
"060","11am",0,1736.9038,0,0
"061","11am",0,0,0,0
"062","11am",0,0,0,0
"063","11am",0,0,0,0
"064","11am",0,0,0,0
"065","11am",0,0,0,0
"066","11am",0,0,0,0
"067","11am",0,0,0,0
"068","11am",0,0,0,0
"069","11am",0,0,0,0
"070","11am",0,2117.3472,0,0
"071","11am",0,0,0,0
"072","11am",0,0,0,0
"073","11am",0,1140.7568,1325.4065,0
"074","11am",0,1256.581,0,0
"075","11am",0,2639.1853,1349.2536,839.6258
"076","11am",0,0,0,0
"077","11am",0,0,0,0
"078","11am",0,1162.9705,1315.8348,0
"079","11am",0,0,0,0
"080","11am",0,0,0,0
"001","12am",0,954.1462,1255.9527,2117.3843
"002","12am",0,2314.0831,2566.5408,1334.4262
"003","12am",0,2048.3809,1824.7574,1434.659
"004","12am",0,0,0,0
"005","12am",0,545.5001,630.6233,609.396
"006","12am",0,1313.5847,1170.2893,1443.5517
"007","12am",0,573.9649,0,0
"008","12am",0,0,0,0
"009","12am",0,2887.1402,3421.7295,3550.7385
"010","12am",0,0,0,0
"011","12am",0,978.7109,1240.1489,0
"012","12am",0,0,0,0
"013","12am",0,1390.1413,1087.4782,0
"014","12am",0,785.1002,0,0
"015","12am",0,0,0,0
"016","12am",0,0,0,0
"017","12am",0,1258.1705,875.3622,1188.535
"018","12am",0,744.0349,723.2726,0
"019","12am",0,842.0448,2006.6692,1708.4692
"020","12am",0,0,0,0
"021","12am",0,0,0,0
"022","12am",0,2081.6073,2011.9781,3417.9537
"023","12am",0,1950.2126,1738.5934,1480.4815
"024","12am",0,878.9513,0,0
"025","12am",0,1766.5087,2100.2264,3088.5008
"026","12am",0,0,0,715.5214
"027","12am",0,2098.55,3385.4942,2193.0503
"028","12am",0,2396.6778,2828.0454,1669.7404
"029","12am",0,691.9796,942.7501,850.761
"030","12am",0,825.1529,0,0
"031","12am",0,0,0,0
"032","12am",0,1620.3925,1668.2878,0
"033","12am",0,2295.6542,1999.7684,838.2806
"034","12am",0,0,0,0
"035","12am",0,1137.8231,1009.0837,0
"036","12am",0,743.9135,0,0
"037","12am",0,728.5064,0,0
"038","12am",0,0,0,0
"039","12am",0,0,0,0
"040","12am",0,899.991,960.8475,1315.5553
"041","12am",0,599.0647,0,648.8098
"042","12am",0,0,0,0
"043","12am",0,1014.9081,1305.3051,675.7909
"044","12am",0,0,0,0
"045","12am",0,0,0,0
"046","12am",0,0,0,0
"047","12am",0,0,804.1119,0
"048","12am",0,0,0,0
"049","12am",0,0,0,0
"050","12am",0,0,0,0
"051","12am",0,0,0,0
"052","12am",0,0,0,0
"053","12am",0,0,0,0
"054","12am",0,623.5978,0,0
"055","12am",0,0,0,0
"056","12am",0,0,0,0
"057","12am",0,0,0,0
"058","12am",0,0,0,0
"059","12am",0,0,0,0
"060","12am",0,1475.3385,0,0
"061","12am",0,0,0,0
"062","12am",0,0,0,0
"063","12am",0,0,0,0
"064","12am",0,0,0,0
"065","12am",0,0,0,0
"066","12am",0,0,0,0
"067","12am",0,0,0,0
"068","12am",0,0,0,0
"069","12am",0,0,0,0
"070","12am",0,1512.2346,0,0
"071","12am",0,0,0,0
"072","12am",0,0,0,0
"073","12am",0,1022.8604,0,0
"074","12am",0,871.0966,0,0
"075","12am",0,1128.5083,0,0
"076","12am",0,0,0,0
"077","12am",0,0,0,0
"078","12am",0,820.0842,0,0
"079","12am",0,0,0,0
"080","12am",0,0,0,0
"001","1pm",0,1002.9551,1098.7747,2025.7919
"002","1pm",0,2078.3063,2435.9019,1529.1018
"003","1pm",0,2012.6309,2583.4055,1591.5774
"004","1pm",0,0,531.2567,0
"005","1pm",0,615.2598,621.1445,931.4812
"006","1pm",0,1356.4997,739.4627,1524.5676
"007","1pm",0,533.1072,0,0
"008","1pm",0,0,0,0
"009","1pm",0,2931.521,3866.7197,3396.3126
"010","1pm",0,601.0698,0,0
"011","1pm",0,1489.0327,1394.043,693.8121
"012","1pm",0,0,0,0
"013","1pm",0,1376.5319,1407.2671,851.223
"014","1pm",0,822.6153,0,0
"015","1pm",0,0,0,0
"016","1pm",0,0,0,0
"017","1pm",0,1276.5319,1217.8374,1381.1823
"018","1pm",0,904.2771,1016.9452,0
"019","1pm",0,1186.8446,2056.6357,1691.4816
"020","1pm",0,0,0,0
"021","1pm",0,0,0,0
"022","1pm",0,2389.0741,2078.2271,3748.0531
"023","1pm",0,1883.4654,1714.2087,1970.1356
"024","1pm",0,901.7506,0,0
"025","1pm",0,1842.3952,2551.0141,2976.601
"026","1pm",0,0,624.6268,795.1079
"027","1pm",0,2130.8652,4081.7584,2867.5975
"028","1pm",0,3284.6793,2808.6312,1593.6108
"029","1pm",0,782.0369,1409.1425,1172.8951
"030","1pm",0,757.3171,642.4336,0
"031","1pm",0,0,0,0
"032","1pm",0,1833.0115,1787.7048,740.4759
"033","1pm",0,1931.379,2046.4544,909.4349
"034","1pm",0,0,749.8315,0
"035","1pm",0,1579.2723,1308.3971,869.1899
"036","1pm",0,685.8782,0,0
"037","1pm",0,996.9267,0,0
"038","1pm",0,0,0,0
"039","1pm",0,0,0,640.9185
"040","1pm",0,860.5653,1182.857,981.7641
"041","1pm",0,0,0,803.164
"042","1pm",0,0,0,0
"043","1pm",0,1184.2754,1758.9106,781.6657
"044","1pm",0,487.7726,0,0
"045","1pm",0,0,0,0
"046","1pm",0,0,0,0
"047","1pm",0,0,944.3679,0
"048","1pm",0,0,0,0
"049","1pm",0,0,0,0
"050","1pm",0,0,0,0
"051","1pm",0,0,0,0
"052","1pm",0,0,0,0
"053","1pm",0,0,0,0
"054","1pm",0,618.6809,704.7758,0
"055","1pm",0,0,0,0
"056","1pm",0,0,0,0
"057","1pm",0,0,0,0
"058","1pm",0,0,0,0
"059","1pm",0,691.3061,0,0
"060","1pm",0,1453.0839,0,0
"061","1pm",0,0,0,0
"062","1pm",0,0,0,0
"063","1pm",0,0,0,0
"064","1pm",0,0,0,0
"065","1pm",0,0,0,0
"066","1pm",0,0,0,0
"067","1pm",0,0,0,0
"068","1pm",0,0,0,0
"069","1pm",0,0,0,0
"070","1pm",0,1572.1142,0,0
"071","1pm",0,0,0,0
"072","1pm",0,0,0,0
"073","1pm",0,1103.6695,772.9048,0
"074","1pm",0,954.6895,995.1055,0
"075","1pm",0,2206.5454,910.5461,0
"076","1pm",0,0,0,0
"077","1pm",0,0,0,0
"078","1pm",0,1060.0227,1155.2368,0
"079","1pm",0,0,0,0
"080","1pm",0,0,0,0
"001","2pm",0,846.4431,1179.6711,2235.3164
"002","2pm",0,2275.7141,2345.6872,1525.432
"003","2pm",0,1834.4778,2382.0485,1813.3564
"004","2pm",0,0,0,0
"005","2pm",0,649.855,872.3422,1016.1719
"006","2pm",0,1448.6423,983.5673,1499.9035
"007","2pm",0,710.8946,680.7364,0
"008","2pm",0,0,0,0
"009","2pm",0,3823.1149,3960.5229,3064.7372
"010","2pm",0,819.985,0,0
"011","2pm",0,1737.6183,1392.5209,923.4537
"012","2pm",0,0,0,0
"013","2pm",0,1634.4403,1500.0337,917.6896
"014","2pm",0,1319.8101,0,0
"015","2pm",0,0,0,0
"016","2pm",0,0,0,0
"017","2pm",0,1363.1509,1482.1494,1415.1966
"018","2pm",0,804.7805,1018.7292,0
"019","2pm",0,1215.3386,2236.5112,1755.4772
"020","2pm",0,0,0,0
"021","2pm",0,0,0,0
"022","2pm",0,2069.5067,1930.4691,3466.1673
"023","2pm",0,1993.9186,1946.0109,1906.5009
"024","2pm",0,1312.7298,0,0
"025","2pm",0,1842.5536,2769.7172,3338.1716
"026","2pm",0,0,543.3891,911.3677
"027","2pm",0,1906.1159,4077.8123,3047.33
