"district","hour","cs1","cs2","cs3","cs4","cs5"
"001","4am",106.66152,578.0813,564.9712,991.6774,1157.9164
"002","4am",230.06083,103.9627,271.0658,1180.3139,781.2387
"003","4am",374.49745,1027.7634,2456.6361,2957.4993,2965.3598
"004","4am",531.84386,531.1296,1186.6841,1412.9856,953.3972
"005","4am",117.92794,452.494,684.0679,1421.4141,1319.331
"006","4am",375.62176,605.1846,1331.3651,2688.0944,2104.6855
"007","4am",283.31471,410.9465,1051.3281,2146.2582,1993.9614
"008","4am",184.56213,238.8633,1036.968,962.9377,540.3558
"009","4am",154.11353,813.6097,1574.5248,2788.6653,1856.5477
"010","4am",133.44286,762.3883,1920.5932,1476.0639,1039.5294
"011","4am",578.99227,1204.7229,2429.3907,2303.6049,557.0342
"012","4am",533.34955,1002.1689,2385.4665,2408.1026,1682.0808
"013","4am",399.92956,923.812,1784.6216,2000.6572,1414.0195
"014","4am",475.90835,1402.6474,3114.5671,3313.9297,1563.8299
"015","4am",192.71979,402.0988,1113.1076,1594.4053,1092.8132
"016","4am",48.1566,555.4751,1332.5761,1159.3675,1708.4031
"017","4am",480.12147,590.9544,1630.6973,1712.61,1743.1572
"018","4am",892.92598,3063.3196,2222.9306,1832.9031,1202.5623
"019","4am",650.27074,1662.1878,1708.9815,1002.8064,458.759
"020","4am",1206.75494,1785.2518,2456.8452,567.7764,0
"021","4am",207.78259,709.557,1005.693,1228.9414,974.3269
"022","4am",473.70266,357.114,1439.6084,1655.8983,1107.2633
"023","4am",319.56016,322.1388,1760.8645,1588.8332,1054.8192
"024","4am",578.48315,1049.1389,2483.5638,1109.1103,710.9686
"025","4am",196.58887,283.3584,822.8279,865.648,969.2302
"026","4am",199.21478,486.1877,1529.0881,1746.7162,2029.4986
"027","4am",310.27336,679.6301,1707.7194,1676.1027,1344.0563
"028","4am",53.56276,312.2808,2570.0593,2517.832,1403.7318
"029","4am",277.72561,712.6997,1948.0358,1994.3726,1537.172
"030","4am",230.6682,313.6519,1007.6474,1154.3764,1347.1362
"031","4am",416.48855,837.9726,2230.7507,2527.1648,1724.0581
"032","4am",429.4368,609.0173,2020.1392,2031.2538,1552.1669
"033","4am",412.01295,1014.4478,3131.9315,2515.9211,2734.8719
"034","4am",113.07985,271.3252,725.4489,605.7195,668.4671
"035","4am",256.9505,865.375,1735.5881,1723.9437,1634.9908
"036","4am",293.14202,841.4208,1346.5689,1651.7174,1547.786
"037","4am",172.61217,1266.6719,2585.1948,2203.5097,1976.1548
"038","4am",245.78261,146.27,1619.9447,2298.0086,1237.3639
"039","4am",240.50452,349.9333,1158.1912,1408.4312,1359.952
"040","4am",539.98057,1141.8426,1676.4083,3150.7831,2969.2772
"041","4am",222.5595,497.263,1165.5603,1431.4261,1915.3449
"042","4am",169.62551,246.7266,1151.0905,960.0296,800.8458
"043","4am",189.61475,371.2033,1943.6605,2143.4627,1663.348
"044","4am",166.14608,738.3606,1615.1456,1339.9148,709.3115
"045","4am",256.08009,674.9119,2001.2401,1843.6276,1009.2231
"046","4am",168.25184,368.7758,1821.7036,1444.7896,1504.0386
"047","4am",117.65228,820.7586,1899.592,2412.1144,1254.7356
"048","4am",288.80281,917.8591,1760.4445,1642.1643,645.091
"049","4am",218.29013,318.0852,1538.7524,1813.2064,918.4943
"050","4am",109.19066,378.4394,1076.5327,964.7058,463.2852
"051","4am",143.46735,242.4214,818.0084,792.8527,1027.8066
"052","4am",205.5715,508.9777,960.8537,2025.7532,1722.145
"053","4am",438.48569,720.6923,1969.7117,2173.2195,1685.0897
"054","4am",260.29317,941.2517,2378.2495,1651.8026,923.9771
"055","4am",164.46023,496.9786,1788.2941,1062.7648,1167.9286
"056","4am",219.2386,495.0674,2815.3727,2442.2983,1030.3138
"057","4am",200.71693,146.5623,887.0974,1073.7574,1087.959
"058","4am",414.58824,1204.3503,2005.714,2001.6075,1094.5133
"059","4am",664.48993,2166.6263,4164.2063,2946.2517,1338.2367
"060","4am",385.45283,1020.6722,2682.8339,1238.4012,1008.3836
"061","4am",344.31528,1614.2823,2810.8874,3039.8675,1686.2575
"062","4am",328.73723,669.4873,2170.4021,3744.3241,2152.3682
"063","4am",44.77672,376.6332,932.4268,1186.8527,975.6836
"064","4am",238.62146,755.1636,2426.647,2740.2134,981.4341
"065","4am",186.89871,1279.7529,2025.7371,2830.8297,970.6055
"066","4am",281.98985,955.7599,1683.3183,3031.105,980.3921
"067","4am",397.76161,2332.1926,2402.7295,3879.4082,1433.4217
"068","4am",573.9524,1075.4351,2553.0422,2677.2295,830.8973
"069","4am",149.24736,615.4774,1271.6832,1730.7131,655.4087
"070","4am",355.56136,1771.4773,3049.2539,3909.4515,1432.7659
"071","4am",816.03601,2691.3774,3624.2543,2114.9448,583.5579
"072","4am",506.32694,1313.6437,2602.6331,1753.9749,825.3735
"073","4am",1104.05238,2245.7391,4329.0553,3133.7408,1193.3147
"074","4am",1072.80122,2035.278,2998.4033,2300.9896,1505.7895
"075","4am",1298.37817,2422.3485,3613.4538,2518.5228,1621.1177
"076","4am",500.81137,939.8671,1806.8903,2275.526,537.6553
"077","4am",465.03746,1133.3776,3140.7726,2588.4385,1694.4644
"078","4am",488.27524,464.2389,4678.7571,2241.8543,1087.1909
"079","4am",103.53861,1120.092,5215.3446,2207.0743,1400.6617
"080","4am",199.16422,1039.4186,3545.3271,1375.6545,1344.6694
"001","5am",106.66152,578.0813,527.5108,1122.0249,1157.9164
"002","5am",230.06083,103.9627,309.767,1180.3139,781.2387
"003","5am",374.49745,1027.7634,2600.8869,2957.4993,3003.9594
"004","5am",531.84386,531.1296,1186.6841,1383.6614,953.3972
"005","5am",117.92794,452.494,684.0679,1421.4141,1319.331
"006","5am",375.62176,605.1846,1331.3651,2688.0944,2104.6855
"007","5am",283.31471,410.9465,1051.3281,2169.8575,1993.9614
"008","5am",184.56213,238.8633,1022.3489,962.9377,540.3558
"009","5am",154.11353,813.6097,1809.1142,2831.9733,1787.7995
"010","5am",133.44286,762.3883,1870.1751,1437.4643,1000.9298
"011","5am",578.99227,1243.421,2429.3907,2344.1089,557.0342
"012","5am",533.34955,868.2899,2385.4665,2408.1026,1682.0808
"013","5am",399.92956,1117.9251,1781.2862,2025.0681,1414.0195
"014","5am",475.90835,1348.9113,3078.7441,3260.1936,1563.8299
"015","5am",192.71979,402.0988,1113.1076,1550.6378,1092.8132
"016","5am",48.1566,507.3185,1279.695,1159.3675,1708.4031
"017","5am",480.12147,644.2914,1691.366,1652.4575,1743.1572
"018","5am",892.92598,2965.441,2162.2618,1832.9031,1202.5623
"019","5am",650.27074,1662.1878,1708.9815,1002.8064,458.759
"020","5am",1206.75494,1785.2518,2342.8932,515.6374,0
"021","5am",207.78259,678.3395,1005.693,1228.9414,974.3269
"022","5am",473.70266,357.114,1558.6281,1709.5339,1107.2633
"023","5am",319.56016,322.1388,1963.259,1620.2544,1054.8192
"024","5am",578.48315,1114.1538,2392.8461,1109.1103,710.9686
"025","5am",196.58887,283.3584,866.3335,865.648,969.2302
"026","5am",199.21478,486.1877,1529.0881,1746.7162,2029.4986
"027","5am",310.27336,727.7867,1607.4494,1621.3892,1344.0563
"028","5am",53.56276,312.2808,2586.7298,2474.524,1403.7318
"029","5am",277.72561,730.3344,1932.208,2049.0861,1605.9202
"030","5am",230.6682,313.6519,1007.6474,1154.3764,1347.1362
"031","5am",416.48855,802.181,2230.7507,2452.4502,1724.0581
"032","5am",429.4368,543.332,2020.1392,2105.9684,1587.6692
"033","5am",412.01295,1014.4478,3131.9315,2554.5207,2734.8719
"034","5am",113.07985,271.3252,775.8671,586.1494,668.4671
"035","5am",256.9505,919.1111,1844.8838,1759.3706,1634.9908
"036","5am",293.14202,841.4208,1407.5537,1651.7174,1547.786
"037","5am",172.61217,1400.342,2530.7133,2150.3457,1896.1071
"038","5am",245.78261,146.27,1665.2884,2222.6688,1237.3639
"039","5am",240.50452,311.2321,1119.4899,1452.1988,1359.952
"040","5am",539.98057,1068.3492,1731.3345,3150.7831,3049.3249
"041","5am",222.5595,497.263,1165.5603,1431.4261,1915.3449
"042","5am",169.62551,246.7266,1107.5569,960.0296,800.8458
"043","5am",189.61475,371.2033,1943.6605,2143.4627,1692.3858
"044","5am",166.14608,715.647,1615.1456,1339.9148,709.3115
"045","5am",256.08009,674.9119,1917.6901,1843.6276,1009.2231
"046","5am",168.25184,368.7758,1821.7036,1444.7896,1591.8276
"047","5am",117.65228,648.4998,1899.592,2289.1771,1254.7356
"048","5am",288.80281,917.8591,1760.4445,1642.1643,645.091
"049","5am",218.29013,356.3277,1574.5753,1806.664,954.3609
"050","5am",109.19066,360.8047,1076.5327,964.7058,463.2852
"051","5am",143.46735,209.3784,818.0084,768.4418,998.7688
"052","5am",205.5715,539.6338,960.8537,1956.5689,1722.145
"053","5am",438.48569,720.6923,1969.7117,2173.2195,1685.0897
"054","5am",260.29317,922.7065,2317.2646,1651.8026,923.9771
"055","5am",164.46023,496.9786,1726.1192,1027.338,1167.9286
"056","5am",219.2386,495.0674,2761.7296,2386.1755,1030.3138
"057","5am",200.71693,146.5623,862.755,1146.7881,1087.959
"058","5am",414.58824,1204.3503,1952.181,1953.2279,1023.1881
"059","5am",664.48993,2166.6263,4106.2219,3002.3745,1338.2367
"060","5am",385.45283,1020.6722,2771.9057,1291.5652,1008.3836
"061","5am",344.31528,1560.5424,2810.8874,2944.1348,1686.2575
"062","5am",328.73723,669.4873,2286.6877,3602.6522,2152.3682
"063","5am",44.77672,307.7347,932.4268,1156.2405,975.6836
"064","5am",238.62146,755.1636,2426.647,2740.2134,981.4341
"065","5am",186.89871,1226.4158,2025.7371,2830.8297,970.6055
"066","5am",281.98985,955.7599,1683.3183,3031.105,980.3921
"067","5am",397.76161,2180.2468,2235.9799,3879.4082,1433.4217
"068","5am",573.9524,1015.5655,2405.0538,2677.2295,830.8973
"069","5am",149.24736,615.4774,1271.6832,1603.4686,633.0398
"070","5am",355.56136,2040.5517,3031.0864,3944.162,1432.7659
"071","5am",816.03601,2566.0566,3568.1514,2114.9448,583.5579
"072","5am",506.32694,1269.4505,2532.0432,1719.2644,825.3735
"073","5am",1104.05238,2446.922,4154.7104,3133.7408,1193.3147
"074","5am",1072.80122,1804.5792,3057.0585,2300.9896,1418.0005
"075","5am",1298.37817,2486.4607,3613.4538,2518.5228,1621.1177
"076","5am",500.81137,905.8353,1806.8903,2275.526,537.6553
"077","5am",465.03746,1133.3776,3140.7726,2538.2923,1694.4644
"078","5am",488.27524,464.2389,4678.7571,2165.243,1087.1909
"079","5am",103.53861,1120.092,5215.3446,2207.0743,1400.6617
