"hour","Duncan","Moran"
"min",0.0686,0.0590409547707315
"max",0.1898,0.41472251787493
"4am",0.1317,0.41472251787493
"5am",0.1323,0.412517198325639
"6am",0.1342,0.412581410295664
"7am",0.1362,0.388466115063935
"8am",0.1354,0.383101794430337
"9am",0.1488,0.357287087271655
"10am",0.1622,0.325586294616367
"11am",0.1654,0.351391175450515
"12am",0.168,0.350437085764505
"1pm",0.1659,0.37648382041206
"2pm",0.1792,0.344827911451553
"3pm",0.1812,0.278934112754554
"4pm",0.1856,0.362127317425546
"5pm",0.1824,0.327675385341002
"6pm",0.161,0.320270742288086
"7pm",0.1597,0.347504305942141
"8pm",0.1575,0.340078534372943
"9pm",0.1558,0.306482143802819
"10pm",0.148,0.3036869536915
"11pm",0.1436,0.337808160207115
"12pm",0.1425,0.348273152413579
"1am",0.1371,0.384312595943486
"2am",0.1391,0.389047557827869
"3am",0.1362,0.391869982128074
