"district","hour","act1","act2","act3","act4","act5"
"070","8am",6071.257,2346.3869,151.02401,196.77695,502.05459
"071","8am",5488.567,2820.6086,235.44303,0,489.96545
"072","8am",4118.445,1616.6158,0,116.29638,458.25183
"073","8am",9023.221,1981.9199,343.00692,172.51517,326.96698
"074","8am",6692.079,2079.6862,510.69139,0,397.6231
"075","8am",8004.334,3651.7186,1015.67531,514.21602,457.68458
"076","8am",4427.843,749.6568,0,0,61.20139
"077","8am",5576.358,446.9103,0,175.11017,147.31406
"078","8am",5546.863,3004.3946,469.50349,214.6802,713.99947
"079","8am",6891.134,2260.9462,826.4454,181.81614,130.86178
"080","8am",4497.91,575.7187,0,63.69139,298.8323
"001","9am",3611.864,3065.253,3011.03055,167.81301,901.12695
"002","9am",2229.734,2784.0389,160.88982,139.07357,716.00838
"003","9am",5600.692,4125.9096,1262.78606,892.2281,1733.55363
"004","9am",3099.246,1035.6163,48.17498,45.78888,127.16613
"005","9am",2274.639,1070.7313,1240.70698,324.07316,331.43935
"006","9am",5049.005,2195.2186,2350.01163,164.5605,858.11927
"007","9am",3386.259,1032.9904,101.94421,15.09608,608.63746
"008","9am",2082.728,190.0613,0,0,98.05386
"009","9am",4511.476,5945.3537,3435.06389,636.02859,587.64752
"010","9am",2934.073,1538.2736,217.22303,138.8916,520.58576
"011","9am",4261.771,3652.749,102.09628,726.37067,276.14621
"012","9am",4944.881,809.8736,34.44232,113.83558,164.39481
"013","9am",3235.007,4071.4309,0,171.50802,291.10195
"014","9am",5319.184,1936.5691,41.28761,174.42871,574.73233
"015","9am",2049.405,269.3037,315.18173,0,123.76621
"016","9am",2116.697,1197.0152,183.02473,37.50611,101.67699
"017","9am",3200.271,2936.0813,2256.8128,540.84883,821.03818
"018","9am",6670.032,2520.7867,47.74699,38.4195,546.8512
"019","9am",3424.742,4066.6853,1621.10034,636.10424,706.96672
"020","9am",3495.04,874.4479,0,105.87512,217.66017
"021","9am",2623.882,320.5375,0,41.7162,104.87339
"022","9am",5762.278,6140.8584,2775.34094,52.69198,1175.02839
"023","9am",2664.069,5428.9489,1793.61956,0,541.48942
"024","9am",3767.655,1424.9403,47.13029,356.87952,480.98085
"025","9am",3176.139,4401.3734,12228.85456,0,507.64814
"026","9am",3441.327,1816.8328,206.69678,0,283.65373
"027","9am",2244.743,9142.3651,557.42325,89.67522,618.41806
"028","9am",3994.38,6134.2736,2238.00658,714.76946,710.7134
"029","9am",3811.255,2921.7519,281.84989,329.19934,547.51224
"030","9am",2189.855,1097.5296,1075.24981,0,311.35059
"031","9am",3385.541,1898.5368,0,90.77017,210.98763
"032","9am",2959.027,4974.1138,260.22162,1711.96891,566.78564
"033","9am",4398.078,3084.4254,1429.84177,1226.96383,685.2736
"034","9am",1492.46,1543.002,30.93318,31.7357,111.18104
"035","9am",3052.889,3869.8256,251.73774,1123.97384,320.23105
"036","9am",2502.454,1438.3816,52.12785,306.93225,285.25865
"037","9am",4348.826,2188.4959,104.8831,273.95717,378.58791
"038","9am",2706.787,616.3718,0,726.42168,149.46763
"039","9am",2012.27,1063.3956,48.81917,55.54821,81.52388
"040","9am",6462.984,3076.2519,1050.30425,653.14943,747.77157
"041","9am",2774.322,1861.1008,221.22637,84.88338,170.48606
"042","9am",1367.406,546.5979,165.51556,94.47562,252.31435
"043","9am",3010.397,2685.9409,307.7912,793.32174,139.5264
"044","9am",2265.392,1323.6735,79.49744,146.79471,601.30541
"045","9am",2974.361,648.4248,0,23.53327,113.65461
"046","9am",2841.369,477.3041,0,107.63727,234.94762
"047","9am",3585.365,2314.3711,0,65.26915,469.82004
"048","9am",2696.572,698.9106,0,253.2941,246.49819
"049","9am",2544.008,543.7536,0,126.22228,97.04629
"050","9am",1217.223,477.4862,0,0,130.9692
"051","9am",1417.34,490.3525,0,71.69996,80.64737
"052","9am",2401.541,1144.2273,0,62.50695,274.01439
"053","9am",3220.458,695.1745,0,0,33.56531
"054","9am",2632.689,2103.5398,289.98096,39.30874,343.29747
"055","9am",2084.53,800.064,32.33603,0,347.51578
"056","9am",4562.873,1335.2574,70.18521,106.88687,459.37485
"057","9am",1741.701,817.8197,81.11222,0,103.11947
"058","9am",3200.48,691.3034,44.51998,44.75592,84.30189
"059","9am",6395.351,2349.2675,0,698.38167,1214.70345
"060","9am",3415.603,1975.6128,1468.90502,411.02792,128.25165
"061","9am",4499.949,1279.5112,38.04563,166.08501,445.9085
"062","9am",3106.129,1633.0954,0,268.62876,321.54504
"063","9am",1509.535,469.3691,0,0,30.65608
"064","9am",3562.449,706.8119,0,0,315.46731
"065","9am",3864.257,1625.2896,247.21735,185.34835,343.14087
"066","9am",3585.48,1060.4922,0,0,416.79712
"067","9am",4820.691,1857.6748,42.17246,84.93218,335.46558
"068","9am",4527.08,1490.7081,35.1004,230.56715,434.11972
"069","9am",2376.251,700.8535,27.89159,40.9024,53.056
"070","9am",5473.253,2891.561,151.02401,659.94462,865.71854
"071","9am",5205.676,2705.3896,235.44303,126.40197,453.80937
"072","9am",3742.453,1384.1248,0,75.49278,1501.81767
"073","9am",7910.568,2273.7015,343.00692,1104.56064,946.68914
"074","9am",6009.244,2182.8007,510.69139,0,552.182
"075","9am",7225.821,4609.2037,1015.67531,878.93659,742.19505
"076","9am",3937.451,749.6568,0,115.1607,449.30308
"077","9am",5071.081,605.073,0,101.91019,267.98539
"078","9am",5005.119,3287.9711,590.0004,881.88843,863.66574
"079","9am",6659.542,2595.825,897.22333,62.69321,368.70887
"080","9am",4566.446,773.9936,0,200.5327,409.57538
"001","10am",3358.911,3066.2908,3146.30293,189.01667,1270.42444
"002","10am",1883.6,3174.3536,189.0803,732.13146,1139.87614
"003","10am",5025.302,4389.3412,1310.36731,1029.86542,1944.71794
"004","10am",2709.054,970.2473,48.17498,27.77684,29.9887
"005","10am",1900.98,1276.468,1328.29067,361.86587,407.58086
"006","10am",4635.64,2435.1799,2442.26822,161.06482,1088.02575
"007","10am",2861.541,1062.6843,155.13509,146.25111,598.9968
"008","10am",1706.958,190.0613,0,0,142.61535
"009","10am",3423.933,6252.6953,3515.66807,1458.41336,1087.59759
"010","10am",2641.392,1457.1288,217.22303,150.34341,405.10989
"011","10am",3720.391,3425.1784,102.09628,981.47834,419.92845
"012","10am",4630.669,1075.7002,34.44232,324.93701,331.05272
"013","10am",2805.56,4192.5288,0,177.5968,283.01283
"014","10am",4916.606,1999.8179,41.28761,161.35464,656.61041
"015","10am",2097.495,296.4553,315.18173,0,191.77431
"016","10am",2247.54,1136.1583,212.30134,62.29915,124.51891
"017","10am",2913.827,3041.6855,2157.60069,892.21261,1012.80366
"018","10am",5372.872,2264.8757,47.74699,68.5564,718.5392
"019","10am",3078.241,4310.8906,1650.29014,940.64702,624.17401
"020","10am",3509.319,844.4077,0,114.10488,532.67902
"021","10am",2632.763,383.5911,0,80.90825,44.56149
"022","10am",5097.091,6221.0824,2876.52358,0,1551.62599
"023","10am",2441.799,5603.0353,1977.03261,26.01133,577.6132
"024","10am",3405.523,1223.7336,47.13029,285.86279,300.37809
"025","10am",2776.134,4433.5747,14333.13184,0,407.14224
"026","10am",2476.17,1967.0035,206.69678,109.98785,357.30537
"027","10am",2273.173,9427.3057,594.93973,60.37053,435.61349
"028","10am",3246.131,6051.0777,2284.38487,1642.92104,730.49389
"029","10am",3224.624,3095.6752,281.84989,120.15996,607.51119
"030","10am",1983.832,1024.4792,1083.07851,0,529.02588
"031","10am",3282.946,1893.9277,0,77.93347,265.77886
"032","10am",2793.717,5095.3863,260.22162,1993.69874,705.22765
"033","10am",4375.147,3388.4905,1469.72783,1369.60933,680.42516
"034","10am",1267.455,1648.8407,30.93318,133.51088,182.13093
"035","10am",3055.161,3736.3168,251.73774,881.05569,647.25165
"036","10am",2028.282,1335.6545,0,833.7041,287.91328
"037","10am",4116.227,2268.9311,104.8831,89.14333,442.93926
"038","10am",2445.453,446.9805,52.12785,790.837,187.23679
"039","10am",1852.719,1155.6441,48.81917,66.526,81.52388
"040","10am",5942.266,3339.3557,1050.30425,1105.62305,912.6728
"041","10am",2639.698,1895.6691,221.22637,84.88338,324.92439
"042","10am",1260.886,600.0025,165.51556,471.61823,332.26257
"043","10am",2897.125,2633.0753,307.7912,1261.29577,461.65987
