"district","hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"026","8am",3.560457,15.345138,27.37999,31.08323,22.63119
"027","8am",9.20487,14.680847,29.50519,27.87005,18.739044
"028","8am",4.242065,8.543588,51.64092,22.4959,13.077518
"029","8am",6.042106,22.625799,29.82961,31.37376,10.128729
"030","8am",7.096112,12.007494,38.47301,27.98023,14.443156
"031","8am",8.818934,18.799974,35.34402,22.80551,14.231564
"032","8am",8.527563,17.838827,33.1785,26.69237,13.762739
"033","8am",8.90491,21.444572,42.33836,17.8435,9.468654
"034","8am",5.649326,14.455778,45.30914,20.47444,14.111315
"035","8am",10.766752,16.925531,35.11826,27.15687,10.032588
"036","8am",14.547836,19.248948,31.0803,23.1621,11.960817
"037","8am",5.43478,25.941221,30.77889,22.09542,15.749686
"038","8am",12.745551,7.679555,34.18382,33.42645,11.964631
"039","8am",9.702302,9.587048,40.74534,22.6619,17.303411
"040","8am",10.514575,18.231553,26.34218,30.77656,14.135131
"041","8am",13.448633,16.764331,26.88367,28.00604,14.897323
"042","8am",7.063805,11.843696,50.42197,20.47516,10.195375
"043","8am",3.961548,7.157666,37.58215,35.56661,15.732029
"044","8am",5.809415,14.328549,34.77068,30.10747,14.983883
"045","8am",7.92207,22.269932,44.19861,17.16,8.449384
"046","8am",6.086745,18.547464,38.00199,21.60215,15.761649
"047","8am",4.476913,15.741233,37.80687,34.81035,7.164629
"048","8am",15.703313,23.557405,32.10464,22.42429,6.210357
"049","8am",8.511973,19.529039,39.25845,26.50253,6.198006
"050","8am",5.814135,24.015866,36.35249,27.10488,6.712635
"051","8am",8.670101,15.594174,38.68969,19.0441,18.001926
"052","8am",9.756535,16.666811,32.67717,29.53699,11.362492
"053","8am",18.174416,18.743357,39.39395,16.39559,7.292691
"054","8am",10.856427,25.731242,39.09427,19.51992,4.798139
"055","8am",7.062715,14.259716,53.41863,11.4756,13.783342
"056","8am",4.849916,15.345321,39.36432,30.44348,9.996963
"057","8am",12.886927,8.090126,29.35031,33.59983,16.072805
"058","8am",14.674801,30.172594,27.79114,17.52986,9.831598
"059","8am",12.987117,26.178066,38.03371,19.32056,3.480547
"060","8am",11.054632,20.414318,41.89965,16.22937,10.402028
"061","8am",8.698652,27.653749,40.91422,18.58442,4.148967
"062","8am",9.653002,16.871314,34.50602,28.17077,10.798898
"063","8am",2.599261,16.375596,43.31161,28.08336,9.630167
"064","8am",11.242662,14.927996,33.02975,36.06249,4.737097
"065","8am",5.860673,28.495833,32.79075,26.05328,6.799468
"066","8am",9.390405,23.016819,29.73366,28.21896,9.640162
"067","8am",6.073729,41.085641,22.57418,26.12883,4.137623
"068","8am",12.884008,24.848731,40.43308,20.56326,1.270924
"069","8am",8.934502,23.751856,37.36087,23.31011,6.642664
"070","8am",9.340767,29.759087,29.56928,25.53349,5.797369
"071","8am",16.91111,27.404827,36.55029,17.34323,1.790539
"072","8am",17.386239,23.465829,31.63302,18.31498,9.199924
"073","8am",16.162274,21.071338,31.75204,24.44558,6.568768
"074","8am",19.951987,18.904699,30.32802,18.5601,12.255194
"075","8am",20.555898,33.476723,25.14034,15.25077,5.576269
"076","8am",19.964273,25.586472,27.1763,22.99598,4.27697
"077","8am",7.26412,17.54213,33.04296,27.22345,14.927348
"078","8am",5.935084,8.865671,54.15037,19.66336,11.385506
"079","8am",1.006609,15.687421,53.36753,19.21626,10.722174
"080","8am",1.72811,11.543079,48.06098,20.93419,17.733639
"001","9am",11.44722,11.081526,22.01076,28.42538,27.0351147
"002","9am",8.354502,15.387106,25.23971,32.45659,18.5620903
"003","9am",8.249778,14.206833,36.41782,26.77527,14.3502965
"004","9am",20.258007,11.249717,29.29977,28.90548,10.2870241
"005","9am",4.712331,12.538436,20.49464,35.20143,27.053171
"006","9am",9.833013,14.131816,23.59865,34.27138,18.1651328
"007","9am",10.590678,8.917305,32.07567,30.2991,18.1172499
"008","9am",15.717537,9.556006,34.07057,34.44827,6.2076195
"009","9am",3.352105,12.262135,33.86537,32.64656,17.8738337
"010","9am",5.453457,31.439808,33.32546,13.52402,16.2572506
"011","9am",10.17522,20.178759,36.40007,24.27342,8.9725347
"012","9am",14.443974,16.606494,31.58601,28.34644,9.0170898
"013","9am",7.033199,21.875779,40.79069,23.0993,7.2010256
"014","9am",8.07906,24.428427,39.32668,22.54849,5.6173365
"015","9am",12.56955,13.088104,39.6673,22.31477,12.3602833
"016","9am",6.407599,21.623965,31.94687,25.69792,14.3236518
"017","9am",13.454758,14.641745,22.68417,32.6685,16.5508236
"018","9am",18.372042,33.490165,22.08222,18.02584,8.0297359
"019","9am",16.200707,18.269891,26.04006,28.84772,10.6416258
"020","9am",31.702373,26.041718,27.47111,10.9961,3.7886954
"021","9am",9.983881,16.228704,41.5762,21.20931,11.0019041
"022","9am",8.209211,11.229081,28.96636,29.88762,21.7077237
"023","9am",9.568311,15.626989,30.9346,30.43506,13.4350416
"024","9am",20.350164,28.458635,30.32143,20.21171,0.6580575
"025","9am",12.822148,8.768862,27.94093,31.56298,18.9050797
"026","9am",3.427346,15.680702,25.08582,30.27616,25.5299805
"027","9am",8.111102,10.738281,28.78667,31.04868,21.3152711
"028","9am",5.709988,9.634468,47.40452,25.37603,11.8749853
"029","9am",5.692465,20.636424,30.46371,33.03598,10.1714161
"030","9am",7.627061,10.917182,40.15657,30.19177,11.1074088
"031","9am",10.391202,19.291346,36.47545,20.81376,13.0282472
"032","9am",5.419991,20.523911,35.16996,26.41499,12.471149
"033","9am",8.501322,15.821678,42.24223,21.93474,11.5000307
"034","9am",6.412619,14.696558,47.69628,19.06085,12.1336916
"035","9am",14.055122,16.171368,33.83502,26.08088,9.8576178
