"district","hour","mode1","mode2","mode3"
"001","6am",0,0,0
"002","6am",0,0,0
"003","6am",0,0,0
"004","6am",0,0,0
"005","6am",0,0,0
"006","6am",0,0,0
"007","6am",0,0,0
"008","6am",0,0,0
"009","6am",0,0,0
"010","6am",0,0,0
"011","6am",0,0,0
"012","6am",0,0,0
"013","6am",0,975.5766,0
"014","6am",0,0,0
"015","6am",0,0,0
"016","6am",0,0,0
"017","6am",0,0,0
"018","6am",0,0,0
"019","6am",0,0,0
"020","6am",0,0,0
"021","6am",0,0,0
"022","6am",0,1284.1909,0
"023","6am",0,0,0
"024","6am",0,0,0
"025","6am",0,0,0
"026","6am",0,0,0
"027","6am",0,0,0
"028","6am",0,0,0
"029","6am",0,0,0
"030","6am",0,0,0
"031","6am",0,0,0
"032","6am",0,0,0
"033","6am",0,0,0
"034","6am",0,0,0
"035","6am",0,836.8643,0
"036","6am",0,0,0
"037","6am",0,0,0
"038","6am",0,0,0
"039","6am",0,0,0
"040","6am",0,0,0
"041","6am",0,0,0
"042","6am",0,0,0
"043","6am",0,0,0
"044","6am",0,0,0
"045","6am",0,0,0
"046","6am",0,0,0
"047","6am",0,0,0
"048","6am",0,0,0
"049","6am",0,0,0
"050","6am",0,0,0
"051","6am",0,0,0
"052","6am",0,0,0
"053","6am",0,0,0
"054","6am",0,0,0
"055","6am",0,0,0
"056","6am",0,0,0
"057","6am",0,0,0
"058","6am",0,0,0
"059","6am",0,0,0
"060","6am",0,0,0
"061","6am",0,0,0
"062","6am",0,0,0
"063","6am",0,0,0
"064","6am",0,0,0
"065","6am",0,0,0
"066","6am",0,0,0
"067","6am",0,0,0
"068","6am",0,0,0
"069","6am",0,0,0
"070","6am",0,952.4127,0
"071","6am",0,0,0
"072","6am",0,0,0
"073","6am",0,0,0
"074","6am",0,0,0
"075","6am",0,0,0
"076","6am",0,0,0
"077","6am",0,0,0
"078","6am",0,0,0
"079","6am",0,0,0
"080","6am",0,0,0
"001","7am",0,0,0
"002","7am",0,0,0
"003","7am",1024.8925,1101.3563,0
"004","7am",0,0,0
"005","7am",0,686.8544,0
"006","7am",877.199,997.8133,0
"007","7am",0,0,0
"008","7am",0,0,0
"009","7am",2244.8624,2163.7875,0
"010","7am",0,0,0
"011","7am",0,1559.2781,0
"012","7am",0,0,0
"013","7am",0,1735.3843,0
"014","7am",0,691.4702,0
"015","7am",0,0,0
"016","7am",0,0,0
"017","7am",859.4445,1454.3045,0
"018","7am",0,665.9995,0
"019","7am",624.6056,1597.2728,0
"020","7am",0,0,0
"021","7am",0,0,0
"022","7am",0,2888.9757,0
"023","7am",0,1667.4386,0
"024","7am",0,0,0
"025","7am",2417.4018,2404.0695,1424.643
"026","7am",0,672.5129,0
"027","7am",0,2240.4803,0
"028","7am",0,1711.2291,0
"029","7am",0,1168.8006,0
"030","7am",0,664.9476,0
"031","7am",0,0,0
"032","7am",0,2410.3158,0
"033","7am",0,819.9242,0
"034","7am",0,584.6748,0
"035","7am",0,2368.9801,0
"036","7am",0,0,0
"037","7am",0,1152.6961,0
"038","7am",0,0,0
"039","7am",0,0,0
"040","7am",0,1262.5638,0
"041","7am",0,0,0
"042","7am",0,0,0
"043","7am",0,1029.4566,0
"044","7am",0,0,0
"045","7am",0,0,0
"046","7am",0,0,0
"047","7am",0,889.7644,0
"048","7am",0,0,0
"049","7am",0,0,0
"050","7am",0,0,0
"051","7am",0,0,0
"052","7am",0,0,0
"053","7am",0,0,0
"054","7am",0,913.2077,0
"055","7am",0,0,0
"056","7am",0,0,0
"057","7am",0,0,0
"058","7am",0,0,0
"059","7am",0,820.1577,0
"060","7am",866.7199,1015.7997,0
"061","7am",0,0,0
"062","7am",0,0,0
"063","7am",0,0,0
"064","7am",0,0,0
"065","7am",0,0,0
"066","7am",0,0,0
"067","7am",0,0,0
"068","7am",0,0,0
"069","7am",0,0,0
"070","7am",0,1428.1127,0
"071","7am",0,0,0
"072","7am",0,0,0
"073","7am",0,1061.7282,0
"074","7am",0,1216.7231,0
"075","7am",0,1363.117,0
"076","7am",0,0,0
"077","7am",0,0,0
"078","7am",0,684.2695,0
"079","7am",0,0,0
"080","7am",0,0,0
"001","8am",1321.6946,1204.8178,1375.9438
"002","8am",817.7302,0,0
"003","8am",2704.7268,1732.6783,1300.8139
"004","8am",0,939.8087,0
"005","8am",500.8606,966.8932,0
"006","8am",1441.8026,1813.8412,548.1621
"007","8am",0,0,0
"008","8am",0,0,0
"009","8am",3339.6965,4470.6073,987.0823
"010","8am",0,832.9449,0
"011","8am",0,3178.3028,0
"012","8am",0,0,0
"013","8am",0,3060.8467,0
"014","8am",0,1627.7044,0
"015","8am",0,0,0
"016","8am",0,718.1415,0
"017","8am",1588.9951,2369.7794,481.9617
"018","8am",0,2110.4902,0
"019","8am",1211.7218,4171.3162,837.711
"020","8am",0,824.9254,0
"021","8am",0,0,0
"022","8am",1259.1235,5214.9771,855.0208
"023","8am",982.8439,4479.1052,0
"024","8am",0,1349.5778,0
"025","8am",3943.5993,4852.0438,2717.1741
"026","8am",0,917.619,0
"027","8am",0,6926.0878,0
"028","8am",1482.4989,3818.397,714.0056
"029","8am",0,2482.9203,0
"030","8am",0,1467.7658,0
"031","8am",0,796.7874,0
"032","8am",0,4456.1048,0
"033","8am",992.6903,2101.6968,0
"034","8am",0,1507.8852,0
"035","8am",0,3433.786,0
"036","8am",0,1029.8784,0
"037","8am",0,1587.448,0
"038","8am",0,725.7917,0
"039","8am",0,784.9668,0
"040","8am",620.4076,3020.9214,0
"041","8am",0,1350.3167,0
"042","8am",0,0,0
"043","8am",0,2408.7815,0
"044","8am",0,693.4534,0
"045","8am",0,0,0
"046","8am",0,0,0
"047","8am",0,1702.2159,0
"048","8am",0,0,0
"049","8am",0,0,0
"050","8am",0,0,0
"051","8am",0,0,0
"052","8am",0,764.4,0
"053","8am",0,0,0
"054","8am",0,1297.1526,0
"055","8am",0,0,0
"056","8am",0,0,0
"057","8am",0,0,0
"058","8am",0,0,0
"059","8am",0,1513.0018,0
"060","8am",866.7199,1611.6476,0
"061","8am",0,0,0
"062","8am",0,0,0
"063","8am",0,0,0
"064","8am",0,0,0
"065","8am",0,1119.7672,0
"066","8am",0,0,0
"067","8am",0,986.2341,0
"068","8am",0,0,0
"069","8am",0,0,0
"070","8am",0,2228.9647,0
"071","8am",0,1149.7873,0
"072","8am",0,1661.1503,0
"073","8am",0,1891.4913,0
"074","8am",0,2047.8789,0
"075","8am",0,2784.6181,0
"076","8am",0,0,0
"077","8am",0,0,0
"078","8am",0,2179.9776,0
"079","8am",0,0,0
"080","8am",0,0,0
"001","9am",2410.2345,1859.5878,2346.5234
"002","9am",1293.7372,1113.3825,1274.8608
"003","9am",3569.6347,2256.8338,1832.2184
"004","9am",0,853.9175,0
"005","9am",507.776,1264.3471,796.0539
"006","9am",1500.0146,2259.4663,1010.7546
"007","9am",662.5486,0,0
"008","9am",0,0,0
"009","9am",4022.1474,4763.6603,1486.7233
"010","9am",951.6386,1024.489,0
"011","9am",0,3607.3715,0
"012","9am",0,0,0
"013","9am",0,3548.1156,0
"014","9am",0,1960.7928,0
"015","9am",0,0,0
"016","9am",0,849.4277,0
"017","9am",1667.4795,3362.7022,793.1488
"018","9am",0,2498.1798,0
"019","9am",1416.5504,4863.886,719.664
"020","9am",0,837.3259,0
"021","9am",0,0,0
"022","9am",1685.4388,6641.095,748.8804
"023","9am",1336.132,5575.5389,0
"024","9am",0,1504.8485,0
"025","9am",5275.7324,6185.0732,3792.0538
"026","9am",0,1296.2079,0
"027","9am",805.4706,8420.1841,770.8407
"028","9am",1971.6379,6206.6253,817.063
"029","9am",0,3061.0222,0
"030","9am",0,1562.2033,0
"031","9am",0,1005.1983,0
"032","9am",0,6616.1234,0
"033","9am",1072.4631,3415.6867,0
"034","9am",0,1684.3051,0
"035","9am",0,4118.8753,0
"036","9am",0,1718.0974,0
"037","9am",0,1902.5004,0
"038","9am",0,1270.71,0
"039","9am",0,929.4936,0
"040","9am",713.0624,3620.647,0
"041","9am",0,1746.7113,0
"042","9am",0,755.785,0
"043","9am",0,3003.2588,0
"044","9am",0,928.6699,0
"045","9am",0,0,0
"046","9am",0,0,0
"047","9am",0,2469.9935,0
"048","9am",0,0,0
"049","9am",0,0,0
"050","9am",0,0,0
"051","9am",0,0,0
"052","9am",0,899.0402,0
"053","9am",0,0,0
"054","9am",0,1603.4889,0
"055","9am",0,0,0
"056","9am",0,897.2524,0
"057","9am",0,616.3116,0
"058","9am",0,0,0
"059","9am",0,2584.6519,0
"060","9am",866.7199,2128.037,0
"061","9am",0,867.6395,0
"062","9am",0,690.7044,0
"063","9am",0,0,0
"064","9am",0,0,0
"065","9am",0,1364.7503,0
"066","9am",0,858.5872,0
"067","9am",0,1055.4338,0
"068","9am",0,0,0
"069","9am",0,0,0
"070","9am",0,2879.5148,0
"071","9am",0,1276.1893,0
"072","9am",0,1942.5635,0
"073","9am",0,2537.7021,0
"074","9am",0,2098.9142,0
"075","9am",895.1534,4005.4084,0
"076","9am",0,0,0
"077","9am",0,0,0
"078","9am",0,2871.1961,0
"079","9am",0,801.4214,0
"080","9am",0,0,0
"001","10am",2664.7837,1851.2721,2525.7513
"002","10am",1912.684,1469.2301,1691.659
"003","10am",3456.6885,2509.8287,2003.6335
"004","10am",0,701.2345,0
"005","10am",595.3597,1449.8794,0
"006","10am",1525.6804,2603.6653,1298.5826
"007","10am",673.0435,503.6137,0
"008","10am",0,0,0
"009","10am",4321.8697,5073.4832,2094.8948
"010","10am",0,996.5161,0
"011","10am",0,3829.8619,0
"012","10am",0,662.5777,0
"013","10am",0,3642.3637,0
"014","10am",0,1963.9497,0
"015","10am",0,506.6456,0
"016","10am",0,780.4407,0
"017","10am",1661.4805,3603.6707,1098.2357
"018","10am",0,2315.4082,0
"019","10am",1508.933,4524.6779,1109.9768
"020","10am",0,806.4157,0
"021","10am",0,0,0
"022","10am",1715.7274,7122.4336,806.3436
"023","10am",1642.6401,5724.3867,0
"024","10am",0,1101.7698,0
"025","10am",6571.1919,6422.6455,4224.334
"026","10am",0,1475.0636,0
"027","10am",805.4706,8679.3235,754.807
"028","10am",2535.116,6344.3863,895.7133
"029","10am",0,2911.0805,0
"030","10am",0,1836.2848,0
"031","10am",0,1024.5627,0
"032","10am",0,6851.936,0
"033","10am",1113.5456,4075.1554,0
"034","10am",0,1921.6688,0
"035","10am",0,4087.3994,0
"036","10am",0,1682.0137,0
"037","10am",0,1973.3688,0
"038","10am",0,1097.6681,0
"039","10am",0,941.2606,0
"040","10am",713.0624,4049.3932,0
"041","10am",0,1814.6168,0
"042","10am",0,1133.2493,0
"043","10am",0,3375.8341,0
"044","10am",0,1012.9674,0
"045","10am",0,529.6763,0
"046","10am",0,586.8624,0
"047","10am",0,2488.8954,0
"048","10am",0,0,0
"049","10am",0,0,0
"050","10am",0,0,0
"051","10am",0,0,0
"052","10am",0,865.9908,0
"053","10am",0,0,0
"054","10am",0,1424.7633,0
"055","10am",0,0,0
"056","10am",0,811.9276,0
"057","10am",0,665.6494,0
"058","10am",0,0,0
"059","10am",0,2132.8464,0
"060","10am",866.7199,2337.6582,0
"061","10am",0,1058.6111,0
"062","10am",0,699.0132,0
"063","10am",0,0,0
"064","10am",0,0,0
"065","10am",0,1253.8394,0
"066","10am",0,799.7611,0
"067","10am",0,1086.3389,0
"068","10am",0,733.11,0
"069","10am",0,0,0
"070","10am",0,3327.3661,0
"071","10am",0,1055.3533,0
"072","10am",0,2090.7364,0
"073","10am",0,2961.1488,0
"074","10am",0,2101.0988,0
"075","10am",0,4241.5162,0
"076","10am",0,0,0
"077","10am",0,0,0
"078","10am",0,3468.7605,0
"079","10am",0,771.9194,0
"080","10am",0,0,0
"001","11am",2404.5858,1540.2799,3339.5936
"002","11am",2044.6275,1445.9703,2207.4516
"003","11am",2522.3752,2288.0768,1610.7776
"004","11am",0,627.5293,0
"005","11am",692.6579,1636.294,0
"006","11am",1549.6986,3008.3304,1037.813
"007","11am",652.8053,714.8107,0
"008","11am",0,0,0
"009","11am",4110.4107,4955.3388,1995.0926
"010","11am",0,1076.1229,0
"011","11am",0,3014.5309,0
"012","11am",0,725.2631,0
"013","11am",0,3115.403,0
"014","11am",0,1944.6855,0
"015","11am",0,0,0
"016","11am",0,769.4699,0
"017","11am",1589.0778,3110.2476,1102.0765
"018","11am",0,2253.7748,0
"019","11am",1448.0958,4497.5469,771.6075
"020","11am",0,825.3652,0
"021","11am",0,0,0
"022","11am",1783.5936,6615.0942,1286.6691
"023","11am",1679.3635,5510.1781,0
"024","11am",0,1056.4531,0
"025","11am",5566.4203,6109.46,3891.8268
"026","11am",0,1334.0636,0
"027","11am",753.8159,8297.5767,636.2051
"028","11am",2398.3565,5539.8492,700.3853
"029","11am",0,2869.8004,0
"030","11am",0,1447.9608,0
"031","11am",0,1128.0327,0
"032","11am",0,5444.9758,0
"033","11am",1171.2679,3778.4227,0
"034","11am",0,1699.403,0
"035","11am",0,4336.1666,0
"036","11am",0,1572.2323,0
"037","11am",0,1917.8975,0
"038","11am",0,882.0112,0
"039","11am",0,859.7368,0
"040","11am",713.0624,3772.2841,0
"041","11am",0,2076.7692,0
"042","11am",0,900.052,0
"043","11am",0,2696.4536,0
"044","11am",0,1213.1902,0
"045","11am",0,0,0
"046","11am",0,0,0
"047","11am",0,2531.8734,0
"048","11am",0,0,0
"049","11am",0,0,0
"050","11am",0,0,0
"051","11am",0,0,0
"052","11am",0,896.603,0
"053","11am",0,0,0
"054","11am",0,1462.5747,0
"055","11am",0,0,0
"056","11am",0,803.8929,0
"057","11am",0,802.0057,0
"058","11am",0,0,0
"059","11am",0,1529.5885,0
"060","11am",0,1984.4313,0
"061","11am",0,0,0
"062","11am",0,678.8916,0
"063","11am",0,0,0
"064","11am",0,0,0
"065","11am",0,946.8225,0
"066","11am",0,737.2541,0
"067","11am",0,936.9577,0
"068","11am",0,728.4345,0
"069","11am",0,0,0
"070","11am",0,2926.1496,0
"071","11am",0,1285.6287,0
"072","11am",0,1951.3387,0
"073","11am",0,2280.0013,0
"074","11am",0,2081.1136,0
"075","11am",0,3588.7082,0
"076","11am",0,0,0
"077","11am",0,0,0
"078","11am",0,2749.9141,0
"079","11am",0,627.2535,0
"080","11am",0,0,0
"001","12am",1478.0264,1184.4539,3631.2425
"002","12am",2414.9486,1348.7363,3149.2276
"003","12am",1499.055,1754.3633,2428.9238
"004","12am",0,844.9478,0
"005","12am",0,919.7268,0
"006","12am",1279.0023,2014.4335,1368.9613
"007","12am",0,0,676.0488
"008","12am",0,0,0
"009","12am",3378.7515,3882.7116,3237.0045
"010","12am",0,944.506,0
"011","12am",0,2035.8299,0
"012","12am",0,621.8066,0
"013","12am",0,2669.0572,0
"014","12am",0,1425.6647,0
"015","12am",0,0,0
"016","12am",0,656.0956,0
"017","12am",1313.2459,2448.4018,815.1127
"018","12am",0,1834.0171,0
"019","12am",1141.05,3351.7681,0
"020","12am",0,604.5262,0
"021","12am",0,0,0
"022","12am",1656.632,5764.8,1257.5693
"023","12am",1243.3239,4818.7054,0
"024","12am",0,927.2879,0
"025","12am",4682.4468,4577.9507,4246.9421
"026","12am",0,831.8714,0
"027","12am",0,6266.4651,1447.0644
"028","12am",2073.5395,3903.2556,1928.7544
"029","12am",0,2146.6077,0
"030","12am",0,1232.0779,0
"031","12am",0,727.5248,0
"032","12am",0,3543.8614,0
"033","12am",771.4201,3769.0006,0
"034","12am",0,1463.5328,0
"035","12am",0,2601.1027,0
"036","12am",0,1454.8249,0
"037","12am",0,1163.3178,0
"038","12am",0,789.9999,0
"039","12am",0,0,0
"040","12am",0,3116.1609,0
"041","12am",0,1395.9467,0
"042","12am",0,0,0
"043","12am",0,2554.03,0
"044","12am",0,1016.76,0
"045","12am",0,0,0
"046","12am",0,0,0
"047","12am",0,1678.8339,0
"048","12am",0,0,0
"049","12am",0,0,0
"050","12am",0,0,0
"051","12am",0,0,0
"052","12am",0,0,0
"053","12am",0,0,0
"054","12am",0,1410.1284,0
"055","12am",0,0,0
"056","12am",0,0,0
"057","12am",0,574.7325,0
"058","12am",0,0,0
"059","12am",0,1038.8782,0
"060","12am",0,1413.9184,0
"061","12am",0,0,0
"062","12am",0,0,0
"063","12am",0,0,0
"064","12am",0,0,0
"065","12am",0,900.7317,0
"066","12am",0,0,0
"067","12am",0,934.1918,0
"068","12am",0,0,0
"069","12am",0,0,0
"070","12am",0,1854.448,0
"071","12am",0,1094.4957,0
"072","12am",0,1611.596,0
"073","12am",0,1303.7781,0
"074","12am",0,2201.4602,0
"075","12am",0,1931.9921,0
"076","12am",0,0,0
"077","12am",0,0,0
"078","12am",0,2048.7998,0
"079","12am",0,728.1055,0
"080","12am",0,0,0
"001","1pm",937.9395,1170.2295,3934.79
"002","1pm",2007.9144,1262.8353,3258.979
"003","1pm",2091.7758,1928.4393,2590.5579
"004","1pm",0,901.732,0
"005","1pm",736.6738,954.3092,725.4139
"006","1pm",973.9692,1765.2399,1671.8127
"007","1pm",0,584.1634,0
"008","1pm",0,0,0
"009","1pm",3361.0391,3769.8978,3854.655
"010","1pm",0,900.5745,0
"011","1pm",0,2601.0051,0
"012","1pm",0,660.5536,0
"013","1pm",0,3090.1575,0
"014","1pm",0,1503.9579,0
"015","1pm",0,0,0
"016","1pm",0,774.2364,0
"017","1pm",1446.1696,2644.1896,683.1688
"018","1pm",0,2145.9733,0
"019","1pm",1114.9745,3860.1797,822.3003
"020","1pm",0,792.1667,0
"021","1pm",0,0,0
"022","1pm",1682.8145,6672.972,916.8195
"023","1pm",1233.8972,5307.4127,0
"024","1pm",0,1095.7164,0
"025","1pm",4894.2272,4598.2007,5024.3355
"026","1pm",0,1059.2508,0
"027","1pm",693.188,7359.2885,1519.3718
"028","1pm",2279.5044,4804.4783,2275.2172
"029","1pm",0,2847.2114,0
"030","1pm",0,1433.3079,0
"031","1pm",0,717.9121,0
"032","1pm",0,4246.8766,0
"033","1pm",1037.0868,3479.5627,0
"034","1pm",0,1665.7115,0
"035","1pm",0,3480.2307,0
"036","1pm",0,1416.4969,0
"037","1pm",0,1734.5002,0
"038","1pm",0,643.0573,0
"039","1pm",0,827.5274,0
"040","1pm",0,2879.3899,0
"041","1pm",0,1281.2464,0
"042","1pm",0,679.7703,0
"043","1pm",0,2982.6843,0
"044","1pm",0,1447.6553,0
"045","1pm",0,0,0
"046","1pm",0,716.8256,0
"047","1pm",0,1903.6845,0
"048","1pm",0,485.4621,0
"049","1pm",0,0,0
"050","1pm",0,0,0
"051","1pm",0,0,0
"052","1pm",0,617.8886,0
"053","1pm",0,0,0
"054","1pm",0,1517.6942,0
"055","1pm",0,0,0
"056","1pm",0,890.6628,0
"057","1pm",0,479.5951,0
"058","1pm",0,0,0
"059","1pm",0,1358.9587,0
"060","1pm",0,1363.8373,0
"061","1pm",0,0,0
"062","1pm",0,676.7222,0
"063","1pm",0,0,0
"064","1pm",0,0,0
"065","1pm",0,854.6401,0
"066","1pm",0,683.8417,0
"067","1pm",0,793.3453,0
"068","1pm",0,0,0
"069","1pm",0,0,0
"070","1pm",0,2198.9432,0
"071","1pm",0,1519.5277,0
"072","1pm",0,1643.0041,0
"073","1pm",0,1591.1473,0
"074","1pm",0,1997.7538,0
"075","1pm",0,3270.8936,0
"076","1pm",0,0,0
"077","1pm",0,0,0
"078","1pm",0,2635.8472,0
"079","1pm",0,795.1471,0
"080","1pm",0,0,0
"001","2pm",876.352,1174.3425,4037.4511
"002","2pm",2206.2656,1313.1586,3232.6037
"003","2pm",1938.9731,1913.9759,2553.1231
"004","2pm",0,887.4755,0
"005","2pm",669.6713,1186.957,939.922
"006","2pm",918.3686,2011.9158,1917.256
"007","2pm",596.385,801.928,515.9847
"008","2pm",0,0,0
"009","2pm",3723.5677,4003.373,4312.9907
"010","2pm",0,785.8568,0
"011","2pm",0,2945.4443,838.4077
"012","2pm",0,762.8899,0
"013","2pm",0,3537.0095,0
"014","2pm",0,2008.4826,0
"015","2pm",0,717.1539,0
"016","2pm",0,715.9621,0
"017","2pm",1384.687,2866.6776,868.8103
"018","2pm",0,2133.5457,0
"019","2pm",1167.6889,4124.5551,886.9965
"020","2pm",0,974.2385,0
"021","2pm",0,0,0
"022","2pm",1849.8146,6008.658,852.9106
"023","2pm",1465.3834,5203.8266,785.0543
"024","2pm",0,1259.0654,0
"025","2pm",5168.2184,4914.4429,5987.0139
"026","2pm",0,1144.7867,0
"027","2pm",674.3968,7273.0881,1567.9853
"028","2pm",2465.619,6338.9389,2304.38
"029","2pm",0,3117.3004,0
"030","2pm",0,2024.7217,0
"031","2pm",0,1000.6773,0
"032","2pm",0,4988.1324,0
"033","2pm",960.3384,3985.5436,0
"034","2pm",0,1770.9327,0
"035","2pm",0,4335.4297,0
"036","2pm",0,1559.795,0
"037","2pm",0,2095.841,0
"038","2pm",0,773.7034,0
"039","2pm",0,907.5841,0
"040","2pm",0,2698.863,0
"041","2pm",0,1727.4106,0
"042","2pm",0,765.2083,0
"043","2pm",0,3833.0038,0
"044","2pm",0,1181.0891,0
"045","2pm",0,0,0
"046","2pm",0,776.3391,0
"047","2pm",0,2174.0953,0
"048","2pm",0,0,0
"049","2pm",0,627.0672,0
"050","2pm",0,0,0
"051","2pm",0,0,0
"052","2pm",0,777.8753,0
"053","2pm",0,0,0
"054","2pm",0,1530.2633,0
"055","2pm",0,0,0
"056","2pm",0,1201.6173,0
"057","2pm",0,612.9589,0
"058","2pm",0,0,0
"059","2pm",0,1552.6912,0
"060","2pm",0,1270.8093,0
"061","2pm",0,732.5801,0
"062","2pm",0,747.4799,0
"063","2pm",0,0,0
"064","2pm",0,391.0621,0
"065","2pm",0,934.9527,0
"066","2pm",0,0,0
"067","2pm",0,847.7728,0
"068","2pm",0,0,0
"069","2pm",0,0,0
"070","2pm",0,2849.2395,0
"071","2pm",0,1197.2044,0
"072","2pm",0,1724.997,0
"073","2pm",0,2734.3005,0
"074","2pm",0,2112.1501,0
"075","2pm",0,3726.1204,0
"076","2pm",0,0,0
"077","2pm",0,0,0
"078","2pm",0,2903.6446,0
"079","2pm",0,821.6354,0
"080","2pm",0,0,0
"001","3pm",734.2606,1124.1928,3927.5916
"002","3pm",2616.1183,1272.3438,4059.3795
"003","3pm",1574.0355,1835.5154,2826.7908
"004","3pm",0,822.9257,0
"005","3pm",642.2785,1115.6195,1188.6776
"006","3pm",874.1179,1843.8818,1843.043
"007","3pm",691.6665,813.9104,0
"008","3pm",0,0,0
"009","3pm",3447.7385,4137.2945,4734.456
"010","3pm",0,860.5164,0
"011","3pm",0,3083.8457,0
"012","3pm",0,958.5367,0
"013","3pm",0,3380.7964,0
"014","3pm",0,1892.3545,0
"015","3pm",0,0,0
"016","3pm",0,0,0
"017","3pm",1110.9282,3050.0369,775.7504
"018","3pm",0,2233.8774,0
"019","3pm",1005.1667,3631.9213,0
"020","3pm",0,1158.9192,0
"021","3pm",0,0,0
"022","3pm",1756.9707,5909.8046,785.9473
"023","3pm",1265.7,5456.0207,814.9094
"024","3pm",0,1059.4503,0
"025","3pm",5018.4478,4913.5675,5685.6688
"026","3pm",0,1308.9348,0
"027","3pm",712.9556,7311.0908,1519.3718
"028","3pm",2823.3263,6652.3403,2379.1804
"029","3pm",0,3102.001,0
"030","3pm",0,1655.7426,0
"031","3pm",0,818.4009,0
"032","3pm",0,5662.9031,0
"033","3pm",961.9228,4367.7577,0
"034","3pm",0,1634.2407,0
"035","3pm",0,4033.8627,0
"036","3pm",0,2196.0315,0
"037","3pm",0,1778.9598,0
"038","3pm",0,1148.6338,0
"039","3pm",0,876.9652,0
"040","3pm",0,2893.2914,0
"041","3pm",0,1852.3582,0
"042","3pm",0,673.491,0
"043","3pm",0,3238.1808,0
"044","3pm",0,1057.9372,0
"045","3pm",0,0,0
"046","3pm",0,838.0034,0
"047","3pm",0,2136.2554,0
"048","3pm",0,676.3492,0
"049","3pm",0,0,0
