"district","hour","resarea1","resarea2","resarea3"
"030","12am",786.30626,3723.41188,293.21591
"031","12am",6176.37136,267.81594,109.08033
"032","12am",5768.06039,1555.29839,1462.92382
"033","12am",1958.23686,8385.79622,1543.85708
"034","12am",584.10673,2018.44742,569.80263
"035","12am",914.33575,5394.79916,1597.53159
"036","12am",760.42572,3910.87781,373.91813
"037","12am",407.144,6587.20528,340.89322
"038","12am",365.28893,3818.19118,362.94374
"039","12am",97.06693,3201.76082,118.45703
"040","12am",1334.46045,9192.53049,1324.00795
"041","12am",749.66884,3987.5414,761.18477
"042","12am",172.60895,2191.36083,192.03288
"043","12am",699.34351,5584.07827,1383.08985
"044","12am",3945.73868,425.52012,379.17033
"045","12am",30.39426,3769.68831,63.51008
"046","12am",161.44972,3888.77072,105.36088
"047","12am",822.41986,4523.93702,756.65968
"048","12am",3929.79972,56.8534,157.01224
"049","12am",3612.81181,86.69121,127.44433
"050","12am",1958.31821,0,134.17718
"051","12am",13.03104,2147.4579,56.24241
"052","12am",3351.54113,179.62232,195.50148
"053","12am",4710.95501,28.19048,40.16138
"054","12am",4422.21051,415.70774,590.91641
"055","12am",3187.06718,146.66742,217.06024
"056","12am",311.0443,6116.80747,197.68946
"057","12am",208.02846,2769.40556,133.68916
"058","12am",406.42452,4714.31495,0
"059","12am",315.50374,8505.95494,310.47453
"060","12am",1140.90126,6228.73068,143.26724
"061","12am",6957.19804,650.07886,63.24531
"062","12am",5841.73322,312.3684,38.051
"063","12am",1994.68495,227.38503,135.36444
"064","12am",4865.15625,24.63724,0
"065","12am",5585.55074,103.76359,260.73127
"066","12am",5428.37354,36.72335,0
"067","12am",7149.59245,727.82293,136.60441
"068","12am",6792.34341,231.03885,114.35278
"069","12am",2996.75037,167.1937,115.45401
"070","12am",472.38119,10123.86518,47.47763
"071","12am",663.8313,8349.54853,66.21965
"072","12am",351.57434,6463.78472,115.298
"073","12am",330.43297,11877.21022,111.26219
"074","12am",659.57425,10343.40746,120.13959
"075","12am",957.24126,10475.82289,164.90015
"076","12am",84.04192,5345.75902,0
"077","12am",6591.16419,50.80488,65.27096
"078","12am",9905.61539,161.43122,160.33351
"079","12am",10200.85744,197.89135,94.08346
"080","12am",6282.32085,103.30027,91.42024
"001","1pm",678.92521,1272.11172,8080.27264
"002","1pm",596.13613,1983.25555,5967.07163
"003","1pm",803.60161,2279.26735,10382.05354
"004","1pm",489.23587,350.5108,3915.55017
"005","1pm",404.8263,561.19828,3979.89427
"006","1pm",944.17883,768.66824,9032.60142
"007","1pm",208.85036,332.07821,5016.73033
"008","1pm",41.5017,158.38295,1818.44085
"009","1pm",2354.10031,3508.07057,10092.77251
"010","1pm",191.80259,382.97208,4138.14559
"011","1pm",781.41098,983.12958,6399.43256
"012","1pm",51.2822,402.74737,6338.08913
"013","1pm",632.53533,1600.27644,5203.23685
"014","1pm",394.98869,240.07948,6491.87438
"015","1pm",171.88622,132.3129,3043.03546
"016","1pm",132.33588,638.40225,3415.64786
"017","1pm",738.32435,1280.53317,6545.97868
"018","1pm",720.34751,894.78655,7388.08393
"019","1pm",1593.644,1317.45352,6723.89301
"020","1pm",113.43547,212.64397,5959.59178
"021","1pm",245.88747,0,3437.72585
"022","1pm",2388.70322,2882.26175,10908.61591
"023","1pm",1034.81774,2114.56874,7378.70815
"024","1pm",310.39219,582.35615,5159.95238
"025","1pm",1756.46553,2389.51061,15477.67375
"026","1pm",252.15721,373.32097,5632.9252
"027","1pm",2498.71351,3101.28725,7032.07908
"028","1pm",2307.79582,2567.14946,9334.51752
"029","1pm",446.76684,5420.4357,1504.2724
"030","1pm",886.74766,3357.37062,265.78515
"031","1pm",5130.2234,190.85484,227.40291
"032","1pm",5896.17643,1947.56614,1411.65827
"033","1pm",1776.97491,7716.10636,1688.35991
"034","1pm",600.62012,2288.64154,427.34078
"035","1pm",1258.40505,5289.62908,1813.15638
"036","1pm",398.5551,3897.89612,398.23353
"037","1pm",706.40858,6216.12982,350.42347
"038","1pm",184.62572,3324.86102,482.55788
"039","1pm",367.28772,2912.55158,446.3431
"040","1pm",1395.16429,8354.33657,998.4225
"041","1pm",654.19456,3844.50825,698.64843
"042","1pm",150.46886,2288.45687,235.06233
"043","1pm",1310.98895,5297.59158,1243.69395
"044","1pm",4321.84036,479.62252,650.05635
"045","1pm",49.2342,3885.12989,89.63613
"046","1pm",344.73475,3218.29743,180.36238
"047","1pm",907.29419,4630.81303,655.76764
"048","1pm",3247.45396,184.98616,210.1429
"049","1pm",3388.04746,253.57455,227.52607
"050","1pm",1774.67717,25.40244,141.18382
"051","1pm",70.99298,2048.84721,0
"052","1pm",3165.40739,203.96475,195.50148
"053","1pm",3989.61587,59.33521,40.16138
"054","1pm",4322.95754,539.67542,590.91641
"055","1pm",3324.5442,146.66742,160.81783
"056","1pm",411.46219,5995.45763,260.22015
"057","1pm",120.77246,2427.92564,157.82602
"058","1pm",209.78762,4543.96668,154.6715
"059","1pm",307.6916,8119.96096,310.47453
"060","1pm",1203.76694,5712.93631,143.26724
"061","1pm",6523.89539,587.46012,63.24531
"062","1pm",5870.34747,343.84627,71.32546
"063","1pm",1778.04544,250.54455,119.85716
"064","1pm",4630.80608,24.63724,0
"065","1pm",5649.03834,103.76359,216.6173
"066","1pm",5157.96638,157.72345,0
"067","1pm",6564.75374,641.68522,125.04259
"068","1pm",6107.67525,273.2757,114.35278
"069","1pm",2856.59813,293.62018,115.45401
"070","1pm",1141.92577,9064.64732,47.47763
"071","1pm",703.31228,8406.92952,66.21965
"072","1pm",283.69317,5986.03716,115.298
"073","1pm",492.42834,11486.60541,62.6486
"074","1pm",705.49537,9778.68457,19.63369
"075","1pm",1209.24161,12253.63851,213.51374
"076","1pm",299.24453,5269.11863,0
"077","1pm",6568.76267,50.80488,65.27096
"078","1pm",10334.7912,161.43122,164.20873
"079","1pm",10231.64266,136.16749,180.55154
"080","1pm",6302.65017,105.32146,91.42024
"001","2pm",694.23273,1088.364,7989.20428
"002","2pm",836.16249,1941.17383,5807.12636
"003","2pm",942.46132,2129.07883,9402.23045
"004","2pm",427.22217,309.25874,3357.91199
"005","2pm",521.2323,657.74055,4168.36281
"006","2pm",954.18029,1030.43479,7804.40582
"007","2pm",208.85036,390.82066,4792.58455
"008","2pm",0,242.78641,1713.40812
"009","2pm",2462.00307,3375.47056,11162.11249
"010","2pm",224.2285,341.21349,3696.79115
"011","2pm",865.12022,923.73975,6449.06512
"012","2pm",112.26702,377.61787,5710.75363
"013","2pm",749.07076,1636.27278,5131.43404
"014","2pm",380.26793,290.48531,7057.85387
"015","2pm",171.88622,221.57469,3187.06112
"016","2pm",132.33588,537.68481,2985.93242
"017","2pm",893.06608,1138.96229,6890.18595
"018","2pm",848.79738,874.4125,6752.61517
"019","2pm",1575.92868,1478.46182,6416.92642
"020","2pm",81.35352,212.64397,5899.6891
"021","2pm",221.98558,45.21488,2771.96362
"022","2pm",2165.59329,2662.34707,10027.10179
"023","2pm",944.87982,2440.1905,7503.14132
"024","2pm",444.04745,421.63764,5628.28395
"025","2pm",1625.39165,2433.75469,16889.58871
"026","2pm",252.15721,493.36398,5114.85986
"027","2pm",2592.64667,3108.69073,6682.66889
"028","2pm",2532.30284,3379.63934,10395.16645
"029","2pm",484.9895,5316.11853,1617.92954
"030","2pm",828.78572,3289.70095,815.04346
"031","2pm",4734.11441,351.46821,286.66345
"032","2pm",6028.96747,2152.10446,1690.09668
"033","2pm",1559.89971,7462.83607,2194.40851
"034","2pm",632.70868,2183.08777,489.20676
"035","2pm",1762.45683,5254.18605,2027.13725
"036","2pm",355.45175,3792.32759,506.15019
"037","2pm",749.79372,6006.26291,419.20447
"038","2pm",281.11965,3324.18524,438.48704
"039","2pm",344.31346,2949.40674,489.44748
"040","2pm",1310.61782,7659.9701,1083.61141
"041","2pm",677.60339,3932.69669,853.51627
"042","2pm",248.43821,2272.93661,169.22377
"043","2pm",1327.4193,5407.16145,1757.95892
"044","2pm",4175.45896,643.75749,451.86995
"045","2pm",119.75644,3737.77488,149.91936
"046","2pm",183.28503,3405.68486,206.54563
"047","2pm",868.28413,4353.56211,989.62976
"048","2pm",3292.41834,184.98616,105.80933
"049","2pm",2758.24259,253.57455,227.52607
"050","2pm",1752.93876,155.07766,141.18382
"051","2pm",70.99298,1832.2873,0
"052","2pm",3175.08206,244.61117,195.50148
"053","2pm",4196.82924,171.80292,0
"054","2pm",4167.21422,539.67542,689.78122
"055","2pm",3179.61763,296.20407,129.2798
"056","2pm",411.46219,6302.54399,173.56861
"057","2pm",199.82428,2341.20001,111.23694
"058","2pm",209.78762,4086.90043,190.56646
"059","2pm",338.77907,8938.73241,398.28362
"060","2pm",1219.85636,5346.01757,143.26724
"061","2pm",6394.28811,479.6467,63.24531
"062","2pm",5951.34699,500.03427,38.051
"063","2pm",1650.43106,250.54455,119.85716
"064","2pm",4367.11988,24.63724,66.58922
"065","2pm",5579.60647,103.76359,243.72638
"066","2pm",4672.22049,157.72345,0
"067","2pm",7128.35518,609.18087,125.04259
"068","2pm",5766.81952,388.26153,114.35278
"069","2pm",2820.17208,293.62018,154.30486
"070","2pm",1153.50986,9149.42367,47.47763
"071","2pm",297.8135,7897.63514,66.21965
"072","2pm",400.03354,5712.37486,115.298
"073","2pm",466.95388,11845.85997,62.6486
"074","2pm",788.7217,9015.36288,63.13934
"075","2pm",1211.86706,12329.35605,254.56826
"076","2pm",299.24453,4800.37982,0
"077","2pm",6363.44284,50.80488,134.41714
"078","2pm",10512.56147,60.64102,139.57055
"079","2pm",10375.61805,119.19668,136.04354
"080","2pm",6212.87918,105.32146,91.42024
"001","3pm",617.77165,942.03772,7839.74667
"002","3pm",630.88145,2328.21791,6848.59709
"003","3pm",716.57947,1948.08709,8901.91322
"004","3pm",271.44672,351.8224,3020.36591
"005","3pm",509.82782,395.21432,4514.55249
"006","3pm",975.55484,896.03338,8101.81316
"007","3pm",227.46339,355.1558,4660.06993
"008","3pm",0,242.78641,1751.56922
"009","3pm",2267.35928,3472.403,11382.90083
"010","3pm",191.80259,541.64726,4271.00555
"011","3pm",751.75285,1009.23963,6974.93813
"012","3pm",205.41107,528.41025,6080.30673
"013","3pm",708.83943,1842.41592,4981.4076
"014","3pm",456.02907,533.03753,6651.24528
"015","3pm",171.88622,221.57469,3213.74965
"016","3pm",206.61887,470.98344,2911.3554
"017","3pm",810.48652,1176.63219,6392.0241
"018","3pm",901.20712,856.3683,7069.27922
"019","3pm",1388.95646,1223.95287,6099.74633
"020","3pm",81.35352,331.04797,5751.44703
"021","3pm",221.98558,33.67327,2725.90341
"022","3pm",1997.40106,2941.67532,9433.10281
"023","3pm",957.67812,2503.03008,7592.27997
"024","3pm",395.91769,293.32398,5405.02502
"025","3pm",1434.2115,2387.72138,16457.28912
"026","3pm",252.15721,624.83314,5419.61278
"027","3pm",2634.70749,3201.04247,6606.85158
"028","3pm",2109.54118,3963.28724,10591.94934
"029","3pm",475.60454,4810.1789,1938.07878
"030","3pm",826.73333,3095.87265,660.03951
"031","3pm",4793.0381,302.18509,150.6348
"032","3pm",5907.73514,2725.96747,1757.08604
"033","3pm",1675.22682,7717.84959,2297.03568
"034","3pm",745.35069,2064.75239,365.044
"035","3pm",1156.08125,5275.03553,2270.83784
"036","3pm",565.10267,4277.63068,424.99382
"037","3pm",698.36065,5770.70281,349.72355
"038","3pm",416.25957,2920.82174,520.58384
"039","3pm",344.31346,2885.21481,590.0971
"040","3pm",1416.01701,7554.56263,1125.11872
"041","3pm",878.86593,4105.4819,797.45263
"042","3pm",172.60895,2558.76585,200.92019
"043","3pm",1206.73193,4902.44144,1786.79455
"044","3pm",3808.53647,491.15764,538.53176
"045","3pm",142.35652,3591.8713,161.14892
"046","3pm",231.48165,3198.27585,206.54563
"047","3pm",998.2676,4205.95043,888.78186
"048","3pm",3534.30815,344.4912,152.93707
"049","3pm",3232.89016,177.32323,176.79272
"050","3pm",1753.74032,61.29361,45.60628
"051","3pm",70.99298,1888.82365,0
"052","3pm",3328.02661,276.5908,195.50148
"053","3pm",4557.25053,182.26031,0
"054","3pm",3905.70224,547.47709,583.97732
"055","3pm",3008.52549,317.89035,129.2798
"056","3pm",404.46352,6312.66018,226.92522
"057","3pm",120.77246,2431.82941,157.82602
"058","3pm",209.78762,4672.01376,190.56646
"059","3pm",334.15609,8862.40947,398.28362
"060","3pm",1408.05236,5273.72996,143.26724
"061","3pm",6182.05642,362.19266,63.24531
"062","3pm",5491.08019,439.49396,38.051
"063","3pm",1831.19367,204.22551,119.85716
"064","3pm",4320.89149,24.63724,66.58922
"065","3pm",5744.03454,103.76359,243.72638
"066","3pm",5057.99014,157.72345,0
"067","3pm",6803.87332,673.5589,125.04259
"068","3pm",5927.46389,358.98491,114.35278
"069","3pm",2679.00488,257.83567,154.30486
"070","3pm",1236.25984,9198.67992,29.87425
"071","3pm",304.51992,7932.84656,66.21965
"072","3pm",246.67037,5526.66582,115.298
"073","3pm",571.65249,11995.39379,142.40534
"074","3pm",834.64282,8336.88304,29.32423
"075","3pm",1343.75282,12164.81862,298.07391
"076","3pm",299.24453,4945.55866,0
"077","3pm",6552.99886,81.0017,134.41714
"078","3pm",10406.2052,60.64102,95.06255
"079","3pm",10545.20054,99.60766,136.04354
"080","3pm",6145.99173,105.32146,91.42024
"001","4pm",598.53092,992.51556,7937.37605
"002","4pm",534.55386,1539.51217,6026.3018
"003","4pm",476.69866,1368.72697,9585.51946
"004","4pm",205.83071,218.56739,3302.55875
"005","4pm",224.37605,256.34509,3902.48023
"006","4pm",719.65386,686.38355,8136.79822
"007","4pm",280.12658,335.73809,5305.03823
"008","4pm",0,181.92956,1968.50037
"009","4pm",1175.7423,2578.82983,11182.52131
"010","4pm",191.80259,670.79095,4314.24458
"011","4pm",598.51554,857.38475,6547.9703
"012","4pm",205.41107,332.14088,5983.15683
"013","4pm",534.80064,1855.83429,5184.8969
"014","4pm",293.10656,488.7685,7054.313
"015","4pm",171.88622,330.3742,3601.09853
"016","4pm",87.06714,423.50067,3219.86546
"017","4pm",488.54694,1059.53479,6913.77024
"018","4pm",620.38094,664.35256,8391.09964
"019","4pm",1260.67191,1037.90073,6412.79719
"020","4pm",140.65852,252.79667,5650.9987
"021","4pm",221.98558,0,2918.28368
"022","4pm",1668.1292,2560.43978,9673.58282
"023","4pm",507.15774,2025.03132,6820.63769
"024","4pm",185.85797,273.20013,5391.08667
"025","4pm",910.13301,1821.7102,15268.23051
"026","4pm",239.12617,481.33159,5959.23711
"027","4pm",2454.17536,3015.24128,6506.4519
"028","4pm",1544.01566,3223.0934,9949.69838
"029","4pm",400.04596,5469.35412,1369.1252
"030","4pm",809.73695,3144.15479,371.16779
"031","4pm",5681.79561,228.62986,62.94522
"032","4pm",6461.85316,2425.99289,1429.1674
"033","4pm",1303.92134,7978.56507,1528.42404
"034","4pm",576.35152,2210.19268,307.33994
"035","4pm",999.01364,5795.69599,1608.31732
"036","4pm",409.33676,4219.17224,608.49497
"037","4pm",633.65869,6222.92669,323.26958
"038","4pm",711.35056,3016.79223,305.29269
"039","4pm",374.70772,2661.4567,645.81839
"040","4pm",1512.97204,7471.91347,1274.69769
"041","4pm",724.6957,3958.6869,705.85838
"042","4pm",221.56997,2884.55337,190.38028
"043","4pm",1056.78557,5632.12887,1502.7247
"044","4pm",3838.51503,344.25422,453.40781
"045","4pm",224.05756,3786.74873,150.26514
"046","4pm",183.28503,3288.44244,74.33985
"047","4pm",632.66538,4582.45442,561.33624
"048","4pm",3671.04367,262.26516,108.8231
"049","4pm",3598.75219,76.67779,129.40597
"050","4pm",1939.79736,0,80.93965
"051","4pm",80.10203,2082.2208,0
"052","4pm",3617.49437,253.48917,0
"053","4pm",4788.48947,71.77925,0
"054","4pm",4524.72325,478.34712,489.45021
"055","4pm",3278.67043,210.84341,129.2798
"056","4pm",464.15482,6322.59443,258.28699
"057","4pm",226.40642,2706.48351,111.23694
"058","4pm",209.78762,4827.14429,154.6715
"059","4pm",383.63445,9236.41123,219.53407
"060","4pm",1058.23136,5770.95989,0
"061","4pm",6678.25918,425.96426,63.24531
"062","4pm",5861.07595,318.16474,38.051
"063","4pm",2288.05655,65.75331,95.58936
"064","4pm",5004.6483,40.22332,139.5181
"065","4pm",6024.77638,103.76359,316.28397
"066","4pm",5494.41928,73.04682,0
"067","4pm",7534.12105,338.17635,98.9954
"068","4pm",5771.75326,201.76223,114.35278
"069","4pm",2955.11158,162.61951,154.30486
"070","4pm",994.12543,9731.68748,0
"071","4pm",150.07561,8533.69081,66.21965
"072","4pm",109.96573,5265.12865,115.298
"073","4pm",375.04947,11806.26554,142.40534
"074","4pm",483.43593,9490.17561,0
"075","4pm",1270.01027,12053.50919,222.82789
"076","4pm",391.08677,5073.4009,0
"077","4pm",6727.69675,50.80488,134.41714
"078","4pm",10093.28635,60.64102,137.02263
"079","4pm",10266.68751,0,46.50221
"080","4pm",6501.54548,36.49254,91.42024
"001","5pm",208.53641,557.8583,7141.66285
"002","5pm",400.06996,1160.0943,5933.02158
"003","5pm",226.21272,1115.37547,10748.39781
"004","5pm",122.45797,123.4735,4151.00138
"005","5pm",44.44442,140.56073,4307.11402
"006","5pm",514.72834,426.90532,9451.52066
"007","5pm",194.40555,359.65828,6622.94781
"008","5pm",0,181.92956,2598.40232
"009","5pm",864.56921,1964.64107,10515.46799
"010","5pm",54.51196,208.23585,4627.96703
"011","5pm",237.86229,422.91467,6429.27722
"012","5pm",93.14405,60.01856,6836.14454
"013","5pm",254.3757,1075.48733,5555.0217
"014","5pm",147.11256,343.86949,9236.93852
"015","5pm",0,93.81966,4095.76627
"016","5pm",0,332.25824,3559.87682
"017","5pm",195.56444,701.50425,6163.07038
"018","5pm",376.34611,378.92912,9657.57509
"019","5pm",1018.01165,546.17334,5781.84031
"020","5pm",83.7462,43.8186,6289.34007
"021","5pm",142.03349,38.556,3749.99193
"022","5pm",933.27669,1852.11635,9659.54394
"023","5pm",188.77883,1001.55905,6384.31642
"024","5pm",171.10748,168.00711,5844.78997
"025","5pm",650.48977,892.17908,12257.25
"026","5pm",56.45856,168.35743,6086.30844
"027","5pm",1234.92899,2280.30181,5648.51985
"028","5pm",852.94601,2131.24711,9674.64254
"029","5pm",299.31673,5599.03074,1052.22451
"030","5pm",97.30895,3221.76002,220.74262
"031","5pm",6761.50562,169.38014,26.04719
"032","5pm",6595.40843,1213.00867,1056.85976
"033","5pm",793.8283,9289.20146,1217.38138
"034","5pm",393.7319,2061.5214,221.51517
"035","5pm",588.37055,6732.92785,1594.63473
"036","5pm",388.59882,5115.36879,392.03554
"037","5pm",340.9022,6862.71352,110.69204
"038","5pm",545.95673,4056.27547,324.49371
"039","5pm",334.03331,3358.73694,645.10965
"040","5pm",837.1036,8568.31638,1025.94989
"041","5pm",451.70868,4304.05407,406.47345
"042","5pm",191.35499,2966.7222,203.34859
"043","5pm",623.49848,5797.51593,1022.1387
"044","5pm",4453.94249,371.84331,347.4912
"045","5pm",197.66315,4864.1818,150.26514
"046","5pm",0,4086.57844,48.1566
"047","5pm",140.4612,5064.36241,305.2358
"048","5pm",4493.38841,306.2856,47.12774
"049","5pm",4373.60637,0,129.40597
"050","5pm",2412.95819,0,45.60628
"051","5pm",182.97584,2749.62807,0
"052","5pm",4303.74061,213.50418,0
"053","5pm",6059.59092,0,0
"054","5pm",5088.65964,185.83305,185.74912
"055","5pm",3605.6915,0,86.62134
"056","5pm",352.7842,7075.4444,268.77171
"057","5pm",51.58823,2931.8493,116.68873
"058","5pm",71.58332,5621.43346,154.6715
"059","5pm",491.98715,10000.41903,186.30602
"060","5pm",473.13164,6105.04528,61.48312
"061","5pm",8109.84048,547.89744,63.24531
"062","5pm",6630.79098,318.16474,92.18164
"063","5pm",2522.84831,65.75331,111.18667
"064","5pm",5559.76108,109.41145,194.60141
"065","5pm",7269.39274,37.06222,324.05711
"066","5pm",6590.13645,0,0
"067","5pm",8659.09735,279.14613,112.63413
"068","5pm",6436.65756,56.62858,114.35278
"069","5pm",3543.54379,122.00117,38.85085
"070","5pm",911.9861,9912.99226,0
"071","5pm",235.36401,9024.84933,0
"072","5pm",80.19468,6113.30929,48.61359
"073","5pm",265.7849,11966.15119,91.95817
"074","5pm",437.51481,10239.92609,0
"075","5pm",455.16474,11666.36893,181.77337
"076","5pm",299.24453,5768.57186,0
"077","5pm",7481.96449,0,134.41714
"078","5pm",9504.13943,60.64102,95.06255
"079","5pm",10222.69437,0,46.50221
"080","5pm",7347.84894,0,0
"001","6pm",149.67287,815.22635,6793.98018
"002","6pm",458.2155,1195.8522,5845.83159
"003","6pm",266.69507,580.1816,10996.52028
"004","6pm",102.22592,59.28801,4100.25346
"005","6pm",131.60579,116.51459,4574.32839
"006","6pm",232.46202,305.21386,11025.57822
"007","6pm",78.4826,479.97821,7462.67055
"008","6pm",90.67182,97.5261,3106.76985
"009","6pm",681.18196,1334.85272,9465.31233
"010","6pm",32.77678,81.72599,4833.43974
"011","6pm",122.06248,168.32259,6896.12816
"012","6pm",109.82702,88.04688,7161.94264
"013","6pm",188.42958,774.10872,6410.39585
"014","6pm",71.39477,304.14449,9979.26816
"015","6pm",0,77.4633,4293.58361
"016","6pm",0,63.07598,4234.08984
"017","6pm",35.86662,476.11622,6659.0992
"018","6pm",188.23977,223.94943,10064.25639
"019","6pm",583.59578,82.01874,5647.09808
"020","6pm",161.12764,0,6464.43913
"021","6pm",142.03349,69.18813,4624.99073
"022","6pm",877.54059,1040.73641,12079.67874
"023","6pm",41.54461,469.95618,6126.16271
"024","6pm",171.10748,248.60168,6210.32658
"025","6pm",287.94538,343.52342,8729.80657
"026","6pm",0,209.48543,7116.67902
"027","6pm",367.79077,702.18339,5899.30683
"028","6pm",373.55892,1778.05914,10529.89938
"029","6pm",228.33106,6001.6565,894.61099
"030","6pm",0,3756.25329,379.66291
"031","6pm",7814.58816,252.56975,69.08804
"032","6pm",6707.16509,763.12482,509.73405
"033","6pm",844.02513,9927.52735,878.57987
"034","6pm",138.97773,2024.23222,117.0069
"035","6pm",505.05982,6781.81171,1153.25831
"036","6pm",130.97954,5534.7362,290.87629
"037","6pm",153.6364,7822.8165,97.84982
"038","6pm",195.14782,4793.16143,394.26951
"039","6pm",138.18026,4371.82112,205.13863
"040","6pm",820.63144,9256.87122,683.9878
"041","6pm",188.46516,4523.8188,265.93334
"042","6pm",61.77588,3171.24653,114.00425
"043","6pm",659.83529,6566.02252,725.0789
"044","6pm",4690.89204,284.05462,496.76189
"045","6pm",240.869,5316.01831,52.2521
"046","6pm",0,4826.0441,48.1566
"047","6pm",50.78944,5660.45429,426.38856
"048","6pm",5047.44342,152.42576,0
"049","6pm",5011.44517,0,29.32423
"050","6pm",2650.23631,0,0
"051","6pm",0,3253.75646,0
"052","6pm",5029.15381,240.65387,0
"053","6pm",6780.74898,0,0
"054","6pm",5920.31138,0,54.06002
"055","6pm",4139.65202,34.61035,31.53803
"056","6pm",214.66538,6974.49344,117.92814
"057","6pm",51.58823,3327.89064,39.0606
"058","6pm",35.79166,6487.30524,323.76303
"059","6pm",329.79314,10918.93144,141.21376
"060","6pm",349.23712,6584.72392,61.48312
"061","6pm",8293.76671,328.57068,63.24531
"062","6pm",7581.28043,85.07377,38.051
"063","6pm",3229.16336,0,126.78398
"064","6pm",6608.82994,0,106.52526
"065","6pm",7676.89837,97.58486,270.03165
"066","6pm",6859.90852,0,0
"067","6pm",9456.59328,0,0
"068","6pm",6909.0878,0,72.92888
"069","6pm",4335.46155,188.94315,38.85085
"070","6pm",797.44802,11050.52795,0
"071","6pm",133.19826,9212.0052,107.04222
"072","6pm",80.19468,6994.3921,0
"073","6pm",249.16411,11781.69692,72.32448
"074","6pm",338.21638,9696.84687,0
"075","6pm",151.31169,12157.10601,101.80447
"076","6pm",84.04192,6069.54583,0
"077","6pm",8279.30684,0,0
"078","6pm",9509.51019,60.64102,0
"079","6pm",10232.58722,0,0
"080","6pm",8084.74998,0,0
"001","7pm",0,473.37053,6794.54405
"002","7pm",454.11957,771.53443,6395.87297
"003","7pm",166.6015,480.98769,11592.85753
"004","7pm",126.66712,0,4505.2347
"005","7pm",44.44442,116.51459,4725.40712
"006","7pm",209.43026,380.91123,11381.81234
"007","7pm",88.33714,326.1497,7474.06721
"008","7pm",0,44.51998,3416.27363
"009","7pm",207.24795,630.99286,9477.17809
"010","7pm",54.91687,81.72599,5480.16562
"011","7pm",0,0,6937.70036
"012","7pm",209.27515,88.04688,7787.06566
"013","7pm",79.86509,573.45533,6470.49673
"014","7pm",107.2177,160.8148,10326.62126
"015","7pm",49.03281,77.4633,4509.0907
"016","7pm",0,0,4959.90356
"017","7pm",0,382.63676,7249.53627
"018","7pm",33.23893,54.47304,10692.06949
"019","7pm",528.68106,67.4176,6000.48213
"020","7pm",161.12764,0,6974.26442
"021","7pm",107.79399,129.62763,4994.91369
"022","7pm",418.4936,752.86477,12933.93452
"023","7pm",41.54461,134.05676,6070.23501
"024","7pm",106.282,66.55461,6101.64649
"025","7pm",169.45161,240.10181,7721.80751
"026","7pm",0,219.01822,6959.7
"027","7pm",509.31061,426.61848,5401.22019
"028","7pm",452.98111,1338.83548,10244.80547
"029","7pm",107.81801,5995.56235,567.12885
"030","7pm",0,3969.07478,211.0715
"031","7pm",8180.79455,218.89648,154.59976
"032","7pm",6663.20084,683.15562,325.38688
"033","7pm",724.6263,10264.54519,779.87165
"034","7pm",0,2201.55075,121.43573
"035","7pm",180.86513,6837.32994,699.92741
"036","7pm",286.719,6301.2279,124.27943
"037","7pm",0,8287.81579,157.25615
"038","7pm",0,4924.8036,214.17708
"039","7pm",84.84711,4573.58941,147.83353
"040","7pm",294.90249,10022.57403,369.50752
"041","7pm",218.7513,4997.21203,56.43169
"042","7pm",24.7598,3414.00507,51.33011
"043","7pm",361.60867,6442.38089,321.93733
"044","7pm",4936.47402,155.15279,351.55585
"045","7pm",271.68676,6066.02416,0
"046","7pm",48.19662,5305.16478,47.74699
"047","7pm",149.72743,6156.56656,360.51037
"048","7pm",5436.39505,174.51078,0
"049","7pm",5251.72386,67.11744,29.32423
"050","7pm",2807.4344,0,0
"051","7pm",0,3416.38854,0
"052","7pm",5046.9723,229.3229,0
"053","7pm",7958.22424,177.74732,0
"054","7pm",6274.89596,0,54.06002
"055","7pm",4256.40216,0,98.75979
"056","7pm",439.67475,7023.37411,117.92814
"057","7pm",104.4752,3530.19445,0
"058","7pm",0,6865.60582,169.09153
"059","7pm",132.5662,11689.7603,141.21376
"060","7pm",324.44283,6778.34316,61.48312
"061","7pm",8870.10659,311.22752,0
"062","7pm",8043.32371,85.07377,0
"063","7pm",3427.25691,0,0
"064","7pm",7141.80313,0,121.67253
"065","7pm",8252.923,97.58486,103.86206
"066","7pm",7205.54319,0,0
"067","7pm",9994.98994,89.19919,46.37829
"068","7pm",7869.75242,127.99028,0
"069","7pm",4449.07375,204.21469,38.85085
"070","7pm",122.8141,11001.80938,43.50565
"071","7pm",133.19826,9689.36908,0
"072","7pm",80.19468,7003.96679,0
"073","7pm",88.77475,12321.68645,48.69161
"074","7pm",258.0217,9931.22248,0
"075","7pm",84.09748,12191.66455,87.58595
"076","7pm",84.04192,6285.51609,0
"077","7pm",9030.78709,0,0
"078","7pm",9163.38527,0,0
"079","7pm",10466.97768,0,0
"080","7pm",7940.81762,0,0
"001","8pm",0,492.2618,6721.69169
"002","8pm",530.86631,545.94006,6512.83444
"003","8pm",94.06316,302.44487,12046.54578
"004","8pm",0,0,5110.09955
"005","8pm",0,77.80068,4749.59902
"006","8pm",209.43026,223.21626,11412.71327
"007","8pm",168.915,40.64422,8050.6251
"008","8pm",0,105.17887,3462.92146
"009","8pm",0,128.05996,9267.69129
"010","8pm",71.59984,30.8699,5753.60506
"011","8pm",0,68.82892,7065.56529
