"district","hour","resarea1","resarea2","resarea3"
"078","6am",100,0,0
"079","6am",100,0,0
"080","6am",99.3615306,0,0.6384694
"001","7am",1.0613794,6.5830979,92.3555228
"002","7am",0,4.222992,95.777008
"003","7am",2.6489528,7.528348,89.8226992
"004","7am",3.3965284,2.3339895,94.2694821
"005","7am",4.0737756,9.8093783,86.116846
"006","7am",3.0215361,4.6933848,92.2850791
"007","7am",0,3.2041153,96.7958847
"008","7am",0,0,100
"009","7am",10.1256431,11.098297,78.7760599
"010","7am",2.7508791,1.1260164,96.1231045
"011","7am",3.8818272,5.2009595,90.9172133
"012","7am",0,1.5914224,98.4085776
"013","7am",3.7043889,12.0500196,84.2455915
"014","7am",2.5163782,1.2124885,96.2711333
"015","7am",3.2761708,0,96.7238292
"016","7am",0,5.58067,94.41933
"017","7am",5.4287464,8.3350236,86.23623
"018","7am",1.6422171,2.4912886,95.8664943
"019","7am",8.5340112,11.7585106,79.7074782
"020","7am",2.5578503,0.7103865,96.7317631
"021","7am",2.5030201,0,97.4969799
"022","7am",5.8740226,7.2115026,86.9144748
"023","7am",5.9626188,9.0525813,84.9847998
"024","7am",4.3714871,3.9890259,91.639487
"025","7am",7.3831655,5.8540098,86.7628247
"026","7am",2.2823666,3.9874207,93.7302127
"027","7am",11.2378765,9.7793027,78.9828208
"028","7am",3.8176174,5.8549885,90.3273941
"029","7am",3.4176895,87.12993,9.4523805
"030","7am",1.8310017,88.3406192,9.828379
"031","7am",97.5758873,0.8419751,1.5821377
"032","7am",82.8504954,9.9266481,7.2228565
"033","7am",3.7770674,90.8185795,5.404353
"034","7am",4.7189747,83.5818443,11.699181
"035","7am",9.2190769,78.4069008,12.3740223
"036","7am",2.2247663,92.7438553,5.0313784
"037","7am",5.0209279,90.5477109,4.4313612
"038","7am",1.7007946,94.5420252,3.7571802
"039","7am",0,98.1165204,1.8834796
"040","7am",4.0709602,91.069781,4.8592588
"041","7am",2.6939261,92.0285386,5.2775353
"042","7am",1.4785523,96.4474042,2.0740435
"043","7am",2.0647279,94.523042,3.4122302
"044","7am",98.948551,0,1.051449
"045","7am",1.8256443,98.1743557,0
"046","7am",3.5635614,96.4364386,0
"047","7am",8.837183,85.0730215,6.0897955
"048","7am",96.0176101,3.9823899,0
"049","7am",97.3967532,0,2.6032468
"050","7am",97.88281,2.11719,0
"051","7am",0.4798964,99.5201036,0
"052","7am",99.0126461,0.5609387,0.4264153
"053","7am",100,0,0
"054","7am",89.4427606,6.378652,4.1785874
"055","7am",99.05726,0.94274,0
"056","7am",2.604518,96.9365688,0.4589132
"057","7am",3.7387661,96.2612339,0
"058","7am",6.1985584,93.8014416,0
"059","7am",1.8800368,96.7021587,1.4178045
"060","7am",13.9349645,84.1660463,1.8989893
"061","7am",97.2366776,1.9790557,0.7842668
"062","7am",98.2873691,1.7126309,0
"063","7am",94.9141808,4.5736262,0.5121931
"064","7am",100,0,0
"065","7am",97.6422787,0.9517496,1.4059718
"066","7am",98.4291421,0.7567411,0.8141168
"067","7am",94.7672083,4.5230233,0.7097684
"068","7am",98.0221674,1.9778326,0
"069","7am",95.4259216,1.6700333,2.9040451
"070","7am",2.9973381,96.548885,0.4537769
"071","7am",1.2778337,98.7221663,0
"072","7am",1.0041542,98.9958458,0
"073","7am",0.9638674,98.7220666,0.314066
"074","7am",4.9684632,93.7205105,1.3110263
"075","7am",4.9678608,94.4058671,0.6262722
"076","7am",2.5408532,97.4591468,0
"077","7am",100,0,0
"078","7am",98.7174984,0.8103403,0.4721613
"079","7am",99.3635216,0.6364784,0
"080","7am",98.2542207,1.0376015,0.7081778
"001","8am",5.3670682,11.2825006,83.3504311
"002","8am",1.0719949,17.0961589,81.8318462
"003","8am",5.1942795,12.6423914,82.1633291
"004","8am",6.0073642,5.2655753,88.7270605
"005","8am",5.9331868,10.6885629,83.3782502
"006","8am",4.9227977,8.3409544,86.7362479
"007","8am",2.2312132,5.586672,92.1821147
"008","8am",0,3.2234955,96.7765045
"009","8am",14.0419576,19.3233966,66.6346458
"010","8am",3.5682988,11.7838951,84.6478061
"011","8am",9.8305807,9.3566545,80.8127648
"012","8am",0,4.4265856,95.5734144
"013","8am",8.7808902,16.9386332,74.2804766
"014","8am",2.7712949,4.8851971,92.3435079
"015","8am",5.0766515,1.9434286,92.9799199
"016","8am",3.2948873,14.5386189,82.1664939
"017","8am",8.9442485,10.7294278,80.3263237
"018","8am",7.4302771,7.7845391,84.7851838
"019","8am",15.1951255,16.5415428,68.2633318
"020","8am",2.2276999,1.5641756,96.2081245
"021","8am",4.3494314,1.3144037,94.3361649
"022","8am",12.9915745,11.4567895,75.551636
"023","8am",11.9233447,18.766604,69.3100513
"024","8am",5.2847054,7.4931024,87.2221922
"025","8am",7.6511923,9.4030113,82.9457963
"026","8am",3.9236636,6.9638196,89.1125168
"027","8am",15.6114259,25.3804665,59.0081076
"028","8am",9.8383172,14.8932141,75.2684687
"029","8am",4.4825173,75.9985564,19.5189263
"030","8am",15.8869758,73.5651656,10.5478586
"031","8am",92.1532048,6.0585026,1.7882926
"032","8am",67.1772744,17.7088278,15.1138977
"033","8am",7.2774696,80.9392764,11.7832541
"034","8am",19.1852489,65.86548,14.9492711
"035","8am",12.8245236,66.342444,20.8330325
"036","8am",3.6233016,90.0274806,6.3492178
"037","8am",8.4360058,85.1251788,6.4388154
"038","8am",0.5047797,88.944206,10.5510143
"039","8am",9.6687076,84.2408861,6.0904063
"040","8am",11.4780597,77.7163862,10.8055541
"041","8am",11.4144688,74.072854,14.5126772
"042","8am",5.6026208,88.6708046,5.7265746
"043","8am",8.1930681,75.9090012,15.8979308
"044","8am",83.6080049,12.2998455,4.0921497
"045","8am",3.5325952,95.8433064,0.6240984
"046","8am",4.1996226,93.4925078,2.3078695
"047","8am",12.7294634,77.2497433,10.0207933
"048","8am",93.7766194,5.1765541,1.0468265
"049","8am",93.3896129,1.7251173,4.8852698
"050","8am",95.3563685,0,4.6436315
"051","8am",3.2024112,94.4121809,2.3854079
"052","8am",93.1143622,3.3798955,3.5057423
"053","8am",99.1199771,0,0.8800229
"054","8am",78.8125405,11.2589915,9.928468
"055","8am",93.4100568,3.8293286,2.7606146
"056","8am",3.896264,93.9072719,2.1964641
"057","8am",4.4793491,92.977906,2.5427449
"058","8am",7.5922427,92.4077573,0
"059","8am",4.6410877,92.9184761,2.4404362
"060","8am",17.8751929,79.644248,2.4805591
"061","8am",93.9782837,5.1031997,0.9185167
"062","8am",94.5741403,4.7764008,0.6494589
"063","8am",88.4636374,5.8336441,5.7027185
"064","8am",97.4232175,0,2.5767825
"065","8am",96.0414495,1.0542359,2.9043146
"066","8am",99.3216356,0.6783644,0
"067","8am",89.9978801,7.5269543,2.4751656
"068","8am",95.984079,2.9497175,1.0662035
"069","8am",87.7757092,5.6435084,6.5807824
"070","8am",8.3787536,91.1322342,0.4890122
"071","8am",2.4237731,96.8593602,0.7168666
"072","8am",2.4889854,95.7265891,1.7844254
"073","8am",1.8364381,97.8464451,0.3171168
"074","8am",6.843403,91.847762,1.308835
"075","8am",9.1962819,90.2147695,0.5889486
"076","8am",3.9717799,96.0282201,0
"077","8am",98.4727003,0.5077344,1.0195653
"078","8am",97.2156602,1.8530092,0.9313306
"079","8am",98.2733732,0.8280163,0.8986105
"080","8am",97.9813872,1.1997597,0.8188531
"001","9am",6.400638,16.1729494,77.4264128
"002","9am",9.410465,16.3882108,74.2013242
"003","9am",6.735099,12.5062566,80.758644
"004","9am",9.508537,6.2281112,84.2633523
"005","9am",6.237783,12.3227019,81.4395149
"006","9am",7.159149,10.8594352,81.9814157
"007","9am",5.508836,5.8596861,88.6314774
"008","9am",2.295128,6.0093083,91.695564
"009","9am",13.990233,20.2831529,65.726614
"010","9am",6.49779,13.846731,79.6554788
"011","9am",10.302062,9.6773551,80.0205827
"012","9am",0,4.1992989,95.8007011
"013","9am",10.191672,19.8801981,69.9281299
"014","9am",7.183729,6.4657083,86.3505628
"015","9am",6.119819,2.342771,91.5374096
"016","9am",3.598704,18.5540552,77.8472412
"017","9am",11.327908,14.3651187,74.3069732
"018","9am",10.467281,7.9665839,81.5661347
"019","9am",16.55695,16.6734679,66.7695816
"020","9am",1.703796,1.9088987,96.3873053
"021","9am",9.33389,1.4346855,89.2314249
"022","9am",14.215559,16.6744462,69.1099947
"023","9am",11.645173,22.9531646,65.4016625
"024","9am",5.550555,6.8661966,87.5832488
"025","9am",8.298128,11.6022087,80.0996632
"026","9am",4.360744,6.7277,88.9115557
"027","9am",20.24709,26.917656,52.8352542
"028","9am",13.287613,19.050863,67.6615244
"029","9am",5.762273,71.0308765,23.2068506
"030","9am",18.513388,70.7276151,10.7589967
"031","9am",90.256336,7.841386,1.9022776
"032","9am",61.753809,22.2252511,16.0209401
"033","9am",12.807267,73.6541439,13.5385888
"034","9am",18.241359,66.8266124,14.9320284
"035","9am",13.842673,63.312356,22.8449706
"036","9am",15.755123,75.4425725,8.8023047
"037","9am",10.334204,83.3449418,6.3208538
"038","9am",4.220534,79.4671731,16.3122926
"039","9am",8.143782,77.5636699,14.2925486
"040","9am",13.92772,74.949096,11.1231838
"041","9am",15.007751,69.7368095,15.2554398
"042","9am",8.675297,84.9859442,6.3387585
"043","9am",14.177223,69.229991,16.5927865
"044","9am",80.25623,9.4871241,10.2566456
"045","9am",3.431987,95.0743409,1.4936722
"046","9am",5.215301,92.2794004,2.5052989
"047","9am",17.714948,68.9649503,13.3201015
"048","9am",90.97492,5.6829007,3.3421795
"049","9am",92.346352,0.9232284,6.7304193
"050","9am",92.650559,0,7.3494407
"051","9am",3.446195,93.9868079,2.5669972
"052","9am",90.884323,4.0799507,5.0357268
"053","9am",98.98305,0,1.0169502
"054","9am",78.209349,12.2925076,9.498143
"055","9am",90.035069,4.4323834,5.532548
"056","9am",9.018377,88.7873397,2.1942836
"057","9am",7.41704,86.1498764,6.4330834
"058","9am",9.688366,90.3116338,0
"059","9am",6.871805,90.4496497,2.678545
"060","9am",20.537761,76.9380768,2.5241625
"061","9am",92.01876,7.0026751,0.9785653
"062","9am",92.74906,5.8209579,1.4299816
"063","9am",83.101279,10.1626975,6.7360236
"064","9am",97.225959,0,2.774041
"065","9am",93.959539,1.6412628,4.3991979
"066","9am",97.453757,2.5462428,0
"067","9am",89.382566,8.0408644,2.5765691
"068","9am",95.475038,3.4393191,1.0856429
"069","9am",85.260241,6.8048083,7.934951
"070","9am",10.608629,88.5666837,0.8246874
"071","9am",2.82193,96.4192551,0.7588149
"072","9am",1.603007,96.6771251,1.7198677
"073","9am",3.003937,96.324672,0.6713913
"074","9am",7.745771,90.8054776,1.4487511
"075","9am",9.332632,89.0007916,1.6665763
"076","9am",4.09787,95.9021296,0
"077","9am",98.382823,0.537613,1.0795637
"078","9am",97.355417,1.7599995,0.8845835
"079","9am",97.543648,1.5697143,0.8866378
"080","9am",97.546305,1.156682,1.2970126
"001","10am",5.653144,15.9286847,78.418171
"002","10am",13.533401,17.4516737,69.0149252
"003","10am",7.198234,12.5030263,80.2987399
"004","10am",9.324085,7.2086509,83.4672645
"005","10am",6.2236,12.2946835,81.4817163
"006","10am",7.448206,12.0384246,80.5133692
"007","10am",2.505926,7.7907294,89.7033447
"008","10am",2.667825,6.9851374,90.3470377
"009","10am",15.519562,20.8920255,63.5884129
"010","10am",5.917871,14.9606319,79.1214975
"011","10am",12.399995,10.8888527,76.7111524
"012","10am",0,4.9133241,95.0866759
"013","10am",11.842494,21.7501278,66.4073782
"014","10am",6.306236,6.5299739,87.16379
"015","10am",5.822841,3.2350873,90.9420717
"016","10am",3.460469,15.2692445,81.2702865
"017","10am",11.246482,14.3930073,74.360511
"018","10am",9.681789,8.3176116,82.0005996
"019","10am",15.923204,16.4087408,67.6680557
"020","10am",1.626904,1.822751,96.5503447
"021","10am",8.597468,2.1926747,89.2098574
"022","10am",14.831709,18.0878995,67.0803917
"023","10am",12.366506,22.8160815,64.8174126
"024","10am",5.537977,7.794248,86.6677749
"025","10am",8.256252,11.6153264,80.1284219
"026","10am",4.896876,8.6835537,86.4195706
"027","10am",20.255089,26.8054313,52.9394801
"028","10am",13.355806,22.433773,64.2104205
"029","10am",6.630772,69.4370231,23.9322051
"030","10am",18.937315,71.3011758,9.7615094
"031","10am",90.089841,7.9753758,1.9347827
"032","10am",61.266851,21.3595091,17.3736403
"033","10am",16.091095,68.2902596,15.6186449
"034","10am",22.378185,60.4380993,17.1837152
"035","10am",13.591434,61.7620566,24.646509
"036","10am",12.903789,77.4732797,9.6229314
"037","10am",11.63263,81.8011169,6.5662534
"038","10am",6.462859,81.5697431,11.9673975
"039","10am",8.286891,76.8022805,14.9108284
"040","10am",14.351194,73.3364207,12.3123858
"041","10am",14.909455,70.0545636,15.0359813
"042","10am",7.6156,82.5179504,9.8664496
"043","10am",11.5579,68.957174,19.4849264
"044","10am",80.0803,8.8577106,11.0619891
"045","10am",2.911514,92.4636622,4.6248238
"046","10am",5.833867,91.4071549,2.7589778
"047","10am",18.000867,68.0781271,13.9210063
"048","10am",92.235032,4.1644458,3.6005224
"049","10am",93.074511,0,6.9254893
"050","10am",92.505107,0,7.4948928
"051","10am",6.695514,93.304486,0
"052","10am",89.708406,4.9599823,5.331612
"053","10am",98.947055,0,1.0529449
"054","10am",77.948987,12.1108896,9.9401237
"055","10am",90.260412,4.6456871,5.093901
"056","10am",5.375731,91.8047339,2.8195351
"057","10am",6.909064,82.8608314,10.2301048
"058","10am",8.915411,91.0845891,0
"059","10am",6.206235,91.2837946,2.5099707
"060","10am",24.286398,73.2701035,2.4434982
"061","10am",87.994604,9.5927309,2.4126647
"062","10am",92.673061,5.8819694,1.4449698
"063","10am",81.673791,11.4875578,6.8386508
"064","10am",98.496428,0,1.5035718
"065","10am",92.897058,1.7300986,5.3728438
"066","10am",98.52779,1.4722099,0
"067","10am",88.332307,9.0550998,2.6125934
"068","10am",95.023901,3.9028751,1.073224
"069","10am",82.149136,7.651114,10.1997498
"070","10am",9.48674,88.3723507,2.140909
"071","10am",1.513299,97.724214,0.7624872
"072","10am",6.48633,91.7256061,1.7880641
"073","10am",3.100299,96.2269415,0.6727594
"074","10am",7.638241,91.776593,0.5851657
"075","10am",9.607278,88.3002285,2.0924931
"076","10am",4.239582,95.7604181,0
"077","10am",98.893952,0,1.1060479
"078","10am",97.045882,2.1204775,0.8336409
"079","10am",98.293368,0.8184279,0.8882046
"080","10am",96.658503,1.1158126,2.2256849
"001","11am",7.857256,14.2169936,77.92575
"002","11am",11.454297,18.4188238,70.1268791
"003","11am",5.214453,14.4967052,80.2888414
"004","11am",9.888655,5.7276499,84.383695
"005","11am",5.741957,13.8152332,80.4428094
"006","11am",8.591456,10.3101596,81.0983845
"007","11am",2.295889,8.5228473,89.1812633
"008","11am",0,9.3389891,90.6610109
"009","11am",14.614513,22.9985778,62.3869092
"010","11am",4.123145,15.4062252,80.47063
"011","11am",9.723398,11.4080108,78.8685908
"012","11am",0,5.3691163,94.6308837
"013","11am",9.204117,20.8943783,69.9015043
"014","11am",5.150382,5.1395744,89.710044
"015","11am",7.726559,2.0653075,90.208133
"016","11am",3.354938,16.7577116,79.8873501
"017","11am",10.286618,14.7813196,74.9320627
"018","11am",9.731066,8.6435633,81.625371
"019","11am",17.507449,16.8853164,65.607235
"020","11am",1.360498,2.7694336,95.8700682
"021","11am",8.068086,3.382645,88.5492685
"022","11am",15.888311,17.2139502,66.8977386
"023","11am",12.012105,22.5756718,65.4122229
"024","11am",5.27122,8.5096495,86.2191307
"025","11am",8.100184,11.5989092,80.3009065
"026","11am",4.72262,6.9423164,88.3350638
"027","11am",19.662118,25.1562409,55.1816407
"028","11am",12.820675,20.8051929,66.3741318
"029","11am",7.261189,69.1315095,23.6073011
"030","11am",19.461728,71.5892324,8.9490397
"031","11am",90.679872,7.5372931,1.782835
"032","11am",62.251374,20.2000794,17.5485467
"033","11am",15.624339,68.9950706,15.3805907
"034","11am",19.244989,63.313082,17.4419294
"035","11am",14.730363,59.439298,25.8303394
"036","11am",10.72765,79.5037788,9.7685711
"037","11am",8.786747,84.8735966,6.339656
"038","11am",3.115184,83.4178598,13.4669566
"039","11am",10.19141,78.0753774,11.7332124
"040","11am",13.758699,73.9363199,12.3049815
"041","11am",14.039168,71.1856613,14.7751703
"042","11am",7.782732,81.5499568,10.6673114
"043","11am",8.762272,71.6104037,19.6273244
"044","11am",78.798586,9.3514579,11.8499566
"045","11am",2.729257,91.5994782,5.6712644
"046","11am",4.341608,92.9698427,2.6885492
"047","11am",18.401786,69.5528722,12.0453414
"048","11am",95.449371,2.2408842,2.3097447
"049","11am",92.248722,0.8948913,6.8563867
"050","11am",93.039195,0,6.9608053
"051","11am",6.339881,93.6601188,0
"052","11am",90.386707,4.1451562,5.4681365
"053","11am",98.455434,0.6370282,0.907538
"054","11am",77.725415,11.7635102,10.5110751
"055","11am",90.214342,4.6676618,5.1179958
"056","11am",5.059165,91.4890608,3.4517742
"057","11am",9.688545,83.8265475,6.4849071
"058","11am",8.190372,91.8096277,0
"059","11am",6.087307,90.1108491,3.8018441
"060","11am",19.531091,77.8851271,2.5837816
"061","11am",92.154128,6.9723074,0.8735642
"062","11am",91.67942,6.0295487,2.2910315
"063","11am",83.332925,10.4475505,6.2195248
"064","11am",100,0,0
"065","11am",92.881079,1.7991003,5.319821
"066","11am",98.609612,1.3903879,0
"067","11am",89.875702,8.0671845,2.0571133
"068","11am",95.597075,3.3465617,1.0563634
"069","11am",88.715384,6.6245073,4.6601087
"070","11am",7.776675,90.8753061,1.3480189
"071","11am",4.580005,94.680517,0.7394783
"072","11am",5.626632,92.5847574,1.788611
"073","11am",4.160448,95.518842,0.3207099
"074","11am",6.263058,93.2154529,0.5214893
"075","11am",8.889461,88.9713351,2.1392039
"076","11am",4.326758,95.6732424,0
"077","11am",98.179294,0.7968993,1.0238068
"078","11am",97.406201,1.726202,0.8675967
"079","11am",97.739889,1.3366011,0.9235101
"080","11am",96.781196,1.7075929,1.5112115
"001","12am",5.2731289,14.7731261,79.953745
"002","12am",9.3934156,21.0044557,69.6021288
"003","12am",6.0621105,12.2893671,81.6485225
"004","12am",10.9201937,5.1715396,83.9082668
"005","12am",7.7765506,9.0903918,83.1330576
"006","12am",7.4675171,7.1809174,85.3515654
"007","12am",2.9783586,4.7366322,92.2850092
"008","12am",0,4.4624116,95.5375884
"009","12am",15.3131233,22.9766689,61.7102079
"010","12am",3.6827151,10.4823664,85.8349185
"011","12am",11.8668942,8.3940378,79.739068
"012","12am",0,5.5999405,94.4000595
"013","12am",6.3770386,20.4166091,73.2063523
"014","12am",4.8091026,5.3079405,89.882957
"015","12am",7.0942165,3.8130534,89.0927301
"016","12am",3.1238692,13.3107796,83.5653512
"017","12am",6.2571362,15.4917371,78.2511267
"018","12am",7.4573985,6.9808649,85.5617366
"019","12am",17.0109973,13.6852581,69.3037446
"020","12am",1.7107856,3.664889,94.6243254
"021","12am",5.4603184,0,94.5396816
"022","12am",15.0922336,14.7100199,70.1977465
"023","12am",11.9098901,20.2320697,67.8580402
"024","12am",5.0775861,6.03589,88.8865239
"025","12am",7.8248798,11.3470787,80.8280415
