"hour","Duncan","Moran"
"min",0.0686,0.0590409547707315
"max",0.1898,0.41472251787493
"4am",0.069,0.0748263925967575
"5am",0.0697,0.0844204997227763
"6am",0.0734,0.111804857182809
"7am",0.082,0.145885483101678
"8am",0.0935,0.218937267266052
"9am",0.1317,0.222956278477651
"10am",0.1523,0.263690077401146
"11am",0.1507,0.280383752528157
"12am",0.1491,0.243526099739954
"1pm",0.1537,0.257980631056784
"2pm",0.1515,0.246084447788731
"3pm",0.1425,0.253549681390938
"4pm",0.1457,0.19935432199912
"5pm",0.1356,0.172820484883446
"6pm",0.1133,0.113519983175435
"7pm",0.0879,0.0590409547707315
"8pm",0.0759,0.0596254224772389
"9pm",0.0728,0.074306726500711
"10pm",0.0723,0.0832543350498787
"11pm",0.0703,0.102038374684793
"12pm",0.0692,0.0892861166067651
"1am",0.0686,0.10077069469371
"2am",0.0689,0.102830246455043
"3am",0.0693,0.0982092620382447
