hour,Duncan,Moran
4am,0.198885784121537,0.189240937757232
5am,0.199423673285447,0.192039030974106
6am,0.199603407848604,0.19549453574366
7am,0.199690023771392,0.187171833744994
8am,0.198869458474243,0.208106532002078
9am,0.194391530676877,0.239726129683148
10am,0.195144780530606,0.283540637298728
11am,0.195541781730915,0.288102849415143
12am,0.191075763922454,0.302304495416967
1pm,0.194788692200104,0.321488432317794
2pm,0.194820748867606,0.270759637492123
3pm,0.194389138404328,0.31200294971931
4pm,0.194515275867713,0.291426013891723
5pm,0.194216709736665,0.26338220872408
6pm,0.196294814660301,0.203231636424353
7pm,0.193900068734402,0.203012230648835
8pm,0.195098786950536,0.188667248385198
9pm,0.193758376214095,0.178285012536097
10pm,0.196576501440114,0.175745709575257
11pm,0.198367341074408,0.190534422597391
12pm,0.198253325820016,0.189565124095185
1am,0.197492397003731,0.189217775345564
2am,0.197414672145252,0.187945339931874
3am,0.197303395382961,0.188176458646325
