hour,Duncan,Moran
4am,0.148934093952479,0.251428207767763
5am,0.147568318638418,0.242714027553504
6am,0.146071881284518,0.227675403229719
7am,0.14595935524839,0.201641915388673
8am,0.147358259700891,0.162063254128369
9am,0.137864124025575,0.21078800686475
10am,0.139179217530713,0.224973341135625
11am,0.135564500204395,0.245105027418103
12am,0.138514092372193,0.255126888663434
1pm,0.138261650414125,0.291030686426407
2pm,0.137088299949069,0.29303034926994
3pm,0.134995564532074,0.292697458833547
4pm,0.139688702819038,0.308876021201509
5pm,0.147500165953367,0.323297781649162
6pm,0.148539074448348,0.2875321393254
7pm,0.147438341781388,0.252507069033019
8pm,0.144605463813555,0.257623904011382
9pm,0.14549465317021,0.2767032635736
10pm,0.146687577588835,0.293481241999
11pm,0.147660358309374,0.281086466497039
12pm,0.148420697043844,0.263571536054685
1am,0.149387194003336,0.259928206421551
2am,0.14839362400761,0.246080285619361
3am,0.14850342544386,0.248886645042464
