hour,Duncan,Moran
4am,0.221954514926633,0.497826050242988
5am,0.221034876884913,0.491613462522214
6am,0.218554245982115,0.464637128248173
7am,0.214833827724495,0.43636110859046
8am,0.204930982226432,0.422268055938514
9am,0.193457129403485,0.40218226563608
10am,0.194259927220613,0.436165400283383
11am,0.191123263058993,0.470681732258276
12am,0.196827443591836,0.445445718335013
1pm,0.201013235098618,0.417208072019969
2pm,0.202420305501337,0.446235065260495
3pm,0.207044500701603,0.410607765112387
4pm,0.212975988571642,0.465980849719256
5pm,0.220056522828531,0.497113187082129
6pm,0.220977987639065,0.475319300648714
7pm,0.217559014767575,0.510237321007199
8pm,0.222064947931045,0.517119452152112
9pm,0.224673642162434,0.499474352094184
10pm,0.223779856119404,0.517089474092004
11pm,0.221489295623017,0.518183391443799
12pm,0.222035222480154,0.513181325925401
1am,0.22246081810366,0.51282076725229
2am,0.222609684461005,0.505634029085193
3am,0.223259169075744,0.508036812101129
