"hour","Duncan","Moran"
"min",0.6294,0.531993495325608
"max",0.9905,0.787768876029085
"4am",0.9858,0.691195249380941
"5am",0.9845,0.691465255543508
"6am",0.9792,0.691026368410367
"7am",0.9647,0.687013569250055
"8am",0.9221,0.680661420357338
"9am",0.787,0.689440098751426
"10am",0.6908,0.707933672614407
"11am",0.6686,0.713762554581968
"12am",0.6612,0.720365637240357
"1pm",0.6636,0.72618220380406
"2pm",0.6546,0.731015273861634
"3pm",0.6571,0.732679157800271
"4pm",0.6704,0.729659610956764
"5pm",0.7073,0.723061011062007
"6pm",0.7848,0.706024945105062
"7pm",0.8708,0.696991203534188
"8pm",0.9259,0.689140267238031
"9pm",0.9461,0.683773051207592
"10pm",0.9566,0.683341463363122
"11pm",0.9694,0.687871007733132
"12pm",0.9805,0.692357022899064
"1am",0.9868,0.691765149254523
"2am",0.9896,0.690766568881478
"3am",0.9905,0.691294432471697
