"district","hour","sex1","sex2"
"9402","6am",0,0
"9403","6am",0,0
"9404","6am",0,0
"9405","6am",6735.248,0
"9406","6am",0,0
"9407","6am",0,0
"9408","6am",0,0
"9409","6am",0,0
"9410","6am",0,0
"9411","6am",0,0
"9412","6am",0,0
"9413","6am",0,0
"9414","6am",0,0
"9501","6am",0,0
"9502","6am",0,0
"9503","6am",0,0
"9504","6am",0,0
"9505","6am",3393.997,0
"9506","6am",0,0
"9507","6am",0,0
"9508","6am",0,0
"9509","6am",0,0
"9510","6am",0,0
"9511","6am",0,0
"9512","6am",0,0
"9513","6am",0,0
"7501","7am",4871.683,0
"7502","7am",8031.467,4346.489
"7503","7am",8691.96,5351.536
"7504","7am",5672.632,8095.13
"7505","7am",0,0
"7506","7am",10039.217,4710.924
"7507","7am",8159.96,0
"7508","7am",4227.468,4180.013
"7509","7am",5471.592,0
"7510","7am",4963.808,0
"7511","7am",0,0
"7512","7am",0,0
"7513","7am",0,0
"7514","7am",0,0
"7701","7am",7283.388,0
"7702","7am",0,0
"7703","7am",5920.411,0
"7704","7am",0,0
"7705","7am",0,0
"7706","7am",0,0
"7707","7am",0,0
"7708","7am",0,0
"7709","7am",0,0
"7710","7am",0,0
"7711","7am",3855.331,0
"7712","7am",0,0
"7713","7am",0,0
"7714","7am",0,0
"7715","7am",0,0
"7716","7am",0,0
"7801","7am",0,0
"7802","7am",0,0
"7803","7am",5479.573,7147.634
"7804","7am",0,0
"7805","7am",0,0
"7806","7am",0,0
"7807","7am",0,0
"7808","7am",0,0
"7809","7am",0,0
"7810","7am",0,0
"7811","7am",0,0
"7812","7am",0,0
"7813","7am",0,0
"7814","7am",0,0
"7815","7am",0,0
"7816","7am",0,0
"9101","7am",0,0
"9102","7am",0,0
"9103","7am",0,0
"9104","7am",0,0
"9105","7am",0,0
"9106","7am",0,0
"9107","7am",0,0
"9108","7am",0,0
"9109","7am",0,0
"9110","7am",0,0
"9111","7am",4326.22,0
"9112","7am",0,0
"9113","7am",7724.646,7561.208
"9114","7am",0,0
"9201","7am",6070.698,4380.917
"9202","7am",0,0
"9203","7am",5497.334,0
"9204","7am",7686.013,0
"9205","7am",0,0
"9206","7am",0,0
"9207","7am",0,0
"9208","7am",0,0
"9209","7am",0,0
"9210","7am",0,0
"9211","7am",0,0
"9212","7am",0,0
"9302","7am",0,0
"9303","7am",0,0
"9304","7am",0,0
"9305","7am",0,0
"9306","7am",0,0
"9307","7am",0,0
"9308","7am",0,0
"9309","7am",5096.765,0
"9310","7am",0,0
"9311","7am",5006.952,0
"9312","7am",7127.96,0
"9402","7am",0,0
"9403","7am",0,0
"9404","7am",4924.604,0
"9405","7am",9096.99,0
"9406","7am",0,0
"9407","7am",3396.752,0
"9408","7am",0,0
"9409","7am",3939.989,0
"9410","7am",0,0
"9411","7am",0,0
"9412","7am",0,0
"9413","7am",0,0
"9414","7am",0,0
"9501","7am",0,0
"9502","7am",0,0
"9503","7am",0,0
"9504","7am",0,0
"9505","7am",5112.462,0
"9506","7am",0,0
"9507","7am",0,0
"9508","7am",0,0
"9509","7am",0,0
"9510","7am",0,0
"9511","7am",0,0
"9512","7am",0,0
"9513","7am",0,0
"7501","8am",18365.797,6694.433
"7502","8am",19470.741,12730.469
"7503","8am",23588.111,14263.343
"7504","8am",10548.805,14393.583
"7505","8am",5253.568,0
"7506","8am",17702.631,9878.937
"7507","8am",13692.723,10953.487
"7508","8am",8192.973,5307.502
"7509","8am",18367.216,7167.885
"7510","8am",10456.648,6956.641
"7511","8am",12536.171,6554.33
"7512","8am",8809.144,0
"7513","8am",10180.887,6409.113
"7514","8am",5695.61,0
"7701","8am",13085.555,3345.147
"7702","8am",6309.794,5265.475
"7703","8am",10844.943,0
"7704","8am",0,0
"7705","8am",0,0
"7706","8am",0,0
"7707","8am",0,0
"7708","8am",0,0
"7709","8am",5584.292,0
"7710","8am",0,0
"7711","8am",7647.158,2872.644
"7712","8am",0,0
"7713","8am",0,0
"7714","8am",1747.612,0
"7715","8am",0,0
"7716","8am",5680.375,0
"7801","8am",0,0
"7802","8am",0,0
"7803","8am",6750.759,9632.697
"7804","8am",0,0
"7805","8am",0,0
"7806","8am",5716.643,0
"7807","8am",0,0
"7808","8am",0,0
"7809","8am",0,0
"7810","8am",0,0
"7811","8am",0,0
"7812","8am",20553.392,7525.962
"7813","8am",0,0
"7814","8am",0,0
"7815","8am",0,0
"7816","8am",11777.928,4298.435
"9101","8am",5905.947,3090.672
"9102","8am",0,0
"9103","8am",0,0
"9104","8am",0,0
"9105","8am",5687.516,0
"9106","8am",6148.088,2434.259
"9107","8am",0,0
"9108","8am",0,0
"9109","8am",5736.605,0
"9110","8am",2669.649,0
"9111","8am",8002.854,3270.073
"9112","8am",3230.985,0
"9113","8am",10925.633,10345.013
"9114","8am",0,0
"9201","8am",10652.037,6081.051
"9202","8am",5665.205,0
"9203","8am",15113.436,8280.17
"9204","8am",15779.855,8295.953
"9205","8am",10984.014,10614.764
"9206","8am",8274.306,5642
"9207","8am",0,0
"9208","8am",4005.351,0
"9209","8am",9131.871,4706.676
"9210","8am",8017.174,4797.312
"9211","8am",8994.363,0
"9212","8am",4150.676,4308.58
"9302","8am",0,0
"9303","8am",8635.131,7895.671
"9304","8am",9324.48,0
"9305","8am",0,0
"9306","8am",5540.189,0
"9307","8am",0,0
"9308","8am",5327.844,0
"9309","8am",9818.621,5629.697
"9310","8am",5363.778,0
"9311","8am",9724.144,0
"9312","8am",21845.915,7140.188
"9402","8am",12612.69,0
"9403","8am",8932.814,4869.887
"9404","8am",10219.311,0
"9405","8am",12150.209,4246.606
"9406","8am",7218.63,3979.769
"9407","8am",5708.378,0
"9408","8am",5064.813,4338.808
"9409","8am",13364.397,0
"9410","8am",3562.609,0
"9411","8am",5360.035,0
"9412","8am",0,0
"9413","8am",4393.072,0
"9414","8am",0,0
"9501","8am",4022.109,0
"9502","8am",5365.634,3141.658
"9503","8am",0,0
"9504","8am",0,0
"9505","8am",6789.265,0
"9506","8am",0,0
"9507","8am",0,0
"9508","8am",5435.528,3061.584
"9509","8am",0,0
"9510","8am",0,0
"9511","8am",0,0
"9512","8am",0,0
"9513","8am",0,0
"7501","9am",46380.056,41001.257
"7502","9am",48720.62,41675.561
"7503","9am",63482.92,63915.427
"7504","9am",20967.801,24694.492
"7505","9am",16686.984,14113.448
"7506","9am",29121.636,26900.551
"7507","9am",32930.142,27098.186
"7508","9am",16891.684,14656.821
"7509","9am",39025.317,26905.721
"7510","9am",23507.718,22204.566
"7511","9am",25677.21,22028.793
"7512","9am",13764.662,11365.427
"7513","9am",16952.595,15604.609
"7514","9am",13571.497,11066.379
"7701","9am",25176.816,11889.84
"7702","9am",22318.963,14448.226
"7703","9am",15830.567,5862.828
"7704","9am",5408.705,4518.791
"7705","9am",3833.88,0
"7706","9am",0,0
"7707","9am",0,0
"7708","9am",0,0
"7709","9am",7672.991,3983.797
"7710","9am",2834.915,0
"7711","9am",10735.283,7922.561
"7712","9am",0,3663.173
"7713","9am",0,0
"7714","9am",3215.496,4169.953
"7715","9am",0,0
"7716","9am",13188.39,8735.229
"7801","9am",0,0
"7802","9am",4352.968,0
"7803","9am",9880.309,12153.618
"7804","9am",3603.985,0
"7805","9am",6953.014,5257.874
"7806","9am",8086.26,4905.829
"7807","9am",2855.88,3363.519
"7808","9am",3470.858,0
"7809","9am",5493.795,2615.314
"7810","9am",0,0
"7811","9am",5536.926,0
"7812","9am",35328.651,16431.217
"7813","9am",4006.744,0
"7814","9am",0,0
"7815","9am",2146.505,3179.184
"7816","9am",25043.118,14278.131
"9101","9am",16038.719,10108.998
"9102","9am",4043.451,0
"9103","9am",2979.336,2700.163
"9104","9am",3181.337,0
"9105","9am",10753.186,4744.524
"9106","9am",10674.211,4722.259
"9107","9am",3458.185,3438.416
"9108","9am",3394.257,3918.394
"9109","9am",8285.555,5581.715
"9110","9am",5153.709,0
"9111","9am",18405.387,8879.668
"9112","9am",7352.991,3153.983
"9113","9am",22239.448,15617.798
"9114","9am",5135.28,2724.34
"9201","9am",16156.612,13040.011
"9202","9am",9754.534,7918.684
"9203","9am",26464.64,25652.531
"9204","9am",32925.023,25234.525
"9205","9am",36071.46,37609.596
"9206","9am",16837.111,16202.354
"9207","9am",9936.768,8895.66
"9208","9am",12146.741,8519.504
"9209","9am",23851.096,13816.903
"9210","9am",15370.001,12249.417
"9211","9am",14569.731,5853.806
"9212","9am",11460.135,7059.324
"9302","9am",0,0
"9303","9am",14291.269,17495.315
"9304","9am",21007.932,9596.509
"9305","9am",6455.694,4344.831
"9306","9am",10626.703,4881.667
"9307","9am",4615.517,0
"9308","9am",7728.297,0
"9309","9am",20722.143,9439.009
"9310","9am",9069.715,5560.526
"9311","9am",15226.635,5890.303
"9312","9am",37923.187,20872.406
"9402","9am",19235.06,7993.365
"9403","9am",20715.541,14684.375
"9404","9am",14717.617,3698.414
"9405","9am",20246.145,9037.056
"9406","9am",13587.422,14245.689
"9407","9am",8087.887,10503.426
"9408","9am",9054.743,7701.081
"9409","9am",22584.286,8667.166
"9410","9am",6890.136,2853.572
"9411","9am",6737.94,5308.777
"9412","9am",0,3390.539
"9413","9am",5819.06,4271.832
"9414","9am",0,4128.654
"9501","9am",8650.947,9300.1
"9502","9am",11178.232,9416.931
"9503","9am",6057.439,1994.963
"9504","9am",0,0
"9505","9am",10402.873,5685.342
"9506","9am",6181.923,4188.853
"9507","9am",4125.287,4356.236
"9508","9am",9950.354,4766.441
"9509","9am",4536.793,0
"9510","9am",4195.693,4398.147
"9511","9am",5737.091,4318.986
"9512","9am",0,0
"9513","9am",0,0
"7501","10am",71473.526,73830.125
"7502","10am",71270.181,69993.398
"7503","10am",95902.855,110785.31
"7504","10am",36342.516,37199.852
"7505","10am",20513.522,25648.649
"7506","10am",42232.215,38072.813
"7507","10am",46030.277,39764.19
"7508","10am",25607.681,25210.774
"7509","10am",54250.796,43804.717
"7510","10am",37275.747,36319.248
"7511","10am",38283.136,37100.831
"7512","10am",21139.795,20278.016
"7513","10am",25432.59,24958.326
"7514","10am",16420.441,18697.823
"7701","10am",28759.79,17913.509
"7702","10am",26050.533,21267.47
"7703","10am",20068.862,7036.75
"7704","10am",5292.791,5979.11
"7705","10am",3833.88,0
"7706","10am",0,0
"7707","10am",3317.256,0
"7708","10am",4331.154,4317.797
"7709","10am",9644.264,3181.846
"7710","10am",3612.939,4943.953
"7711","10am",11851.853,9348.078
"7712","10am",4867.858,4681.587
"7713","10am",0,0
"7714","10am",3533.119,5175.022
"7715","10am",0,0
"7716","10am",14576.342,10241.561
"7801","10am",3974.694,0
"7802","10am",6397.814,4094.419
"7803","10am",11362.989,14742.039
"7804","10am",3553.752,0
"7805","10am",10380.608,7189.533
"7806","10am",8997.034,6485.751
"7807","10am",3940.588,5062.295
"7808","10am",3380.931,0
"7809","10am",6267.927,3623.259
"7810","10am",0,0
"7811","10am",6137.056,6336.842
"7812","10am",44106.171,27562.054
"7813","10am",3683.236,2734.616
"7814","10am",3500.098,0
"7815","10am",2858.267,3624.803
"7816","10am",34350.981,20095.465
"9101","10am",21947.831,17049.844
"9102","10am",4352.438,3973.393
"9103","10am",3090.951,3150.209
"9104","10am",3916.607,2892.874
"9105","10am",13061.713,7008.275
"9106","10am",12670.13,5238.228
"9107","10am",4629.751,4521.047
"9108","10am",5225.086,5213.017
"9109","10am",9397.056,8298.407
"9110","10am",5578.973,3074.852
"9111","10am",20060.744,11793.313
"9112","10am",8541.873,4696.336
"9113","10am",27913.696,21609.63
"9114","10am",6446.422,4102.329
"9201","10am",21400.326,17364.803
"9202","10am",15127.892,9179.132
"9203","10am",40355.344,39907.642
"9204","10am",42182.408,40227.652
"9205","10am",65320.602,62349.831
"9206","10am",23734.515,22868.235
"9207","10am",15914.178,14997.442
"9208","10am",17177.322,14488.449
"9209","10am",33566.031,23506.824
"9210","10am",22310.526,18866.455
"9211","10am",15983.842,9061.692
"9212","10am",13462.725,9621.228
"9302","10am",0,4096.915
"9303","10am",20547.711,20551.865
"9304","10am",31168.8,15563.505
"9305","10am",8417.4,5424.456
"9306","10am",13094.041,6626.335
"9307","10am",6090.629,7040.612
"9308","10am",8704.259,4299.821
"9309","10am",23775.84,13046.488
"9310","10am",8899.698,6716.544
"9311","10am",19718.616,11809.699
"9312","10am",54777.441,40172.056
"9402","10am",23726.136,10834.745
"9403","10am",28398.422,18671.875
"9404","10am",14867.185,5723.592
"9405","10am",22667.695,10029.534
"9406","10am",18703.031,19291.463
"9407","10am",14202.167,14693.066
"9408","10am",11897.791,10359.796
"9409","10am",25321.227,14374.661
"9410","10am",7617.72,4602.366
"9411","10am",7424.591,5350.295
"9412","10am",0,5154.429
"9413","10am",5574.556,4614.497
"9414","10am",0,5522.181
"9501","10am",9766.949,12725.69
"9502","10am",12211.881,14307.854
"9503","10am",6839.097,2939.772
"9504","10am",0,0
"9505","10am",11206.565,7312.883
"9506","10am",7695.288,5795.327
"9507","10am",6079.642,8008.571
"9508","10am",13364.719,6785.457
"9509","10am",5121.591,0
"9510","10am",7349.102,5916.68
"9511","10am",8409.795,6789.617
"9512","10am",5207.884,2379.209
"9513","10am",4076.525,0
"7501","11am",79613.962,89636.25
"7502","11am",81741.295,81388.062
"7503","11am",104876.612,117208.585
"7504","11am",37540.035,41424.872
"7505","11am",25254.855,28391.895
"7506","11am",45649.918,39138.396
"7507","11am",50055.175,43436.396
"7508","11am",27474.123,28741.759
"7509","11am",58632.348,51965.947
"7510","11am",36902.702,40685.509
"7511","11am",39259.358,41468.884
"7512","11am",23467.645,23922.519
"7513","11am",25496.827,24971.581
"7514","11am",18476.569,20882.164
"7701","11am",29824.655,19564.244
"7702","11am",27254.226,21597.448
"7703","11am",22458.171,10168.47
"7704","11am",5618.5,6978.096
"7705","11am",3521.951,0
"7706","11am",0,0
"7707","11am",3477.898,0
"7708","11am",4240.772,5356.072
"7709","11am",10932.938,4746.898
"7710","11am",3944.489,5285.187
"7711","11am",12365.149,9093.154
"7712","11am",5568.32,4949.204
"7713","11am",2755.733,0
"7714","11am",3780.468,6655.725
"7715","11am",0,0
"7716","11am",15368.964,11025.8
"7801","11am",0,3736.391
"7802","11am",5431.706,0
"7803","11am",12485.897,17198.903
"7804","11am",3284.87,0
"7805","11am",11561.627,7037.079
"7806","11am",9574.199,6832.765
"7807","11am",5465.193,5879.307
"7808","11am",3560.916,3810.155
"7809","11am",7777.803,4784.147
"7810","11am",0,0
"7811","11am",7057.863,6565.059
"7812","11am",47049.083,31971.679
"7813","11am",4941.861,3385.979
"7814","11am",3090.566,0
"7815","11am",2711.011,4198.865
"7816","11am",35717.063,20564.619
"9101","11am",24336.106,17031.615
"9102","11am",5090.503,4743.019
"9103","11am",2855.743,5817.058
"9104","11am",4307.136,3037.631
"9105","11am",13639.349,7692.871
"9106","11am",13923.936,6287.052
"9107","11am",5768.951,4564.959
"9108","11am",5626.653,4748.169
"9109","11am",10482.761,8796.41
"9110","11am",5559.589,3481.052
"9111","11am",20942.928,12715.242
"9112","11am",10393.21,5500.407
"9113","11am",27150.276,23217.85
"9114","11am",7178.5,4884.766
"9201","11am",23111.886,19589.139
"9202","11am",17521.376,9635.16
"9203","11am",41188.294,41935.885
"9204","11am",42941.47,42790.815
"9205","11am",75575.485,68437.666
"9206","11am",26275.689,25936.734
"9207","11am",16551.149,15344.638
"9208","11am",17740.663,17400.428
"9209","11am",36996.398,26364.309
"9210","11am",23097.662,21981.034
"9211","11am",16293.532,9188.843
"9212","11am",14941.597,10205.862
"9302","11am",0,4270.169
"9303","11am",22522.948,18981.892
"9304","11am",32968.12,20081.071
"9305","11am",7710.673,5629.729
"9306","11am",14304.205,7764.53
"9307","11am",7501.222,4000.213
"9308","11am",8485.386,6120.82
"9309","11am",23921.429,14080.723
"9310","11am",7896.12,8547.467
"9311","11am",19047.933,11450.992
"9312","11am",58834.47,43146.474
"9402","11am",24657.559,12084.093
"9403","11am",29422.983,19927.949
"9404","11am",16174.092,6623.477
"9405","11am",22534.317,11012.43
"9406","11am",17576.39,21336.232
"9407","11am",14970.446,16465.499
"9408","11am",12590.492,9977.301
"9409","11am",24702.201,14314.614
"9410","11am",7231.626,4582.626
"9411","11am",7842.867,5880.202
"9412","11am",0,5498.2
"9413","11am",6877.139,4736.041
"9414","11am",0,5738.725
"9501","11am",11438.943,12664.143
"9502","11am",13915.217,14645.748
"9503","11am",7404.088,2587.281
"9504","11am",0,5939.275
"9505","11am",13082.069,9033.604
"9506","11am",8544.483,6246.194
"9507","11am",6557.393,7078.177
"9508","11am",14848.75,8627.058
"9509","11am",6420.882,0
"9510","11am",8068.061,6428.63
"9511","11am",7888.667,6237.47
"9512","11am",6110.468,2550.29
"9513","11am",4506.847,0
"7501","12am",86568.107,90386.261
"7502","12am",83702.443,82251.222
"7503","12am",104194.284,113065.119
"7504","12am",38231.395,41476.302
"7505","12am",25089.244,28397.782
"7506","12am",49714.662,39146.262
"7507","12am",48652.99,44248.529
"7508","12am",30245.609,29350.124
"7509","12am",62860.68,57235.317
"7510","12am",37336.17,39173.506
"7511","12am",39755.37,36791.521
"7512","12am",24792.905,25204.842
"7513","12am",28356.887,26121.971
"7514","12am",18790.124,22887.579
"7701","12am",28204.431,21653.909
"7702","12am",26018.097,22711.125
"7703","12am",21109.422,7912.155
"7704","12am",5044.587,7458.949
"7705","12am",0,0
"7706","12am",0,0
"7707","12am",3351.954,0
"7708","12am",3858.72,6450.36
"7709","12am",10207.068,4421.419
"7710","12am",4051.31,5852.735
"7711","12am",14282.185,8910.984
"7712","12am",4144.59,4185.556
"7713","12am",0,0
"7714","12am",3580.712,6160.419
"7715","12am",0,0
"7716","12am",14933.809,11896.668
"7801","12am",0,0
"7802","12am",4953.957,4328.747
"7803","12am",12172.956,16222.935
"7804","12am",3548.769,0
"7805","12am",11763.472,6573.378
"7806","12am",9232.097,7717.021
"7807","12am",4582.759,4782.06
"7808","12am",3341.605,3018.082
"7809","12am",7461.908,4314.626
"7810","12am",0,0
"7811","12am",6385.744,5438.115
"7812","12am",49430.971,33299.929
"7813","12am",4898.668,4231.137
"7814","12am",0,0
"7815","12am",3378.765,4217.763
"7816","12am",36250.478,21051.909
"9101","12am",24094.572,16417.997
"9102","12am",4623.079,4192.576
"9103","12am",2542.131,6147.393
"9104","12am",5656.844,0
"9105","12am",12246.731,6914.815
"9106","12am",11514.567,6128.732
"9107","12am",3861.492,5089.559
"9108","12am",6097.313,5856.925
"9109","12am",10986.052,8765.623
"9110","12am",6585.246,3141.988
"9111","12am",19644.218,13306.503
"9112","12am",10043.363,5946.562
"9113","12am",28651.06,21005.655
"9114","12am",6766.514,5951.528
"9201","12am",22394.571,21322.624
"9202","12am",16612.413,10188.591
"9203","12am",42331.641,44613.464
"9204","12am",41016.718,41690.513
"9205","12am",75230.566,68375.372
"9206","12am",26955.754,26033.101
"9207","12am",16114.009,16144.844
"9208","12am",19567.166,17454.752
"9209","12am",36486.954,28038.869
"9210","12am",23222.516,22489.878
"9211","12am",16960.299,8808.874
"9212","12am",15307.892,10291.034
"9302","12am",0,0
"9303","12am",22583.711,21466.676
"9304","12am",34985.165,19932.297
"9305","12am",8635.963,5454.526
"9306","12am",15742.305,10145.086
"9307","12am",6758.695,0
"9308","12am",8450.708,6368.742
"9309","12am",23307.344,14000.807
"9310","12am",9028.448,9247.216
"9311","12am",18781.095,11375.62
"9312","12am",55797.38,44551.058
"9402","12am",24291.069,10994.287
"9403","12am",28454.789,20307.933
"9404","12am",16493.358,6071.5
"9405","12am",23126.158,10018.728
"9406","12am",16875.273,22593.19
"9407","12am",16089.001,15353.118
"9408","12am",12383.631,11174.537
"9409","12am",24006.64,15333.241
"9410","12am",7118.129,4650.683
"9411","12am",7956.316,6240.237
"9412","12am",0,4204.379
"9413","12am",6561.313,4649.528
"9414","12am",0,4997.909
"9501","12am",10522.823,12050.485
"9502","12am",15015.988,13758.726
"9503","12am",7566.59,0
"9504","12am",0,6631.237
"9505","12am",12727.928,9222.185
"9506","12am",7997.29,6728.923
"9507","12am",5449.382,6827.732
"9508","12am",14073.803,7701.382
"9509","12am",5290.902,0
"9510","12am",8850.774,5938.162
"9511","12am",8278.014,6345.738
"9512","12am",5677.407,2588.303
"9513","12am",0,0
"7501","1pm",86851.532,96163.754
"7502","1pm",87024.985,84815.968
"7503","1pm",103077.484,115641.161
"7504","1pm",40441.072,39930.808
"7505","1pm",29322.426,29866.178
"7506","1pm",50208.363,36477.775
"7507","1pm",52144.312,39674.993
"7508","1pm",29164.092,30136.262
"7509","1pm",60241.429,55171.705
"7510","1pm",38946.721,39039.726
"7511","1pm",42811.102,38726.764
"7512","1pm",26172.199,29245.023
"7513","1pm",24734.629,23521.639
"7514","1pm",15836.124,20350.936
"7701","1pm",27921.276,21480.817
"7702","1pm",25391.19,22577.334
"7703","1pm",18586.678,6771.765
"7704","1pm",4446.268,6638.302
"7705","1pm",0,0
"7706","1pm",0,0
"7707","1pm",0,0
"7708","1pm",0,5801.154
"7709","1pm",9282.268,3882.031
"7710","1pm",2479.23,5603.588
