"district","hour","cleduc1","cleduc2","cleduc3","cleduc4"
"9110","6am",17324.351,18260.641,15190.656,7613.168
"9111","6am",13932.438,15238.761,18735.837,11960.71
"9112","6am",8972.345,14179.488,15148.301,8715.711
"9113","6am",9009.474,20275.545,25715.773,21095.032
"9114","6am",3134.083,9247.378,15734.387,13902.898
"9201","6am",30002.087,19554.677,34744.167,25584.483
"9202","6am",15145.292,23234.144,23260,18490.816
"9203","6am",19232.817,22316.755,44106.267,51618.824
"9204","6am",16381.155,25731.455,25587.589,16294.162
"9205","6am",7516.16,23437.355,25893.913,43274.772
"9206","6am",7226.498,24006.038,23158.549,38677.157
"9207","6am",2972.456,8106.768,29562.571,41705.808
"9208","6am",8681.284,18473.783,24578.313,36485.263
"9209","6am",19408.191,23952.624,40346.022,45148.531
"9210","6am",14953.734,20518.763,30066.171,48232.558
"9211","6am",17425.755,17453.317,18898.918,18037.519
"9212","6am",8722.481,20167.905,24161.009,21045.05
"9302","6am",12019.178,18131.749,8776.117,4957.924
"9303","6am",28777.478,22491.569,30944.274,19150.373
"9304","6am",36777.886,38342.447,20980.898,18718.703
"9305","6am",25073.25,27616.892,16698.842,7865.363
"9306","6am",27834.103,24459.165,26134.857,14266.152
"9307","6am",21770.256,27256.726,18748.285,8634.176
"9308","6am",18370.221,16975.909,17023.516,5033.142
"9309","6am",33887.01,25821.87,20307.007,7031.494
"9310","6am",28652.945,37585.112,29180.496,5094.8
"9311","6am",50968.308,27740.933,22888.232,12183.313
"9312","6am",58622.311,50436.587,26308.176,20925.358
"9402","6am",24410.777,42663.482,16838.063,18562.036
"9403","6am",27186.251,31109.894,21446.981,27989.136
"9404","6am",19847.871,19770.521,18461.589,8303.155
"9405","6am",11105.153,21474.271,21820.167,10866.673
"9406","6am",19453.842,26843.729,16488.376,10758.099
"9407","6am",23429.489,26188.157,28093.853,29205.947
"9408","6am",10219.951,20186.71,17128.186,25572.783
"9409","6am",22041.752,21144.397,49720.371,47897.756
"9410","6am",12911.327,13644.366,13227.125,4789.343
"9411","6am",17676.24,16581.424,10035.452,3735.613
"9412","6am",11665.39,10314.674,5634.667,6894.969
"9413","6am",16675.516,17839.731,16145.711,4678.756
"9414","6am",5324.595,9335.445,10147.521,4413.124
"9501","6am",12101.192,23706.338,22548.477,11371.397
"9502","6am",20113.381,19593.849,13118.802,6794.085
"9503","6am",12942.418,16674.532,11399.985,7025.017
"9504","6am",13083.252,15681.289,12627.606,7544.126
"9505","6am",18229.719,21242.236,16865.999,2056.555
"9506","6am",19416.016,15186.318,12305.323,3458.725
"9507","6am",29999.605,21875.603,14745.69,2349.453
"9508","6am",20458.404,35765.606,22000.682,11384.616
"9509","6am",14156.455,17140.236,21272.24,9672.601
"9510","6am",13587.425,27144.213,23062.125,10881.561
"9511","6am",12131.551,25291.987,19926.243,20330.938
"9512","6am",14631.361,18643.84,20950.507,14510.074
"9513","6am",11985.386,14157.282,14613.275,10258.796
"7501","7am",7403.916,12917.032,20783.743,46239.29
"7502","7am",11322.037,9804.316,38633.245,77463.872
"7503","7am",12171.398,16439.518,21029.835,41079.74
"7504","7am",7511.853,12601.604,24991.619,38922.804
"7505","7am",14611.882,16616.183,23662.241,64849.247
"7506","7am",15650.338,20757.648,38157.349,51210.31
"7507","7am",19060.894,25195.458,41265.183,62904.719
"7508","7am",5591.079,13343.903,28747.078,64153.858
"7509","7am",21622.283,19779.792,43125.197,99748.515
"7510","7am",10782.247,13221.129,37814.847,70166.313
"7511","7am",18914.908,17075.101,39144.861,59987.295
"7512","7am",26885.034,21529.037,37289.79,68782.499
"7513","7am",38753.415,30985.179,24621.781,39584.173
"7514","7am",35660.885,25071.741,41359.466,44165.688
"7701","7am",15833.249,37480.382,30175.916,13884.69
"7702","7am",21567.491,37811.805,24195.311,26104.565
"7703","7am",14788.906,31391.912,19249.702,9114.972
"7704","7am",24274.831,19914.569,15207.687,5466.912
"7705","7am",11852.251,18891.219,9080.338,3281.817
"7706","7am",12178.538,18521.481,9055.518,2133.365
"7707","7am",20530.869,17285.052,6650.092,2370.227
"7708","7am",9171.41,25256.579,17643.844,9990.82
"7709","7am",14535.44,14618.098,15155.351,2999.099
"7710","7am",7982.141,17539.256,27328.8,8669.872
"7711","7am",21532.248,24041.336,19193.921,11421.281
"7712","7am",12724.659,21717.361,8406.927,7962.16
"7713","7am",11050.425,8047.924,5580.956,1635.492
"7714","7am",13755.772,22660.557,16409.06,10148.341
"7715","7am",10992.867,13735.899,4491.774,1608.705
"7716","7am",16467.243,28938.453,16903.166,5543.126
"7801","7am",15422.955,16463.005,17044.516,24776.256
"7802","7am",6166.053,11371.615,17490.399,25047.074
"7803","7am",10999.391,21269.302,29419.1,23113.93
"7804","7am",10115.445,9722.77,13052.302,10712.24
"7805","7am",11507.661,29206.456,22247.35,15045.093
"7806","7am",18863.876,33122.993,16844.789,8605.943
"7807","7am",14287.505,15771.938,9027.484,2662.249
"7808","7am",16491.819,19430.929,9457.293,3745.582
"7809","7am",9107.625,20616.721,14600.265,12324.706
"7810","7am",2386.542,8017.236,6481.87,4229.562
"7811","7am",8057.03,16918.777,25858.308,23785.902
"7812","7am",10209.361,27059.445,34910.808,49886.884
"7813","7am",5465.035,12287.064,10253.598,7704.625
"7814","7am",1634.662,7976.553,6689.313,4894.708
"7815","7am",7169.629,10294.737,10341.34,5027.926
"7816","7am",14133.27,31640.478,32063.653,20498.173
"9101","7am",13976.973,19546.087,15557.914,8321.324
"9102","7am",9479.77,13787.818,13415.511,8292.705
"9103","7am",16196.932,18355.302,13590.259,8079.913
"9104","7am",10471.418,17384.652,10395.008,7991.159
"9105","7am",13405.268,27066.651,21734.932,10758.866
"9106","7am",21304.444,22325.887,21611.943,7709.42
"9107","7am",19353.708,27086.767,21722.475,9139.533
"9108","7am",8694.617,18075.931,13138.375,11514.478
"9109","7am",12961.954,16475.282,20321.71,11352.094
