"district","hour","act1","act2","act3","act4","act5"
"7501","4am",98.58362,1.0153479,0,0,0.4010357
"7502","4am",98.78772,0.2692702,0.1461124,0,0.7969018
"7503","4am",97.54232,0.5774,0,0,1.8802814
"7504","4am",93.21475,2.0900178,0,0,4.69523
"7505","4am",99.55359,0,0,0,0.4464064
"7506","4am",97.93443,0.8407846,0,0,1.2247894
"7507","4am",97.71502,1.0288885,0,0,1.256095
"7508","4am",96.75052,1.934623,0,0,1.3148553
"7509","4am",99.24716,0.5064789,0,0,0.2463615
"7510","4am",99.70993,0.2900672,0,0,0
"7511","4am",99.8165,0.1835038,0,0,0
"7512","4am",98.80998,0.8096893,0,0,0.3803299
"7513","4am",99.31868,0.205663,0,0,0.4756584
"7514","4am",98.97248,0,0,0,1.0275223
"7701","4am",99.08657,0.9134255,0,0,0
"7702","4am",99.05071,0,0.2668194,0,0.6824667
"7703","4am",95.88768,3.096853,0,0,1.0154622
"7704","4am",98.45898,0.7969223,0.1012417,0,0.642853
"7705","4am",98.35326,0.4470545,1.199688,0,0
"7706","4am",99.70881,0.291189,0,0,0
"7707","4am",98.18662,1.6484288,0,0,0.164951
"7708","4am",98.68707,0.2513342,0,0,1.0615929
"7709","4am",98.2403,1.7596999,0,0,0
"7710","4am",98.16836,0,0,0,1.8316374
"7711","4am",99.37545,0.2907438,0,0,0.333802
"7712","4am",98.95338,1.0466215,0,0,0
"7713","4am",98.07533,1.924669,0,0,0
"7714","4am",99.27005,0.4527961,0,0,0.2771525
"7715","4am",100,0,0,0,0
"7716","4am",98.04116,1.7465506,0,0,0.2122849
"7801","4am",99.15661,0.7093737,0,0,0.1340192
"7802","4am",99.42243,0,0,0,0.5775695
"7803","4am",98.53836,0.8546463,0,0,0.6069925
"7804","4am",98.57579,0.5504689,0,0,0.873746
"7805","4am",100,0,0,0,0
"7806","4am",99.7949,0,0,0,0.2050951
"7807","4am",99.6056,0,0,0,0.3944
"7808","4am",99.72159,0,0,0,0.2784097
"7809","4am",99.53726,0,0,0,0.4627368
"7810","4am",100,0,0,0,0
"7811","4am",98.38248,0,0,0,1.6175168
"7812","4am",99.07457,0,0,0,0.9254312
"7813","4am",99.58812,0.4118767,0,0,0
"7814","4am",100,0,0,0,0
"7815","4am",93.68614,1.0817044,0,0,5.2321592
"7816","4am",99.77655,0,0,0,0.2234505
"9101","4am",99.33169,0.6683091,0,0,0
"9102","4am",98.56541,0.8286667,0,0,0.6059229
"9103","4am",99.81743,0,0,0,0.1825687
"9104","4am",99.34318,0.249977,0,0,0.4068417
"9105","4am",99.63503,0.3649697,0,0,0
"9106","4am",98.70141,0,0,0,1.2985943
"9107","4am",100,0,0,0,0
"9108","4am",100,0,0,0,0
"9109","4am",97.85895,0.3490485,0,0,1.7919998
"9110","4am",99.06841,0.9315947,0,0,0
"9111","4am",99.52885,0.4711546,0,0,0
"9112","4am",99.59585,0,0,0,0.4041535
"9113","4am",99.34777,0.6522299,0,0,0
"9114","4am",99.7365,0.2634954,0,0,0
"9201","4am",98.91517,0.1588373,0,0,0.9259932
"9202","4am",98.9833,0.714752,0,0,0.3019453
"9203","4am",99.3327,0.1346634,0,0,0.5326399
"9204","4am",98.83982,1.1601815,0,0,0
"9205","4am",98.46259,0.5032149,0,0,1.0341978
"9206","4am",99.16668,0.5173335,0,0,0.3159881
"9207","4am",99.10578,0.3467827,0,0,0.5474388
"9208","4am",99.37229,0.6277069,0,0,0
"9209","4am",98.74978,1.2502248,0,0,0
"9210","4am",99.51924,0,0.4807573,0,0
"9211","4am",100,0,0,0,0
"9212","4am",97.52422,1.1678137,0,0,1.3079705
"9302","4am",96.21983,1.8746071,0,0,1.9055624
"9303","4am",99.61903,0.3809656,0,0,0
"9304","4am",100,0,0,0,0
"9305","4am",100,0,0,0,0
"9306","4am",99.58126,0.0781739,0,0,0.3405701
"9307","4am",100,0,0,0,0
"9308","4am",96.65248,3.3475213,0,0,0
"9309","4am",97.4002,1.9111477,0,0,0.6886504
"9310","4am",98.74584,1.0246806,0,0,0.2294763
"9311","4am",99.16606,0.691502,0,0,0.1424386
"9312","4am",98.98926,0.6983352,0,0,0.3124094
"9402","4am",98.7031,0,0,0,1.2968956
"9403","4am",99.58464,0.4153645,0,0,0
"9404","4am",98.8341,1.1658998,0,0,0
"9405","4am",93.91881,5.3291678,0,0,0.752025
"9406","4am",98.32826,1.6717369,0,0,0
"9407","4am",99.69303,0,0,0,0.306967
"9408","4am",98.44622,0,0,0,1.553781
"9409","4am",98.52571,1.086016,0,0,0.388277
"9410","4am",98.91454,0,0,0,1.0854635
"9411","4am",98.17247,1.2771433,0,0,0.5503829
"9412","4am",99.25058,0.7494199,0,0,0
"9413","4am",100,0,0,0,0
"9414","4am",98.7742,0,0,0,1.2257988
"9501","4am",99.34984,0,0,0,0.650157
"9502","4am",99.27819,0.721807,0,0,0
"9503","4am",99.01338,0.226674,0,0,0.7599485
"9504","4am",99.74003,0,0,0,0.259974
"9505","4am",97.50063,2.4993666,0,0,0
"9506","4am",97.82,2.180004,0,0,0
"9507","4am",99.67279,0.3272129,0,0,0
"9508","4am",99.25969,0.7403086,0,0,0
"9509","4am",99.17292,0,0,0,0.8270793
"9510","4am",99.10306,0.2726785,0,0,0.6242644
"9511","4am",100,0,0,0,0
"9512","4am",99.12337,0,0,0,0.876627
"9513","4am",98.89414,0.8080473,0,0,0.2978174
"7501","5am",98.58362,1.01534786,0,0,0.4010357
"7502","5am",98.53809,0.52127782,0.14574319,0,0.7948881
"7503","5am",97.54232,0.5774,0,0,1.8802814
"7504","5am",92.79358,2.5324094,0,0,4.6740153
"7505","5am",99.55359,0,0,0,0.4464064
"7506","5am",97.93443,0.84078459,0,0,1.2247894
"7507","5am",97.38068,1.36506581,0,0,1.2542541
"7508","5am",96.73796,1.94210103,0,0,1.3199377
"7509","5am",98.60072,1.15451942,0,0,0.2447568
"7510","5am",99.55086,0.44913911,0,0,0
"7511","5am",99.27067,0.72932734,0,0,0
"7512","5am",99.02439,0.5944566,0,0,0.3811552
"7513","5am",99.31868,0.20566305,0,0,0.4756584
"7514","5am",98.96994,0,0,0,1.0300604
"7701","5am",97.45305,2.46143536,0.08551256,0,0
"7702","5am",99.04566,0,0.26823991,0,0.6861
"7703","5am",95.46339,3.51917878,0,0,1.0174292
"7704","5am",97.84333,1.41330185,0.10114227,0,0.6422214
"7705","5am",97.84654,0.93283773,1.22062573,0,0
"7706","5am",99.14817,0.8518342,0,0,0
"7707","5am",97.55048,2.28142125,0,0,0.1680975
"7708","5am",98.09102,0.84482114,0,0,1.0641587
"7709","5am",97.87379,2.12620706,0,0,0
"7710","5am",97.24662,0.92323218,0,0,1.8301442
"7711","5am",98.11157,1.55380822,0,0,0.3346184
"7712","5am",98.942,1.05800084,0,0,0
"7713","5am",97.80358,2.19641835,0,0,0
"7714","5am",98.58494,1.13909014,0,0,0.2759735
"7715","5am",100,0,0,0,0
"7716","5am",97.69285,2.09322947,0,0,0.2139223
"7801","5am",99.15137,0.71377902,0,0,0.1348515
