"district","hour","age1","age2","age3","age4"
"7501","7am",7883.059,17135.977,49992.19,12664.652
"7502","7am",21139.36,16971.666,72940.98,26817.002
"7503","7am",8599.477,13448.617,56613.59,12058.81
"7504","7am",6180.365,20841.661,48496.73,9018.989
"7505","7am",12100.708,20550.716,70179.67,16908.454
"7506","7am",10171.691,29815.955,65022.75,20765.248
"7507","7am",24481.613,27916.57,72768.7,23753.735
"7508","7am",13222.352,24947.687,54600.77,19293.511
"7509","7am",23154.37,36328.808,90607.85,34184.757
"7510","7am",11305.106,21280.345,67059.09,32971.062
"7511","7am",15680.539,25944.115,70799.34,23358.215
"7512","7am",16596.01,49405.961,68545.83,19938.562
"7513","7am",15829.8,22734.135,74111.95,21268.666
"7514","7am",14933.949,33946.303,75376.03,23107.717
"7701","7am",10026.637,25214.912,54552.72,7680.263
"7702","7am",10022.25,18158.885,69564.78,11933.259
"7703","7am",9113.907,17362.084,38661.68,9407.82
"7704","7am",9123.316,6949.109,36970.97,11820.602
"7705","7am",5430.337,4051.584,28294.03,5329.679
"7706","7am",3345.539,6380.515,23701.77,8461.076
"7707","7am",3957.212,5786.983,27649.51,9442.537
"7708","7am",8364.577,8500.543,33562,11635.537
"7709","7am",3929.268,5681.775,30484.47,7212.479
"7710","7am",6050.882,8335.166,37938.91,9195.116
"7711","7am",9781.724,7292.519,48747,10367.543
"7712","7am",4817.541,10986.071,25123,9884.498
"7713","7am",2844.259,3451.397,14290.48,5728.661
"7714","7am",8563.688,9891.972,31197.84,13838.625
"7715","7am",1923.317,4103.156,17719.83,7082.947
"7716","7am",9909.756,13014.585,39087.89,5839.757
"7801","7am",9221.644,10126.422,43383.9,10974.763
"7802","7am",5323.863,8766.742,32653.02,13331.512
"7803","7am",9021.471,11116.32,49366.7,15297.233
"7804","7am",5417.015,5183.95,23903.4,9098.395
"7805","7am",7514.799,14579.209,42862.74,13049.81
"7806","7am",5726.523,11554.719,47087.01,13069.353
"7807","7am",6336.697,7129.363,18715.66,9567.456
"7808","7am",5241.089,6215.808,31679.44,5989.286
"7809","7am",7493.808,11059.608,30543.03,7552.867
"7810","7am",1414.847,3437.874,11543.92,4718.565
"7811","7am",4684.827,13518.184,38348.74,18068.267
"7812","7am",15274.287,19915.164,60962.69,25914.362
"7813","7am",4066.48,2413.968,23960.61,5269.266
"7814","7am",1698.244,3224.932,11884.7,4387.357
"7815","7am",2113.359,7319.338,18243.06,5369.556
"7816","7am",10067.269,22650.972,58404.96,7689.876
"9101","7am",9267.604,13872.567,28909.65,5352.479
"9102","7am",3940.984,6447.718,27604.86,7297.638
"9103","7am",2928.512,9435.465,32854.93,11003.498
"9104","7am",2957.26,8563.253,25143.48,10197.002
"9105","7am",7336.408,11640.914,45470.67,8836.143
"9106","7am",12344.736,13227.281,34812.64,12567.039
"9107","7am",7617.728,11746.814,43107.29,14830.656
"9108","7am",7133.31,9909.244,26112,9014.256
"9109","7am",5702.599,10666.902,35063.35,11254.956
"9110","7am",6720.127,11104.234,28836.54,8755.849
"9111","7am",5772.115,11078.765,33513.06,8917.59
"9112","7am",3726.3,6739.369,25465.9,7757.523
"9113","7am",7263.44,13053.95,39623.19,13642.255
"9114","7am",5816.203,4749.841,21899.76,7048.265
"9201","7am",12641.564,24424.144,57810.8,15415.476
"9202","7am",8945.484,14463.764,44703.29,11508.049
"9203","7am",12232.624,28332.545,72501.15,24549.639
"9204","7am",12868.555,16921.477,47729.81,11412.196
"9205","7am",11198.621,25831.566,50486.24,14050.606
"9206","7am",7977.282,12301.531,56256.14,14698.719
"9207","7am",7503.846,8255.634,48904.63,15797.287
"9208","7am",8738.529,15928.635,48226.25,16357.137
"9209","7am",13696.696,25518.475,66557.6,18665.279
"9210","7am",12052.513,17349.412,61432.19,22770.249
"9211","7am",8797.849,19418.101,29501.55,12869.966
"9212","7am",8173.074,11843.364,38307.68,15006.479
"9302","7am",5424.849,8246.737,19935.03,9326.908
"9303","7am",10714.32,17460.302,58526.93,13878.891
"9304","7am",7096.715,22496.996,64263.86,16129.915
"9305","7am",8200.544,10999.433,42809.58,12394.69
"9306","7am",7747.095,21939.558,41516.82,17248.513
"9307","7am",9875.477,10311.785,40229.42,10677.143
"9308","7am",6338.287,7701.219,30758.59,8681.26
"9309","7am",10396.47,14980.535,46735.26,11420.883
"9310","7am",11083.992,17769.705,48546.24,15664.865
"9311","7am",15745.136,22950.322,54016.66,15930.866
"9312","7am",17861.088,40131.227,77458.89,18395.69
"9402","7am",13087.755,20824.242,52271.88,15019.043
"9403","7am",12124.973,23378.509,58241.99,17201.486
"9404","7am",6413.65,8437.539,39594.71,10772.034
"9405","7am",4272.886,11816.311,38330.57,9889.739
"9406","7am",12999.099,13647.399,35709,10840.529
"9407","7am",8747.009,22817.375,54078.15,17501.1
"9408","7am",5678.855,13022.119,35317.73,15586.751
"9409","7am",9634.434,25115.928,76424.81,25697.424
"9410","7am",6059.682,7217.645,22146.73,6249.47
"9411","7am",4703.229,8682.592,24532.69,7795.697
"9412","7am",2517.033,6439.473,18634.72,5293.222
"9413","7am",6077.953,9716.251,27098.62,8941.703
"9414","7am",3464.336,3323.802,15993.19,4576.04
"9501","7am",10254.385,15533.712,35849.65,4361.996
"9502","7am",8938.979,12459.768,27927.52,7711.081
"9503","7am",4965.086,9411.075,22741.49,7681.399
"9504","7am",3896.679,7473.502,27485.64,7967.755
"9505","7am",4797.746,9353.388,33988.33,8706.001
"9506","7am",7805.585,9965.037,26758.71,5518.904
"9507","7am",8685.701,14666.471,31119.88,9185.86
"9508","7am",9615.173,14708.912,49645.51,11855.198
"9509","7am",4480.602,7838.409,35499.33,7727.894
"9510","7am",5842.7,11847.732,38449.05,13124.301
"9511","7am",4569.838,11755.937,41356.03,15348.789
"9512","7am",7526.076,12103.39,35441.01,11998.565
"9513","7am",3270.488,5257.912,32036.21,7950.052
"7501","8am",7780.3852,19006.743,60029.227,13282.704
"7502","8am",25148.4873,19164.177,75839.714,25906.014
"7503","8am",10932.0982,19464.016,66177.923,12086.588
"7504","8am",5268.0422,22075.912,49090.607,9380.119
"7505","8am",12398.8768,20123.237,65407.032,16908.454
"7506","8am",8027.546,28951.851,65611.141,20408.057
"7507","8am",24841.7172,27339.88,72071.643,23367.736
"7508","8am",12510.9989,23306.47,53351.326,19175.376
"7509","8am",25015.7632,33512.538,93251.638,34375.065
"7510","8am",11155.1548,20922.231,66522.908,32903.118
"7511","8am",13388.2271,23122.564,74937.522,22720.723
"7512","8am",15374.4997,44870.77,67269.166,20432.573
