"secteur","hour","cleduc1","cleduc2","cleduc3","cleduc4"
9405,"4am","9669.71739499856","18714.6416354688","21820.1671785336","10416.7266229327"
9406,"4am","20564.1811002426","28488.9037098432","16548.7177514086","10943.4784877205"
9407,"4am","23340.1640965137","26943.0769736708","27677.0259814199","28594.0511061689"
9408,"4am","9965.37835765762","20942.2228971006","16941.8924447844","25702.5899767138"
9409,"4am","21773.195729613","21463.6045237415","47980.0604682115","46584.5174879382"
9410,"4am","13259.685102122","13644.3663872614","13656.6825945544","4789.34303349534"
9411,"4am","17501.2625713694","16976.6068896476","10210.2369101743","3417.13884874528"
9412,"4am","12856.991183759","9751.68619578952","5306.24113784648","6394.72144815136"
9413,"4am","17257.0582872348","17332.148860017","15736.2117792059","4678.75644008828"
9414,"4am","5084.04504410087","9648.6372826003","10410.1080334142","4511.17275246553"
9501,"4am","13916.5670346761","25393.2802836663","21519.228673999","10825.0685676729"
9502,"4am","19891.1630132436","19174.9519776338","12959.6916916144","6903.73210564325"
9503,"4am","13223.7952598007","17749.0874956701","11397.1639717873","7408.93674493915"
9504,"4am","13485.4827036822","16660.5709434679","12971.6939792052","7688.07420286186"
9505,"4am","17702.494134779","20448.8792743349","15883.5874324175","1729.1891145053"
9506,"4am","20572.8480052515","15381.8084942302","12576.4728719641","3458.72453178894"
9507,"4am","30728.556428179","22262.7061064177","13832.8779096137","2349.45267506031"
9508,"4am","22060.7272638155","38387.4225030062","21795.9853505614","11590.8996554873"
9509,"4am","14385.9970608108","17614.5582048716","22088.3455369813","9672.60148347193"
9510,"4am","13409.8704840708","26783.6458048328","22357.1186385888","10881.5613802942"
9511,"4am","12131.5511744851","25446.2456430138","19926.2430882733","19897.2802202526"
9512,"4am","14631.3614285046","19730.4688172868","21758.4377416039","13884.0503710089"
9513,"4am","11488.1385041029","14450.7194479832","14613.2749977804","10258.795932015"
7501,"5am","5635.27915545442","12130.8243089698","16977.6088789986","43345.962593066"
7502,"5am","8938.8438438697","6533.69725576134","35557.9943999471","73136.0204416342"
7503,"5am","7437.97503217028","12216.9919872029","16621.3940456029","39887.7879620486"
7504,"5am","6602.92648852195","12734.2939869817","23009.3495235234","37288.1617448349"
7505,"5am","15804.7808740921","17561.4942022752","23537.2050251581","58313.9081194037"
7506,"5am","12981.1255960418","15984.6860140729","35181.2344512769","48891.5132096003"
7507,"5am","19575.7157646162","20409.1593455051","42144.670033863","58614.9676241753"
7508,"5am","5590.76134177847","13568.6898916611","25994.7708068328","58124.4050398223"
7509,"5am","19745.6143633701","20670.1418778384","34957.9509093921","96958.5165135158"
7510,"5am","7888.28040986206","11813.7279978778","36010.1320387031","70086.0747089341"
7511,"5am","17813.8669311425","14522.2256753097","36706.0455768258","59406.9510347313"
7512,"5am","27847.5278526325","21836.3377357311","33396.9362471694","66780.1646600295"
7513,"5am","42537.2637850465","31686.3576098786","24141.8585390327","41806.0846277052"
7514,"5am","36910.8938594236","28170.8046717207","37220.1425384582","45649.4922228561"
7701,"5am","14771.4406643854","35765.0990380411","35387.3936272135","14447.2145301894"
7702,"5am","21817.0395343324","37510.8726928677","25525.7026544662","26046.4478049637"
7703,"5am","14954.4880864572","34681.3364885778","20045.2506660107","9569.28943399557"
7704,"5am","26679.7105054204","21322.742556747","17812.8875038141","5466.91193490937"
7705,"5am","13320.3509377199","21791.859467122","10252.8646917444","3434.88275854994"
7706,"5am","14156.500118047","20721.3104677424","9655.17257791602","2362.23122443524"
7707,"5am","21269.6683389347","20801.2223675021","6991.21561654533","2521.23469167564"
7708,"5am","11017.1444796306","32385.6499114338","18424.1578269891","10973.32280594"
7709,"5am","15067.5219977525","15301.8886546398","16872.8237326267","3824.12826103458"
7710,"5am","9624.57117306574","18294.0627836867","27555.9851165732","9408.8170384452"
7711,"5am","22980.2269303187","24570.7969672516","18327.2010553341","12465.0263275897"
7712,"5am","12911.4845881448","24107.3571134448","9542.38369479413","8238.84424549458"
7713,"5am","11706.9019510576","9365.3233543005","6425.74862294469","1749.98317911069"
7714,"5am","14240.4134363178","24345.182803496","17810.2636643862","10067.5740727811"
7715,"5am","11615.2991113369","15118.8710221759","5637.78189013481","1753.3709971851"
7716,"5am","17362.2593992863","30779.5259917663","20427.8716099727","6054.10351413386"
7801,"5am","15422.9553970712","20117.6046263293","17437.3717012409","25591.0648006709"
7802,"5am","6102.07938092155","11922.7031067206","19942.2711665455","25664.8808337874"
7803,"5am","11821.6703019342","20655.8320057953","31225.9667999905","25526.8254457432"
7804,"5am","10352.7895206115","11243.7772207082","13542.5317596503","11195.7936411685"
7805,"5am","11110.907285389","30066.7359319055","24418.4520414198","15219.9349684873"
7806,"5am","21181.9691569503","34458.186802325","17973.6196252187","8381.67254953165"
7807,"5am","16024.6082462275","18888.5689588612","9455.6736466765","2662.2492420439"
7808,"5am","17943.2456805658","23222.4387259384","10443.5683844147","4236.66756233162"
7809,"5am","10876.4523142573","21708.194561711","17011.6750183755","13014.8044383313"
7810,"5am","2758.09600070275","9059.52972208481","7000.0695218005","4841.25190114575"
7811,"5am","8419.84808624685","17888.1795574161","26362.8942477046","23785.9016934235"
7812,"5am","10680.343122267","27702.7209701647","33533.3463417884","51835.5700574155"
7813,"5am","4703.77870431096","13060.8647684943","11313.7393825033","7894.86225946671"
7814,"5am","1746.99030227386","8257.47899377859","7652.55331724517","5006.59335822399"
7815,"5am","7622.07526114825","11894.6387983025","10872.85371409","5608.15390916531"
7816,"5am","15574.389491794","35312.884070103","32886.9611250978","20001.6915116524"
9101,"5am","14114.6172495288","19588.9876880614","14761.216590367","8235.29860003653"
9102,"5am","10121.0695069668","14675.2712548104","12605.4404728293","9193.79058978421"
9103,"5am","17182.4974788339","21326.4760611368","15345.0678927171","8489.73460095945"
9104,"5am","10592.0477164724","19015.6629673135","11531.3216727289","7991.15941541813"
9105,"5am","13301.3747139631","28328.2955012281","22838.2523688197","10920.3307587474"
9106,"5am","22815.4012207562","25505.2181805916","23089.4582294901","10236.0397239088"
9107,"5am","20952.2335564494","29734.9269427039","23624.5134059708","9917.64680458791"
9108,"5am","8763.71579426481","19853.4839625803","14795.3118110465","11727.7067496525"
9109,"5am","13747.5554802682","17302.9233360708","21364.4503780843","11452.0208635347"
9110,"5am","17953.0561394724","19183.9450585876","15190.6561996974","7613.16787580407"
9111,"5am","13576.8236467859","14243.4344448599","18611.8159864635","11738.3902746156"
9112,"5am","8756.68176652617","14179.488183104","15425.3983829837","8919.41589841161"
9113,"5am","9665.0113963502","20380.9725389151","25422.6125465039","20816.9745087629"
9114,"5am","3134.08280470156","9247.37803435238","15626.5276639536","13572.6136390042"
9201,"5am","31043.1477414604","19154.9603980211","34577.4697404029","25317.6010081426"
9202,"5am","15657.2762421145","22656.7309084986","23769.3050273329","18415.2950661283"
9203,"5am","20129.4135928835","22050.4295248681","43084.7599433329","49865.9656309819"
9204,"5am","16973.9618626631","25898.2324448915","25040.6803285079","16294.1617943557"
9205,"5am","8416.04782174404","22833.4080581734","23935.3394627078","41726.1515140386"
9206,"5am","6628.70215553747","23296.4008240342","23158.548620157","38677.1566786335"
9207,"5am","2972.45582240717","8541.96036766617","29562.570865994","41561.8598650055"
9208,"5am","8048.42145795176","18876.4523472044","23022.9285835161","36485.2632995163"
9209,"5am","19430.8498373264","23952.6237617041","38360.1217138028","43038.2495717538"
9210,"5am","14415.7594662075","20518.7633271299","30745.6438987394","48232.5576986023"
9211,"5am","17065.9240645411","17109.1788986708","18830.2676776571","18280.919675923"
9212,"5am","8722.48067018223","20167.9052300943","24313.8664414386","20824.1780561059"
9302,"5am","12773.1761208017","18424.2087261265","9532.42953568556","5121.11255258787"
9303,"5am","27604.273411718","22888.8955391754","31205.589557281","19150.3728215713"
9304,"5am","36201.9807459739","38210.4971231652","20877.2404808788","18022.5162322955"
9305,"5am","26213.484059374","29092.1928275577","16422.3294043997","7683.75871984061"
9306,"5am","28034.805009174","24752.4635894513","25253.8885455131","14266.1522131445"
9307,"5am","23256.2072709239","27402.4994536936","19533.5068438476","8558.92998267498"
9308,"5am","18911.6785071305","18278.9090040875","16076.9868723042","5033.14165479127"
9309,"5am","34717.5711108975","26196.0063550833","21249.8727869708","5464.71303412357"
9310,"5am","29361.5047660736","39582.6657032157","28957.6575481703","4964.52376651508"
9311,"5am","53848.2590753869","29696.7183619094","23018.2435424267","11885.5927033456"
9312,"5am","61445.7063880301","51457.8914345649","26282.9244211806","19703.8134945886"
9402,"5am","25733.4978369524","43022.6324387735","16879.2243334641","18130.6226557626"
9403,"5am","27186.2505779437","31341.9946988632","20966.1690002463","27198.0419948347"
9404,"5am","19557.9471880971","19663.776383549","18402.099156327","8303.15540862927"
9405,"5am","10990.2064652287","20530.228503628","21820.1671785336","10416.7266229327"
9406,"5am","20274.2572405762","27972.8073506698","16257.1090910447","10943.4784877205"
9407,"5am","23340.1640965137","26047.7198511943","27677.0259814199","28594.0511061689"
9408,"5am","10219.9506894298","21168.3953966075","16941.8924447844","25572.783085778"
9409,"5am","21899.1396543676","20856.1190853768","47980.0604682115","46937.3634956164"
9410,"5am","13259.685102122","13644.3663872614","13328.2564476703","4789.34303349534"
9411,"5am","17501.2625713694","16727.0141803408","10210.2369101743","3417.13884874528"
9412,"5am","12767.6663786121","9617.42664452788","5634.66728473061","6245.87238418025"
9413,"5am","17257.0582872348","18227.5059824935","15736.2117792059","4678.75644008828"
9414,"5am","5084.04504410087","9599.70861078275","10410.1080334142","4511.17275246553"
9501,"5am","13721.6916195327","25188.9428839593","21314.8912742921","10825.0685676729"
9502,"5am","20394.7922698939","19062.6722019838","12959.6916916144","6903.73210564325"
9503,"5am","13223.7952598007","17749.0874956701","11589.6840619703","7408.93674493915"
9504,"5am","13237.025851016","16660.5709434679","12779.1738890222","7688.07420286186"
9505,"5am","17702.494134779","20187.1414829284","16035.3914254218","1858.99600544112"
9506,"5am","20478.8158094926","14979.4631704192","12165.1629842901","3458.72453178894"
9507,"5am","30262.5235853947","22366.4406131624","13832.8779096137","2349.45267506031"
9508,"5am","22060.7272638155","37539.4664721335","21795.9853505614","11590.8996554873"
9509,"5am","14218.6025756308","17614.5582048716","22088.3455369813","9672.60148347193"
9510,"5am","13409.8704840708","26783.6458048328","22357.1186385888","10881.5613802942"
9511,"5am","12131.5511744851","25446.2456430138","19926.2430882733","19897.2802202526"
9512,"5am","14631.3614285046","19730.4688172868","21758.4377416039","13884.0503710089"
9513,"5am","11749.8866737353","14344.0180099386","14613.2749977804","10258.795932015"
7501,"6am","7339.6498885473","12618.754605225","16977.6088789986","43589.7922125366"
7502,"6am","9404.87668665398","6629.50529924722","35557.9943999471","73136.0204416342"
7503,"6am","8250.64714239144","13518.3543968313","16765.8506970978","39887.7879620486"
7504,"6am","6505.24951282476","12035.928359145","22988.3958846818","36704.2874508405"
7505,"6am","16226.9679835871","17279.0121384517","23537.2050251581","58767.1895893044"
7506,"6am","12804.680649844","16482.912619321","35469.7836014562","48489.6684330277"
7507,"6am","18942.8527695629","21404.3380141166","40957.7726716835","58327.5139123485"
7508,"6am","5590.76134177847","13568.6898916611","25994.7708068328","58301.3051857709"
7509,"6am","20314.9832338742","20892.5510263036","34957.9509093921","96284.1502495744"
7510,"6am","8846.70566619005","12279.9507357831","36619.9378898208","70086.0747089341"
7511,"6am","18765.1644682516","15468.0821774301","36960.6041407487","59406.9510347313"
7512,"6am","26955.27938674","21836.3377357311","33962.6674972652","67023.5648635659"
7513,"6am","42205.8481218347","32076.9468966971","24676.7027073143","41806.0846277052"
7514,"6am","36172.7986493368","26170.4423718546","37539.8252290794","45196.2107529554"
7701,"6am","15041.390263797","36462.3628148301","31153.1248825958","14447.2145301894"
7702,"6am","21534.3140013831","36849.7194531629","25242.5099410765","25635.9062898045"
7703,"6am","15313.5212560765","34516.7181197107","20796.2481023211","9250.3311302012"
7704,"6am","26150.7624132201","20764.9143054052","17393.8686041495","5466.91193490937"
7705,"6am","12347.6391766569","20343.5136498145","9888.18997901636","3434.88275854994"
7706,"6am","13727.2589548846","19861.3761509727","9252.62219742795","2362.23122443524"
7707,"6am","21147.3314314598","19723.2496552192","6991.21561654533","2521.23469167564"
7708,"6am","9567.00651008713","30524.9140173778","17555.9007505418","10973.32280594"
7709,"6am","16295.3012926742","14762.0132141206","16872.8237326267","3579.84986038921"
7710,"6am","9327.76034178425","18294.0627836867","27911.2857877023","9408.8170384452"
7711,"6am","21794.5206639034","24659.4750342771","19449.3826643147","12465.0263275897"
7712,"6am","12911.4845881448","22994.6424128248","9542.38369479413","8238.84424549458"
7713,"6am","11368.7142350246","9156.11214286427","6170.89665313627","1749.98317911069"
7714,"6am","14240.4134363178","23199.3350228334","17655.4243050589","10067.5740727811"
7715,"6am","11425.9608436257","14660.720996473","5512.01112423882","1753.3709971851"
7716,"6am","16783.4102520427","29855.0007843999","19838.1483602312","5908.41252483606"
7801,"6am","15422.9553970712","18176.622958191","17437.3717012409","25591.0648006709"
7802,"6am","6102.07938092155","11629.6510423557","19942.2711665455","25465.6568502864"
7803,"6am","10742.9999257904","21668.0744104404","31225.9667999905","25526.8254457432"
7804,"6am","10843.978375474","10886.3348069598","13542.5317596503","11195.7936411685"
7805,"6am","10556.8018297173","30262.3112056648","23621.3400047405","15329.5821778205"
7806,"6am","20432.7683233566","34812.2390718084","17395.892994716","8381.67254953165"
7807,"6am","15880.8958703768","18310.0661416422","8532.71585734012","2662.2492420439"
7808,"6am","17823.8543226292","21530.0573131329","10443.5683844147","4236.66756233162"
7809,"6am","9837.73530641342","21245.613317632","16776.044731096","13014.8044383313"
7810,"6am","2758.09600070275","8762.45829416552","7000.0695218005","4841.25190114575"
7811,"6am","8748.06292997914","17888.1795574161","26303.2069391284","23785.9016934235"
7812,"6am","10680.343122267","27702.7209701647","33247.1371852841","51835.5700574155"
7813,"6am","5196.61063977602","12737.5196969995","11313.7393825033","7894.86225946671"
7814,"6am","1634.66202702679","8048.31464569901","7538.28491039539","4948.19206776456"
7815,"6am","7622.07526114825","11641.3162530793","10872.85371409","5278.01481812665"
7816,"6am","14485.3862267221","33531.1191852101","32405.2042097617","20001.6915116524"
9101,"6am","14079.3268559717","20129.1912536817","14890.8595071995","8235.29860003653"
9102,"6am","9757.00090202946","14485.2300716754","12311.8065563365","9020.01865341055"
9103,"6am","17182.4974788339","20212.5626608648","15345.0678927171","8313.98951977074"
9104,"6am","10220.9456121751","19111.0983029688","11376.8628812888","7991.15941541813"
9105,"6am","13679.9173258073","27819.6142370915","22063.1176650763","10920.3307587474"
9106,"6am","22371.3219583937","24602.6598760663","23089.4582294901","9878.28862580158"
9107,"6am","20142.6543756654","29512.2595378094","22705.0228174449","9577.87455962548"
9108,"6am","8587.16657418364","19019.2763180941","14795.3118110465","11612.5629882848"
9109,"6am","13454.3512740643","17101.0626931347","20720.1586610862","11452.0208635347"
9110,"6am","17324.3506580611","18003.3693114556","15190.6561996974","7613.16787580407"
9111,"6am","13932.4377448373","15238.7611700836","18507.1102026618","11738.3902746156"
9112,"6am","8972.34473728721","14179.488183104","15148.3012030551","8715.71148078873"
9113,"6am","9009.47387253877","20275.5450621001","25223.8728365947","20816.9745087629"
9114,"6am","3134.08280470156","9247.37803435238","15626.5276639536","13572.6136390042"
9201,"6am","30002.0871496714","19554.6767736924","34744.1674526459","25584.482613129"
9202,"6am","15145.2919858886","23234.1440364091","23260.0002458314","18084.6944468717"
9203,"6am","19232.8172143717","22316.7545005691","42350.6405700804","49865.9656309819"
9204,"6am","16381.1545906223","25731.4549431983","25326.0291257219","16294.1617943557"
9205,"6am","7516.15951297255","23012.4435365671","24619.1783163241","41490.9495953063"
9206,"6am","7226.49834112136","23500.9390990654","23158.548620157","38677.1566786335"
9207,"6am","2972.45582240717","8106.76795163762","29562.570865994","41705.8079969535"
9208,"6am","8681.28445300507","18473.7826426652","22876.279041412","36485.2632995163"
9209,"6am","19408.1911435919","23952.6237617041","38158.4956484771","43038.2495717538"
9210,"6am","14953.7344496158","20518.7633271299","30066.1711932479","48232.5576986023"
9211,"6am","17065.9240645411","17316.1937483004","18526.4019739281","18037.5194723866"
9212,"6am","8722.48067018223","20167.9052300943","23922.4632234341","20824.1780561059"
9302,"6am","12019.1782761472","18131.7489636007","8683.07640277754","4957.92389493118"
9303,"6am","28777.4777145035","22491.5694030346","30558.9614783217","19150.3728215713"
9304,"6am","36777.8859269186","37609.5348275316","19588.5250663735","18022.5162322955"
9305,"6am","25073.2500813693","27616.8917176726","16422.3294043997","7507.94035723862"
9306,"6am","27834.1028761354","24024.4197014545","25112.0403357416","14266.1522131445"
9307,"6am","21770.256159948","27256.7259019722","18748.2854163045","8634.17564075993"
9308,"6am","18370.2209991764","16975.9091420267","16671.9402845631","5033.14165479127"
9309,"6am","33887.0096456393","25821.8698017066","20307.0070736938","7031.49395437588"
9310,"6am","28652.9454226059","37585.1122326546","29050.2192667671","4964.52376651508"
9311,"6am","50968.3075519797","27740.932802708","22888.2322274778","11885.5927033456"
9312,"6am","58622.3105947575","50436.5870734695","25305.9744608535","19939.0154133209"
9402,"6am","24410.7773272228","41488.0045571171","16406.649777427","18130.6226557626"
9403,"6am","27186.2505779437","31109.894182116","20655.8861514492","27198.0419948347"
9404,"6am","19847.8710477635","19770.5208392402","18126.7508613231","8303.15540862927"
9405,"6am","11105.1532754914","21474.2705309137","21820.1671785336","10549.6402987412"
9406,"6am","19453.8422798169","26843.7291225173","15938.2443873526","10484.2560303758"
9407,"6am","23429.4889016606","26463.0492034671","27187.9981913495","28327.1695011826"
9408,"6am","10219.9506894298","20186.7101067194","16528.4246366397","25572.783085778"
9409,"6am","22041.7515019668","21144.3965699545","47457.4690033339","46937.3634956164"
9410,"6am","12911.3269242497","13644.3663872614","13227.1248691639","4789.34303349534"
9411,"6am","17676.2396207732","16581.4238086479","9702.07677995708","3417.13884874528"
9412,"6am","11665.389584103","10314.6744296099","5634.66728473061","6112.95870837179"
9413,"6am","16675.5157856606","17839.7306370972","15970.0712272741","4678.75644008828"
9414,"6am","5324.59536580394","9335.4450233066","10147.521476281","4413.12394232114"
9501,"6am","12101.1919510001","23706.3382804868","20956.9058472061","10825.0685676729"
9502,"6am","20113.3809949946","19593.849037711","12555.4299670197","6794.08489631006"
9503,"6am","12942.418191675","16674.532416346","11399.9847120129","7025.01704790159"
9504,"6am","13083.2516767309","15681.2887860399","12627.6058232331","7544.12607091394"
9505,"6am","18229.7192560932","21242.2360780542","15953.656354636","2056.55531317871"
9506,"6am","19416.015883167","15186.3178943633","12165.1629842901","3458.72453178894"
9507,"6am","29999.6045607438","21875.6030176287","13932.1720011435","2349.45267506031"
9508,"6am","20458.4041536243","35765.6060112099","22000.6821218201","11384.6159597942"
9509,"6am","14156.4547374742","17140.2357937021","21272.239894755","9672.60148347193"
9510,"6am","13587.4247014902","27144.2125086112","22102.5600746659","10881.5613802942"
9511,"6am","12131.5511744851","25291.9874292109","19926.2430882733","19897.2802202526"
9512,"6am","14631.3614285046","18643.8402420827","20950.5068384766","13884.0503710089"
9513,"6am","11985.3857434745","14157.2821121701","14613.2749977804","10258.795932015"
7501,"7am","7403.91641801402","12917.0322474855","18751.6402391245","43514.8990756864"
7502,"7am","11322.0370817873","9804.31617624801","36153.5624691382","71313.5774579974"
7503,"7am","12171.3982512043","16439.518447476","18547.9946365018","40101.0924409074"
7504,"7am","7511.85330069957","12601.6044174818","24567.7526530473","36704.2874508405"
7505,"7am","14611.8821252073","16616.1827275325","23147.1058782729","58503.4034181346"
7506,"7am","15650.337974808","20345.6593460243","36873.5779546685","49061.6154831732"
7507,"7am","19060.8935725323","24427.779248512","41265.1826895887","58835.3901092465"
7508,"7am","5591.07922913504","13343.9030044959","27155.8670236202","59789.3581797184"
7509,"7am","21622.2829998147","19779.7921906441","32340.1592590916","97280.3956199354"
7510,"7am","10782.246880205","13221.1285036359","35550.4983653185","68526.1614839913"
7511,"7am","18914.9076856754","16072.7376189284","36219.1321772868","58665.1131497664"
7512,"7am","26885.0336544833","21529.0373268846","34185.512634168","66538.1461708579"
7513,"7am","38753.4148470911","30985.1789426524","24157.5777110051","38303.999409874"
7514,"7am","35660.8847878021","25809.8366854949","39286.7494087196","43685.338382165"
7701,"7am","15833.2490731968","37480.3815249769","29010.8049820877","13428.7410952358"
7702,"7am","21567.4909009204","37811.8045896837","23900.9606382633","25079.9200590735"
7703,"7am","14788.9055949483","31391.9116705946","19249.7023894196","8859.07704707871"
7704,"7am","24274.8308932561","19914.5693658904","15207.6867343051","5466.91193490937"
7705,"7am","11852.2510621099","18891.2189898857","9080.33790912148","3281.81707625106"
7706,"7am","12178.5384209073","18521.4809034473","9055.51823553792","2133.36497020526"
7707,"7am","20530.8694933684","17285.0519751958","6538.95034454893","2370.22707767471"
7708,"7am","9171.4098338309","25256.5788504226","17643.8437501136","9990.82037796475"
7709,"7am","14535.4398323686","14618.09796539","15155.3511317556","2999.0992807851"
