secteur,hour,cleduc1,cleduc2,cleduc3,cleduc4
7808,5am,32.1299131020971,41.58305312,18.70068273,7.58635104504105
7809,5am,17.3714369175645,34.6714647,27.17037053,20.7867278559709
7810,5am,11.6577292459952,38.29219308,29.58740927,20.4626683990827
7811,5am,11.0125528258563,23.39644615,34.48076053,31.110240496775
7812,5am,8.63044217945979,22.38567889,27.09721995,41.8866589863739
7813,5am,12.7221148419867,35.32517832,30.59980088,21.3529059593196
7814,5am,7.70834761967849,36.43495815,33.76580916,22.090885075511
7815,5am,21.1737712967819,33.04275449,30.20428295,15.57919125715
7816,5am,15.0077094585324,34.02801147,31.69035665,19.273922425289
9101,5am,24.8934521085083,34.54840597,26.03383654,14.5243053832097
9102,5am,21.7210973289717,31.49499122,27.05287215,19.7310393022619
9103,5am,27.5608867027246,34.20786712,24.61363246,13.6176137235856
9104,5am,21.5591418117024,38.70463819,23.47094782,16.2652721823555
9105,5am,17.6438292760112,37.57653778,30.29417894,14.4854539991758
9106,5am,27.9442574367926,31.23873983,28.27992191,12.5370808258204
9107,5am,24.8752256101639,35.30234685,28.04784985,11.7745776898381
9108,5am,15.8935094231871,36.00545041,26.83216038,21.2688797895475
9109,5am,21.5253045085018,27.09213971,33.45149621,17.931059574854
9110,5am,29.9512995650914,32.00480636,25.34275451,12.7011395673293
9111,5am,23.3397202478235,24.48568118,31.99530242,20.1792961518034
9112,5am,18.520514978578,29.98983294,32.62495194,18.8647001399745
9113,5am,12.6695143928984,26.71668085,33.32558466,27.2882200899388
9114,5am,7.53736753017094,22.23964435,37.58129238,32.6416957422818
9201,5am,28.1971581300542,17.39886212,31.40745875,22.9965210050774
9202,5am,19.4503691158794,28.14549429,29.52759786,22.8765387335119
9203,5am,14.8962694286843,16.31786926,31.88379977,36.9020615495343
9204,5am,20.1574150833452,30.75542561,29.73704026,19.3501190459539
9205,5am,8.68431079740847,23.56122688,24.69828254,43.0561797892179
9206,5am,7.2238925091297,25.3881818,25.23795186,42.1499738333864
9207,5am,3.5969231579987,10.33649511,35.77321316,50.2933685712007
9208,5am,9.31173896687504,21.83938774,26.63671409,42.2121592113123
9209,5am,15.5718565110961,19.19559996,30.74174913,34.490794403273
9210,5am,12.6550914687693,18.01270529,26.99052636,42.3416768904431
9211,5am,23.9399805891163,24.00065822,26.41499171,25.644369477895
9212,5am,11.7826092263588,27.2434592,32.8439578,28.1299737738582
9302,5am,27.8580542959432,40.18284898,20.7900476,11.1690491226606
9303,5am,27.371850453982,22.6961752,30.94284417,18.989130168068
9304,5am,31.9488719637559,33.72142228,18.42452455,15.9051812001849
9305,5am,33.0095723923101,36.63461305,20.67997028,9.67584427667566
9306,5am,30.3711647586466,26.81528014,27.35849276,15.4550623482331
9307,5am,29.5312629407364,34.79631942,24.80409295,10.8683246956496
9308,5am,32.4381582118173,31.35280361,27.57596813,8.63307004923171
9309,5am,39.6191929724245,29.8945058,24.25004929,6.23625194130892
9310,5am,28.5433518899692,38.47970208,28.1507578,4.82618823397261
9311,5am,45.4612059006919,25.07135145,19.43307225,10.0343704033606
9312,5am,38.6717707546476,32.38579061,16.54155006,12.4008885770333
9402,5am,24.799552334235,41.4612126,16.26662686,17.4726082032345
9403,5am,25.4809491953808,29.37601757,19.65103226,25.4920009766436
9404,5am,29.6660756201695,29.82660049,27.91285097,12.5944729203649
9405,5am,17.2375579046284,32.20057819,34.22377882,16.3380850858064
9406,5am,26.8719524828829,37.07578241,21.54753478,14.5047303301908
9407,5am,22.0900942691615,24.65263674,26.19467929,27.0625896999088
9408,5am,13.8288671638485,28.64347754,22.92449223,34.6031630728803
9409,5am,15.9066702444663,15.14906129,34.85082118,34.0934472793553
9410,5am,29.4517966717743,30.30623287,29.60410416,10.6378662937712
9411,5am,36.5709412644243,34.95305842,21.33548781,7.14051249846873
9412,5am,37.2608511080375,28.06726708,16.44407776,18.227804051694
9413,5am,30.8715610289294,32.60761794,28.15088263,8.36993840871047
9414,5am,17.1729070414477,32.42593293,35.16330324,15.2378567959174
9501,5am,19.3125641607107,35.45212129,29.99959602,15.2357185290246
9502,5am,34.3804566401028,32.13483944,21.84675933,11.6379445876154
9503,5am,26.4626723574431,35.51841796,23.19258625,14.8263234378979
9504,5am,26.282272646488,33.07976224,25.37320212,15.2647629913435
9505,5am,31.7339861260377,36.18803446,28.74549118,3.33248823560559
9506,5am,40.0899515706717,29.32425188,23.8148924,6.77090415117847
9507,5am,43.9790061802027,32.50402522,20.10262698,3.41434161711612
9508,5am,23.7245083534942,40.37062674,23.43980007,12.465064837285
9509,5am,22.3583647405415,27.69841234,34.7333209,15.2099020144231
9510,5am,18.2615680291846,36.47398165,30.44593484,14.81851548425
9511,5am,15.6735713999871,32.87572564,25.74406103,25.70664193822
9512,5am,20.9006555189864,28.18464529,31.08156504,19.8331341502764
9513,5am,23.0543740844825,28.14430184,28.67260917,20.1287149093715
7501,6am,9.11465565007209,15.67044814,21.08343873,54.1314574821091
7502,6am,7.54028507210137,5.315153139,28.50833916,58.636222626025
7503,6am,10.5207464598508,17.23782107,21.3788399,50.862592564026
7504,6am,8.31513287522843,15.38455111,29.3842021,46.9161139234753
7505,6am,14.0116703883462,14.92009,20.32391751,50.7443221067328
7506,6am,11.3068562764802,14.55482796,31.32071438,42.8176013802501
7507,6am,13.5662226486739,15.32905411,29.33255461,41.7721686329088
7508,6am,5.40402382713014,13.11548088,25.12651717,56.3539781285795
7509,6am,11.7802413350994,12.11516103,20.2713974,55.833200235856
7510,6am,6.92053583434112,9.606269533,28.64677565,54.8264189872582
7511,6am,14.3683378712695,11.84378806,28.30044198,45.4874320879592
7512,6am,17.9968396393254,14.57915026,22.67536062,44.7486494797337
7513,6am,29.9830735725081,22.78749277,17.53035244,29.6990812162477
7514,6am,24.9331258030273,18.03871849,25.87538758,31.1527681185993
7701,6am,15.4899653329516,37.54976941,32.08219559,14.8780696668033
7702,6am,19.7087966299325,33.72587706,23.10263957,23.4626867360303
7703,6am,19.1714210992417,43.21243475,26.03539859,11.5807455671988
7704,6am,37.4779165365841,29.75919833,24.92799045,7.83489467618009
7705,6am,26.8343952881979,44.21135725,21.48941954,7.46482792320309
7706,6am,30.3676981622038,43.93770657,20.46882331,5.22577195117724
7707,6am,41.9731223905682,39.14661168,13.87613135,5.0041345704555
7708,6am,13.9417764565153,44.48324846,25.58380654,15.9911685420399
7709,6am,31.6352262809668,28.65854518,32.75641163,6.94981690434979
7710,6am,14.3632333120724,28.16988027,42.97883898,14.4880474371129
7711,6am,27.8103411063321,31.46609291,24.81788769,15.9056782856354
7712,6am,24.0493959932871,42.83064874,17.77398739,15.3459678810943
7713,6am,39.9663631166017,32.18802893,21.69359624,6.15201171728032
7714,6am,21.8536113462821,35.60214409,27.09435247,15.4498920955033
7715,6am,34.2586319599517,43.95746246,16.52674668,5.25715889489753
7716,6am,23.186318660511,41.24475011,27.40644616,8.16248506836861
7801,6am,20.1270454752323,23.72059748,22.75587034,33.3964867135992
7802,6am,9.66441620318498,18.41893246,31.5843824,40.3322689406719
7803,6am,12.0486025759267,24.30140733,35.0208756,28.6291144880729
7804,6am,23.3361223958521,23.42727297,29.14337965,24.0932249846534
7805,6am,13.2340443386726,37.93694101,29.61179588,19.2172187663424
7806,6am,25.2186120263496,42.96609921,21.47042776,10.3448610004021
7807,6am,34.9907931403406,40.34304752,18.80035597,5.86580337008258
7808,6am,32.9862783444723,39.84527984,19.32771933,7.84072249101803
7809,6am,16.1607637767808,34.90085141,27.55854753,21.3798372875262
7810,6am,11.8059698374287,37.50751181,29.96364507,20.7228732813353
7811,6am,11.4017893724631,23.314562,34.28228943,31.0013591938318
7812,6am,8.65044862780363,22.4375717,26.92822215,41.9837575198999
7813,6am,13.9909219460478,34.29343782,30.46017021,21.2554700176186
7814,6am,7.37348810109934,36.30362197,34.00302519,22.3198647367969
7815,6am,21.5226161753832,32.87183253,30.7019085,14.9036428015291
7816,6am,14.4243135198019,33.38974662,32.26857868,19.9173611786892
9101,6am,24.556390277171,35.10823219,25.97182105,14.3635564782532
9102,6am,21.4091123747117,31.78393868,27.01494576,19.7920031894939
9103,6am,28.143060890442,33.1059779,25.1335512,13.6174100177016
9104,6am,20.9875394577757,39.2424483,23.36108298,16.4089292623457
9105,6am,18.3665010828594,37.350297,29.62169031,14.6615116106983
9106,6am,27.9845361428388,30.77574163,28.88286081,12.3568614135661
9107,6am,24.5828562642967,36.01787633,27.7100675,11.6891999051123
9108,6am,15.8979451026512,35.211546,27.39146294,21.4990459651567
9109,6am,21.4488561175535,27.2624243,33.03196808,18.2567514964975
9110,6am,29.801979188175,30.97005181,26.13152024,13.0964487540676
9111,6am,23.4486901617876,25.64726975,31.14799441,19.7560456819264
9112,6am,19.083661310303,30.15895599,32.21956557,18.5378171311751
9113,6am,11.9606641350122,26.91710838,33.48633621,27.6358912772186
9114,6am,7.53736753017094,22.23964435,37.58129238,32.6416957422818
9201,6am,27.3030660398993,17.79551631,31.61854353,23.2828741179951
9202,6am,18.9971240201167,29.14317639,29.17560849,22.6840911085267
9203,6am,14.3779373186911,16.68340596,31.66020083,37.2784558906173
9204,6am,19.5636053038038,30.73043634,30.24624638,19.4597119719255
9205,6am,7.77758507196518,23.81285775,25.47547766,42.9340795172254
9206,6am,7.80710132271509,25.38908944,25.01919007,41.7846191628355
9207,6am,3.60964463714926,9.844570688,35.89973468,50.646049989825
9208,6am,10.034240256915,21.35287405,26.44148816,42.1713975352369
9209,6am,15.5817046544848,19.23016454,30.6352305,34.5529003043899
9210,6am,13.1436874572641,18.03510776,26.42686738,42.3943374005264
9211,6am,24.0547946619002,24.40755528,26.11337034,25.4242797212372
9212,6am,11.8452373815724,27.38826648,32.48700299,28.2794931485416
9302,6am,27.4461046864558,41.40431806,19.82802971,11.3215475402185
9303,6am,28.4986521971879,22.27364817,30.26287513,18.9648245027876
9304,6am,32.8378490674948,33.58040293,17.48999469,16.0917533168873
9305,6am,32.7239825141272,36.04377888,21.43336099,9.79887761538927
9306,6am,30.5075679648819,26.33196479,27.52405137,15.6364158807868
9307,6am,28.4915780972875,35.67193372,24.53660785,11.2998803398093
9308,6am,32.1995279841509,29.75556263,29.22276263,8.82214675419055
9309,6am,38.929384733421,29.66415492,23.32868257,8.07777777570429
9310,6am,28.5806932333217,37.4903364,28.9769653,4.95200506361757
9311,6am,44.9126990214346,24.44499779,20.16885266,10.4734505306521
9312,6am,37.9914670514369,32.68653038,16.40008872,12.9219138486332
9402,6am,24.3047952183068,41.30787976,16.33541848,18.0519065379078
9403,6am,25.6111464020661,29.30746379,19.45913515,25.6222546534014
9404,6am,30.0505411972876,29.93342961,27.44469028,12.5713389145891
9405,6am,17.0982058694232,33.0631635,33.59572815,16.2429024797282
9406,6am,26.751681884959,36.91378247,21.91725611,14.4172795322836
9407,6am,22.2274915523118,25.10542185,25.79317896,26.8739076396931
9408,6am,14.0949539660138,27.84071649,22.79535308,35.2689764687119
9409,6am,16.0209292087525,15.36869158,34.49420756,34.1161716545827
9410,6am,28.9672445143739,30.6118573,29.6757539,10.7451442852017
9411,6am,37.3098438989353,34.9989787,20.47850549,7.21267191229087
9412,6am,34.5869805543925,30.58221428,16.70635399,18.1244511768715
9413,6am,30.2289416811714,32.33940011,28.95013012,8.48152809099038
9414,6am,18.2220068373567,31.94806954,34.72718451,15.1027391053098
9501,6am,17.9039512337227,35.07399323,31.00615392,16.015901617138
9502,6am,34.0577203000312,33.17800375,21.25994243,11.5043335156222
9503,6am,26.9398256185632,34.7082739,23.72922862,14.6226718558388
9504,6am,26.7352845784982,32.04430585,25.80418413,15.4162254449842
9505,6am,31.7136952325943,36.9544803,27.75409694,3.5777275291457
9506,6am,38.6571304452033,30.23583599,24.22074102,6.88629254343095
9507,6am,44.0155499725848,32.09597966,20.44134321,3.44712715855799
9508,6am,22.8306685476898,39.91282458,24.55178212,12.7047247463217
9509,6am,22.7443867514056,27.53826146,34.17692213,15.5404296564408
9510,6am,18.432184579727,36.82280831,29.983494,14.7615131111059
9511,6am,15.7048706762084,32.74168208,25.79547053,25.7579767148457
9512,6am,21.4820338070311,27.37322896,30.75991926,20.384817975139
9513,6am,23.4939667022175,27.75135667,28.64520204,20.1094745876518
7501,7am,8.96493718246906,15.64042274,22.70518295,52.689457131885
7502,7am,8.80451786583314,7.624270819,28.11461262,55.4565986906568
7503,7am,13.948427371647,18.83969486,21.25600944,45.9558683309337
7504,7am,9.22996541364473,15.4838451,30.1868924,45.0992970898649
7505,7am,12.9447791446236,14.72040452,20.50619974,51.8286165989604
7506,7am,12.8353851688229,16.68618113,30.24130063,40.2371330730919
7507,7am,13.2745969172314,17.0122624,28.73835189,40.9747887839736
7508,7am,5.28057071711296,12.60283043,25.64772745,56.4688714038564
7509,7am,12.6429367803721,11.56559935,18.90987131,56.8815925590728
7510,7am,8.4183665788173,10.32255221,27.75647141,53.502609801168
7511,7am,14.5642814574263,12.37584018,27.88835367,45.1715246959425
7512,7am,18.0269833079731,14.43567457,22.92210877,44.6152333592302
7513,7am,29.3141942103019,23.43807782,18.27348448,28.974243487
7514,7am,24.6885843396879,17.86855076,27.19882673,30.2440381800285
7701,7am,16.5354817698163,39.14270296,30.29748567,14.0243295956072
7702,7am,19.9035214408599,34.89455806,22.05695993,23.144960576268
7703,7am,19.9071017362811,42.25613419,25.91170668,11.9250573974852
7704,7am,37.4241972346886,30.70203764,23.44549671,8.42826841580844
7705,7am,27.4958339006457,43.82541484,21.06532013,7.6134311320299
7706,7am,29.0734244282405,44.21572251,21.617941,5.09291206345739
7707,7am,43.9397026025689,36.99307735,13.99451365,5.07270639108698
7708,7am,14.7776632455011,40.69529372,28.42908408,16.0979589579832
7709,7am,30.7251277897379,30.89985121,32.0355012,6.3395198025609
7710,7am,13.0155735952003,28.59927678,44.24817154,14.1369780853128
7711,7am,28.2617023406014,31.55495359,25.19258011,14.9907639579832
7712,7am,25.0430659961501,42.74136493,16.54545114,15.6701179349175
7713,7am,41.9931996201999,30.58326381,21.2084333,6.21510326858509
7714,7am,21.9548807219427,36.16734989,25.68052452,16.197244872183
7715,7am,35.6572684369205,44.55476913,14.56984774,5.21811469669166
7716,7am,24.4514269154907,42.9693337,24.34851496,8.23072442700123
7801,7am,20.9247580599376,22.335822,23.12477553,33.6146444094978
7802,7am,10.2959554323148,18.98810049,29.20512556,41.5108185192293
7803,7am,13.0969285295243,24.35221523,35.02919814,27.521658103874
7804,7am,23.1990945191918,22.29852061,29.93457991,24.5678049617471
7805,7am,14.8133982899231,37.59641999,28.63821339,18.9519683296747
7806,7am,24.4610901069147,42.95111547,21.42832976,11.1594646604814
7807,7am,34.8156065088481,38.43285314,20.26420597,6.48733438405704
7808,7am,33.5707071151139,39.55355205,19.25124321,7.62449763026421
7809,7am,16.1526281956886,36.56433428,25.89398037,21.3890571625451
7810,7am,11.3024798857797,37.9690092,30.6976339,20.0308770126643
7811,7am,10.7974107474923,22.67324184,34.65331342,31.8760339995082
7812,7am,8.55833095628193,22.68346463,28.00236859,40.7558358254884
7813,7am,15.3456986896663,34.50180833,28.7918809,21.3606120780468
7814,7am,7.71240313881134,37.63370617,31.56045416,23.0934365404231
7815,7am,21.8362347787047,31.3542444,31.49617975,15.3133410715756
7816,7am,14.4233231747229,32.28982611,32.36799984,20.9188508774274
9101,7am,24.8383031972037,34.73510619,26.4598793,13.9667113075604
9102,7am,21.0774880114069,30.65607985,29.82828434,18.4381477998406
9103,7am,28.8086773090792,32.64766413,24.17231888,14.3713396826165
9104,7am,22.6447052015379,37.59474674,22.47946529,17.2810827699839
9105,7am,18.3720092715581,37.09502518,29.78786814,14.7450974146022
9106,7am,29.2034941543573,30.60365868,29.62500509,10.5678420762944
9107,7am,24.6908191777786,34.82976694,28.49176429,11.9876495958288
9108,7am,16.5664713906458,35.29561501,25.65439198,22.4835216214784
9109,7am,21.3481447479517,27.13454327,32.8205826,18.6967293759727
9110,7am,30.8978678024024,31.13043363,25.19826131,12.773437252797
9111,7am,23.7922320396542,27.51103587,29.03009165,19.6666404414093
9112,7am,18.765067831071,31.3913396,31.66764517,18.1759473926588
9113,7am,12.4063686167127,26.15676943,33.60917865,27.8276833003158
9114,7am,7.0250261883545,22.49398741,37.5558745,32.9251119045804
9201,7am,27.0658922868754,19.02220651,30.05974467,23.8521565348562
9202,7am,18.3790313740537,28.24436208,30.1466755,23.2299310465253
9203,7am,14.6825175268244,18.33691973,29.89991547,37.0806472727949
9204,7am,20.8989353222742,31.78643185,28.4151211,18.8995117279133
9205,7am,7.96022710999198,24.40691421,25.68729366,41.9455650213936
9206,7am,7.8514059239992,24.78792623,25.14158263,42.2190852215556
9207,7am,3.70457296993262,10.10346838,36.57835183,49.6136068162988
9208,7am,10.492638861277,21.75407211,25.89601909,41.8572699412606
9209,7am,15.7030500085241,18.20299808,30.8004475,35.2935044101724
9210,7am,12.7862665150532,17.81285702,26.23204917,43.1688273004397
9211,7am,24.0141102760933,23.87234686,27.168583,24.9449598633196
9212,7am,12.3099914398552,26.46176496,32.91613948,28.3121041195973
9302,7am,29.9305965659862,38.74218738,20.41168743,10.9155286230538
9303,7am,29.3428431397398,21.96824737,29.64000942,19.0489000633677
9304,7am,33.9383115229706,31.77021105,17.81933312,16.4721443067504
9305,7am,32.3387909270444,36.37762273,20.94809722,10.3354891180873
9306,7am,28.8578530451518,27.20883618,28.61819838,15.3151123983451
9307,7am,28.457861709215,34.80506447,24.9383826,11.7986912210892
9308,7am,30.9807664037669,29.81185095,29.73372889,9.47365375703186
9309,7am,39.476404579056,28.10558399,23.50893042,8.90908101082596
9310,7am,27.4376751408214,38.06235179,29.81364488,4.68632818447813
9311,7am,45.7734003044843,22.71794075,20.85984915,10.6488097952528
9312,7am,37.2087132556778,33.4652978,16.44853793,12.8774510161593
9402,7am,24.0500091001953,40.57849271,17.7377664,17.6337317834607
