"secteur","hour","cs1","cs2","cs3","cs4","cs5"
7711,"5am","7115.36106763958","23457.2659297945","30316.599452951","5939.14598193164","11514.8788481774"
7712,"5am","14295.3011610336","13044.3430190799","12540.6984700092","11593.4312337466","3326.2957580091"
7713,"5am","5899.24554074105","8926.36251720103","6951.44547575611","5520.293315476","1950.61025823924"
7714,"5am","10926.2847694328","15288.6071941133","16228.9352995326","16153.8105550325","7865.79615886986"
7715,"5am","7035.9304176826","12364.114962092","7696.13477975841","5143.62361527699","1885.51924602275"
7716,"5am","10005.7321000887","21239.5346368563","21514.0453830693","16124.6395621527","5739.80883299219"
7801,"5am","4147.10983016112","24703.1407278201","12613.0663037189","24735.0624113301","12370.617252282"
7802,"5am","16254.0013468129","2782.31371170283","13495.0139144661","19707.4487255468","11393.1567894464"
7803,"5am","10658.42581425","13242.0274663832","25352.2567151538","22868.5501907168","17109.0343669594"
7804,"5am","7865.23497862944","9407.5002956576","9488.89061646288","13667.9698672923","5905.29638409627"
7805,"5am","13304.0575985949","16863.4426049791","20919.909202155","15510.0863480318","14218.5344734407"
7806,"5am","11336.9322719254","27391.2118457761","20078.1597104743","17667.3018438232","5521.8424620267"
7807,"5am","12757.2125058534","10965.8027051337","11492.7340607355","9447.73715803089","2367.61366405556"
7808,"5am","9142.49565513685","17050.9079445481","13529.1803471183","12236.3399216876","3886.99648475975"
7809,"5am","10047.3777752221","11863.4320295398","16631.7630815191","17579.5565203352","6488.99692605888"
7810,"5am","4019.69927912672","4336.06463433164","3693.19453945915","9649.97782546942","1960.01086734689"
7811,"5am","8948.8857292982","12374.8899258652","11536.8554759923","28198.8824188223","15397.310034813"
7812,"5am","19960.7554732556","11839.5290132345","22316.731924388","38575.4186466509","31059.5454341068"
7813,"5am","8412.47307141227","5988.23803040554","8785.21817093396","8174.96154912963","5612.35429289391"
7814,"5am","3120.35049378368","2464.78562512351","6324.47412765703","7293.57868542043","3460.42703953697"
7815,"5am","6029.31986126833","8159.19863272326","8456.5359551858","9674.1747012095","3678.49253231912"
7816,"5am","11069.378233348","24067.6781524169","22703.3891222251","27517.201342838","18418.2793478191"
9101,"5am","10380.2245415491","15504.6352768763","11520.9061346654","14523.0578902444","4771.29628465853"
9102,"5am","5841.22188956934","11567.3943942204","10790.39314449","14435.9495406169","3960.61285549406"
9103,"5am","8341.97859565075","18454.3818489164","12576.7259567906","16031.3507117857","6939.33892050384"
9104,"5am","5179.67788482576","8826.79046143087","16365.6618631719","13725.7494463967","5032.31211610773"
9105,"5am","8268.79906438123","22550.29994226","17555.6803485343","17709.6688440433","9303.80514353943"
9106,"5am","14528.1840183972","27374.165959588","16607.3758942095","14580.420517192","8555.97096535998"
9107,"5am","12204.7216470204","18346.2352814898","20380.3439729366","25589.3983042538","7708.62150401152"
9108,"5am","7246.8728879896","11935.0379390504","12861.0433704826","15141.3605303344","7955.90358968719"
9109,"5am","4045.7945461732","18948.7518603719","19784.2706722799","14093.9873688576","6994.14561027539"
9110,"5am","12201.3154409734","21193.2959130238","13574.7903278863","10305.1988715511","2666.22472012681"
9111,"5am","10511.9639453147","15211.3800192464","12801.2072541603","11855.455977102","7790.45715690151"
9112,"5am","5079.32572447491","10089.7559472376","11776.0557504503","14003.6465726636","6332.2002361991"
9113,"5am","6005.57973914297","14929.0265931646","15854.7627989481","25303.0892263635","14193.1126329129"
9114,"5am","5811.26799479407","7887.39650033172","4289.37709332976","11707.7150041595","11884.8455493967"
9201,"5am","14681.7228184657","24215.5812926408","29640.7601160254","26494.8804248312","15060.234236064"
9202,"5am","10859.8391053728","20033.8730134057","19426.7748834065","19178.2619864339","10999.8582554555"
9203,"5am","22640.1858088563","23672.0937323094","17617.9712889827","35786.234844996","35414.0830169219"
9204,"5am","13862.540818057","14287.0096805223","24693.8003554979","16101.738241055","15261.9473352861"
9205,"5am","5979.66047117233","13933.6793968358","20820.6597818779","23460.0254981061","32716.9217086717"
9206,"5am","11122.5799783979","18014.2711129999","13351.0822036442","26288.1283934693","22984.7465898509"
9207,"5am","13077.0244109885","6200.54632347247","14691.1046728673","23349.4834930547","25320.6880206899"
9208,"5am","10327.766082492","9428.61503682825","14835.8469679439","26083.1473964193","25757.6902045051"
9209,"5am","12952.4630799807","15481.317836119","28709.677700699","37374.3525227225","30264.0337450661"
9210,"5am","12379.1156197883","18574.6095873968","15124.5913844753","30695.1204924864","37139.2873065322"
9211,"5am","9325.51318686524","14576.1061851267","20108.3463955922","14671.2521739104","12605.0723752974"
9212,"5am","6971.39950659544","14922.41465661","16139.0661917346","19587.4225536705","16408.1274892104"
9302,"5am","4373.95431610416","13347.5648149622","15212.7440851367","9557.91779729953","3358.745921699"
9303,"5am","26541.2526215033","28595.5629966188","18146.437589921","18099.8328625736","9466.04525912913"
9304,"5am","20267.0298844787","36419.8451522345","25373.7746189555","18635.1258794385","12616.4590472061"
9305,"5am","14536.2715073704","29418.0875554347","15705.082366671","12799.2843891462","6953.03919254963"
9306,"5am","8084.58142780807","23148.6606024413","28008.5026464585","22301.1552916852","10764.4093888897"
9307,"5am","24819.6657855632","19555.4457653538","16587.4877000024","15055.0547877926","2733.48951242792"
9308,"5am","12796.4130540482","22320.5103132453","10543.6758971465","8319.76907504613","4320.34769882744"
9309,"5am","19134.296816554","26943.2401856941","20450.2827157507","15142.5948511408","5957.74871793552"
9310,"5am","22926.1216507942","35094.3673856863","23592.5933565859","16538.970485425","4714.29890548328"
9311,"5am","30070.0332444756","36985.8919253295","28689.5097217152","17257.2404895188","5446.13830202949"
9312,"5am","43552.8403952606","52665.0708074586","29592.2623859097","23887.5262793811","9192.63587035432"
9402,"5am","14308.6876223255","35538.2945322758","18375.2694346609","23861.6795719433","11682.0461037472"
9403,"5am","10631.2260762446","28753.9286910658","23718.3969544572","25701.1109826518","17887.7935674685"
9404,"5am","9955.87018667726","22930.659156884","14195.1324166828","12958.373902804","5886.94247355432"
9405,"5am","5577.65638212564","13619.8289661749","17420.8703776532","20819.7856655012","6319.18737886797"
9406,"5am","12758.4844323044","25120.2112091971","15155.3651748967","15033.7082618809","7379.88309173206"
9407,"5am","13260.4285016192","24506.1615292589","20960.5609463111","28524.4236424327","18407.386415675"
9408,"5am","6957.23971725154","13245.7226563025","13200.8624297904","24816.600428999","15682.5963842563"
9409,"5am","12208.9106369409","20100.8671814472","24659.4477253146","44842.0752267299","35861.3819331397"
9410,"5am","7135.02433335361","10018.4914105843","13534.3877483193","9550.91242379841","4782.83505449353"
9411,"5am","9884.39954159067","13891.7888543629","12985.4395447354","7071.82146168206","4022.20310825868"
9412,"5am","5228.44033969999","10130.7573510765","6701.54647130844","8134.06739259986","4070.82113736606"
9413,"5am","9723.6779328455","18248.7421745089","14525.4685267162","9812.38834087571","3589.25551407618"
9414,"5am","4975.59363057342","5728.15452753239","7861.05625391566","7575.88728407366","3464.34274466818"
9501,"5am","6969.8149951127","18653.7753291497","21396.9413841182","19108.6474718122","4921.41516526421"
9502,"5am","10239.5582104583","21237.8258523176","10300.4473481721","13375.2037223282","4167.85313585916"
9503,"5am","5981.31920817015","17564.3440016419","8109.06955467807","14886.3282595518","3430.44253833841"
9504,"5am","6252.82931199448","13070.9789672248","12192.881550546","12456.8153408227","6391.33971577992"
9505,"5am","9340.96070089495","15845.0181125039","19391.1477498614","9308.03794656716","1898.85853874295"
9506,"5am","12470.3275764409","18987.095096583","10874.6875901036","5693.34456204683","3056.7116708165"
9507,"5am","18550.2085044639","30454.4870870328","12647.1917811226","5706.55902870183","1452.84838190997"
9508,"5am","23760.5324987276","25543.9265959485","26240.808599237","12010.7981021084","5431.01294597631"
9509,"5am","8873.24470549694","15569.8501520318","15498.3644376412","20066.3270686356","3586.32143715014"
9510,"5am","9783.17568876562","16065.6716636891","20678.760541157","19425.2987187036","7479.28969547113"
9511,"5am","5298.2088467305","15094.4568484933","21294.6823625816","23195.4359645126","12518.5361037067"
9512,"5am","10207.661784949","12303.8559768705","19251.1363483369","17602.5464849857","10639.1177632621"
9513,"5am","8893.5303462515","13700.7672629733","6032.03216698488","16807.8365633041","5531.80927395549"
7501,"6am","1796.7496570697","6100.40971895499","14277.531717986","24245.565381926","34105.5491093708"
7502,"6am","18087.9412900185","9805.83346356018","12232.1078307431","32634.2007744883","51968.3134686724"
7503,"6am","8784.63935603238","9164.63555416275","10124.7739200551","18930.9462343114","31417.6451338075"
7504,"6am","8206.79356552542","10083.2576667201","11411.3804991016","23707.6098726033","24824.8196035417"
7505,"6am","12915.6839074216","16277.3708531313","15501.5462518915","29784.541346586","41331.232377471"
7506,"6am","12021.0380984452","13638.7943751242","25175.0437855129","21959.986927432","40452.1821171346"
7507,"6am","15422.5466885415","17384.7219902993","27275.6249961884","33581.6923359421","45967.8913567401"
7508,"6am","9630.55187124758","8741.63826468531","19638.3556389689","26828.5270072748","38616.4544438666"
7509,"6am","20020.8367694371","21935.4747739614","21541.2783054689","53585.6882068137","55366.3573634632"
7510,"6am","20230.2241887638","13199.7809412234","11931.1939679274","36443.1253996897","46028.3445031237"
7511,"6am","18884.5732961064","17069.789177654","13522.5150575044","33384.0264520808","47739.8978378162"
7512,"6am","19757.8103609811","30019.9492852898","13197.0063601344","43270.525997618","43532.5574792788"
7513,"6am","27455.4430189279","28657.9101992746","24947.4694347324","30765.8649517867","28938.8947488296"
7514,"6am","21845.9632088191","21585.3166726272","19808.9432993411","43037.2730419657","38801.780780473"
7701,"6am","7341.27349857455","24491.9600935883","34419.580824803","21351.3082539851","9499.96982046133"
7702,"6am","12962.3995721628","28452.392897667","19252.1532678824","37015.6222195557","11579.881728159"
7703,"6am","8181.80577801153","22380.6983617181","24684.9476082611","21004.3126626136","3625.0541977052"
7704,"6am","14997.2434563897","20427.5974759942","20482.5228353363","10442.5058876419","3426.58760232201"
7705,"6am","2768.05167751194","18069.9157312631","13427.5676378029","11294.0156277295","454.674889730258"
7706,"6am","7444.43311024079","15046.4948002382","11663.3097759119","9789.96897590366","1259.28186542604"
7707,"6am","11386.5751298048","15391.13947961","11608.1104649228","9534.89361263279","2462.31270792963"
7708,"6am","5843.89163163717","11754.6399222617","20151.1952842132","22745.1542520791","8126.26299375565"
7709,"6am","7154.91854009237","18519.3885305467","14782.1545933703","8470.78237433209","2582.74406146913"
7710,"6am","5419.57815124179","22907.3134659416","14743.6669784894","15928.0519729798","5943.31538296579"
7711,"6am","7403.42138146947","22072.1774165749","30316.599452951","7061.3275909122","11514.8788481774"
7712,"6am","13596.3077057796","13044.3430190799","12126.9772246432","11593.4312337466","3326.2957580091"
7713,"6am","5780.34831456005","8590.04843335117","6660.67250345329","5464.02670053203","1950.61025823924"
7714,"6am","10926.2847694328","14426.1179823775","15945.5767306057","15998.9711957052","7865.79615886986"
7715,"6am","6846.59214997134","11905.9649363891","7696.13477975841","5017.852849381","1885.51924602275"
7716,"6am","9840.00869373369","20270.2494060483","20986.7546906604","15548.1502980753","5739.80883299219"
7801,"6am","4147.10983016112","24225.6848109469","11868.7308927339","24735.0624113301","11651.4269120019"
7802,"6am","16254.0013468129","2489.26164733786","13495.0139144661","19508.2247420458","11393.1567894464"
7803,"6am","10658.42581425","12712.8004221284","25095.8654476297","22868.5501907168","17828.2247072395"
7804,"6am","7865.23497862944","9319.24884662897","9710.88850660555","13667.9698672923","5905.29638409627"
7805,"6am","13304.0575985949","16504.9124230667","20715.2124308964","14935.7968861324","14310.0558792526"
7806,"6am","10933.3574916545","27082.1289238683","19654.6265149921","17922.1389526829","5430.32105621481"
7807,"6am","12757.2125058534","10630.2317908423","11230.6347458399","8400.23440481181","2367.61366405556"
7808,"6am","9142.49565513685","15239.9738638335","13528.3416570908","12236.3399216876","3886.99648475975"
7809,"6am","9108.33699669409","11554.8256536928","16142.4816966917","17579.5565203352","6488.99692605888"
7810,"6am","4019.69927912672","4336.06463433164","3466.5770365719","9579.52390043737","1960.01086734689"
7811,"6am","9277.10057303049","12646.9082988079","11536.8554759923","27867.1767373036","15397.310034813"
7812,"6am","19960.7554732556","11839.5290132345","21726.6570641547","38879.2843503798","31059.5454341068"
7813,"6am","8996.90434150721","5914.0567009375","8633.53631652571","7985.88032688123","5612.35429289391"
7814,"6am","3120.35049378368","2273.81727504949","6145.23829528461","7169.620547231","3460.42703953697"
7815,"6am","6029.31986126833","7905.87608750006","8456.5359551858","9674.1747012095","3348.35344128046"
7816,"6am","10741.1633896157","21672.2602677713","22284.2353276956","27517.201342838","18208.5408054257"
9101,"6am","10243.5252442828","16352.0798318848","11444.7169658189","14523.0578902444","4771.29628465853"
9102,"6am","5671.91648094654","11546.6586197082","10132.6906230598","14262.1776042433","3960.61285549406"
9103,"6am","8341.97859565075","17888.090590412","12576.7259567906","15307.9834888293","6939.33892050384"
9104,"6am","5179.67788482576","8848.02518744643","16183.7445018047","13456.3065216662","5032.31211610773"
9105,"6am","8268.79906438123","21917.8624822845","17555.6803485343","17436.8329479831","9303.80514353943"
9106,"6am","14528.1840183972","26027.5283927002","16607.3758942095","14580.420517192","8198.21986725276"
9107,"6am","11550.8473321583","17745.025264751","20380.3439729366","24892.7454616502","7368.84925904909"
9108,"6am","7246.8728879896","11060.9438382227","12724.3806067429","15026.2167689666","7955.90358968719"
9109,"6am","4045.7945461732","18266.9839955365","19784.2706722799","13727.226632101","6903.31764572928"
9110,"6am","11969.9298661993","20532.6779623145","13166.8439473862","9795.86754899131","2666.22472012681"
9111,"6am","10407.258161513","16291.1814321262","12801.2072541603","12126.5953874973","7790.45715690151"
9112,"6am","5079.32572447491","10144.4676624598","11659.9098260605","13799.9421550408","6332.2002361991"
9113,"6am","5854.85835046028","14318.7829812209","15656.0230890389","25303.0892263635","14193.1126329129"
9114,"6am","5811.26799479407","7887.39650033172","4289.37709332976","11707.7150041595","11884.8455493967"
9201,"6am","14681.7228184657","24781.995380555","28599.6995242363","26761.7620298176","15060.234236064"
9202,"6am","10859.8391053728","18480.9465951692","20535.825391826","18847.6613671772","10999.8582554555"
9203,"6am","21194.2363508068","23753.6524142957","17617.9712889827","35786.234844996","35414.0830169219"
9204,"6am","13658.0025430257","13492.1463951413","24100.993083457","17219.7110969881","15261.9473352861"
9205,"6am","5979.66047117233","13078.8061767623","21638.5190251899","23224.8235793738","32716.9217086717"
9206,"6am","11327.1182534291","18315.6636625634","13647.4858396646","26288.1283934693","22984.7465898509"
9207,"6am","13077.0244109885","6200.54632347247","14835.0528048152","22914.2910770261","25320.6880206899"
9208,"6am","10327.766082492","9901.54156899563","14446.4641841866","26083.1473964193","25757.6902045051"
9209,"6am","12952.4630799807","15458.6591423845","28709.677700699","37172.7264573968","30264.0337450661"
9210,"6am","12379.1156197883","18833.4005577141","15403.7753975663","30695.1204924864","36459.8146010407"
9211,"6am","9325.51318686524","14783.1210347563","19864.9461920558","14367.3864701815","12605.0723752974"
9212,"6am","6826.94285510049","14922.41465661","15892.1196252251","19587.4225536705","16408.1274892104"
9302,"6am","4409.66369775224","12134.2378424486","14494.550935914","9394.72913964284","3358.745921699"
9303,"6am","26262.0344044093","29122.2502259628","18028.2186653564","18099.8328625736","9466.04525912913"
